context: Once upon a time, there was a child. response:	For the child, the world was filled with wonder.
context: Will you close yourself to it all?\Quack...\When you had finally linked them?\Quack!\It doesn't matter anymore!\You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come... response:	Right. Because you're so strange and I want to know more about you.
context: Quack...\When you had finally linked them?\Quack!\It doesn't matter anymore!\You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you. response:	I want to know. I want to know more.
context: When you had finally linked them?\Quack!\It doesn't matter anymore!\You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more. response:	Okay.
context: Quack!\It doesn't matter anymore!\You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay. response:	Qua... Quack!
context: It doesn't matter anymore!\You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay.\Qua... Quack! response:	Mytho!
context: You're a strange person.\Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay.\Qua... Quack!\Mytho! response:	Quack!
context: Hey, won't you come with me? To a place where no one will come.\A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay.\Qua... Quack!\Mytho!\Quack! response:	Oh, no! Quack!
context: A place where no one will come...\Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay.\Qua... Quack!\Mytho!\Quack!\Oh, no! Quack! response:	Qua, qua, qua, quack! Quack! Quack!
context: Right. Because you're so strange and I want to know more about you.\I want to know. I want to know more.\Okay.\Qua... Quack!\Mytho!\Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack! response:	Quack!
context: I want to know. I want to know more.\Okay.\Qua... Quack!\Mytho!\Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack! response:	Huh? What is this?
context: Okay.\Qua... Quack!\Mytho!\Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this? response:	Quack! I can't catch up to him!
context: Qua... Quack!\Mytho!\Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this?\Quack! I can't catch up to him! response:	What'll I do?!
context: Mytho!\Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this?\Quack! I can't catch up to him!\What'll I do?! response:	Since when do you not have a heart?
context: Quack!\Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this?\Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart? response:	No idea.
context: Oh, no! Quack!\Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this?\Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart?\No idea. response:	How did you lose it?
context: Qua, qua, qua, quack! Quack! Quack!\Quack!\Huh? What is this?\Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart?\No idea.\How did you lose it? response:	How...
context: Quack!\Huh? What is this?\Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart?\No idea.\How did you lose it?\How... response:	Oh, I feel like there was something that I had to do.
context: Huh? What is this?\Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart?\No idea.\How did you lose it?\How...\Oh, I feel like there was something that I had to do. response:	What's that?
context: Quack! I can't catch up to him!\What'll I do?!\Since when do you not have a heart?\No idea.\How did you lose it?\How...\Oh, I feel like there was something that I had to do.\What's that? response:	I don't know.
context: What'll I do?!\Since when do you not have a heart?\No idea.\How did you lose it?\How...\Oh, I feel like there was something that I had to do.\What's that?\I don't know. response:	I want to know. Don't you want to know?
context: Since when do you not have a heart?\No idea.\How did you lose it?\How...\Oh, I feel like there was something that I had to do.\What's that?\I don't know.\I want to know. Don't you want to know? response:	No.
context: No idea.\How did you lose it?\How...\Oh, I feel like there was something that I had to do.\What's that?\I don't know.\I want to know. Don't you want to know?\No. response:	Really?
context: How did you lose it?\How...\Oh, I feel like there was something that I had to do.\What's that?\I don't know.\I want to know. Don't you want to know?\No.\Really? response:	Probably.
context: How...\Oh, I feel like there was something that I had to do.\What's that?\I don't know.\I want to know. Don't you want to know?\No.\Really?\Probably. response:	Why don't you want to know?
context: Oh, I feel like there was something that I had to do.\What's that?\I don't know.\I want to know. Don't you want to know?\No.\Really?\Probably.\Why don't you want to know? response:	It hurts when I try to find out.
context: What's that?\I don't know.\I want to know. Don't you want to know?\No.\Really?\Probably.\Why don't you want to know?\It hurts when I try to find out. response:	How strange.
context: I don't know.\I want to know. Don't you want to know?\No.\Really?\Probably.\Why don't you want to know?\It hurts when I try to find out.\How strange. response:	You and I are very alike.
context: I want to know. Don't you want to know?\No.\Really?\Probably.\Why don't you want to know?\It hurts when I try to find out.\How strange.\You and I are very alike. response:	Like you, I don't know what I am, either.
context: No.\Really?\Probably.\Why don't you want to know?\It hurts when I try to find out.\How strange.\You and I are very alike.\Like you, I don't know what I am, either. response:	But you and I are the opposite.
context: Really?\Probably.\Why don't you want to know?\It hurts when I try to find out.\How strange.\You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite. response:	What?
context: Probably.\Why don't you want to know?\It hurts when I try to find out.\How strange.\You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite.\What? response:	I want to know so badly, that it hurts.
context: Why don't you want to know?\It hurts when I try to find out.\How strange.\You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite.\What?\I want to know so badly, that it hurts. response:	Could it be that you're...
context: It hurts when I try to find out.\How strange.\You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite.\What?\I want to know so badly, that it hurts.\Could it be that you're... response:	Keeping this up is useless...
context: How strange.\You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite.\What?\I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless... response:	If I could just...
context: You and I are very alike.\Like you, I don't know what I am, either.\But you and I are the opposite.\What?\I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless...\If I could just... response:	If I could just become Princess Tutu one more time!
context: Like you, I don't know what I am, either.\But you and I are the opposite.\What?\I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time! response:	That's what I like to hear!
context: But you and I are the opposite.\What?\I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear! response:	Not just once, but many more times!
context: What?\I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times! response:	Princess Tutu.
context: I want to know so badly, that it hurts.\Could it be that you're...\Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times!\Princess Tutu. response:	Princess Tutu? The person you're afraid of?
context: Could it be that you're...\Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of? response:	Don't be afraid. Let's go back together.
context: Keeping this up is useless...\If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together. response:	You're Princess Tutu?
context: If I could just...\If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu? response:	Why do you restore his heart?
context: If I could just become Princess Tutu one more time!\That's what I like to hear!\Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart? response:	That's...
context: That's what I like to hear!\Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart?\That's... response:	That's because I thought that was what's best for Mytho.
context: Not just once, but many more times!\Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho. response:	There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.
context: Princess Tutu.\Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too. response:	It was because I wanted to get those things back for him.
context: Princess Tutu? The person you're afraid of?\Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him. response:	Because I thought you would be happier that way.
context: Don't be afraid. Let's go back together.\You're Princess Tutu?\Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way. response:	Because I never imagined you would suffer so much.
context: You're Princess Tutu?\Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much. response:	Tutu...
context: Why do you restore his heart?\That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu... response:	Don't cry, Tutu.
context: That's...\That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu. response:	I'll come back with you.
context: That's because I thought that was what's best for Mytho.\There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu.\I'll come back with you. response:	Why?
context: There are painful feelings, like sorrow and loneliness, but there are lots of warm feelings, like joy and love too.\It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu.\I'll come back with you.\Why? response:	You're afraid of her, but you're going with her?
context: It was because I wanted to get those things back for him.\Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu.\I'll come back with you.\Why?\You're afraid of her, but you're going with her? response:	How strange.
context: Because I thought you would be happier that way.\Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu.\I'll come back with you.\Why?\You're afraid of her, but you're going with her?\How strange. response:	Mytho!
context: Because I never imagined you would suffer so much.\Tutu...\Don't cry, Tutu.\I'll come back with you.\Why?\You're afraid of her, but you're going with her?\How strange.\Mytho! response:	Where did he go?
context: Tutu...\Don't cry, Tutu.\I'll come back with you.\Why?\You're afraid of her, but you're going with her?\How strange.\Mytho!\Where did he go? response:	Oh, um, I'm sorry.
context: Don't cry, Tutu.\I'll come back with you.\Why?\You're afraid of her, but you're going with her?\How strange.\Mytho!\Where did he go?\Oh, um, I'm sorry. response:	But this will be the last time.
context: I'll come back with you.\Why?\You're afraid of her, but you're going with her?\How strange.\Mytho!\Where did he go?\Oh, um, I'm sorry.\But this will be the last time. response:	What?
context: Why?\You're afraid of her, but you're going with her?\How strange.\Mytho!\Where did he go?\Oh, um, I'm sorry.\But this will be the last time.\What? response:	I'll never appear before you again, so rest easy.
context: You're afraid of her, but you're going with her?\How strange.\Mytho!\Where did he go?\Oh, um, I'm sorry.\But this will be the last time.\What?\I'll never appear before you again, so rest easy. response:	Farewell.
context: How strange.\Mytho!\Where did he go?\Oh, um, I'm sorry.\But this will be the last time.\What?\I'll never appear before you again, so rest easy.\Farewell. response:	Wait.
context: Mytho!\Where did he go?\Oh, um, I'm sorry.\But this will be the last time.\What?\I'll never appear before you again, so rest easy.\Farewell.\Wait. response:	I understand a little of what I'm feeling right now.
context: Where did he go?\Oh, um, I'm sorry.\But this will be the last time.\What?\I'll never appear before you again, so rest easy.\Farewell.\Wait.\I understand a little of what I'm feeling right now. response:	What?
context: Oh, um, I'm sorry.\But this will be the last time.\What?\I'll never appear before you again, so rest easy.\Farewell.\Wait.\I understand a little of what I'm feeling right now.\What? response:	This is the feeling of loneliness and the feeling of sorrow.
context: But this will be the last time.\What?\I'll never appear before you again, so rest easy.\Farewell.\Wait.\I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow. response:	I don't want to never see you again.
context: What?\I'll never appear before you again, so rest easy.\Farewell.\Wait.\I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again. response:	But I bring you pain...
context: I'll never appear before you again, so rest easy.\Farewell.\Wait.\I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain... response:	I don't care.
context: Farewell.\Wait.\I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain...\I don't care. response:	Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.
context: Wait.\I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart. response:	Me too.
context: I understand a little of what I'm feeling right now.\What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too. response:	If you disappear, I feel like that light will be extinguished and vanish.
context: What?\This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish. response:	I'm afraid of that.
context: This is the feeling of loneliness and the feeling of sorrow.\I don't want to never see you again.\But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that. response:	Restore my heart to me, Tutu.
context: I don't want to never see you again.\But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu. response:	Possessing this river is likely my desire for knowledge.
context: But I bring you pain...\I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge. response:	Return it to my heart.
context: I don't care.\Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart. response:	But...
context: Even if it hurts, when I think of you, I can feel a small light coming to life in my heart.\Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart.\But... response:	Are you really sure?
context: Me too.\If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart.\But...\Are you really sure? response:	Yes.
context: If you disappear, I feel like that light will be extinguished and vanish.\I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart.\But...\Are you really sure?\Yes. response:	The heart shard!
context: I'm afraid of that.\Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart.\But...\Are you really sure?\Yes.\The heart shard! response:	Who are you?
context: Restore my heart to me, Tutu.\Possessing this river is likely my desire for knowledge.\Return it to my heart.\But...\Are you really sure?\Yes.\The heart shard!\Who are you? response:	Princess Kraehe.
context: Possessing this river is likely my desire for knowledge.\Return it to my heart.\But...\Are you really sure?\Yes.\The heart shard!\Who are you?\Princess Kraehe. response:	Princess Kraehe?
context: Return it to my heart.\But...\Are you really sure?\Yes.\The heart shard!\Who are you?\Princess Kraehe.\Princess Kraehe? response:	What's this?
context: But...\Are you really sure?\Yes.\The heart shard!\Who are you?\Princess Kraehe.\Princess Kraehe?\What's this? response:	Give it back!
context: Are you really sure?\Yes.\The heart shard!\Who are you?\Princess Kraehe.\Princess Kraehe?\What's this?\Give it back! response:	No!
context: Yes.\The heart shard!\Who are you?\Princess Kraehe.\Princess Kraehe?\What's this?\Give it back!\No! response:	I will not give you anything. I will not allow you to do anything.
context: The heart shard!\Who are you?\Princess Kraehe.\Princess Kraehe?\What's this?\Give it back!\No!\I will not give you anything. I will not allow you to do anything. response:	What?
context: Who are you?\Princess Kraehe.\Princess Kraehe?\What's this?\Give it back!\No!\I will not give you anything. I will not allow you to do anything.\What? response:	Stay away from the prince!
context: Princess Kraehe.\Princess Kraehe?\What's this?\Give it back!\No!\I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince! response:	Who... Who am I?
context: Princess Kraehe?\What's this?\Give it back!\No!\I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince!\Who... Who am I? response:	Mytho?
context: What's this?\Give it back!\No!\I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince!\Who... Who am I?\Mytho? response:	Mytho?!
context: Give it back!\No!\I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince!\Who... Who am I?\Mytho?\Mytho?! response:	Mytho...
context: No!\I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince!\Who... Who am I?\Mytho?\Mytho?!\Mytho... response:	Mytho!
context: I will not give you anything. I will not allow you to do anything.\What?\Stay away from the prince!\Who... Who am I?\Mytho?\Mytho?!\Mytho...\Mytho! response:	Mytho!
context: What?\Stay away from the prince!\Who... Who am I?\Mytho?\Mytho?!\Mytho...\Mytho!\Mytho! response:	Hey, Mytho! Get a hold of yourself!
context: Stay away from the prince!\Who... Who am I?\Mytho?\Mytho?!\Mytho...\Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself! response:	Mytho...
context: Who... Who am I?\Mytho?\Mytho?!\Mytho...\Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho... response:	I see, so... you've finally appeared.
context: Mytho?\Mytho?!\Mytho...\Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared. response:	Very good, very good.
context: Mytho?!\Mytho...\Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared.\Very good, very good. response:	The appearance of a new seed of calamity.
context: Mytho...\Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity. response:	The deepening mystery.
context: Mytho!\Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery. response:	And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.
context: Mytho!\Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause. response:	Confessing your love at the window?! Ahiru, you're so bold!
context: Hey, Mytho! Get a hold of yourself!\Mytho...\I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold! response:	It was like a reverse Romeo and Juliet!
context: Mytho...\I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet! response:	Somehow, it was like he wasn't the usual Fakir.
context: I see, so... you've finally appeared.\Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir. response:	Look, my prince, there is the one making you suffer. Princess Tutu.
context: Very good, very good.\The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu. response:	Princess Tutu...
context: The appearance of a new seed of calamity.\The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu... response:	I want to know what you think of me.
context: The deepening mystery.\And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me. response:	I'll shatter your heart for you once again.
context: And to the duck, who chose the path of suffering and tragedy, goes an unstinting round of applause.\Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again. response:	All you children who love stories, come gather around.
context: Confessing your love at the window?! Ahiru, you're so bold!\It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around. response:	The Warrior's Fountain
context: It was like a reverse Romeo and Juliet!\Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain response:	The voice calling, come now, wake up
context: Somehow, it was like he wasn't the usual Fakir.\Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up response:	Wiping a tearstained face
context: Look, my prince, there is the one making you suffer. Princess Tutu.\Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: Princess Tutu...\I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: I want to know what you think of me.\I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: I'll shatter your heart for you once again.\All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: All you children who love stories, come gather around.\The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: The Warrior's Fountain\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
