context: That took longer than expected. response:	I-I'm very sorry.
context: Meaning that...\she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father... response:	Ayato!
context: she's a first year in junior high with that body.\The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father...\Ayato! response:	There's something I want to ask you.
context: The world abounds with injustice.\Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father...\Ayato!\There's something I want to ask you. response:	Hey. Are you having lunch now?
context: Hey, come on. Even so, she does resemble you in some ways, Saya.\Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father...\Ayato!\There's something I want to ask you.\Hey. Are you having lunch now? response:	Want to sit with me?
context: Like how?\Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father...\Ayato!\There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me? response:	Really? Well, if you insist, I suppose I wouldn't be averse...
context: Well, apparently she came here to help out her dad.\Not that I've heard the details yet...\Father...\Ayato!\There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse... response:	Wait, that's not it! What I wanted to hear about was Kirin Toudou and...
context: Not that I've heard the details yet...\Father...\Ayato!\There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and... response:	Spicy Curry Special
context: Father...\Ayato!\There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special response:	Are you sure? It really looks insanely hot!
context: Ayato!\There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot! response:	Didn't I say it wasn't a big deal?
context: There's something I want to ask you.\Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal? response:	Anyway, let's talk about you and Kirin Toudou!
context: Hey. Are you having lunch now?\Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou! response:	There's not much to talk about.
context: Want to sit with me?\Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about. response:	We've only been training together in the morning lately...
context: Really? Well, if you insist, I suppose I wouldn't be averse...\Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately... response:	Hey, by any chance, are you still worried that I might give away my skills?
context: Wait, that's not it! What I wanted to hear about was Kirin Toudou and...\Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills? response:	No, that's not what I'm thinking.
context: Spicy Curry Special\Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking. response:	Oh, never mind. As long as you're acting like that, it shouldn't be a problem.
context: Are you sure? It really looks insanely hot!\Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem. response:	By the way, you haven't touched your curry at all.
context: Didn't I say it wasn't a big deal?\Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all. response:	If it's too much for you to handle, it's not too late to order something else.
context: Anyway, let's talk about you and Kirin Toudou!\There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else. response:	Idiot! As if I could be so wasteful!
context: There's not much to talk about.\We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful! response:	H-Hey! You really shouldn't force yourself.
context: We've only been training together in the morning lately...\Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself. response:	I'm fine! This is nothing!
context: Hey, by any chance, are you still worried that I might give away my skills?\No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing! response:	Then listen, how about if I trade you mine?
context: No, that's not what I'm thinking.\Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine? response:	Wh-What?
context: Oh, never mind. As long as you're acting like that, it shouldn't be a problem.\By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What? response:	This is pretty hot, too, but I'm sure it's not as bad as that one.
context: By the way, you haven't touched your curry at all.\If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one. response:	Oh, right, I guess you don't want something I've already eaten from.
context: If it's too much for you to handle, it's not too late to order something else.\Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from. response:	N-No! That's not the problem!
context: Idiot! As if I could be so wasteful!\H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem! response:	That doesn't really bother me at all. It's just that...
context: H-Hey! You really shouldn't force yourself.\I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that... response:	N-No. But it is my responsibility to consume what I've ordered.
context: I'm fine! This is nothing!\Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered. response:	I can't very well hand it off to you.
context: Then listen, how about if I trade you mine?\Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you. response:	But hey, we need to be able to talk about even trivial stuff like this,
context: Wh-What?\This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this, response:	or we won't work out as tag partners, am I right?
context: This is pretty hot, too, but I'm sure it's not as bad as that one.\Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right? response:	Well, that's...
context: Oh, right, I guess you don't want something I've already eaten from.\N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's... response:	Then, will you give me yours for this one?
context: N-No! That's not the problem!\That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one? response:	Ayato?
context: That doesn't really bother me at all. It's just that...\N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one?\Ayato? response:	Oh, sure! Of course!
context: N-No. But it is my responsibility to consume what I've ordered.\I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course! response:	Thank you!
context: I can't very well hand it off to you.\But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course!\Thank you! response:	Get up, Ernesta. They're on the move.
context: But hey, we need to be able to talk about even trivial stuff like this,\or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move. response:	Nope, not sleeping - not sleeping.
context: or we won't work out as tag partners, am I right?\Well, that's...\Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping. response:	I was just in deep thought with my eyes closed, okay?
context: Well, that's...\Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay? response:	Uh-huh. Then why don't you tell me the reason why I came here?
context: Then, will you give me yours for this one?\Ayato?\Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here? response:	The Tenorio guys are on the move, right?
context: Ayato?\Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right? response:	Good thing we stirred them up, huh?
context: Oh, sure! Of course!\Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh? response:	They've already gotten started.
context: Thank you!\Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started. response:	You'll miss them if you dawdle too long.
context: Get up, Ernesta. They're on the move.\Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long. response:	Right, right, copy that!
context: Nope, not sleeping - not sleeping.\I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that! response:	There's somebody else besides the swordsman kid?
context: I was just in deep thought with my eyes closed, okay?\Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid? response:	Listen and be astounded. That's Seidoukan's Rank 1.
context: Uh-huh. Then why don't you tell me the reason why I came here?\The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1. response:	And you're going to unleash this even with that knowledge?
context: The Tenorio guys are on the move, right?\Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge? response:	Look how pumped up you are!
context: Good thing we stirred them up, huh?\They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are! response:	So? Just how successful was your fishing expedition?
context: They've already gotten started.\You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition? response:	You didn't manage to draw out the Magnum Opus, did you?
context: You'll miss them if you dawdle too long.\Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you? response:	As if I'd have any luck with that one.
context: Right, right, copy that!\There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one. response:	I don't blame them for being cautious.
context: There's somebody else besides the swordsman kid?\Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious. response:	Well, who cares?
context: Listen and be astounded. That's Seidoukan's Rank 1.\And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares? response:	If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!
context: And you're going to unleash this even with that knowledge?\Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future! response:	But really, you do love to gamble.
context: Look how pumped up you are!\So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble. response:	You take too many risks.
context: So? Just how successful was your fishing expedition?\You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks. response:	It's more fun that way, so it can't be helped!
context: You didn't manage to draw out the Magnum Opus, did you?\As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped! response:	It's pretty foggy today, huh?
context: As if I'd have any luck with that one.\I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh? response:	Yes, it is...
context: I don't blame them for being cautious.\Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is... response:	Oh, but I hear that it can be even worse in the winter.
context: Well, who cares?\If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter. response:	We might lose each other during this run.
context: If they fail, it looks like we'll be able to suppress the Tenorios for the foreseeable future!\But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run. response:	Maybe we should hold hands!
context: But really, you do love to gamble.\You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands! response:	All right, then...
context: You take too many risks.\It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands!\All right, then... response:	M-My bad. I was just, uh, kidding about that...
context: It's more fun that way, so it can't be helped!\It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that... response:	O-Oh, I-I'm so sorry!
context: It's pretty foggy today, huh?\Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry! response:	Under construction?
context: Yes, it is...\Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction? response:	Amagiri...
context: Oh, but I hear that it can be even worse in the winter.\We might lose each other during this run.\Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction?\Amagiri... response:	It's not just one, right?
context: We might lose each other during this run.\Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction?\Amagiri...\It's not just one, right? response:	No... But there's something strange about this.
context: Maybe we should hold hands!\All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction?\Amagiri...\It's not just one, right?\No... But there's something strange about this. response:	Rather than human,
context: All right, then...\M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction?\Amagiri...\It's not just one, right?\No... But there's something strange about this.\Rather than human, response:	it feels more like...
context: M-My bad. I was just, uh, kidding about that...\O-Oh, I-I'm so sorry!\Under construction?\Amagiri...\It's not just one, right?\No... But there's something strange about this.\Rather than human,\it feels more like... response:	They're kind of cute, aren't they?
context: O-Oh, I-I'm so sorry!\Under construction?\Amagiri...\It's not just one, right?\No... But there's something strange about this.\Rather than human,\it feels more like...\They're kind of cute, aren't they? response:	Amagiri, are you all right?
context: Under construction?\Amagiri...\It's not just one, right?\No... But there's something strange about this.\Rather than human,\it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right? response:	What are these?
context: Amagiri...\It's not just one, right?\No... But there's something strange about this.\Rather than human,\it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right?\What are these? response:	Amagiri Shinmei-style, First Sword -
context: It's not just one, right?\No... But there's something strange about this.\Rather than human,\it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword - response:	Four Wasps!
context: No... But there's something strange about this.\Rather than human,\it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps! response:	Don't tell me they're immortal or something...
context: Rather than human,\it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something... response:	Looks like it's not going to do much good to slash and thrust.
context: it feels more like...\They're kind of cute, aren't they?\Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust. response:	Would you mind if I tried something?
context: They're kind of cute, aren't they?\Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something? response:	I'm sorry.
context: Amagiri, are you all right?\What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry. response:	It's over!
context: What are these?\Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry.\It's over! response:	Just as I thought, there's some kind of core.
context: Amagiri Shinmei-style, First Sword -\Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry.\It's over!\Just as I thought, there's some kind of core. response:	Good for you for figuring that out.
context: Four Wasps!\Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry.\It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out. response:	Because its Prana flow seemed off to me.
context: Don't tell me they're immortal or something...\Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry.\It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me. response:	I've always been sensitive about that sort of thing.
context: Looks like it's not going to do much good to slash and thrust.\Would you mind if I tried something?\I'm sorry.\It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing. response:	I think I've glimpsed one aspect of your power, Toudou.
context: Would you mind if I tried something?\I'm sorry.\It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou. response:	Synthetic. Meaning that his is Allekant's work?
context: I'm sorry.\It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work? response:	Hey, hold up, for crying out loud!
context: It's over!\Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud! response:	Amagiri!
context: Just as I thought, there's some kind of core.\Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri! response:	Are you all right, Amagiri?
context: Good for you for figuring that out.\Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri? response:	Yeah, you saved my life...
context: Because its Prana flow seemed off to me.\I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life... response:	I'm going to pull you up now!
context: I've always been sensitive about that sort of thing.\I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life...\I'm going to pull you up now! response:	Oh, Ayato! So you do prefer large ones, after all?
context: I think I've glimpsed one aspect of your power, Toudou.\Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life...\I'm going to pull you up now!\Oh, Ayato! So you do prefer large ones, after all? response:	Still, it never crossed my mind.
context: Synthetic. Meaning that his is Allekant's work?\Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life...\I'm going to pull you up now!\Oh, Ayato! So you do prefer large ones, after all?\Still, it never crossed my mind. response:	That Ms. Toudou would have such a vulnerability!
context: Hey, hold up, for crying out loud!\Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life...\I'm going to pull you up now!\Oh, Ayato! So you do prefer large ones, after all?\Still, it never crossed my mind.\That Ms. Toudou would have such a vulnerability! response:	Episode 7 - Decisions and Duels
context: Amagiri!\Are you all right, Amagiri?\Yeah, you saved my life...\I'm going to pull you up now!\Oh, Ayato! So you do prefer large ones, after all?\Still, it never crossed my mind.\That Ms. Toudou would have such a vulnerability!\Episode 7 - Decisions and Duels response:	Perhaps I'll invite her to come over sometime!
