context: The Master was as cute as always today... response:	She truly is an angel from Heaven.
context: They sure make a lot of sound, huh?\Wow...!\So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do. response:	Hey! Get up, Umaru.
context: Wow...!\So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru. response:	G'morning...
context: So pretty.\Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning... response:	It's time to go to school. Summer vacation's over.
context: Impressive fireworks, indeed!\I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over. response:	Don't keep Ebina waiting.
context: I may not look it, but I've changed.\We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting. response:	Huh? Do you have the day off today?
context: We should invite the others.\My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today? response:	Yeah, to make up for lost vacation time.
context: My younger sister is a himouto, but...\while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time. response:	Are you gonna go somewhere?
context: while some things don't change, little by little, some things do.\Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere? response:	Hmm... to go buy groceries, I guess.
context: Hey! Get up, Umaru.\G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess. response:	Ah! Then buy some potato chips!
context: G'morning...\It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips! response:	Yeah, sure.
context: It's time to go to school. Summer vacation's over.\Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure. response:	Thanks, Big Brother!
context: Don't keep Ebina waiting.\Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother! response:	It's lunchtime!
context: Huh? Do you have the day off today?\Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother!\It's lunchtime! response:	And we shall all eat together!
context: Yeah, to make up for lost vacation time.\Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother!\It's lunchtime!\And we shall all eat together! response:	Oh, Umaru, the teacher was looking for you earlier.
context: Are you gonna go somewhere?\Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother!\It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier. response:	Huh? What for?
context: Hmm... to go buy groceries, I guess.\Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother!\It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for? response:	To give you your certificate from that awards ceremony.
context: Ah! Then buy some potato chips!\Yeah, sure.\Thanks, Big Brother!\It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony. response:	Oh, yeah. It always takes a while to actually get your award, huh?
context: Yeah, sure.\Thanks, Big Brother!\It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh? response:	It's been on display in front of the staff office this whole time.
context: Thanks, Big Brother!\It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time. response:	I heard that the last time two people got awards at the same time was 10 years ago!
context: It's lunchtime!\And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago! response:	Hm? 10 years ago? That might have been my brother.
context: And we shall all eat together!\Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother. response:	Huh?!
context: Oh, Umaru, the teacher was looking for you earlier.\Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?! response:	Apparently, he always had the top grades in his school year.
context: Huh? What for?\To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year. response:	That's what Bomba said.
context: To give you your certificate from that awards ceremony.\Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said. response:	This brother and sister have some impressive specs!
context: Oh, yeah. It always takes a while to actually get your award, huh?\It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs! response:	Oh, really? Your brother is amazing!
context: It's been on display in front of the staff office this whole time.\I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing! response:	I like Umaru's brother, indeed!
context: I heard that the last time two people got awards at the same time was 10 years ago!\Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed! response:	This bread is cheap! Maybe I'll make cream stew today.
context: Hm? 10 years ago? That might have been my brother.\Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today. response:	After all, he is SO kind-hearted!
context: Huh?!\Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted! response:	He brought souvenirs and bought us so many things at the festival!
context: Apparently, he always had the top grades in his school year.\That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival! response:	That was a shock!
context: That's what Bomba said.\This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock! response:	What's more, he's kind and makes you feel at ease somehow.
context: This brother and sister have some impressive specs!\Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow. response:	Yes. That he does...
context: Oh, really? Your brother is amazing!\I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does... response:	Ah! No, Ebina, I was just thinking, I'd like a brother like that!
context: I like Umaru's brother, indeed!\This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that! response:	Y-yeah.
context: This bread is cheap! Maybe I'll make cream stew today.\After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah. response:	Really, that's all!
context: After all, he is SO kind-hearted!\He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all! response:	Y-yeah!
context: He brought souvenirs and bought us so many things at the festival!\That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all!\Y-yeah! response:	I have to go to the principal's office, so you all go on ahead.
context: That was a shock!\What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead. response:	Very well!
context: What's more, he's kind and makes you feel at ease somehow.\Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well! response:	Okay. See you later, Umaru.
context: Yes. That he does...\Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru. response:	U-until tomorrow.
context: Ah! No, Ebina, I was just thinking, I'd like a brother like that!\Y-yeah.\Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru.\U-until tomorrow. response:	Taihei Doma sure was something else.
context: Y-yeah.\Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else. response:	Taihei the Demon, they called him.
context: Really, that's all!\Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him. response:	Takes you back, doesn't it? He was an excellent student.
context: Y-yeah!\I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student. response:	Your brother is amazing!
context: I have to go to the principal's office, so you all go on ahead.\Very well!\Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing! response:	I like Umaru's brother, indeed!
context: Very well!\Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed! response:	And makes you feel at ease somehow.
context: Okay. See you later, Umaru.\U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow. response:	He was an excellent student.
context: U-until tomorrow.\Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student. response:	Big Brother!
context: Taihei Doma sure was something else.\Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student.\Big Brother! response:	Looks like he's just come back from shopping.
context: Taihei the Demon, they called him.\Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student.\Big Brother!\Looks like he's just come back from shopping. response:	I know! I'll scare him from behind!
context: Takes you back, doesn't it? He was an excellent student.\Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student.\Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind! response:	This is sure to give him a shock!
context: Your brother is amazing!\I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student.\Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock! response:	Here goes!
context: I like Umaru's brother, indeed!\And makes you feel at ease somehow.\He was an excellent student.\Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes! response:	Biiig Brothe-!
context: And makes you feel at ease somehow.\He was an excellent student.\Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes!\Biiig Brothe-! response:	Big Brother!
context: He was an excellent student.\Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes!\Biiig Brothe-!\Big Brother! response:	Huh?!
context: Big Brother!\Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes!\Biiig Brothe-!\Big Brother!\Huh?! response:	Um, I think you've got the wrong person...
context: Looks like he's just come back from shopping.\I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes!\Biiig Brothe-!\Big Brother!\Huh?!\Um, I think you've got the wrong person... response:	Huh?
context: I know! I'll scare him from behind!\This is sure to give him a shock!\Here goes!\Biiig Brothe-!\Big Brother!\Huh?!\Um, I think you've got the wrong person...\Huh? response:	B-Big Brother?
context: This is sure to give him a shock!\Here goes!\Biiig Brothe-!\Big Brother!\Huh?!\Um, I think you've got the wrong person...\Huh?\B-Big Brother? response:	Huh? I feel like I've seen this girl somewhere before...
context: Here goes!\Biiig Brothe-!\Big Brother!\Huh?!\Um, I think you've got the wrong person...\Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before... response:	That's it, at the awards ceremony. She's the girl from the AP class.
context: Biiig Brothe-!\Big Brother!\Huh?!\Um, I think you've got the wrong person...\Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class. response:	Oh, I see. She's a friend of yours, huh?
context: Big Brother!\Huh?!\Um, I think you've got the wrong person...\Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh? response:	W-well, we go to the same school but I wouldn't say we're friends...
context: Huh?!\Um, I think you've got the wrong person...\Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends... response:	I don't like the outdoors... I want to go inside!
context: Um, I think you've got the wrong person...\Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside! response:	Oh. You want to come in?
context: Huh?\B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in? response:	Huh?!
context: B-Big Brother?\Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?! response:	Just make yourself at home.
context: Huh? I feel like I've seen this girl somewhere before...\That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?!\Just make yourself at home. response:	U-um, your name is Kongo, isn't it?
context: That's it, at the awards ceremony. She's the girl from the AP class.\Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it? response:	What brings you over today?
context: Oh, I see. She's a friend of yours, huh?\W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today? response:	This is the first time we've talked, isn't it?
context: W-well, we go to the same school but I wouldn't say we're friends...\I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it? response:	There's no need to keep up appearances, so just lounge around as always.
context: I don't like the outdoors... I want to go inside!\Oh. You want to come in?\Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always. response:	Huh?
context: Oh. You want to come in?\Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh? response:	Gah! She knows about me!
context: Huh?!\Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me! response:	Sensei is always lounging around.
context: Just make yourself at home.\U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me!\Sensei is always lounging around. response:	Always lounging...
context: U-um, your name is Kongo, isn't it?\What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me!\Sensei is always lounging around.\Always lounging... response:	Wh-who is this girl?
context: What brings you over today?\This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me!\Sensei is always lounging around.\Always lounging...\Wh-who is this girl? response:	I've never even talked to her before, but she's fixated on Big Brother...
context: This is the first time we've talked, isn't it?\There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me!\Sensei is always lounging around.\Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother... response:	She's way too mysterious!
context: There's no need to keep up appearances, so just lounge around as always.\Huh?\Gah! She knows about me!\Sensei is always lounging around.\Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious! response:	Big Brother is MY big brother.
context: Huh?\Gah! She knows about me!\Sensei is always lounging around.\Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother. response:	Huh?
context: Gah! She knows about me!\Sensei is always lounging around.\Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother.\Huh? response:	He's my big brother.
context: Sensei is always lounging around.\Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother.\Huh?\He's my big brother. response:	I do feel like I know her from somewhere...
context: Always lounging...\Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother.\Huh?\He's my big brother.\I do feel like I know her from somewhere... response:	I heated up some bread. Would you like some?
context: Wh-who is this girl?\I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother.\Huh?\He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some? response:	Thanks very much.
context: I've never even talked to her before, but she's fixated on Big Brother...\She's way too mysterious!\Big Brother is MY big brother.\Huh?\He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much. response:	Ah! My bread!
context: She's way too mysterious!\Big Brother is MY big brother.\Huh?\He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread! response:	What is it, Umaru? Ah! You've eaten it already?
context: Big Brother is MY big brother.\Huh?\He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already? response:	This girl ate it all! In, like, a second!
context: Huh?\He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second! response:	There's no way a little girl like this could eat THREE of them.
context: He's my big brother.\I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them. response:	It's true!
context: I do feel like I know her from somewhere...\I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true! response:	H-Hikari?
context: I heated up some bread. Would you like some?\Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari? response:	It is! It's Hikari!
context: Thanks very much.\Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari?\It is! It's Hikari! response:	You're Kanau's younger sister, aren't you? You sure have gotten bigger!
context: Ah! My bread!\What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger! response:	Huh? You know her!
context: What is it, Umaru? Ah! You've eaten it already?\This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her! response:	You remember that girl from when we went to Hamamatsu?
context: This girl ate it all! In, like, a second!\There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu? response:	That was my boss, Kanau.
context: There's no way a little girl like this could eat THREE of them.\It's true!\H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau. response:	And Hikari is her younger sister.
context: It's true!\H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister. response:	It's been a REALLY long time since I've seen her, but I remember now.
context: H-Hikari?\It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now. response:	B-Big Brother...
context: It is! It's Hikari!\You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother... response:	No, no, no, no, no no no! That's MY big brother!
context: You're Kanau's younger sister, aren't you? You sure have gotten bigger!\Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother! response:	Well, I'll be leaving now.
context: Huh? You know her!\You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now. response:	Will you be okay? Do you want me to walk you back?
context: You remember that girl from when we went to Hamamatsu?\That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back? response:	No, I'll be fine.
context: That was my boss, Kanau.\And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine. response:	I've got some cream stew that will be ready soon...
context: And Hikari is her younger sister.\It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon... response:	I-I'll come back again sometime.
context: It's been a REALLY long time since I've seen her, but I remember now.\B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime. response:	You will?!
context: B-Big Brother...\No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?! response:	B-bye.
context: No, no, no, no, no no no! That's MY big brother!\Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?!\B-bye. response:	Yeah.
context: Well, I'll be leaving now.\Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?!\B-bye.\Yeah. response:	Say hi to Kanau for me.
context: Will you be okay? Do you want me to walk you back?\No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?!\B-bye.\Yeah.\Say hi to Kanau for me. response:	I will.
context: No, I'll be fine.\I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?!\B-bye.\Yeah.\Say hi to Kanau for me.\I will. response:	It is! It's Hikari!
context: I've got some cream stew that will be ready soon...\I-I'll come back again sometime.\You will?!\B-bye.\Yeah.\Say hi to Kanau for me.\I will.\It is! It's Hikari! response:	Why does she call you Big Brother?
