context: Takahashi. response:	I'll say this once, so listen carefully.
context: But only when no one's around.\He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously.\He was fairly serious\Worcester sauce! response:	Oh, it's Yano.
context: He's just like a cat.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously.\He was fairly serious\Worcester sauce!\Oh, it's Yano. response:	Soy sauce tastes best with it!
context: Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously.\He was fairly serious\Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it! response:	No, it's definitely Worcester sauce!
context: Is there anything you want for Christmas?\Nana-chan!\I'd like you to answer seriously.\He was fairly serious\Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce! response:	And just when I thought they weren't getting along.
context: Nana-chan!\I'd like you to answer seriously.\He was fairly serious\Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along. response:	It's definitely soy sauce!
context: I'd like you to answer seriously.\He was fairly serious\Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce! response:	Worcester sauce!
context: He was fairly serious\Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce! response:	Soy sauce!
context: Worcester sauce!\Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce!\Soy sauce! response:	Worcester sauce!
context: Oh, it's Yano.\Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce!\Soy sauce!\Worcester sauce! response:	I keep telling you, it's all about the soy sauce!
context: Soy sauce tastes best with it!\No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce!\Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce! response:	Hey.
context: No, it's definitely Worcester sauce!\And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce!\Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey. response:	Ah, Takeuchi-kun.
context: And just when I thought they weren't getting along.\It's definitely soy sauce!\Worcester sauce!\Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun. response:	Hey.
context: It's definitely soy sauce!\Worcester sauce!\Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun.\Hey. response:	Long time no see.
context: Worcester sauce!\Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun.\Hey.\Long time no see. response:	I'm going to the bathroom.
context: Soy sauce!\Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun.\Hey.\Long time no see.\I'm going to the bathroom. response:	What were you two arguing about?
context: Worcester sauce!\I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun.\Hey.\Long time no see.\I'm going to the bathroom.\What were you two arguing about? response:	Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.
context: I keep telling you, it's all about the soy sauce!\Hey.\Ah, Takeuchi-kun.\Hey.\Long time no see.\I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce. response:	We must seem like stupid love birds...
context: Hey.\Ah, Takeuchi-kun.\Hey.\Long time no see.\I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds... response:	Not at all.
context: Ah, Takeuchi-kun.\Hey.\Long time no see.\I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all. response:	I'm glad, though.
context: Hey.\Long time no see.\I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all.\I'm glad, though. response:	It's soy sauce!
context: Long time no see.\I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all.\I'm glad, though.\It's soy sauce! response:	No matter what anyone says, soy sauce will remain on top!
context: I'm going to the bathroom.\What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all.\I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top! response:	He sure shows off...
context: What were you two arguing about?\Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all.\I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off... response:	It's deja vu...
context: Huh? Oh, which is better on sunny-side up eggs, soy sauce or Worcester sauce.\We must seem like stupid love birds...\Not at all.\I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu... response:	Geez... I didn't think you could be such a doofus.
context: We must seem like stupid love birds...\Not at all.\I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus. response:	You're unexpectedly childish, aren't you?
context: Not at all.\I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you? response:	Let's go get some pizza.
context: I'm glad, though.\It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza. response:	Geez, how do you have so much money?
context: It's soy sauce!\No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money? response:	You don't even have a part-time job.
context: No matter what anyone says, soy sauce will remain on top!\He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job. response:	My parents give me whatever I ask for.
context: He sure shows off...\It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for. response:	That must be nice.
context: It's deja vu...\Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice. response:	My parents are really stingy, and they won't even give me allowance.
context: Geez... I didn't think you could be such a doofus.\You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance. response:	I bum money off them by doing the whole filial piety thing.
context: You're unexpectedly childish, aren't you?\Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing. response:	Let's hold hands.
context: Let's go get some pizza.\Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands. response:	Yano's hand is warm.
context: Geez, how do you have so much money?\You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm. response:	That's why... whenever I touch it, my heart lets out a small squeal of joy.
context: You don't even have a part-time job.\My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy. response:	Why's your hand so cold?
context: My parents give me whatever I ask for.\That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold? response:	Girls are more sensitive to the cold.
context: That must be nice.\My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold. response:	Yano, what do you want for your present?
context: My parents are really stingy, and they won't even give me allowance.\I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present? response:	Ah, and this time, excluding living things.
context: I bum money off them by doing the whole filial piety thing.\Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things. response:	I don't really need anything.
context: Let's hold hands.\Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything. response:	Don't say that.
context: Yano's hand is warm.\That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything.\Don't say that. response:	Yano must've realized that I only have a small allowance...
context: That's why... whenever I touch it, my heart lets out a small squeal of joy.\Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance... response:	He's really watching out for me...
context: Why's your hand so cold?\Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me... response:	But... I want to give him something.
context: Girls are more sensitive to the cold.\Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something. response:	Just as long as you're there, Takahashi.
context: Yano, what do you want for your present?\Ah, and this time, excluding living things.\I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi. response:	Ah, gross!
context: Ah, and this time, excluding living things.\I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross! response:	W-What?
context: I don't really need anything.\Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross!\W-What? response:	Sorry. It was just so embarrassing to say.
context: Don't say that.\Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross!\W-What?\Sorry. It was just so embarrassing to say. response:	Ah... there's such bad taste in my mouth now!
context: Yano must've realized that I only have a small allowance...\He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross!\W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now! response:	Yeah, yeah...
context: He's really watching out for me...\But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross!\W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah... response:	Moron...
context: But... I want to give him something.\Just as long as you're there, Takahashi.\Ah, gross!\W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron... response:	Winter came quickly this year.
context: Just as long as you're there, Takahashi.\Ah, gross!\W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron...\Winter came quickly this year. response:	Girls Restroom
context: Ah, gross!\W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron...\Winter came quickly this year.\Girls Restroom response:	But my heart is warm and cozy!
context: W-What?\Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron...\Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy! response:	Just kidding.
context: Sorry. It was just so embarrassing to say.\Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron...\Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy!\Just kidding. response:	And I kinda feel like I've become prettier!
context: Ah... there's such bad taste in my mouth now!\Yeah, yeah...\Moron...\Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier! response:	Could it be because of love?
context: Yeah, yeah...\Moron...\Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love? response:	You serious? Talk about bad taste in girls!
context: Moron...\Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls! response:	So ugly.
context: Winter came quickly this year.\Girls Restroom\But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly. response:	She's so ugly, so why did he...?
context: Girls Restroom\But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...? response:	It's so annoying.
context: But my heart is warm and cozy!\Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...?\It's so annoying. response:	Really... young girls these days.
context: Just kidding.\And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days. response:	They're just jealous, so don't take it to heart.
context: And I kinda feel like I've become prettier!\Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart. response:	What?! They were talking about me? Ugly and all?
context: Could it be because of love?\You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all? response:	I guess I'm now in a position where people are jealous of me...
context: You serious? Talk about bad taste in girls!\So ugly.\She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me... response:	I'm sure...
context: So ugly.\She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure... response:	So, what do you want for your Christmas present?
context: She's so ugly, so why did he...?\It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present? response:	I don't need anything.
context: It's so annoying.\Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present?\I don't need anything. response:	Yano likes the snow.
context: Really... young girls these days.\They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow. response:	Hey, am I ugly?
context: They're just jealous, so don't take it to heart.\What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow.\Hey, am I ugly? response:	Ugly girls are more... impressive with their looks, to put it a certain way.
context: What?! They were talking about me? Ugly and all?\I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way. response:	Then, am I beautiful?
context: I guess I'm now in a position where people are jealous of me...\I'm sure...\So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful? response:	Beautiful girls are more...
context: I'm sure...\So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more... response:	Never mind.
context: So, what do you want for your Christmas present?\I don't need anything.\Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more...\Never mind. response:	Honest bastard.
context: I don't need anything.\Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more...\Never mind.\Honest bastard. response:	What did you find attractive about me, Yano?
context: Yano likes the snow.\Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more...\Never mind.\Honest bastard.\What did you find attractive about me, Yano? response:	You're cute, Takahashi.
context: Hey, am I ugly?\Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more...\Never mind.\Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi. response:	Why do I sometimes get anxious like this?
context: Ugly girls are more... impressive with their looks, to put it a certain way.\Then, am I beautiful?\Beautiful girls are more...\Never mind.\Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this? response:	Takahashi.
context: Then, am I beautiful?\Beautiful girls are more...\Never mind.\Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi. response:	Let me borrow your hands.
context: Beautiful girls are more...\Never mind.\Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands. response:	When Yano touches me with his warm hands, my heart clenches up...
context: Never mind.\Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up... response:	I've decided on what I want for a Christmas present.
context: Honest bastard.\What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present. response:	Give me a promise.
context: What did you find attractive about me, Yano?\You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise. response:	Promise me that you'll never leave my side.
context: You're cute, Takahashi.\Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side. response:	That you'll never...
context: Why do I sometimes get anxious like this?\Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side.\That you'll never... response:	That you'll never ever betray me.
context: Takahashi.\Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me. response:	Yamamoto Nana
context: Let me borrow your hands.\When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me.\Yamamoto Nana response:	Speaking honestly for a second...
context: When Yano touches me with his warm hands, my heart clenches up...\I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second... response:	I don't know.
context: I've decided on what I want for a Christmas present.\Give me a promise.\Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second...\I don't know. response:	I thought I'd never be able to go out with anyone again.
context: Give me a promise.\Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again. response:	Do you really, really like someone like me?
context: Promise me that you'll never leave my side.\That you'll never...\That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me? response:	Is it funny?
context: That you'll never...\That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny? response:	Over something small like that...
context: That you'll never ever betray me.\Yamamoto Nana\Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny?\Over something small like that... response:	Something small like that...
context: Yamamoto Nana\Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny?\Over something small like that...\Something small like that... response:	She...
context: Speaking honestly for a second...\I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny?\Over something small like that...\Something small like that...\She... response:	I won't ever feel sympathy for her.
context: I don't know.\I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny?\Over something small like that...\Something small like that...\She...\I won't ever feel sympathy for her. response:	It's as if...
context: I thought I'd never be able to go out with anyone again.\Do you really, really like someone like me?\Is it funny?\Over something small like that...\Something small like that...\She...\I won't ever feel sympathy for her.\It's as if... response:	Someone beloved to me...
context: Do you really, really like someone like me?\Is it funny?\Over something small like that...\Something small like that...\She...\I won't ever feel sympathy for her.\It's as if...\Someone beloved to me... response:	I first learned what that meant... during the winter when I was fifteen years old.
context: Is it funny?\Over something small like that...\Something small like that...\She...\I won't ever feel sympathy for her.\It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old. response:	Koko ni ite itsudemo
context: Over something small like that...\Something small like that...\She...\I won't ever feel sympathy for her.\It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo response:	Koko ni ite watashi wo
context: Something small like that...\She...\I won't ever feel sympathy for her.\It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo response:	Koko ni ite miteite
context: She...\I won't ever feel sympathy for her.\It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite response:	Kono mama zutto
context: I won't ever feel sympathy for her.\It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto response:	Te no hira no naka
context: It's as if...\Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka response:	afuredashisou na
context: Someone beloved to me...\I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na response:	Anata ga kureta hajimete
context: I first learned what that meant... during the winter when I was fifteen years old.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete response:	Watashi hitori ja kokoro ga yuretara
context: Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara response:	Minna koborete shimau
context: Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau response:	Anata no ookina te de
context: Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de response:	Watashi goto tsukamaeteite
context: Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite response:	Konna ni mo konna ni mo
context: Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo response:	Tayorinai watashi no koto wo
context: afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo response:	Dakedo ima wa anata no te wa
context: Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa response:	sukoshi tookute
context: Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute response:	Koko ni ite yasashiku
context: Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku response:	Koko ni ite anata no
context: Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no response:	Koko ni ite sono te de
context: Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de response:	Tsutsundeite ne
context: Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne response:	Itsumo hitori de aruiteru michi ha
context: Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha response:	Hirosugite samishii dake
context: Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake response:	Futari de arukeba shiawasena kimochi
context: sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi response:	Sore dake de ippai yo
