context: Coming all the way out here, it's no wonder it's cold. response:	We are pretty far from Clarines.
context: and even listens to apprentices like me like he's having fun.\Even though I want to be of use to him...\He might not come here any longer.\I don't think you need to worry about that.\Huh?\I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done! response:	Next, I need to write the report... and prepare... medicine for the afternoon...
context: Even though I want to be of use to him...\He might not come here any longer.\I don't think you need to worry about that.\Huh?\I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon... response:	Shirayuki!
context: He might not come here any longer.\I don't think you need to worry about that.\Huh?\I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki! response:	Sorry, were you sleeping?
context: I don't think you need to worry about that.\Huh?\I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping? response:	No!
context: Huh?\I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping?\No! response:	Really?
context: I think he keeps coming here for a reason.\I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping?\No!\Really? response:	The soldiers have starting getting up!
context: I want to see Zen having fun here, too.\All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping?\No!\Really?\The soldiers have starting getting up! response:	Huh?
context: All right, I'm done!\Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping?\No!\Really?\The soldiers have starting getting up!\Huh? response:	You feel all right even when moving around?
context: Next, I need to write the report... and prepare... medicine for the afternoon...\Shirayuki!\Sorry, were you sleeping?\No!\Really?\The soldiers have starting getting up!\Huh?\You feel all right even when moving around? response:	Yeah, I'm fine, I'm fine!
context: Shirayuki!\Sorry, were you sleeping?\No!\Really?\The soldiers have starting getting up!\Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine! response:	Shirayuki, take my pulse later!
context: Sorry, were you sleeping?\No!\Really?\The soldiers have starting getting up!\Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later! response:	You just want her to tend to you, don't you?
context: No!\Really?\The soldiers have starting getting up!\Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you? response:	If you're going to make a complete recovery, then get to work!
context: Really?\The soldiers have starting getting up!\Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work! response:	Y-Your Highness!
context: The soldiers have starting getting up!\Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness! response:	Please excuse us!
context: Huh?\You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us! response:	Jeez...
context: You feel all right even when moving around?\Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us!\Jeez... response:	They're looking good.
context: Yeah, I'm fine, I'm fine!\Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us!\Jeez...\They're looking good. response:	Just a little longer. I'm leaving everyone to you!
context: Shirayuki, take my pulse later!\You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us!\Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you! response:	Okay!
context: You just want her to tend to you, don't you?\If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us!\Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay! response:	All right, before I prepare the food...
context: If you're going to make a complete recovery, then get to work!\Y-Your Highness!\Please excuse us!\Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food... response:	I don't think I'm getting enough sleep...
context: Y-Your Highness!\Please excuse us!\Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep... response:	That's...
context: Please excuse us!\Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's... response:	Ow!
context: Jeez...\They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's...\Ow! response:	Hey, hey, is she okay?
context: They're looking good.\Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's...\Ow!\Hey, hey, is she okay? response:	The master said not to go near her without permission...
context: Just a little longer. I'm leaving everyone to you!\Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's...\Ow!\Hey, hey, is she okay?\The master said not to go near her without permission... response:	Now I've done it.
context: Okay!\All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's...\Ow!\Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it. response:	Y-You're...
context: All right, before I prepare the food...\I don't think I'm getting enough sleep...\That's...\Ow!\Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it.\Y-You're... response:	What are you doing here?
context: I don't think I'm getting enough sleep...\That's...\Ow!\Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it.\Y-You're...\What are you doing here? response:	I'm Prince Zen's attendant right now.
context: That's...\Ow!\Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it.\Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now. response:	I-I see.
context: Ow!\Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it.\Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now.\I-I see. response:	Thank you very much.
context: Hey, hey, is she okay?\The master said not to go near her without permission...\Now I've done it.\Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now.\I-I see.\Thank you very much. response:	You're not wary of me?
context: The master said not to go near her without permission...\Now I've done it.\Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now.\I-I see.\Thank you very much.\You're not wary of me? response:	Why would I be after you saved me? What are you talking about?
context: Now I've done it.\Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now.\I-I see.\Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about? response:	See you.
context: Y-You're...\What are you doing here?\I'm Prince Zen's attendant right now.\I-I see.\Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you. response:	Miss, you're not feeling well, are you?
context: What are you doing here?\I'm Prince Zen's attendant right now.\I-I see.\Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you? response:	Don't tell anyone.
context: I'm Prince Zen's attendant right now.\I-I see.\Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you?\Don't tell anyone. response:	Even if you say that, I have to obligation to do as you say.
context: I-I see.\Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say. response:	Then, I'll owe you one.
context: Thank you very much.\You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one. response:	Huh?
context: You're not wary of me?\Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh? response:	She's not going to bring up the fact that I threatened her with an arrow?
context: Why would I be after you saved me? What are you talking about?\See you.\Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow? response:	That's fine, but tell me why you're hiding it.
context: See you.\Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it. response:	It won't open!
context: Miss, you're not feeling well, are you?\Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open! response:	It's impossible!
context: Don't tell anyone.\Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open!\It's impossible! response:	Hey, bring hot water! Hot water!
context: Even if you say that, I have to obligation to do as you say.\Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open!\It's impossible!\Hey, bring hot water! Hot water! response:	Everyone's feeling better, huh?
context: Then, I'll owe you one.\Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open!\It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh? response:	Yeah.
context: Huh?\She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open!\It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah. response:	That's why I just want it to end uneventfully.
context: She's not going to bring up the fact that I threatened her with an arrow?\That's fine, but tell me why you're hiding it.\It won't open!\It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully. response:	What would I follow her for?
context: That's fine, but tell me why you're hiding it.\It won't open!\It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully.\What would I follow her for? response:	Aw, jeez...
context: It won't open!\It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez... response:	Nothing to note in the south?
context: It's impossible!\Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez...\Nothing to note in the south? response:	We should probably go to the west tower to check things out, too.
context: Hey, bring hot water! Hot water!\Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too. response:	Yeah.
context: Everyone's feeling better, huh?\Yeah.\That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah. response:	Your Highness, we're gathering those who can move to go on patrol.
context: Yeah.\That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol. response:	Are you all right?
context: That's why I just want it to end uneventfully.\What would I follow her for?\Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right? response:	Yes, thanks to Shirayuki.
context: What would I follow her for?\Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki. response:	We cannot cause more trouble than this.
context: Aw, jeez...\Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this. response:	We will fulfill our duties with everything we have, as well.
context: Nothing to note in the south?\We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well. response:	I see. Don't over do it.
context: We should probably go to the west tower to check things out, too.\Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it. response:	Yes, sir!
context: Yeah.\Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir! response:	Oh right, Shuka, is there any medicine left?
context: Your Highness, we're gathering those who can move to go on patrol.\Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left? response:	No, Shirayuki made it in time for when people woke up.
context: Are you all right?\Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up. response:	I see...
context: Yes, thanks to Shirayuki.\We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see... response:	Did everyone take that medicine?
context: We cannot cause more trouble than this.\We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine? response:	Yes, sir!
context: We will fulfill our duties with everything we have, as well.\I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine?\Yes, sir! response:	We have three shifts right now, right?
context: I see. Don't over do it.\Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right? response:	Uh-huh...
context: Yes, sir!\Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right?\Uh-huh... response:	Soldiers wake up every eight hours.
context: Oh right, Shuka, is there any medicine left?\No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours. response:	Yeah...
context: No, Shirayuki made it in time for when people woke up.\I see...\Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours.\Yeah... response:	So, when does Shirayuki sleep...?
context: I see...\Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...? response:	Zen?
context: Did everyone take that medicine?\Yes, sir!\We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...?\Zen? response:	Sit over there.
context: Yes, sir!\We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...?\Zen?\Sit over there. response:	O-Okay.
context: We have three shifts right now, right?\Uh-huh...\Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...?\Zen?\Sit over there.\O-Okay. response:	Close your eyes for a slow sixty seconds.
context: Uh-huh...\Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...?\Zen?\Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds. response:	Huh? Are you taking my pulse?
context: Soldiers wake up every eight hours.\Yeah...\So, when does Shirayuki sleep...?\Zen?\Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse? response:	Just do it. Don't open your eyes before time's up.
context: Yeah...\So, when does Shirayuki sleep...?\Zen?\Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up. response:	B-But...
context: So, when does Shirayuki sleep...?\Zen?\Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But... response:	All right, one...
context: Zen?\Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But...\All right, one... response:	O-Okay!
context: Sit over there.\O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But...\All right, one...\O-Okay! response:	Two...
context: O-Okay.\Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But...\All right, one...\O-Okay!\Two... response:	Three...
context: Close your eyes for a slow sixty seconds.\Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But...\All right, one...\O-Okay!\Two...\Three... response:	You look so pale...
context: Huh? Are you taking my pulse?\Just do it. Don't open your eyes before time's up.\B-But...\All right, one...\O-Okay!\Two...\Three...\You look so pale... response:	Say something, Shirayuki.
context: Just do it. Don't open your eyes before time's up.\B-But...\All right, one...\O-Okay!\Two...\Three...\You look so pale...\Say something, Shirayuki. response:	Master, I found them!
context: B-But...\All right, one...\O-Okay!\Two...\Three...\You look so pale...\Say something, Shirayuki.\Master, I found them! response:	Who woulda thought the firewood would work this well?
context: All right, one...\O-Okay!\Two...\Three...\You look so pale...\Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well? response:	If we just wait for the right chance to sell the weapons,
context: O-Okay!\Two...\Three...\You look so pale...\Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons, response:	we'll make a ton of cash!
context: Two...\Three...\You look so pale...\Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash! response:	Was it you guys?
context: Three...\You look so pale...\Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys? response:	The ones who attacked the fort?
context: You look so pale...\Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort? response:	Who the hell are you guys?
context: Say something, Shirayuki.\Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort?\Who the hell are you guys? response:	We're soldiers from the castle.
context: Master, I found them!\Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle. response:	It won't do for you to take other people's things without permission.
context: Who woulda thought the firewood would work this well?\If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission. response:	You call yourselves soldiers with such a tiny group?
context: If we just wait for the right chance to sell the weapons,\we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group? response:	There's a woman!
context: we'll make a ton of cash!\Was it you guys?\The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman! response:	You brought us a nice present!
context: Was it you guys?\The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present! response:	Shut up!
context: The ones who attacked the fort?\Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present!\Shut up! response:	I will not allow you to insult anyone here!
context: Who the hell are you guys?\We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present!\Shut up!\I will not allow you to insult anyone here! response:	What, you playing at being friends?
context: We're soldiers from the castle.\It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present!\Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends? response:	It's nothing that cheap.
context: It won't do for you to take other people's things without permission.\You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present!\Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap. response:	I can love this country because I know those who live here.
context: You call yourselves soldiers with such a tiny group?\There's a woman!\You brought us a nice present!\Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here. response:	Because Mitsuhide and Kiki are by my side,
context: There's a woman!\You brought us a nice present!\Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side, response:	I can look forward without forgetting my position.
context: You brought us a nice present!\Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position. response:	Because there is someone I want to face,
context: Shut up!\I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face, response:	I can decide not to become someone she would turn her back on.
context: I will not allow you to insult anyone here!\What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on. response:	Bastard, what are you saying?!
context: What, you playing at being friends?\It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?! response:	Don't worry about it. I'm not talking to you guys.
context: It's nothing that cheap.\I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys. response:	These are words of gratitude.
context: I can love this country because I know those who live here.\Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude. response:	Is that right?
context: Because Mitsuhide and Kiki are by my side,\I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right? response:	Too slow!
context: I can look forward without forgetting my position.\Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right?\Too slow! response:	Sorry!
context: Because there is someone I want to face,\I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right?\Too slow!\Sorry! response:	I was too busy listening!
context: I can decide not to become someone she would turn her back on.\Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right?\Too slow!\Sorry!\I was too busy listening! response:	This is bad, Kiki. I'm moved.
context: Bastard, what are you saying?!\Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right?\Too slow!\Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved. response:	Yeah.
context: Don't worry about it. I'm not talking to you guys.\These are words of gratitude.\Is that right?\Too slow!\Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah. response:	Lucky. I wish he'd say that about me, too.
context: These are words of gratitude.\Is that right?\Too slow!\Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too. response:	Did I wake you?
context: Is that right?\Too slow!\Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you? response:	Zen, I...
context: Too slow!\Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I... response:	Sorry it took so long for me to notice you weren't feeling well.
context: Sorry!\I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well. response:	As the person in charge, I wasn't paying enough attention.
context: I was too busy listening!\This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention. response:	Huh?
context: This is bad, Kiki. I'm moved.\Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh? response:	But you know, if you had just said something,
context: Yeah.\Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something, response:	I would have tried to come up with a way for you to not be overworked.
context: Lucky. I wish he'd say that about me, too.\Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked. response:	It's not a problem you need to deal with by yourself, Shirayuki.
context: Did I wake you?\Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki. response:	Even if it were, don't hide it again. Ever.
context: Zen, I...\Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki.\Even if it were, don't hide it again. Ever. response:	Yeah. Sorry, Zen.
context: Sorry it took so long for me to notice you weren't feeling well.\As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki.\Even if it were, don't hide it again. Ever.\Yeah. Sorry, Zen. response:	Don't misunderstand, though.
context: As the person in charge, I wasn't paying enough attention.\Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki.\Even if it were, don't hide it again. Ever.\Yeah. Sorry, Zen.\Don't misunderstand, though. response:	Just because you're lying here like this
context: Huh?\But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki.\Even if it were, don't hide it again. Ever.\Yeah. Sorry, Zen.\Don't misunderstand, though.\Just because you're lying here like this response:	doesn't change the fact that we were all saved thanks to your hard work.
context: But you know, if you had just said something,\I would have tried to come up with a way for you to not be overworked.\It's not a problem you need to deal with by yourself, Shirayuki.\Even if it were, don't hide it again. Ever.\Yeah. Sorry, Zen.\Don't misunderstand, though.\Just because you're lying here like this\doesn't change the fact that we were all saved thanks to your hard work. response:	I didn't thank you properly.
