context: Zeref... response:	You are mine...
context: That is not for us to decide.\Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic. response:	Zeref is on this island.
context: Now, hurry and contact headquarters.\The World of Great Magic...\Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island. response:	When weh get our hands on him,
context: The World of Great Magic...\Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him, response:	the world will beh enveloped with magic and reborn anew.
context: Everyone without magic will be eliminated?\That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew. response:	This is stupid.
context: That's not right!\That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid. response:	I hope you're prepared for the consequences when you make a mess outta someone else's house!
context: That's a horrible world where no one gains anything!\Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house! response:	Meh orders are two.
context: Master Hades has not informed meh of his true intentions,\but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two. response:	The first is to capture Zeref and hand him over to Master Hades.
context: but perhaps it will be a land of those who know the depths of magic.\Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades. response:	The second is to wipe out Fairy Tail.
context: Zeref is on this island.\When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail. response:	Wipe us out? Just try it!
context: When weh get our hands on him,\the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it! response:	Wait.
context: the world will beh enveloped with magic and reborn anew.\This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait. response:	Loke...
context: This is stupid.\I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait.\Loke... response:	I'll fight him.
context: I hope you're prepared for the consequences when you make a mess outta someone else's house!\Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait.\Loke...\I'll fight him. response:	If he calls himself one of the 7 Kin of Purgatory,
context: Meh orders are two.\The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait.\Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory, response:	then we should assume there are 6 more at his level.
context: The first is to capture Zeref and hand him over to Master Hades.\The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait.\Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level. response:	The rest of you, search for the other Kin of Purgatory and defeat them.
context: The second is to wipe out Fairy Tail.\Wipe us out? Just try it!\Wait.\Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them. response:	What the hell are you talking about?
context: Wipe us out? Just try it!\Wait.\Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about? response:	Even all 4 of us couldn't scratch him!
context: Wait.\Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him! response:	That's because of his magic.
context: Loke...\I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic. response:	An ancient magic... Human Subordination Magic.
context: I'll fight him.\If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic. response:	Human... Subordination?
context: If he calls himself one of the 7 Kin of Purgatory,\then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination? response:	It's magic that allows you to command a human's fighting power or magic for a time.
context: then we should assume there are 6 more at his level.\The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time. response:	It's also known as the Magic of Kings.
context: The rest of you, search for the other Kin of Purgatory and defeat them.\What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings. response:	But that magic won't work on me, a Celestial Spirit.
context: What the hell are you talking about?\Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit. response:	Plus, you may have already realized it, but he's also a Spirit.
context: Even all 4 of us couldn't scratch him!\That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit. response:	The Goat, Capricorn.
context: That's because of his magic.\An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn. response:	What?
context: An ancient magic... Human Subordination Magic.\Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What? response:	A Spirit?
context: Human... Subordination?\It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What?\A Spirit? response:	No...
context: It's magic that allows you to command a human's fighting power or magic for a time.\It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What?\A Spirit?\No... response:	Two Spirits fighting each other?
context: It's also known as the Magic of Kings.\But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What?\A Spirit?\No...\Two Spirits fighting each other? response:	It's just like that time!
context: But that magic won't work on me, a Celestial Spirit.\Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What?\A Spirit?\No...\Two Spirits fighting each other?\It's just like that time! response:	In that case, we'll...
context: Plus, you may have already realized it, but he's also a Spirit.\The Goat, Capricorn.\What?\A Spirit?\No...\Two Spirits fighting each other?\It's just like that time!\In that case, we'll... response:	Don't say anything.
context: The Goat, Capricorn.\What?\A Spirit?\No...\Two Spirits fighting each other?\It's just like that time!\In that case, we'll...\Don't say anything. response:	I've requested a one-on-one match between two Spirits, Capricorn!
context: What?\A Spirit?\No...\Two Spirits fighting each other?\It's just like that time!\In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn! response:	I see.
context: A Spirit?\No...\Two Spirits fighting each other?\It's just like that time!\In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see. response:	I had thought you'd completely forgotten that you were a Spirit, Leo.
context: No...\Two Spirits fighting each other?\It's just like that time!\In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo. response:	Go, everyone.
context: Two Spirits fighting each other?\It's just like that time!\In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone. response:	But...
context: It's just like that time!\In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But... response:	It's tough, but Loke's right.
context: In that case, we'll...\Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But...\It's tough, but Loke's right. response:	As long as we're under his magic spell, we can't fight for real.
context: Don't say anything.\I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real. response:	Let's leave this to Loke.
context: I've requested a one-on-one match between two Spirits, Capricorn!\I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke. response:	Loke...
context: I see.\I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke... response:	You could tell from the fight before, right?
context: I had thought you'd completely forgotten that you were a Spirit, Leo.\Go, everyone.\But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke...\You could tell from the fight before, right? response:	Humans can't beat this guy.
context: Go, everyone.\But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke...\You could tell from the fight before, right?\Humans can't beat this guy. response:	But if two Spirits are fighting each other, I have to be...
context: But...\It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke...\You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be... response:	Hurry and go!
context: It's tough, but Loke's right.\As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke...\You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go! response:	It's rare for him to raise his voice...
context: As long as we're under his magic spell, we can't fight for real.\Let's leave this to Loke.\Loke...\You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice... response:	There's got to be some history here...
context: Let's leave this to Loke.\Loke...\You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here... response:	Figure it out, Lucy!
context: Loke...\You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy! response:	You believe in him, right?
context: You could tell from the fight before, right?\Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy!\You believe in him, right? response:	Yeah.
context: Humans can't beat this guy.\But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy!\You believe in him, right?\Yeah. response:	Good. I'm worried about the others. Let's go!
context: But if two Spirits are fighting each other, I have to be...\Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy!\You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go! response:	Loke!
context: Hurry and go!\It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy!\You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go!\Loke! response:	Make sure to come back to me, you hear?!
context: It's rare for him to raise his voice...\There's got to be some history here...\Figure it out, Lucy!\You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?! response:	No matter what!
context: There's got to be some history here...\Figure it out, Lucy!\You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?!\No matter what! response:	Lucy!
context: Figure it out, Lucy!\You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?!\No matter what!\Lucy! response:	That girl...
context: You believe in him, right?\Yeah.\Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?!\No matter what!\Lucy!\That girl... response:	Regulus, give me the power...
context: Yeah.\Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?!\No matter what!\Lucy!\That girl...\Regulus, give me the power... response:	How many years has it been since you disappeared from the Spirit World?
context: Good. I'm worried about the others. Let's go!\Loke!\Make sure to come back to me, you hear?!\No matter what!\Lucy!\That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World? response:	17 years.
context: Loke!\Make sure to come back to me, you hear?!\No matter what!\Lucy!\That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years. response:	To stay in the Human World that long... Who the hell is your master?!
context: Make sure to come back to me, you hear?!\No matter what!\Lucy!\That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?! response:	No one is meh master.
context: No matter what!\Lucy!\That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master. response:	It is meh who is the master of humans!
context: Lucy!\That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans! response:	Hero of Rubenguard, I open thee!
context: That girl...\Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee! response:	A gate to another world?
context: Regulus, give me the power...\How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world? response:	San Jiao Shin!
context: How many years has it been since you disappeared from the Spirit World?\17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin! response:	W-What was that just now?
context: 17 years.\To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin!\W-What was that just now? response:	During the civil war of Rubenguard in 779,
context: To stay in the Human World that long... Who the hell is your master?!\No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779, response:	there was a young general, San Jiao Shin, who led the rebel army to victory.
context: No one is meh master.\It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory. response:	The official records say he went missing after the war.
context: It is meh who is the master of humans!\Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war. response:	But the truth is that he became meh subordinate.
context: Hero of Rubenguard, I open thee!\A gate to another world?\San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate. response:	He captured a human, and summoned him?!
context: A gate to another world?\San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?! response:	Now then, let meh ask you about your master.
context: San Jiao Shin!\W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master. response:	Why do you care?
context: W-What was that just now?\During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care? response:	So that I can subordinate her, of course.
context: During the civil war of Rubenguard in 779,\there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course. response:	I've already deduced that it's the blond woman who ran away.
context: there was a young general, San Jiao Shin, who led the rebel army to victory.\The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away. response:	You want a one-on-one battle with meh?
context: The official records say he went missing after the war.\But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh? response:	That's a lie.
context: But the truth is that he became meh subordinate.\He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie. response:	You said that to let your master escape to a safe location.
context: He captured a human, and summoned him?!\Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location. response:	Spirits sure have to take the worst roles, you know?
context: Now then, let meh ask you about your master.\Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know? response:	Make sure to come back to me, you hear?!
context: Why do you care?\So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?! response:	No matter what!
context: So that I can subordinate her, of course.\I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what! response:	Make sure... to come back to me.
context: I've already deduced that it's the blond woman who ran away.\You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me. response:	No matter what!
context: You want a one-on-one battle with meh?\That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me.\No matter what! response:	C-Could it be... That woman...
context: That's a lie.\You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me.\No matter what!\C-Could it be... That woman... response:	He realized!
context: You said that to let your master escape to a safe location.\Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me.\No matter what!\C-Could it be... That woman...\He realized! response:	That's why you're keeping her away from meh!
context: Spirits sure have to take the worst roles, you know?\Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me.\No matter what!\C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh! response:	Keeping her away from meh!
context: Make sure to come back to me, you hear?!\No matter what!\Make sure... to come back to me.\No matter what!\C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh!\Keeping her away from meh! response:	That woman...
context: No matter what!\Make sure... to come back to me.\No matter what!\C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh!\Keeping her away from meh!\That woman... response:	Is she Layla Heartfilia's daughter?
context: Make sure... to come back to me.\No matter what!\C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh!\Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter? response:	Crap... He really figured it out...
context: No matter what!\C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh!\Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out... response:	I can't let her live!
context: C-Could it be... That woman...\He realized!\That's why you're keeping her away from meh!\Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live! response:	Where is she?!
context: He realized!\That's why you're keeping her away from meh!\Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live!\Where is she?! response:	I smell it, I smell it!
context: That's why you're keeping her away from meh!\Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live!\Where is she?!\I smell it, I smell it! response:	Man, can I ever!
context: Keeping her away from meh!\That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live!\Where is she?!\I smell it, I smell it!\Man, can I ever! response:	Wait, Natsu!
context: That woman...\Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live!\Where is she?!\I smell it, I smell it!\Man, can I ever!\Wait, Natsu! response:	Why do you want to finish things with that guy from Galuna Island?
context: Is she Layla Heartfilia's daughter?\Crap... He really figured it out...\I can't let her live!\Where is she?!\I smell it, I smell it!\Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island? response:	There's a point to it!
context: Crap... He really figured it out...\I can't let her live!\Where is she?!\I smell it, I smell it!\Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it! response:	Although his mask was pretty cool...
context: I can't let her live!\Where is she?!\I smell it, I smell it!\Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool... response:	Cool? How?
context: Where is she?!\I smell it, I smell it!\Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool...\Cool? How? response:	So by smell, do you mean the smell of sweat inside the mask?
context: I smell it, I smell it!\Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask? response:	No, not that!
context: Man, can I ever!\Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that! response:	Anyway, take this seriously!
context: Wait, Natsu!\Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously! response:	The Zalty that Natsu has gotten wind of is actually...
context: Why do you want to finish things with that guy from Galuna Island?\There's a point to it!\Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually... response:	Zeref...
context: There's a point to it!\Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref... response:	I will make the future.
context: Although his mask was pretty cool...\Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future. response:	There are two sheep... Er, two people.
context: Cool? How?\So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future.\There are two sheep... Er, two people. response:	Huh? What about sheep?
context: So by smell, do you mean the smell of sweat inside the mask?\No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep? response:	Spirits.
context: No, not that!\Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep?\Spirits. response:	The fluffy Spirit Lucy has is a sheep, right?
context: Anyway, take this seriously!\The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right? response:	Aries? Right, a sheep.
context: The Zalty that Natsu has gotten wind of is actually...\Zeref...\I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep. response:	Isn't Loke also fighting a sheep?
context: Zeref...\I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep? response:	Do Spirits have twins or something?
context: I will make the future.\There are two sheep... Er, two people.\Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep?\Do Spirits have twins or something? response:	They are a bit similar, but this one's a goat.
context: There are two sheep... Er, two people.\Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep?\Do Spirits have twins or something?\They are a bit similar, but this one's a goat. response:	Next time: Human Gate.
context: Huh? What about sheep?\Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep?\Do Spirits have twins or something?\They are a bit similar, but this one's a goat.\Next time: Human Gate. response:	What's the difference?
context: Spirits.\The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep?\Do Spirits have twins or something?\They are a bit similar, but this one's a goat.\Next time: Human Gate.\What's the difference? response:	Goats go meh, while sheep go beh.
context: The fluffy Spirit Lucy has is a sheep, right?\Aries? Right, a sheep.\Isn't Loke also fighting a sheep?\Do Spirits have twins or something?\They are a bit similar, but this one's a goat.\Next time: Human Gate.\What's the difference?\Goats go meh, while sheep go beh. response:	Uh, I can't tell the difference at all.
