context: There is nothing to debate! response:	I merely punished them for their folly!
context: Be free.\I was used as a weapon to kill people. Do I deserve to live?\I've probably taken away so many one day wishes.\And those people most likely had loved ones.\I'm not burning.\I am.\I'm not burning.\I am. response:	The fire is spreading across my body from all the things I've done.
context: I was used as a weapon to kill people. Do I deserve to live?\I've probably taken away so many one day wishes.\And those people most likely had loved ones.\I'm not burning.\I am.\I'm not burning.\I am.\The fire is spreading across my body from all the things I've done. response:	I am on fire.
context: I've probably taken away so many one day wishes.\And those people most likely had loved ones.\I'm not burning.\I am.\I'm not burning.\I am.\The fire is spreading across my body from all the things I've done.\I am on fire. response:	Oh?
context: And those people most likely had loved ones.\I'm not burning.\I am.\I'm not burning.\I am.\The fire is spreading across my body from all the things I've done.\I am on fire.\Oh? response:	If it isn't you, Violet!
context: I'm not burning.\I am.\I'm not burning.\I am.\The fire is spreading across my body from all the things I've done.\I am on fire.\Oh?\If it isn't you, Violet! response:	Madam.
context: I am.\I'm not burning.\I am.\The fire is spreading across my body from all the things I've done.\I am on fire.\Oh?\If it isn't you, Violet!\Madam. response:	Please forgive me for being disrespectful before.
context: I'm not burning.\I am.\The fire is spreading across my body from all the things I've done.\I am on fire.\Oh?\If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before. response:	I sincerely apologize for hurting your feelings.
context: I am.\The fire is spreading across my body from all the things I've done.\I am on fire.\Oh?\If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings. response:	Violet, you don't have to apologize for that. Please stop bowing.
context: The fire is spreading across my body from all the things I've done.\I am on fire.\Oh?\If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing. response:	I'm so thankful to see how far you've come.
context: I am on fire.\Oh?\If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come. response:	I am sure Gilbert can rest in peace, too.
context: Oh?\If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too. response:	Rest in peace?
context: If it isn't you, Violet!\Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace? response:	You said he was alive!
context: Madam.\Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive! response:	The major is safe, right?
context: Please forgive me for being disrespectful before.\I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive!\The major is safe, right? response:	That's...
context: I sincerely apologize for hurting your feelings.\Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive!\The major is safe, right?\That's... response:	He's alive, right?
context: Violet, you don't have to apologize for that. Please stop bowing.\I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive!\The major is safe, right?\That's...\He's alive, right? response:	I'm sorry. I just couldn't bring myself to tell you.
context: I'm so thankful to see how far you've come.\I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive!\The major is safe, right?\That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you. response:	After the Final Battle of Intense,
context: I am sure Gilbert can rest in peace, too.\Rest in peace?\You said he was alive!\The major is safe, right?\That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense, response:	you were found alone on the ground under a church.
context: Rest in peace?\You said he was alive!\The major is safe, right?\That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church. response:	Most likely, he pushed you away right before it was bombarded.
context: You said he was alive!\The major is safe, right?\That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded. response:	While we didn't find his body, we did find his ID tag under the debris.
context: The major is safe, right?\That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris. response:	-And so, he was deemed missing in action. -So, we do not know.
context: That's...\He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know. response:	-But given the situation... -I'm sure the major is alive.
context: He's alive, right?\I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive. response:	-Violet... -He's alive!
context: I'm sorry. I just couldn't bring myself to tell you.\After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive! response:	Violet, please understand, he's already...
context: After the Final Battle of Intense,\you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already... response:	I won't. I don't understand.
context: you were found alone on the ground under a church.\Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand. response:	How could I be the only one to survive?
context: Most likely, he pushed you away right before it was bombarded.\While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand.\How could I be the only one to survive? response:	The major was there with me.
context: While we didn't find his body, we did find his ID tag under the debris.\-And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand.\How could I be the only one to survive?\The major was there with me. response:	And he...
context: -And so, he was deemed missing in action. -So, we do not know.\-But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand.\How could I be the only one to survive?\The major was there with me.\And he... response:	Violet, you have to accept it, even if it's difficult.
context: -But given the situation... -I'm sure the major is alive.\-Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand.\How could I be the only one to survive?\The major was there with me.\And he...\Violet, you have to accept it, even if it's difficult. response:	Violet!
context: -Violet... -He's alive!\Violet, please understand, he's already...\I won't. I don't understand.\How could I be the only one to survive?\The major was there with me.\And he...\Violet, you have to accept it, even if it's difficult.\Violet! response:	Subtitle translation by Zensho Yamamoto
