context: Hm? response:	Just one more time...
context: Nice course.\Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's...\Once more.\Hey! You've been moving around like crazy. response:	Is your stamina limitless?
context: Nice serve.\One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's...\Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless? response:	Hey now, we can't.
context: One more.\May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's...\Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't. response:	We have to catch the bullet train.
context: May 6 / Good weather 8:50 Karasuno assembles at the sports park for practice match 9:10 warmups 10:00 practice match Karasuno Nekoma\We've been defeated fair and square.\Everybody's...\Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train. response:	Huddle.
context: We've been defeated fair and square.\Everybody's...\Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train.\Huddle. response:	His granddad and I are old acquaintances.
context: Everybody's...\Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances. response:	Your receives were particularly amazing.
context: Once more.\Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing. response:	I learned a lot watching you guys.
context: Hey! You've been moving around like crazy.\Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys. response:	We did a lot of practice matches together.
context: Is your stamina limitless?\Hey now, we can't.\We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together. response:	You thoroughly defeated us.
context: Hey now, we can't.\We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us. response:	They were good matches, every time.
context: We have to catch the bullet train.\Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time. response:	However...
context: Huddle.\His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time.\However... response:	You're retiring?
context: His granddad and I are old acquaintances.\Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time.\However...\You're retiring? response:	I'm getting too old for it.
context: Your receives were particularly amazing.\I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time.\However...\You're retiring?\I'm getting too old for it. response:	Sorry.
context: I learned a lot watching you guys.\We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time.\However...\You're retiring?\I'm getting too old for it.\Sorry. response:	I see...
context: We did a lot of practice matches together.\You thoroughly defeated us.\They were good matches, every time.\However...\You're retiring?\I'm getting too old for it.\Sorry.\I see... response:	Well, even if you're not around,
context: You thoroughly defeated us.\They were good matches, every time.\However...\You're retiring?\I'm getting too old for it.\Sorry.\I see...\Well, even if you're not around, response:	we can practice with other teams.
context: They were good matches, every time.\However...\You're retiring?\I'm getting too old for it.\Sorry.\I see...\Well, even if you're not around,\we can practice with other teams. response:	But a good rival is hard to find.
context: However...\You're retiring?\I'm getting too old for it.\Sorry.\I see...\Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find. response:	Old Man Ukai made a comeback, but collapsed soon thereafter...
context: You're retiring?\I'm getting too old for it.\Sorry.\I see...\Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter... response:	I was afraid Karasuno would be done for after that.
context: I'm getting too old for it.\Sorry.\I see...\Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that. response:	But frankly, your abilities exceeded my expectations.
context: Sorry.\I see...\Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations. response:	Especially 9 and 10's quicks on offense.
context: I see...\Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense. response:	You guys are pretty much unstoppable.
context: Well, even if you're not around,\we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable. response:	And you two on the left, you're both powerful weapons.
context: we can practice with other teams.\But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons. response:	Practice maintaining connection.
context: But a good rival is hard to find.\Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection. response:	Yes.
context: Old Man Ukai made a comeback, but collapsed soon thereafter...\I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes. response:	As a team, you're rough-hewn and lack training,
context: I was afraid Karasuno would be done for after that.\But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training, response:	but you have overwhelming potential.
context: But frankly, your abilities exceeded my expectations.\Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential. response:	The more you train, the stronger you'll become.
context: Especially 9 and 10's quicks on offense.\You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become. response:	You guys make me happy.
context: You guys are pretty much unstoppable.\And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy. response:	We finally have a good rival again.
context: And you two on the left, you're both powerful weapons.\Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again. response:	Let's meet again at nationals.
context: Practice maintaining connection.\Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals. response:	In front of a huge audience, in an arena swirling with emotions,
context: Yes.\As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions, response:	in that shining, glistening, enormous gymnasium.
context: As a team, you're rough-hewn and lack training,\but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium. response:	The Battle at the Garbage Dump.
context: but you have overwhelming potential.\The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump. response:	Let's have the best match ever.
context: The more you train, the stronger you'll become.\You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever. response:	Yes.
context: You guys make me happy.\We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever.\Yes. response:	All right. Let's start cleaning up.
context: We finally have a good rival again.\Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever.\Yes.\All right. Let's start cleaning up. response:	Yeah.
context: Let's meet again at nationals.\In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever.\Yes.\All right. Let's start cleaning up.\Yeah. response:	You piece of crap.
context: In front of a huge audience, in an arena swirling with emotions,\in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever.\Yes.\All right. Let's start cleaning up.\Yeah.\You piece of crap. response:	You turd.
context: in that shining, glistening, enormous gymnasium.\The Battle at the Garbage Dump.\Let's have the best match ever.\Yes.\All right. Let's start cleaning up.\Yeah.\You piece of crap.\You turd. response:	Equipment Room
context: The Battle at the Garbage Dump.\Let's have the best match ever.\Yes.\All right. Let's start cleaning up.\Yeah.\You piece of crap.\You turd.\Equipment Room response:	Come on, let's hurry up.
context: Let's have the best match ever.\Yes.\All right. Let's start cleaning up.\Yeah.\You piece of crap.\You turd.\Equipment Room\Come on, let's hurry up. response:	Hey.
context: Yes.\All right. Let's start cleaning up.\Yeah.\You piece of crap.\You turd.\Equipment Room\Come on, let's hurry up.\Hey. response:	Huh?
context: All right. Let's start cleaning up.\Yeah.\You piece of crap.\You turd.\Equipment Room\Come on, let's hurry up.\Hey.\Huh? response:	What's up? Still wanna fight?
context: Yeah.\You piece of crap.\You turd.\Equipment Room\Come on, let's hurry up.\Hey.\Huh?\What's up? Still wanna fight? response:	City boy. Come on.
context: You piece of crap.\You turd.\Equipment Room\Come on, let's hurry up.\Hey.\Huh?\What's up? Still wanna fight?\City boy. Come on. response:	Um... well... your...
context: You turd.\Equipment Room\Come on, let's hurry up.\Hey.\Huh?\What's up? Still wanna fight?\City boy. Come on.\Um... well... your... response:	L-Lady... ma...
context: Equipment Room\Come on, let's hurry up.\Hey.\Huh?\What's up? Still wanna fight?\City boy. Come on.\Um... well... your...\L-Lady... ma... response:	What's your manager's name?
context: Come on, let's hurry up.\Hey.\Huh?\What's up? Still wanna fight?\City boy. Come on.\Um... well... your...\L-Lady... ma...\What's your manager's name? response:	You!
context: Hey.\Huh?\What's up? Still wanna fight?\City boy. Come on.\Um... well... your...\L-Lady... ma...\What's your manager's name?\You! response:	You plan on bothering our precious manager?
context: Huh?\What's up? Still wanna fight?\City boy. Come on.\Um... well... your...\L-Lady... ma...\What's your manager's name?\You!\You plan on bothering our precious manager? response:	I'm gonna rub your fuzzy head so hard...
context: What's up? Still wanna fight?\City boy. Come on.\Um... well... your...\L-Lady... ma...\What's your manager's name?\You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard... response:	No.
context: City boy. Come on.\Um... well... your...\L-Lady... ma...\What's your manager's name?\You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No. response:	I do not have the courage to speak to her.
context: Um... well... your...\L-Lady... ma...\What's your manager's name?\You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her. response:	Fukunaga, mop over there for me.
context: L-Lady... ma...\What's your manager's name?\You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me. response:	Okay.
context: What's your manager's name?\You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay. response:	Yaku, get me that mop.
context: You!\You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop. response:	Kiyoko-san.
context: You plan on bothering our precious manager?\I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop.\Kiyoko-san. response:	She's Shimizu Kiyoko-san.
context: I'm gonna rub your fuzzy head so hard...\No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san. response:	Really?
context: No.\I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san.\Really? response:	She's the very embodiment of that name.
context: I do not have the courage to speak to her.\Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name. response:	Indeed, indeed.
context: Fukunaga, mop over there for me.\Okay.\Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name.\Indeed, indeed. response:	It took me a long time before I could speak to her,
context: Okay.\Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her, response:	so I know how you feel.
context: Yaku, get me that mop.\Kiyoko-san.\She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel. response:	However...
context: Kiyoko-san.\She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel.\However... response:	When you talk to her and she ignores you,
context: She's Shimizu Kiyoko-san.\Really?\She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel.\However...\When you talk to her and she ignores you, response:	it's still pretty good.
context: Really?\She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel.\However...\When you talk to her and she ignores you,\it's still pretty good. response:	That hurdle's too high for me.
context: She's the very embodiment of that name.\Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel.\However...\When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me. response:	You're a pretty good guy.
context: Indeed, indeed.\It took me a long time before I could speak to her,\so I know how you feel.\However...\When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy. response:	You, too.
context: It took me a long time before I could speak to her,\so I know how you feel.\However...\When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy.\You, too. response:	I'm Yamamoto Taketora.
context: so I know how you feel.\However...\When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy.\You, too.\I'm Yamamoto Taketora. response:	I'm Tanaka Ryunosuke.
context: However...\When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy.\You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke. response:	How long have you been playing volleyball?
context: When you talk to her and she ignores you,\it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy.\You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball? response:	Who taught you?
context: it's still pretty good.\That hurdle's too high for me.\You're a pretty good guy.\You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you? response:	How long have you been setter?
context: That hurdle's too high for me.\You're a pretty good guy.\You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you?\How long have you been setter? response:	How do you train?
context: You're a pretty good guy.\You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you?\How long have you been setter?\How do you train? response:	Do you get along with your team members?
context: You, too.\I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you?\How long have you been setter?\How do you train?\Do you get along with your team members? response:	Have you ever hit a wall?
context: I'm Yamamoto Taketora.\I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you?\How long have you been setter?\How do you train?\Do you get along with your team members?\Have you ever hit a wall? response:	Our setter is a little more... intense.
context: I'm Tanaka Ryunosuke.\How long have you been playing volleyball?\Who taught you?\How long have you been setter?\How do you train?\Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense. response:	He was talking about him.
context: How long have you been playing volleyball?\Who taught you?\How long have you been setter?\How do you train?\Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him. response:	You were amazing, Shoyo.
context: Who taught you?\How long have you been setter?\How do you train?\Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo. response:	You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.
context: How long have you been setter?\How do you train?\Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year. response:	You, too. You're big, but you're like... Wham! Kaboom!
context: How do you train?\Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom! response:	I especially like how you argh!
context: Do you get along with your team members?\Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh! response:	And I like how you boom!
context: Have you ever hit a wall?\Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom! response:	And your smack hit me like bang!
context: Our setter is a little more... intense.\He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom!\And your smack hit me like bang! response:	It's not quite bang! It's more like...
context: He was talking about him.\You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like... response:	What the heck are they talking about?
context: You were amazing, Shoyo.\You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about? response:	They don't sound like high schoolers.
context: You're like... Zoom! Bam! Oh, I'm Inuoka, a first-year.\You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers. response:	But you on the other hand, maybe you
context: You, too. You're big, but you're like... Wham! Kaboom!\I especially like how you argh!\And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you response:	should go a little crazy, like a high schooler.
context: I especially like how you argh!\And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler. response:	I'm not good at that sort of thing.
context: And I like how you boom!\And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing. response:	Ah, youth.
context: And your smack hit me like bang!\It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth. response:	I'm sorry I'm so slow.
context: It's not quite bang! It's more like...\What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow. response:	Oh, no, I'm sorry.
context: What the heck are they talking about?\They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry. response:	No, I was wrong. Please forgive me.
context: They don't sound like high schoolers.\But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me. response:	Stubbley over there is scaring that first-year half to death.
context: But you on the other hand, maybe you\should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death. response:	They look like a kid and his dad.
context: should go a little crazy, like a high schooler.\I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad. response:	He looks more like a kidnapper to me.
context: I'm not good at that sort of thing.\Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me. response:	Um... That guy's really staring at me.
context: Ah, youth.\I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me. response:	I'm sorry. You'll be fine if you don't look back at him.
context: I'm sorry I'm so slow.\Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him. response:	3, your receives were amazing.
context: Oh, no, I'm sorry.\No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing. response:	I've never seen anyone able to receive so many of our ace's spikes.
context: No, I was wrong. Please forgive me.\Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes. response:	Your entire team is high-caliber, and you're their libero.
context: Stubbley over there is scaring that first-year half to death.\They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero. response:	I think you have amazing talent.
context: They look like a kid and his dad.\He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent. response:	I'm going to do my best, too.
context: He looks more like a kidnapper to me.\Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too. response:	Goodbye.
context: Um... That guy's really staring at me.\I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too.\Goodbye. response:	Hey, don't just say that and leave.
context: I'm sorry. You'll be fine if you don't look back at him.\3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave. response:	I'm sorry about that.
context: 3, your receives were amazing.\I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave.\I'm sorry about that. response:	He's kinda dangerous.
context: I've never seen anyone able to receive so many of our ace's spikes.\Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous. response:	Huh?
context: Your entire team is high-caliber, and you're their libero.\I think you have amazing talent.\I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous.\Huh? response:	He's a high-caliber libero, too, but he's not arrogant about it, at all.
context: I think you have amazing talent.\I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all. response:	On the contrary, he only seeks to improve.
context: I'm going to do my best, too.\Goodbye.\Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve. response:	That's scary.
context: Goodbye.\Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary. response:	Nekomata-sensei.
context: Hey, don't just say that and leave.\I'm sorry about that.\He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei. response:	Thank you for coming all this way for the match.
context: I'm sorry about that.\He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match. response:	No, no, thank you.
context: He's kinda dangerous.\Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you. response:	Since you have no connections,
context: Huh?\He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections, response:	it must be hard for you to get games together.
context: He's a high-caliber libero, too, but he's not arrogant about it, at all.\On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections,\it must be hard for you to get games together. response:	All those calls you made to me...
context: On the contrary, he only seeks to improve.\That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me... response:	You even threatened to come see me personally.
context: That's scary.\Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally. response:	I'm sorry.
