context: Rei Kiriyama response:	Zero? What a weird name.
context: Got it.\CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday. response:	The big 7-0.
context: CELEBRATION\Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0. response:	Spirited Away
context: Cute wrapping paper, isn't it?\It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away response:	All right. Who did this one, I wonder?
context: It's not printed, right? It looks expensive.\Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away\All right. Who did this one, I wonder? response:	He taught Hina for a little while when she was in elementary school.
context: Actually, Hina made it. Surprising, huh?\It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school. response:	Me!
context: It's potato print.\I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me! response:	So this is her present to him.
context: I carved up sweet potatoes and stamped them on. Cute, huh?\They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him. response:	I suspected it was you, Hina.
context: They're for Grandpa's calligraphy teacher friend, who's celebrating his 70th birthday.\The big 7-0.\Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him.\I suspected it was you, Hina. response:	Someji is very fortunate to have grandchildren who are willing to help.
context: The big 7-0.\Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help. response:	That's right. Someji is a lucky fellow.
context: Spirited Away\All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow. response:	What are you talking about?
context: All right. Who did this one, I wonder?\He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about? response:	The little one tags along annoyingly, and she's so loud I can't stand it.
context: He taught Hina for a little while when she was in elementary school.\Me!\So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it. response:	Grandpa, look! I folded it myself!
context: Me!\So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself! response:	That's amazing! Origami, huh? You're so clever, Momo!
context: So this is her present to him.\I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo! response:	Sorry. Grandpa is a bit of a softie when it comes to his grandkids.
context: I suspected it was you, Hina.\Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids. response:	Just a bit, huh?
context: Someji is very fortunate to have grandchildren who are willing to help.\That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh? response:	Well, I'm off to deliver all this.
context: That's right. Someji is a lucky fellow.\What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this. response:	After that, I'm staying for the party, so take care of everything else. Bye!
context: What are you talking about?\The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye! response:	MIKAZUKI-DOU
context: The little one tags along annoyingly, and she's so loud I can't stand it.\Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU response:	Well, shall we go?
context: Grandpa, look! I folded it myself!\That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go? response:	Rei, you'll eat dinner with us tonight, right?
context: That's amazing! Origami, huh? You're so clever, Momo!\Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right? response:	Thank you. But I'll be going home tonight.
context: Sorry. Grandpa is a bit of a softie when it comes to his grandkids.\Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight. response:	I have another... another match, so I'd better practice.
context: Just a bit, huh?\Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice. response:	- Oh? - You have a lot of matches. Good luck.
context: Well, I'm off to deliver all this.\After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck. response:	Good luck!
context: After that, I'm staying for the party, so take care of everything else. Bye!\MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck! response:	Also, thank you for the rice ball. It was delicious.
context: MIKAZUKI-DOU\Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious. response:	Then here. Our baked Crescent Moon.
context: Well, shall we go?\Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon. response:	Just out of the oven, so it's really good.
context: Rei, you'll eat dinner with us tonight, right?\Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good. response:	Well, goodnight.
context: Thank you. But I'll be going home tonight.\I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight. response:	Come over anytime! We'll be waiting.
context: I have another... another match, so I'd better practice.\- Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting. response:	- Goodnight! - Good luck!
context: - Oh? - You have a lot of matches. Good luck.\Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck! response:	It still hasn't come.
context: Good luck!\Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come. response:	Is this what you're looking for...
context: Also, thank you for the rice ball. It was delicious.\Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for... response:	Mr. Rei Kiriyama MATCH NOTIFICATION
context: Then here. Our baked Crescent Moon.\Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION response:	CHUB
context: Just out of the oven, so it's really good.\Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB response:	CRISP
context: Well, goodnight.\Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP response:	To Be Continued
context: Come over anytime! We'll be waiting.\- Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP\To Be Continued response:	Next Episode Preview
context: - Goodnight! - Good luck!\It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP\To Be Continued\Next Episode Preview response:	Episode 2
context: It still hasn't come.\Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP\To Be Continued\Next Episode Preview\Episode 2 response:	I see...
context: Is this what you're looking for...\Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP\To Be Continued\Next Episode Preview\Episode 2\I see... response:	Kiriyama prefers cup noodles over the food Hina and I cook?
context: Mr. Rei Kiriyama MATCH NOTIFICATION\CHUB\CRISP\To Be Continued\Next Episode Preview\Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook? response:	Don't put me off like that, Kiriyama! We're friends, aren't we?
context: CHUB\CRISP\To Be Continued\Next Episode Preview\Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook?\Don't put me off like that, Kiriyama! We're friends, aren't we? response:	Oh, it's Rei!
context: CRISP\To Be Continued\Next Episode Preview\Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook?\Don't put me off like that, Kiriyama! We're friends, aren't we?\Oh, it's Rei! response:	Help me, Hanaoka!
context: To Be Continued\Next Episode Preview\Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook?\Don't put me off like that, Kiriyama! We're friends, aren't we?\Oh, it's Rei!\Help me, Hanaoka! response:	I found Rei!
context: Next Episode Preview\Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook?\Don't put me off like that, Kiriyama! We're friends, aren't we?\Oh, it's Rei!\Help me, Hanaoka!\I found Rei! response:	March Comes in Like a Lion. Don't miss the next episode.
context: Episode 2\I see...\Kiriyama prefers cup noodles over the food Hina and I cook?\Don't put me off like that, Kiriyama! We're friends, aren't we?\Oh, it's Rei!\Help me, Hanaoka!\I found Rei!\March Comes in Like a Lion. Don't miss the next episode. response:	I'm counting on you.
