context: And so... response:	Can anyone tell me what AD means?
context: Stop fighting!\Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true! response:	So there are two Hinata - kuns?
context: Sorry!\Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns? response:	I guess, yeah...
context: Yuri's just a bit cranky right now.\Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah... response:	Then there might be more than three?
context: Last night she dreamed about Hinata, and he was like,\Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three? response:	Well, maybe...
context: Don't think that the me tomorrow will be the same as the me today.\You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three?\Well, maybe... response:	Discomforting.
context: You'd better be careful.\or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three?\Well, maybe...\Discomforting. response:	She's calmed down now, so don't worry!
context: or something like that.\And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three?\Well, maybe...\Discomforting.\She's calmed down now, so don't worry! response:	Everything's okay!
context: And then Yuri said that it turned out to be true!\So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three?\Well, maybe...\Discomforting.\She's calmed down now, so don't worry!\Everything's okay! response:	Thanks for worrying!
context: So there are two Hinata - kuns?\I guess, yeah...\Then there might be more than three?\Well, maybe...\Discomforting.\She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying! response:	Who is there more than three of?
context: I guess, yeah...\Then there might be more than three?\Well, maybe...\Discomforting.\She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying!\Who is there more than three of? response:	Who's cranky?
context: Then there might be more than three?\Well, maybe...\Discomforting.\She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying!\Who is there more than three of?\Who's cranky? response:	Come on, I just covered for you guys.
context: Well, maybe...\Discomforting.\She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying!\Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys. response:	What's with the complaining?
context: Discomforting.\She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying!\Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys.\What's with the complaining? response:	You brought that on yourselves.
context: She's calmed down now, so don't worry!\Everything's okay!\Thanks for worrying!\Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves. response:	So, what kind of answers should I write next?
context: Everything's okay!\Thanks for worrying!\Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next? response:	What's the subject?
context: Thanks for worrying!\Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject? response:	English.
context: Who is there more than three of?\Who's cranky?\Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject?\English. response:	Answer everything in Katakana then.
context: Who's cranky?\Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject?\English.\Answer everything in Katakana then. response:	Alright, pass your tests forward.
context: Come on, I just covered for you guys.\What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject?\English.\Answer everything in Katakana then.\Alright, pass your tests forward. response:	Tachibana - san!
context: What's with the complaining?\You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject?\English.\Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san! response:	I'm sorry I didn't pick a better place or time!
context: You brought that on yourselves.\So, what kind of answers should I write next?\What's the subject?\English.\Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time! response:	I've always liked you!
context: So, what kind of answers should I write next?\What's the subject?\English.\Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you! response:	Please go out with me!
context: What's the subject?\English.\Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me! response:	Pick a place and time then.
context: English.\Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\Pick a place and time then. response:	You there, sit down.
context: Answer everything in Katakana then.\Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\Pick a place and time then.\You there, sit down. response:	Okay.
context: Alright, pass your tests forward.\Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\Pick a place and time then.\You there, sit down.\Okay. response:	Wow, he did it.
context: Tachibana - san!\I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\Pick a place and time then.\You there, sit down.\Okay.\Wow, he did it. response:	He's gonna fl
context: I'm sorry I didn't pick a better place or time!\I've always liked you!\Please go out with me!\Pick a place and time then.\You there, sit down.\Okay.\Wow, he did it.\He's gonna fl response:	Hey, what the hell was that?!
context: I've always liked you!\Please go out with me!\Pick a place and time then.\You there, sit down.\Okay.\Wow, he did it.\He's gonna fl\Hey, what the hell was that?! response:	What? Don't come over here!
context: Please go out with me!\Pick a place and time then.\You there, sit down.\Okay.\Wow, he did it.\He's gonna fl\Hey, what the hell was that?!\What? Don't come over here! response:	Why did I have to fly?
context: Pick a place and time then.\You there, sit down.\Okay.\Wow, he did it.\He's gonna fl\Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly? response:	Oyama - kun already took enough damage to his heart.
context: You there, sit down.\Okay.\Wow, he did it.\He's gonna fl\Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart. response:	But why me?
context: Okay.\Wow, he did it.\He's gonna fl\Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me? response:	I don't get it!
context: Wow, he did it.\He's gonna fl\Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me?\I don't get it! response:	More importantly everyone,
context: He's gonna fl\Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me?\I don't get it!\More importantly everyone, response:	let's have lunch.
context: Hey, what the hell was that?!\What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me?\I don't get it!\More importantly everyone,\let's have lunch. response:	There were no mistakes, right Takeyama - kun?
context: What? Don't come over here!\Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me?\I don't get it!\More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun? response:	It went perfectly.
context: Why did I have to fly?\Oyama - kun already took enough damage to his heart.\But why me?\I don't get it!\More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly. response:	And call me Chri
context: Oyama - kun already took enough damage to his heart.\But why me?\I don't get it!\More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri response:	How much more are you going to make me fly into the ceiling?
context: But why me?\I don't get it!\More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling? response:	The whole exam period.
context: I don't get it!\More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period. response:	Let's change up the members for tomorrow!
context: More importantly everyone,\let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow! response:	Matsushita - kun and TK look too heavy.
context: let's have lunch.\There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy. response:	Don't pick me just because I'm light!
context: There were no mistakes, right Takeyama - kun?\It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light! response:	And even if sending me flying once or twice has impact, people are going to get bored of it eventually!
context: It went perfectly.\And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually! response:	Man, he's flying again.
context: And call me Chri\How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again. response:	They won't even watch it!
context: How much more are you going to make me fly into the ceiling?\The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it! response:	That's why we'll keep doing it while adding more gimmicks each time.
context: The whole exam period.\Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time. response:	What are you planning on making us do?
context: Let's change up the members for tomorrow!\Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do? response:	I'm scared! Aren't we in this together?
context: Matsushita - kun and TK look too heavy.\Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together? response:	We are, so help me out!
context: Don't pick me just because I'm light!\And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out! response:	I said I'm scared of this!
context: And even if sending me flying once or twice has impact, people are going to get bored of it eventually!\Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this! response:	Will I have to confess again tomorrow?
context: Man, he's flying again.\They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow? response:	Maybe I'll take the bottom off next.
context: They won't even watch it!\That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next. response:	The plan is pretty much perfect.
context: That's why we'll keep doing it while adding more gimmicks each time.\What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect. response:	But will anything change because of this?
context: What are you planning on making us do?\I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this? response:	In the end, we'll just run around causing a ruckus as usual,
context: I'm scared! Aren't we in this together?\We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual, response:	and then things will go back to normal, as usual.
context: We are, so help me out!\I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual. response:	That's all I thought would come of it.
context: I said I'm scared of this!\Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it. response:	Then the exam period ended.
context: Will I have to confess again tomorrow?\Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended. response:	Tachibana?
context: Maybe I'll take the bottom off next.\The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended.\Tachibana? response:	What's wrong? Did something happen?
context: The plan is pretty much perfect.\But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended.\Tachibana?\What's wrong? Did something happen? response:	Nothing.
context: But will anything change because of this?\In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended.\Tachibana?\What's wrong? Did something happen?\Nothing. response:	They've started.
context: In the end, we'll just run around causing a ruckus as usual,\and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended.\Tachibana?\What's wrong? Did something happen?\Nothing.\They've started. response:	What has?
context: and then things will go back to normal, as usual.\That's all I thought would come of it.\Then the exam period ended.\Tachibana?\What's wrong? Did something happen?\Nothing.\They've started.\What has? response:	Rumors that Angel got all zeros on all the tests.
context: That's all I thought would come of it.\Then the exam period ended.\Tachibana?\What's wrong? Did something happen?\Nothing.\They've started.\What has?\Rumors that Angel got all zeros on all the tests. response:	Seriously?
context: Then the exam period ended.\Tachibana?\What's wrong? Did something happen?\Nothing.\They've started.\What has?\Rumors that Angel got all zeros on all the tests.\Seriously? response:	And that her answers made a mockery of the teachers.
context: Tachibana?\What's wrong? Did something happen?\Nothing.\They've started.\What has?\Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers. response:	It's gone that far?
context: What's wrong? Did something happen?\Nothing.\They've started.\What has?\Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers.\It's gone that far? response:	What did you people do?
context: Nothing.\They've started.\What has?\Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do? response:	We flew, did tailspins, and sometimes jumped out windows.
context: They've started.\What has?\Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows. response:	What do you mean?
context: What has?\Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean? response:	But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?
context: Rumors that Angel got all zeros on all the tests.\Seriously?\And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke? response:	How many times do I have to tell you?
context: Seriously?\And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you? response:	Teachers wouldn't know anything about that.
context: And that her answers made a mockery of the teachers.\It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that. response:	They only see what's in front of them.
context: It's gone that far?\What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them. response:	The student council president turned in joke answers.
context: What did you people do?\We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers. response:	So, Angel's going to be punished for it.
context: We flew, did tailspins, and sometimes jumped out windows.\What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it. response:	Is that what that was about?
context: What do you mean?\But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about? response:	Did Tachibana defend herself?
context: But wouldn't the teachers realize that it wasn't her doing, but rather someone's idea of a joke?\How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself? response:	No idea. And it was in every subject too.
context: How many times do I have to tell you?\Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too. response:	How would she be able to explain her situation to every teacher in every subject?
context: Teachers wouldn't know anything about that.\They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject? response:	From the teachers' perspective, she probably looks like a lone rebel.
context: They only see what's in front of them.\The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel. response:	A lone rebel...
context: The student council president turned in joke answers.\So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel... response:	And then, a few days later,
context: So, Angel's going to be punished for it.\Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later, response:	a school - wide assembly was held.
context: Is that what that was about?\Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later,\a school - wide assembly was held. response:	And so, effective today,
context: Did Tachibana defend herself?\No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later,\a school - wide assembly was held.\And so, effective today, response:	Tachibana Kanade - san will be resigning from her position as student council president,
context: No idea. And it was in every subject too.\How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later,\a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president, response:	No way!
context: How would she be able to explain her situation to every teacher in every subject?\From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later,\a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way! response:	and the current vice - president Naoi - kun will be acting as president in her place.
context: From the teachers' perspective, she probably looks like a lone rebel.\A lone rebel...\And then, a few days later,\a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place. response:	She didn't resign, she was fired.
context: A lone rebel...\And then, a few days later,\a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired. response:	Yurippe...
context: And then, a few days later,\a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe... response:	She's been demoted to the same level as us common students.
context: a school - wide assembly was held.\And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students. response:	Will she be able to stop us now that she's lost her moral backing?
context: And so, effective today,\Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing? response:	We'll put Operation Tornado into action tonight.
context: Tachibana Kanade - san will be resigning from her position as student council president,\No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight. response:	That's the last song that Iwasawa left behind.
context: No way!\and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind. response:	Is it really okay for me to sing this song?
context: and the current vice - president Naoi - kun will be acting as president in her place.\She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song? response:	I guess.
context: She didn't resign, she was fired.\Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess. response:	It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.
context: Yurippe...\She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo. response:	Hey...
context: She's been demoted to the same level as us common students.\Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey... response:	What are we fighting against?
context: Will she be able to stop us now that she's lost her moral backing?\We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against? response:	Anyone who gets in our way, of course.
context: We'll put Operation Tornado into action tonight.\That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against?\Anyone who gets in our way, of course. response:	Who's going to get in our way?
context: That's the last song that Iwasawa left behind.\Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way? response:	If anyone comes, it'll be Angel.
context: Is it really okay for me to sing this song?\I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel. response:	Or maybe that acting student council president will come.
context: I guess.\It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come. response:	That guy's just a normal student.
context: It depends on how well the fans react to this new song, Thousand Enemies, and the second incarnation of GirlDeMo.\Hey...\What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student. response:	We can't shoot him.
context: Hey...\What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him. response:	Yeah, I guess.
context: What are we fighting against?\Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him.\Yeah, I guess. response:	Will Angel come?
context: Anyone who gets in our way, of course.\Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him.\Yeah, I guess.\Will Angel come? response:	She's here!
context: Who's going to get in our way?\If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him.\Yeah, I guess.\Will Angel come?\She's here! response:	Let's do this before she activates her Guard Skill!
context: If anyone comes, it'll be Angel.\Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him.\Yeah, I guess.\Will Angel come?\She's here!\Let's do this before she activates her Guard Skill! response:	Wait, don't shoot!
context: Or maybe that acting student council president will come.\That guy's just a normal student.\We can't shoot him.\Yeah, I guess.\Will Angel come?\She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot! response:	Why not?
context: That guy's just a normal student.\We can't shoot him.\Yeah, I guess.\Will Angel come?\She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not? response:	Something's strange about her.
context: We can't shoot him.\Yeah, I guess.\Will Angel come?\She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not?\Something's strange about her. response:	Strange how?
context: Yeah, I guess.\Will Angel come?\She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not?\Something's strange about her.\Strange how? response:	I don't really get it!
context: Will Angel come?\She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not?\Something's strange about her.\Strange how?\I don't really get it! response:	It's not a change exactly, but she seems passive...
context: She's here!\Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not?\Something's strange about her.\Strange how?\I don't really get it!\It's not a change exactly, but she seems passive... response:	Like she's wandering towards some other objective...
context: Let's do this before she activates her Guard Skill!\Wait, don't shoot!\Why not?\Something's strange about her.\Strange how?\I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective... response:	What are you talking about?
context: Wait, don't shoot!\Why not?\Something's strange about her.\Strange how?\I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about? response:	Angel??
context: Why not?\Something's strange about her.\Strange how?\I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about?\Angel?? response:	What are the guys outside doing!?
context: Something's strange about her.\Strange how?\I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about?\Angel??\What are the guys outside doing!? response:	What should we do?
