context: We've come to this island to execute a certain mission. response:	Y-Yes... It is to capture the legendary Black Wizard, Zeref.
context: I can't eat them!\What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god? response:	It's different than your magic, see.
context: What's with these flames?\Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god?\It's different than your magic, see. response:	You're talking to a God Slayer!
context: Get off your high horse, puny dragon hunter!\Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer! response:	God Slayer?
context: Natsu!\It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer!\God Slayer? response:	Damn it... This is really tiring.
context: It's flames that the Flame Dragon Slayer can't eat?!\You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring. response:	But we've almost cleaned'em out.
context: You gonna eat the flames of a god, even more powerful than a dragon's?\Blasphemy!\Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out. response:	Right. Let's take down the rest all at once!
context: Blasphemy!\Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once! response:	R-Right...
context: Flames of a god?\It's different than your magic, see.\You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right... response:	But these guys are probably attacking everyone else, too...
context: It's different than your magic, see.\You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too... response:	What? Against these guys, everyone'll be fine.
context: You're talking to a God Slayer!\God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine. response:	Wait!
context: God Slayer?\Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait! response:	I sense...
context: Damn it... This is really tiring.\But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait!\I sense... response:	The enemy disappeared!
context: But we've almost cleaned'em out.\Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait!\I sense...\The enemy disappeared! response:	Falling down from the sky, disappearin'... These guys get around.
context: Right. Let's take down the rest all at once!\R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait!\I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around. response:	Be careful.
context: R-Right...\But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait!\I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful. response:	Up there!
context: But these guys are probably attacking everyone else, too...\What? Against these guys, everyone'll be fine.\Wait!\I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there! response:	They cannot beat you.
context: What? Against these guys, everyone'll be fine.\Wait!\I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there!\They cannot beat you. response:	This is a waste of time.
context: Wait!\I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there!\They cannot beat you.\This is a waste of time. response:	Your opponent will be meh.
context: I sense...\The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there!\They cannot beat you.\This is a waste of time.\Your opponent will be meh. response:	A goat?!
context: The enemy disappeared!\Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there!\They cannot beat you.\This is a waste of time.\Your opponent will be meh.\A goat?! response:	A goat... I think.
context: Falling down from the sky, disappearin'... These guys get around.\Be careful.\Up there!\They cannot beat you.\This is a waste of time.\Your opponent will be meh.\A goat?!\A goat... I think. response:	What's wrong?
context: Be careful.\Up there!\They cannot beat you.\This is a waste of time.\Your opponent will be meh.\A goat?!\A goat... I think.\What's wrong? response:	It's... He's different than the grunts we've been fighting.
context: Up there!\They cannot beat you.\This is a waste of time.\Your opponent will be meh.\A goat?!\A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting. response:	Anyway, suck it up for round two!
context: They cannot beat you.\This is a waste of time.\Your opponent will be meh.\A goat?!\A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two! response:	We managed to slip away.
context: This is a waste of time.\Your opponent will be meh.\A goat?!\A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away. response:	Let's hurry forward.
context: Your opponent will be meh.\A goat?!\A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward. response:	Right!
context: A goat?!\A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward.\Right! response:	Who goes there?
context: A goat... I think.\What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward.\Right!\Who goes there? response:	Encounter enemy during mission.
context: What's wrong?\It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward.\Right!\Who goes there?\Encounter enemy during mission. response:	Eliminate immediately.
context: It's... He's different than the grunts we've been fighting.\Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward.\Right!\Who goes there?\Encounter enemy during mission.\Eliminate immediately. response:	Switch highest priority to extermination.
context: Anyway, suck it up for round two!\We managed to slip away.\Let's hurry forward.\Right!\Who goes there?\Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination. response:	Begin battle.
context: We managed to slip away.\Let's hurry forward.\Right!\Who goes there?\Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination.\Begin battle. response:	A child?
context: Let's hurry forward.\Right!\Who goes there?\Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination.\Begin battle.\A child? response:	Don't be fooled.
context: Right!\Who goes there?\Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination.\Begin battle.\A child?\Don't be fooled. response:	I can sense a queer magic power.
context: Who goes there?\Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination.\Begin battle.\A child?\Don't be fooled.\I can sense a queer magic power. response:	What the hell is he?
context: Encounter enemy during mission.\Eliminate immediately.\Switch highest priority to extermination.\Begin battle.\A child?\Don't be fooled.\I can sense a queer magic power.\What the hell is he? response:	Can't you tell? He's an enemy.
context: Eliminate immediately.\Switch highest priority to extermination.\Begin battle.\A child?\Don't be fooled.\I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy. response:	In the lonely forest, devils and fairies have a fateful encounter...
context: Switch highest priority to extermination.\Begin battle.\A child?\Don't be fooled.\I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter... response:	Huh?
context: Begin battle.\A child?\Don't be fooled.\I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh? response:	Some kind of spell?
context: A child?\Don't be fooled.\I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell? response:	Yes!
context: Don't be fooled.\I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell?\Yes! response:	This is our battle frontier!
context: I can sense a queer magic power.\What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell?\Yes!\This is our battle frontier! response:	What's with this guy?
context: What the hell is he?\Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell?\Yes!\This is our battle frontier!\What's with this guy? response:	Can't you tell? He's an idiot.
context: Can't you tell? He's an enemy.\In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell?\Yes!\This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot. response:	Over there! Who are you?
context: In the lonely forest, devils and fairies have a fateful encounter...\Huh?\Some kind of spell?\Yes!\This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you? response:	My, my...
context: Huh?\Some kind of spell?\Yes!\This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you?\My, my... response:	First we have children and cats, and now women?
context: Some kind of spell?\Yes!\This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you?\My, my...\First we have children and cats, and now women? response:	Lisanna, stand back. This guy's dangerous.
context: Yes!\This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you?\My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous. response:	I can fight too, damn it!
context: This is our battle frontier!\What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you?\My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it! response:	W-Why? Why is no one here?
context: What's with this guy?\Can't you tell? He's an idiot.\Over there! Who are you?\My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here? response:	And it's hot!
context: Can't you tell? He's an idiot.\Over there! Who are you?\My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here?\And it's hot! response:	And I'm thirsty!
context: Over there! Who are you?\My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here?\And it's hot!\And I'm thirsty! response:	Zeref...
context: My, my...\First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here?\And it's hot!\And I'm thirsty!\Zeref... response:	Wait for me.
context: First we have children and cats, and now women?\Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here?\And it's hot!\And I'm thirsty!\Zeref...\Wait for me. response:	Makarov's brats have no chance of defeating the Seven Kin of Purgatory.
context: Lisanna, stand back. This guy's dangerous.\I can fight too, damn it!\W-Why? Why is no one here?\And it's hot!\And I'm thirsty!\Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory. response:	They are superb wizards I have nurtured for years!
context: I can fight too, damn it!\W-Why? Why is no one here?\And it's hot!\And I'm thirsty!\Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years! response:	Each one of them uses a wizardry closest to the true source of magic...
context: W-Why? Why is no one here?\And it's hot!\And I'm thirsty!\Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic... response:	They are Lost Magic users!
context: And it's hot!\And I'm thirsty!\Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users! response:	Before this forbidden magic, they'll be powerless.
context: And I'm thirsty!\Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless. response:	I said bring it!
context: Zeref...\Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it! response:	I'll devour your dragon flames!
context: Wait for me.\Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames! response:	You bastard! You're on!
context: Makarov's brats have no chance of defeating the Seven Kin of Purgatory.\They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames!\You bastard! You're on! response:	I'm all fired up!
context: They are superb wizards I have nurtured for years!\Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up! response:	It's hot...
context: Each one of them uses a wizardry closest to the true source of magic...\They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up!\It's hot... response:	I'm hungry...
context: They are Lost Magic users!\Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up!\It's hot...\I'm hungry... response:	Where's Lord Zeref?
context: Before this forbidden magic, they'll be powerless.\I said bring it!\I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up!\It's hot...\I'm hungry...\Where's Lord Zeref? response:	I'm thirsty...
context: I said bring it!\I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up!\It's hot...\I'm hungry...\Where's Lord Zeref?\I'm thirsty... response:	That guy can use flames, too?
context: I'll devour your dragon flames!\You bastard! You're on!\I'm all fired up!\It's hot...\I'm hungry...\Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too? response:	He called himself a God Slayer, but...
context: You bastard! You're on!\I'm all fired up!\It's hot...\I'm hungry...\Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but... response:	What does he mean by a god ( kami ), anyway?
context: I'm all fired up!\It's hot...\I'm hungry...\Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway? response:	You see'em a lot in rivers and the ocean.
context: It's hot...\I'm hungry...\Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean. response:	That's crabs ( kani ).
context: I'm hungry...\Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ). response:	Then, it's the things Lucy uses?
context: Where's Lord Zeref?\I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses? response:	Those are keys ( kagi ).
context: I'm thirsty...\That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ). response:	When it's summer, it grows a lot on bread-
context: That guy can use flames, too?\He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ).\When it's summer, it grows a lot on bread- response:	That's mold ( kabi )!
context: He called himself a God Slayer, but...\What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ).\When it's summer, it grows a lot on bread-\That's mold ( kabi )! response:	Next time: Fire Dragon vs. Flame God.
context: What does he mean by a god ( kami ), anyway?\You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ).\When it's summer, it grows a lot on bread-\That's mold ( kabi )!\Next time: Fire Dragon vs. Flame God. response:	Come on, let me finish.
context: You see'em a lot in rivers and the ocean.\That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ).\When it's summer, it grows a lot on bread-\That's mold ( kabi )!\Next time: Fire Dragon vs. Flame God.\Come on, let me finish. response:	Natsu, you were actually just joking around with me?
context: That's crabs ( kani ).\Then, it's the things Lucy uses?\Those are keys ( kagi ).\When it's summer, it grows a lot on bread-\That's mold ( kabi )!\Next time: Fire Dragon vs. Flame God.\Come on, let me finish.\Natsu, you were actually just joking around with me? response:	Ya got me!
