context: but there is only desolation under an autumn sunset. response:	Swift waters parted by the jagged rocks
context: Ah, I see.\Oh, that's right.\New members.\Did the karuta club recruit five new members?\Of course!\Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi. response:	Though 18 of them quit.
context: Oh, that's right.\New members.\Did the karuta club recruit five new members?\Of course!\Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit. response:	Speaking of the karuta club...
context: New members.\Did the karuta club recruit five new members?\Of course!\Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club... response:	Ayase-san turned in a blank career plan again this year.
context: Did the karuta club recruit five new members?\Of course!\Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year. response:	What are we going to do about her?
context: Of course!\Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her? response:	Some time...
context: Look at the 20 applications I have here!\Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time... response:	Please give her some time.
context: Oh, that's wonderful!\You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time...\Please give her some time. response:	She may act like she never thinks, but she does...
context: You always deliver, Ms. Miyauchi.\Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time...\Please give her some time.\She may act like she never thinks, but she does... response:	I think.
context: Though 18 of them quit.\Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time...\Please give her some time.\She may act like she never thinks, but she does...\I think. response:	Naniwa Bay, now the flower blooms, but for winter
context: Speaking of the karuta club...\Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time...\Please give her some time.\She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter response:	Victory for West High!
context: Ayase-san turned in a blank career plan again this year.\What are we going to do about her?\Some time...\Please give her some time.\She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High! response:	Yes!
context: What are we going to do about her?\Some time...\Please give her some time.\She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes! response:	Mi! Zu! Sa! Wa!
context: Some time...\Please give her some time.\She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes!\Mi! Zu! Sa! Wa! response:	Pight!
context: Please give her some time.\She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes!\Mi! Zu! Sa! Wa!\Pight! response:	Pight?
context: She may act like she never thinks, but she does...\I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes!\Mi! Zu! Sa! Wa!\Pight!\Pight? response:	Honestly, Tsukuba just had to blow it.
context: I think.\Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes!\Mi! Zu! Sa! Wa!\Pight!\Pight?\Honestly, Tsukuba just had to blow it. response:	He must be very nervous.
context: Naniwa Bay, now the flower blooms, but for winter\Victory for West High!\Yes!\Mi! Zu! Sa! Wa!\Pight!\Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous. response:	Here comes spring, now the flower blooms
context: Victory for West High!\Yes!\Mi! Zu! Sa! Wa!\Pight!\Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms response:	It's okay. It's okay.
context: Yes!\Mi! Zu! Sa! Wa!\Pight!\Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay. response:	My brothers are watching me.
context: Mi! Zu! Sa! Wa!\Pight!\Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me. response:	I have to be the hero!
context: Pight!\Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me.\I have to be the hero! response:	As friends and strangers come...
context: Pight?\Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me.\I have to be the hero!\As friends and strangers come... response:	First card on the board!
context: Honestly, Tsukuba just had to blow it.\He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me.\I have to be the hero!\As friends and strangers come...\First card on the board! response:	Nice one, Nawano-senpai!
context: He must be very nervous.\Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me.\I have to be the hero!\As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai! response:	Let's keep it going!
context: Here comes spring, now the flower blooms\It's okay. It's okay.\My brothers are watching me.\I have to be the hero!\As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai!\Let's keep it going! response:	Yes!
context: It's okay. It's okay.\My brothers are watching me.\I have to be the hero!\As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai!\Let's keep it going!\Yes! response:	So the flower petals...
context: My brothers are watching me.\I have to be the hero!\As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai!\Let's keep it going!\Yes!\So the flower petals... response:	I hear the beating...
context: I have to be the hero!\As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai!\Let's keep it going!\Yes!\So the flower petals...\I hear the beating... response:	Since I could not hide...
context: As friends and strangers come...\First card on the board!\Nice one, Nawano-senpai!\Let's keep it going!\Yes!\So the flower petals...\I hear the beating...\Since I could not hide... response:	I screwed up!
context: First card on the board!\Nice one, Nawano-senpai!\Let's keep it going!\Yes!\So the flower petals...\I hear the beating...\Since I could not hide...\I screwed up! response:	people would always ask if I was pining for someone
context: Nice one, Nawano-senpai!\Let's keep it going!\Yes!\So the flower petals...\I hear the beating...\Since I could not hide...\I screwed up!\people would always ask if I was pining for someone response:	Since I...
context: Let's keep it going!\Yes!\So the flower petals...\I hear the beating...\Since I could not hide...\I screwed up!\people would always ask if I was pining for someone\Since I... response:	when I cannot bear growing any weaker than I already have.
context: Yes!\So the flower petals...\I hear the beating...\Since I could not hide...\I screwed up!\people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have. response:	Nothing...
context: So the flower petals...\I hear the beating...\Since I could not hide...\I screwed up!\people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have.\Nothing... response:	I made the worst possible mistake!
context: I hear the beating...\Since I could not hide...\I screwed up!\people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake! response:	When I get flustered, I forget I'm not playing Second Verse Karuta!
context: Since I could not hide...\I screwed up!\people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta! response:	He went for the card that started the same way.
context: I screwed up!\people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way. response:	He's a total amateur.
context: people would always ask if I was pining for someone\Since I...\when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur. response:	Lucky me.
context: Since I...\when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur.\Lucky me. response:	Tsukuba is up against West High's captain.
context: when I cannot bear growing any weaker than I already have.\Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain. response:	She's the only Class A player on their team.
context: Nothing...\I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team. response:	I guess we're fortunate that
context: I made the worst possible mistake!\When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that response:	we're not wasting one of our Class A players on her,
context: When I get flustered, I forget I'm not playing Second Verse Karuta!\He went for the card that started the same way.\He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her, response:	but this is tough for Tsukuba.
context: He went for the card that started the same way.\He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba. response:	I embarrassed myself to play in this match...
context: He's a total amateur.\Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match... response:	I was so confident...
context: Lucky me.\Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident... response:	Karuta was the one thing I was confident about.
context: Tsukuba is up against West High's captain.\She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about. response:	You're so lucky, Tsukuba-kun.
context: She's the only Class A player on their team.\I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun. response:	You get to play a Class A player in an official match.
context: I guess we're fortunate that\we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match. response:	You're lucky!
context: we're not wasting one of our Class A players on her,\but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky! response:	Huh?
context: but this is tough for Tsukuba.\I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky!\Huh? response:	That's true.
context: I embarrassed myself to play in this match...\I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky!\Huh?\That's true. response:	You rarely get to play people outside your class in tournaments.
context: I was so confident...\Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky!\Huh?\That's true.\You rarely get to play people outside your class in tournaments. response:	This is a chance that only comes in team tournaments.
context: Karuta was the one thing I was confident about.\You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky!\Huh?\That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments. response:	That's our captain! Way to give him a boost!
context: You're so lucky, Tsukuba-kun.\You get to play a Class A player in an official match.\You're lucky!\Huh?\That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost! response:	What? He's lucky?
context: You get to play a Class A player in an official match.\You're lucky!\Huh?\That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky? response:	That's not it...
context: You're lucky!\Huh?\That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky?\That's not it... response:	Lucky him
context: Huh?\That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky?\That's not it...\Lucky him response:	I wanted to play her
context: That's true.\You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky?\That's not it...\Lucky him\I wanted to play her response:	She's just jealous!
context: You rarely get to play people outside your class in tournaments.\This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky?\That's not it...\Lucky him\I wanted to play her\She's just jealous! response:	How am I lucky?!
context: This is a chance that only comes in team tournaments.\That's our captain! Way to give him a boost!\What? He's lucky?\That's not it...\Lucky him\I wanted to play her\She's just jealous!\How am I lucky?! response:	I want to win!
context: That's our captain! Way to give him a boost!\What? He's lucky?\That's not it...\Lucky him\I wanted to play her\She's just jealous!\How am I lucky?!\I want to win! response:	I want to play someone I can beat!
context: What? He's lucky?\That's not it...\Lucky him\I wanted to play her\She's just jealous!\How am I lucky?!\I want to win!\I want to play someone I can beat! response:	I can't afford to lose my confidence!
context: That's not it...\Lucky him\I wanted to play her\She's just jealous!\How am I lucky?!\I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence! response:	I can't afford to...
context: Lucky him\I wanted to play her\She's just jealous!\How am I lucky?!\I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to... response:	Since the dew...
context: I wanted to play her\She's just jealous!\How am I lucky?!\I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to...\Since the dew... response:	It's not working!
context: She's just jealous!\How am I lucky?!\I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to...\Since the dew...\It's not working! response:	Damn...
context: How am I lucky?!\I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to...\Since the dew...\It's not working!\Damn... response:	I was so close...
context: I want to win!\I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to...\Since the dew...\It's not working!\Damn...\I was so close... response:	I was so close?
context: I want to play someone I can beat!\I can't afford to lose my confidence!\I can't afford to...\Since the dew...\It's not working!\Damn...\I was so close...\I was so close? response:	She's a Class A player?
context: I can't afford to lose my confidence!\I can't afford to...\Since the dew...\It's not working!\Damn...\I was so close...\I was so close?\She's a Class A player? response:	Impassionate gods...
context: I can't afford to...\Since the dew...\It's not working!\Damn...\I was so close...\I was so close?\She's a Class A player?\Impassionate gods... response:	Ayase-senpai is way faster.
context: Since the dew...\It's not working!\Damn...\I was so close...\I was so close?\She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster. response:	Nishida-senpai is way stronger.
context: It's not working!\Damn...\I was so close...\I was so close?\She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger. response:	Kitano Town Children's Center
context: Damn...\I was so close...\I was so close?\She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center response:	Big Bro is here!
context: I was so close...\I was so close?\She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here! response:	It's Big Akihiro!
context: I was so close?\She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro! response:	Big Bro! Help us with karuta!
context: She's a Class A player?\Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta! response:	Were they bullying you again?
context: Impassionate gods...\Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again? response:	Your brother's here to save the day.
context: Ayase-senpai is way faster.\Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day. response:	It's okay.
context: Nishida-senpai is way stronger.\Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day.\It's okay. response:	It's okay!
context: Kitano Town Children's Center\Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day.\It's okay.\It's okay! response:	This will be a cinch.
context: Big Bro is here!\It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day.\It's okay.\It's okay!\This will be a cinch. response:	Wh-What?!
context: It's Big Akihiro!\Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day.\It's okay.\It's okay!\This will be a cinch.\Wh-What?! response:	If you keep that look on your face the whole match, you'll definitely win!
context: Big Bro! Help us with karuta!\Were they bullying you again?\Your brother's here to save the day.\It's okay.\It's okay!\This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win! response:	Your loud voice can also be used as a weapon!
context: Were they bullying you again?\Your brother's here to save the day.\It's okay.\It's okay!\This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon! response:	T-Time to take some cards!
context: Your brother's here to save the day.\It's okay.\It's okay!\This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards! response:	It's on now!
context: It's okay.\It's okay!\This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now! response:	I'll make you good!
context: It's okay!\This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now!\I'll make you good! response:	There are two cards you absolutely have to master.
context: This will be a cinch.\Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now!\I'll make you good!\There are two cards you absolutely have to master. response:	Feel love deepen and Feel sorrow wash?
context: Wh-What?!\If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now!\I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash? response:	You need to make these cards your own.
context: If you keep that look on your face the whole match, you'll definitely win!\Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now!\I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own. response:	Since your name is Tsukuba-kun.
context: Your loud voice can also be used as a weapon!\T-Time to take some cards!\It's on now!\I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun. response:	But my name's Akihiro,
context: T-Time to take some cards!\It's on now!\I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro, response:	so I was really good at the eight cards with
context: It's on now!\I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with response:	second verses that started like my name.
context: I'll make you good!\There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name. response:	You always have something to complain about!
context: There are two cards you absolutely have to master.\Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about! response:	There are sixteen cards with first verses that start like your name.
context: Feel love deepen and Feel sorrow wash?\You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name. response:	Few people can say that they specialize in the The cards.
context: You need to make these cards your own.\Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards. response:	You're really lucky.
context: Since your name is Tsukuba-kun.\But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky. response:	Start with the two Feel cards.
context: But my name's Akihiro,\so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards. response:	Then you have the sixteen The cards.
context: so I was really good at the eight cards with\second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards. response:	It'll take time, but you can master those cards.
context: second verses that started like my name.\You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards. response:	Feel love deepen...
context: You always have something to complain about!\There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen... response:	Start with the Feel cards!
context: There are sixteen cards with first verses that start like your name.\Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards! response:	widening into a river as it descends Mount Tsukuba.
context: Few people can say that they specialize in the The cards.\You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba. response:	The emotions experienced after a long-awaited reunion banish any lingering memories of the past
context: You're really lucky.\Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past response:	Then I move onto the The cards!
context: Start with the two Feel cards.\Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards! response:	The emotions experienced...
context: Then you have the sixteen The cards.\It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced... response:	Ah, that won't work!
context: It'll take time, but you can master those cards.\Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced...\Ah, that won't work! response:	There are too many The cards all over the place!
context: Feel love deepen...\Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place! response:	My brothers are watching me.
context: Start with the Feel cards!\widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me. response:	But...
context: widening into a river as it descends Mount Tsukuba.\The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me.\But... response:	My teammates are with me!
context: The emotions experienced after a long-awaited reunion banish any lingering memories of the past\Then I move onto the The cards!\The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me.\But...\My teammates are with me! response:	She's so good!
context: Then I move onto the The cards!\The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me.\But...\My teammates are with me!\She's so good! response:	Another 25-card perfect game!
context: The emotions experienced...\Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me.\But...\My teammates are with me!\She's so good!\Another 25-card perfect game! response:	Her opponent is clearly weaker,
context: Ah, that won't work!\There are too many The cards all over the place!\My brothers are watching me.\But...\My teammates are with me!\She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker, response:	but Chihaya-chan has been flawless!
context: There are too many The cards all over the place!\My brothers are watching me.\But...\My teammates are with me!\She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless! response:	This is impressive.
context: My brothers are watching me.\But...\My teammates are with me!\She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive. response:	Mashima, Porky, Ayase...
context: But...\My teammates are with me!\She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase... response:	It's on you.
context: My teammates are with me!\She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase...\It's on you. response:	One win for Mizusawa!
context: She's so good!\Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa! response:	Yeah!
context: Another 25-card perfect game!\Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa!\Yeah! response:	Y-Yeah!
context: Her opponent is clearly weaker,\but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa!\Yeah!\Y-Yeah! response:	We wouldn't be this strong, if the first-years weren't here.
context: but Chihaya-chan has been flawless!\This is impressive.\Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa!\Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here. response:	Two wins for Mizusawa!
context: This is impressive.\Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa!\Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa! response:	Not President Mashima...
context: Mashima, Porky, Ayase...\It's on you.\One win for Mizusawa!\Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima... response:	Okay! Three wins for Mizusawa!
context: It's on you.\One win for Mizusawa!\Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa! response:	Not Porky...
context: One win for Mizusawa!\Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky... response:	They're so dependable that it makes me sick!
context: Yeah!\Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\They're so dependable that it makes me sick! response:	Sorry...
context: Y-Yeah!\We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\They're so dependable that it makes me sick!\Sorry... response:	I can't be the hero.
context: We wouldn't be this strong, if the first-years weren't here.\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\They're so dependable that it makes me sick!\Sorry...\I can't be the hero. response:	I'm acting like a loser,
