context: <National Astronomical Observatory of Japan> response:	<No Tresspassing>
context: That's magnificent.\Your stomach.\Undulation.\Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak. response:	So is the balance between the abdominal and back muscles.
context: Your stomach.\Undulation.\Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles. response:	Dancing is the best way to train them.
context: Undulation.\Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them. response:	What's wrong?
context: Draw your stomach in.\Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong? response:	My stomach.
context: Focus on your abdominal muscles.\Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong?\My stomach. response:	And?
context: Just like the ocean waves.\Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong?\My stomach.\And? response:	I think it's because of the instant ramen I ate yesterday.
context: Why do I have to do this?\Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong?\My stomach.\And?\I think it's because of the instant ramen I ate yesterday. response:	Ramen?
context: Your core muscles are weak.\So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong?\My stomach.\And?\I think it's because of the instant ramen I ate yesterday.\Ramen? response:	Hey.
context: So is the balance between the abdominal and back muscles.\Dancing is the best way to train them.\What's wrong?\My stomach.\And?\I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey. response:	Good timing.
context: Dancing is the best way to train them.\What's wrong?\My stomach.\And?\I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey.\Good timing. response:	Time to put your training to use.
context: What's wrong?\My stomach.\And?\I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey.\Good timing.\Time to put your training to use. response:	Try escaping without using your ability.
context: My stomach.\And?\I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey.\Good timing.\Time to put your training to use.\Try escaping without using your ability. response:	Why?
context: And?\I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey.\Good timing.\Time to put your training to use.\Try escaping without using your ability.\Why? response:	I told you at the beginning.
context: I think it's because of the instant ramen I ate yesterday.\Ramen?\Hey.\Good timing.\Time to put your training to use.\Try escaping without using your ability.\Why?\I told you at the beginning. response:	Just shut your trap and do as you're told.
context: Ramen?\Hey.\Good timing.\Time to put your training to use.\Try escaping without using your ability.\Why?\I told you at the beginning.\Just shut your trap and do as you're told. response:	Don't kill them.
context: Hey.\Good timing.\Time to put your training to use.\Try escaping without using your ability.\Why?\I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them. response:	Hey, go on, Norio.
context: Good timing.\Time to put your training to use.\Try escaping without using your ability.\Why?\I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio. response:	Shut up! Leave me alone!
context: Time to put your training to use.\Try escaping without using your ability.\Why?\I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone! response:	Hey missy.
context: Try escaping without using your ability.\Why?\I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy. response:	Wanna play doctor with us?
context: Why?\I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us? response:	You're pretty cute up close.
context: I told you at the beginning.\Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us?\You're pretty cute up close. response:	D-Don't be rude to her!
context: Just shut your trap and do as you're told.\Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her! response:	Please don't be too creeped out by him.
context: Don't kill them.\Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him. response:	He has a crush on you.
context: Hey, go on, Norio.\Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you. response:	Are we playing tag?
context: Shut up! Leave me alone!\Hey missy.\Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag? response:	She had to go and do that...
context: Hey missy.\Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag?\She had to go and do that... response:	Hey, look at that...
context: Wanna play doctor with us?\You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag?\She had to go and do that...\Hey, look at that... response:	It's moving in a way that it couldn't before.
context: You're pretty cute up close.\D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag?\She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before. response:	Woah.
context: D-Don't be rude to her!\Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag?\She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before.\Woah. response:	It hurts like hell!
context: Please don't be too creeped out by him.\He has a crush on you.\Are we playing tag?\She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before.\Woah.\It hurts like hell! response:	Hey.
context: He has a crush on you.\Are we playing tag?\She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before.\Woah.\It hurts like hell!\Hey. response:	Hey! Hey! Hey!
context: Are we playing tag?\She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before.\Woah.\It hurts like hell!\Hey.\Hey! Hey! Hey! response:	What the hell do you think you're doing?!
context: She had to go and do that...\Hey, look at that...\It's moving in a way that it couldn't before.\Woah.\It hurts like hell!\Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?! response:	Wait! She's a girl.
context: Hey, look at that...\It's moving in a way that it couldn't before.\Woah.\It hurts like hell!\Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl. response:	I don't care!
context: It's moving in a way that it couldn't before.\Woah.\It hurts like hell!\Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl.\I don't care! response:	Hey, Hei!
context: Woah.\It hurts like hell!\Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl.\I don't care!\Hey, Hei! response:	I told you to stop it!
context: It hurts like hell!\Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl.\I don't care!\Hey, Hei!\I told you to stop it! response:	Violence doesn't solve anything!
context: Hey.\Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl.\I don't care!\Hey, Hei!\I told you to stop it!\Violence doesn't solve anything! response:	She started it.
context: Hey! Hey! Hey!\What the hell do you think you're doing?!\Wait! She's a girl.\I don't care!\Hey, Hei!\I told you to stop it!\Violence doesn't solve anything!\She started it. response:	Hey, look!
context: What the hell do you think you're doing?!\Wait! She's a girl.\I don't care!\Hey, Hei!\I told you to stop it!\Violence doesn't solve anything!\She started it.\Hey, look! response:	Looks like the cops are here.
context: Wait! She's a girl.\I don't care!\Hey, Hei!\I told you to stop it!\Violence doesn't solve anything!\She started it.\Hey, look!\Looks like the cops are here. response:	It's getting crowded here.
context: I don't care!\Hey, Hei!\I told you to stop it!\Violence doesn't solve anything!\She started it.\Hey, look!\Looks like the cops are here.\It's getting crowded here. response:	Hey, what are you doing here?
context: Hey, Hei!\I told you to stop it!\Violence doesn't solve anything!\She started it.\Hey, look!\Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here? response:	July, help Suou escape.
context: I told you to stop it!\Violence doesn't solve anything!\She started it.\Hey, look!\Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape. response:	Go and buy us some time.
context: Violence doesn't solve anything!\She started it.\Hey, look!\Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time. response:	Hey, you!
context: She started it.\Hey, look!\Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time.\Hey, you! response:	Run!
context: Hey, look!\Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time.\Hey, you!\Run! response:	Hurry up, Nori-chan!
context: Looks like the cops are here.\It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time.\Hey, you!\Run!\Hurry up, Nori-chan! response:	Wait up!
context: It's getting crowded here.\Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time.\Hey, you!\Run!\Hurry up, Nori-chan!\Wait up! response:	Over here.
context: Hey, what are you doing here?\July, help Suou escape.\Go and buy us some time.\Hey, you!\Run!\Hurry up, Nori-chan!\Wait up!\Over here. response:	This way.
context: July, help Suou escape.\Go and buy us some time.\Hey, you!\Run!\Hurry up, Nori-chan!\Wait up!\Over here.\This way. response:	Geez, what's this feeling?
context: Go and buy us some time.\Hey, you!\Run!\Hurry up, Nori-chan!\Wait up!\Over here.\This way.\Geez, what's this feeling? response:	Hey! Uh... Sorry about earlier.
context: Hey, you!\Run!\Hurry up, Nori-chan!\Wait up!\Over here.\This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier. response:	just wanted to talk to you.
context: Run!\Hurry up, Nori-chan!\Wait up!\Over here.\This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you. response:	I didn't want there to be any fighting.
context: Hurry up, Nori-chan!\Wait up!\Over here.\This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting. response:	What's your name?
context: Wait up!\Over here.\This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting.\What's your name? response:	Move.
context: Over here.\This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting.\What's your name?\Move. response:	Ah, I should tell you my name first before asking.
context: This way.\Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting.\What's your name?\Move.\Ah, I should tell you my name first before asking. response:	I'm Norio.
context: Geez, what's this feeling?\Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting.\What's your name?\Move.\Ah, I should tell you my name first before asking.\I'm Norio. response:	I feel weird...
context: Hey! Uh... Sorry about earlier.\just wanted to talk to you.\I didn't want there to be any fighting.\What's your name?\Move.\Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird... response:	I'm Norio. It's written with the virtue character.
context: just wanted to talk to you.\I didn't want there to be any fighting.\What's your name?\Move.\Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character. response:	I have to go...
context: I didn't want there to be any fighting.\What's your name?\Move.\Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character.\I have to go... response:	I just felt it!
context: What's your name?\Move.\Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character.\I have to go...\I just felt it! response:	This sparkling
context: Move.\Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character.\I have to go...\I just felt it!\This sparkling response:	Move!
context: Ah, I should tell you my name first before asking.\I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character.\I have to go...\I just felt it!\This sparkling\Move! response:	A contractor?
context: I'm Norio.\I feel weird...\I'm Norio. It's written with the virtue character.\I have to go...\I just felt it!\This sparkling\Move!\A contractor? response:	Oh, it's you two.
context: I feel weird...\I'm Norio. It's written with the virtue character.\I have to go...\I just felt it!\This sparkling\Move!\A contractor?\Oh, it's you two. response:	H-Hello.
context: I'm Norio. It's written with the virtue character.\I have to go...\I just felt it!\This sparkling\Move!\A contractor?\Oh, it's you two.\H-Hello. response:	What's with that face?
context: I have to go...\I just felt it!\This sparkling\Move!\A contractor?\Oh, it's you two.\H-Hello.\What's with that face? response:	Did you eat something bad?
context: I just felt it!\This sparkling\Move!\A contractor?\Oh, it's you two.\H-Hello.\What's with that face?\Did you eat something bad? response:	That face isn't funny.
context: This sparkling\Move!\A contractor?\Oh, it's you two.\H-Hello.\What's with that face?\Did you eat something bad?\That face isn't funny. response:	Don't you think that Noah's Ark is unfair?
context: Move!\A contractor?\Oh, it's you two.\H-Hello.\What's with that face?\Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair? response:	For all of the animals, only one male and female pair of each species was allowed on board.
context: A contractor?\Oh, it's you two.\H-Hello.\What's with that face?\Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board. response:	Such arrogance!
context: Oh, it's you two.\H-Hello.\What's with that face?\Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance! response:	So what about the ones who're neither a man nor a woman?
context: H-Hello.\What's with that face?\Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman? response:	Here you go.
context: What's with that face?\Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go. response:	You've just earned the privilege to board the Ark.
context: Did you eat something bad?\That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark. response:	Tampon with wings prevents leakage.
context: That face isn't funny.\Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage. response:	That's the way the world works.
context: Don't you think that Noah's Ark is unfair?\For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works. response:	You can't fly without wings.
context: For all of the animals, only one male and female pair of each species was allowed on board.\Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings. response:	Pops, I'm hungry.
context: Such arrogance!\So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings.\Pops, I'm hungry. response:	What? You know her?
context: So what about the ones who're neither a man nor a woman?\Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings.\Pops, I'm hungry.\What? You know her? response:	What's up with him?
context: Here you go.\You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings.\Pops, I'm hungry.\What? You know her?\What's up with him? response:	Puberty again?
context: You've just earned the privilege to board the Ark.\Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings.\Pops, I'm hungry.\What? You know her?\What's up with him?\Puberty again? response:	I see.
context: Tampon with wings prevents leakage.\That's the way the world works.\You can't fly without wings.\Pops, I'm hungry.\What? You know her?\What's up with him?\Puberty again?\I see. response:	He's like Nika.
context: That's the way the world works.\You can't fly without wings.\Pops, I'm hungry.\What? You know her?\What's up with him?\Puberty again?\I see.\He's like Nika. response:	Nika?
context: You can't fly without wings.\Pops, I'm hungry.\What? You know her?\What's up with him?\Puberty again?\I see.\He's like Nika.\Nika? response:	Ugh! What is it now? Mating season?
context: Pops, I'm hungry.\What? You know her?\What's up with him?\Puberty again?\I see.\He's like Nika.\Nika?\Ugh! What is it now? Mating season? response:	Being chased by a cat...
context: What? You know her?\What's up with him?\Puberty again?\I see.\He's like Nika.\Nika?\Ugh! What is it now? Mating season?\Being chased by a cat... response:	Karma is a bitch!
context: What's up with him?\Puberty again?\I see.\He's like Nika.\Nika?\Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch! response:	Where are the brats?
context: Puberty again?\I see.\He's like Nika.\Nika?\Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch!\Where are the brats? response:	What are you doing?
context: I see.\He's like Nika.\Nika?\Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch!\Where are the brats?\What are you doing? response:	You know, he didn't look like him or anything.
context: He's like Nika.\Nika?\Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch!\Where are the brats?\What are you doing?\You know, he didn't look like him or anything. response:	But his aura and expressions were like Nika when he confessed to Tanya.
context: Nika?\Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch!\Where are the brats?\What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya. response:	That's the expression when you're in love, huh?
context: Ugh! What is it now? Mating season?\Being chased by a cat...\Karma is a bitch!\Where are the brats?\What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh? response:	But I don't get it.
context: Being chased by a cat...\Karma is a bitch!\Where are the brats?\What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it. response:	When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.
context: Karma is a bitch!\Where are the brats?\What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me. response:	But now I don't feel anything even though his feelings were for me.
context: Where are the brats?\What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me. response:	Because you're a contractor. Or better yet, you'll understand it when you become a woman.
context: What are you doing?\You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman. response:	I'm a woman already.
context: You know, he didn't look like him or anything.\But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already. response:	What?
context: But his aura and expressions were like Nika when he confessed to Tanya.\That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What? response:	You used your ability, didn't you?!
context: That's the expression when you're in love, huh?\But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What?\You used your ability, didn't you?! response:	I can tell; even if you hide it from me.
context: But I don't get it.\When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What?\You used your ability, didn't you?!\I can tell; even if you hide it from me. response:	I know it's pointless to come here.
context: When Nika confessed, I felt my heart pound with excitement, even though it wasn't to me.\But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What?\You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here. response:	But...
context: But now I don't feel anything even though his feelings were for me.\Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What?\You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here.\But... response:	Good evening.
context: Because you're a contractor. Or better yet, you'll understand it when you become a woman.\I'm a woman already.\What?\You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here.\But...\Good evening. response:	It's a pleasant night, isn't it, Ichinose Yayoi-san?
context: I'm a woman already.\What?\You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here.\But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san? response:	Who are you?
context: What?\You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here.\But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you? response:	Or would you prefer I call you Kirihara Misaki?
context: You used your ability, didn't you?!\I can tell; even if you hide it from me.\I know it's pointless to come here.\But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki? response:	How do you know my name?
context: I can tell; even if you hide it from me.\I know it's pointless to come here.\But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name? response:	Kureteku yuubae ni senaka osarete
context: I know it's pointless to come here.\But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete response:	My back is pressed by the darkening glow of dusk
context: But...\Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk response:	Arukidasu kage ga shimesu hou e
context: Good evening.\It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e response:	I start walking toward where my shadow points
context: It's a pleasant night, isn't it, Ichinose Yayoi-san?\Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points response:	Taenai ikutsu mo no deai to wakare o
context: Who are you?\Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o response:	Repeating the many, ceaseless encounters and partings
context: Or would you prefer I call you Kirihara Misaki?\How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings response:	Kurikaeshi doko e mukau no ka
context: How do you know my name?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka response:	Where do I head to?
context: Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to? response:	Hito wa dare mo mayoinagara
context: My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara response:	For all people, while they are lost,
context: Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost, response:	tsumi to iu na no sadame o seotte
context: I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte response:	they bear the fate known as sin
context: Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin response:	Sore de mo nao ikiru imi o shiru darou
context: Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou response:	Nevertheless, I'll still learn of the meaning to live, right?
context: Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right? response:	Bokura wa sou Day by Day
context: Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day response:	That's right, Day by Day,
context: Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day, response:	ashita e tsuzuku michi no tochuu de
context: For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de response:	we're midway on the road leading to tomorrow
context: tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow response:	Now Say It Again kimi to futari no mama
context: they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama response:	Now Say It Again, though it'd be great if
context: Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if response:	irareta nara ii no ni naa...
context: Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa... response:	I could remain together with you...
