context: What is it? response:	Be careful. Something's out there.
context: What the hell? He isn't here.\Where did he go?\Don't tell me he...\Hey, who are you? Why...\Hey.\Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business. response:	The priests raised me as a part of their family.
context: Where did he go?\Don't tell me he...\Hey, who are you? Why...\Hey.\Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family. response:	I came to the Academy with Bon to pay back at least some of their kindness.
context: Don't tell me he...\Hey, who are you? Why...\Hey.\Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness. response:	But I'm a good for nothing scaredy-cat.
context: Hey, who are you? Why...\Hey.\Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat. response:	So I've decided to quit.
context: Hey.\Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit. response:	I'd only cause trouble if I stayed.
context: Okumura...\Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed. response:	What did you just say?
context: Where are you taking all that stuff?\Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say? response:	That I'd only cause...
context: Nowhere. It's none of your business.\The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause... response:	Not that! Earlier!
context: The priests raised me as a part of their family.\I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause...\Not that! Earlier! response:	That I'm a scaredy...
context: I came to the Academy with Bon to pay back at least some of their kindness.\But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause...\Not that! Earlier!\That I'm a scaredy... response:	Before that!
context: But I'm a good for nothing scaredy-cat.\So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause...\Not that! Earlier!\That I'm a scaredy...\Before that! response:	Huh, what?
context: So I've decided to quit.\I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause...\Not that! Earlier!\That I'm a scaredy...\Before that!\Huh, what? response:	Didn't you say that it's none of my business?
context: I'd only cause trouble if I stayed.\What did you just say?\That I'd only cause...\Not that! Earlier!\That I'm a scaredy...\Before that!\Huh, what?\Didn't you say that it's none of my business? response:	Huh? That?
context: What did you just say?\That I'd only cause...\Not that! Earlier!\That I'm a scaredy...\Before that!\Huh, what?\Didn't you say that it's none of my business?\Huh? That? response:	Don't say that to me.
context: That I'd only cause...\Not that! Earlier!\That I'm a scaredy...\Before that!\Huh, what?\Didn't you say that it's none of my business?\Huh? That?\Don't say that to me. response:	I see you as a friend, you know.
context: Not that! Earlier!\That I'm a scaredy...\Before that!\Huh, what?\Didn't you say that it's none of my business?\Huh? That?\Don't say that to me.\I see you as a friend, you know. response:	Okumura...
context: That I'm a scaredy...\Before that!\Huh, what?\Didn't you say that it's none of my business?\Huh? That?\Don't say that to me.\I see you as a friend, you know.\Okumura... response:	It feels like hell if a friend leaves like that.
context: Before that!\Huh, what?\Didn't you say that it's none of my business?\Huh? That?\Don't say that to me.\I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that. response:	You're kidding.
context: Huh, what?\Didn't you say that it's none of my business?\Huh? That?\Don't say that to me.\I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that.\You're kidding. response:	What?
context: Didn't you say that it's none of my business?\Huh? That?\Don't say that to me.\I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that.\You're kidding.\What? response:	That's so nice...
context: Huh? That?\Don't say that to me.\I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that.\You're kidding.\What?\That's so nice... response:	I tried to kill you!
context: Don't say that to me.\I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that.\You're kidding.\What?\That's so nice...\I tried to kill you! response:	If a demon catches me again, I might do the same!
context: I see you as a friend, you know.\Okumura...\It feels like hell if a friend leaves like that.\You're kidding.\What?\That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same! response:	And you'd still call me your friend?
context: Okumura...\It feels like hell if a friend leaves like that.\You're kidding.\What?\That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend? response:	You trusted me.
context: It feels like hell if a friend leaves like that.\You're kidding.\What?\That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me. response:	So I'll trust you too.
context: You're kidding.\What?\That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me.\So I'll trust you too. response:	That's what being friends means, doesn't it?
context: What?\That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it? response:	To earn people's trust, you need... you know, something.
context: That's so nice...\I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something. response:	Well, he's got nothing.
context: I tried to kill you!\If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing. response:	It's just like Bon said.
context: If a demon catches me again, I might do the same!\And you'd still call me your friend?\You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said. response:	You really have nothing.
context: And you'd still call me your friend?\You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said.\You really have nothing. response:	Hey, that's rude!
context: You trusted me.\So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said.\You really have nothing.\Hey, that's rude! response:	At least I have...
context: So I'll trust you too.\That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said.\You really have nothing.\Hey, that's rude!\At least I have... response:	Money... nope.
context: That's what being friends means, doesn't it?\To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said.\You really have nothing.\Hey, that's rude!\At least I have...\Money... nope. response:	Talent... nope.
context: To earn people's trust, you need... you know, something.\Well, he's got nothing.\It's just like Bon said.\You really have nothing.\Hey, that's rude!\At least I have...\Money... nope.\Talent... nope. response:	Konekomaru!
context: Well, he's got nothing.\It's just like Bon said.\You really have nothing.\Hey, that's rude!\At least I have...\Money... nope.\Talent... nope.\Konekomaru! response:	Where have you been all this time?
context: It's just like Bon said.\You really have nothing.\Hey, that's rude!\At least I have...\Money... nope.\Talent... nope.\Konekomaru!\Where have you been all this time? response:	We've been looking for you!
context: You really have nothing.\Hey, that's rude!\At least I have...\Money... nope.\Talent... nope.\Konekomaru!\Where have you been all this time?\We've been looking for you! response:	Bon! Guys...
context: Hey, that's rude!\At least I have...\Money... nope.\Talent... nope.\Konekomaru!\Where have you been all this time?\We've been looking for you!\Bon! Guys... response:	Hey, don't you butt in at the best part!
context: At least I have...\Money... nope.\Talent... nope.\Konekomaru!\Where have you been all this time?\We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part! response:	Why are you mad?
context: Money... nope.\Talent... nope.\Konekomaru!\Where have you been all this time?\We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad? response:	Leave him, you'll catch idiocy.
context: Talent... nope.\Konekomaru!\Where have you been all this time?\We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy. response:	Who'd you just call an idiot?
context: Konekomaru!\Where have you been all this time?\We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot? response:	Koneko just recovered, so why don't you carry his stuff?
context: Where have you been all this time?\We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff? response:	Why me?
context: We've been looking for you!\Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me? response:	You're friends, aren't you?
context: Bon! Guys...\Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you? response:	Isn't that what friends are supposed to do?
context: Hey, don't you butt in at the best part!\Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do? response:	W-Well guess I have to, then...
context: Why are you mad?\Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then... response:	Tell me my fortune too!
context: Leave him, you'll catch idiocy.\Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too! response:	Nope, I can't do it for guys.
context: Who'd you just call an idiot?\Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys. response:	Why?
context: Koneko just recovered, so why don't you carry his stuff?\Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys.\Why? response:	I can only tell the fortune of girls!
context: Why me?\You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls! response:	Thank you, Shima!
context: You're friends, aren't you?\Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls!\Thank you, Shima! response:	Episode 18 s Gale
context: Isn't that what friends are supposed to do?\W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale response:	From: Principal Sub : Important notice
context: W-Well guess I have to, then...\Tell me my fortune too!\Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice response:	Next Episode Preview
context: Tell me my fortune too!\Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview response:	Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22
context: Nope, I can't do it for guys.\Why?\I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22 response:	Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood
context: Why?\I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood response:	A Day When Nothing Happens
context: I can only tell the fortune of girls!\Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens response:	The Blue Exorcist
context: Thank you, Shima!\Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist response:	The Blue Exorcist
context: Episode 18 s Gale\From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: From: Principal Sub : Important notice\Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: A Day When Nothing Happens\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
context: haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita response:	Let's fight osore wa nai
context: unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai response:	moroha no tsurugi furikazashita
context: kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita response:	Dark side in my heart is
context: soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is response:	the unerasable sadness of the past.
context: hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past. response:	It's alright if I don't really mean it,
context: kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it, response:	so I fire my blasters and stretch out my hands.
context: haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands. response:	Since when has my way been unavoidable like this?
context: harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this? response:	And now there's no one left...
context: Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left... response:	Fuck this destiny,
context: moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny, response:	I cry for my pride, I can't bear it.
context: Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it. response:	Ah, ah, ah, alone in my world.
context: the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world. response:	An aria of love resounding through
context: It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through response:	this distorted reality of twisted prayers.
context: so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers. response:	My dreams and tomorrow are collapsing,
context: Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing, response:	because throwing away the lies would be boring.
context: And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring. response:	Good bye precious life.
context: Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life. response:	Go and repaint this destiny,
context: I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny, response:	try it for your pride, covered in wounds.
context: Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds. response:	Ah, ah, ah, alone in my world.
context: An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world. response:	Even so, I sing the song of love and
context: this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and response:	let its wish reach through this distorted world
context: My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world response:	to build our bonds and the tomorrow to come.
context: because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come. response:	Throwing away the lies was important after all,
context: Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all, response:	because this is my precious life.
context: Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life. response:	Dark cloud in my heart is
context: try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is response:	disappearing and light is shining on the road I'm on.
context: Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on. response:	Let's fight, there's no fear.
context: Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear. response:	I brandished my two-edged sword.
context: let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword. response:	mau chou no you ni hirari
context: to build our bonds and the tomorrow to come.\Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari response:	chuu ni tadayou fukashikina hikari
context: Throwing away the lies was important after all,\because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari response:	koko wa dokoka betsu no sekai
context: because this is my precious life.\Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai response:	rakka suru sokudo wa kawaranai
