context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Yeah! A couple's duking it out at godly speed!\Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right? response:	Usually it'll be hard to win using the hand you're not used to.
context: Hey, that couple did something amazing again!\The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to. response:	What the-?!
context: The next game was Class 3-2's card game, right?\Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?! response:	She's not a left-hander?!
context: Toran, who was unbeatable in speed games,\lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?! response:	I've won, but I can't seem to control my strength...
context: lost to them at the speed of light!\They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength... response:	Trying to give an excuse since you're naturally a right-hander?
context: They're devils! Devils, I tell you!\It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander? response:	No! I'm just not in top form!
context: It got even crazier next!\3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form! response:	They're no ordinary couple! They're...
context: 3-3's doing table tennis, right?\Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're... response:	First, find a balloon marked with the word Lucky.
context: Usually it'll be hard to win using the hand you're not used to.\What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky. response:	Then, burst it, and answer the questions on the paper that's inside it.
context: What the-?!\She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it. response:	There! It's those two!
context: She's not a left-hander?!\I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two! response:	You have 5 minutes. Start!
context: I've won, but I can't seem to control my strength...\Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start! response:	We're attracting quite a lot of attention...
context: Trying to give an excuse since you're naturally a right-hander?\No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention... response:	We stood out too much, I guess.
context: No! I'm just not in top form!\They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess. response:	Maybe it's about time to tell her straight...
context: They're no ordinary couple! They're...\First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight... response:	What did you say?
context: First, find a balloon marked with the word Lucky.\Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say? response:	Nothing.
context: Then, burst it, and answer the questions on the paper that's inside it.\There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say?\Nothing. response:	Let's race to see who finds the balloon first.
context: There! It's those two!\You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say?\Nothing.\Let's race to see who finds the balloon first. response:	Interesting. I'll take you on!
context: You have 5 minutes. Start!\We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say?\Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on! response:	See? I found it...
context: We're attracting quite a lot of attention...\We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say?\Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it... response:	Why are you spacing out? There's a time limit, you know?!
context: We stood out too much, I guess.\Maybe it's about time to tell her straight...\What did you say?\Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?! response:	Indeed.
context: Maybe it's about time to tell her straight...\What did you say?\Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed. response:	Let's burst it.
context: What did you say?\Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it. response:	Sakura, listen.
context: Nothing.\Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it.\Sakura, listen. response:	I'm against him from the start.
context: Let's race to see who finds the balloon first.\Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it.\Sakura, listen.\I'm against him from the start. response:	He's arrogant, and his looks are outrageous as well.
context: Interesting. I'll take you on!\See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it.\Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well. response:	Just what do you see in him?!
context: See? I found it...\Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it.\Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?! response:	I'm getting more and more annoyed waiting in this crowd!
context: Why are you spacing out? There's a time limit, you know?!\Indeed.\Let's burst it.\Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd! response:	Shizuko...
context: Indeed.\Let's burst it.\Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko... response:	Sorry, I got loud there.
context: Let's burst it.\Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there. response:	Shizuko's getting unstable...
context: Sakura, listen.\I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable... response:	I should've put it in a nicer way.
context: I'm against him from the start.\He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way. response:	I'm really sorry.
context: He's arrogant, and his looks are outrageous as well.\Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry. response:	I can't explain it well, too.
context: Just what do you see in him?!\I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too. response:	Uh, let's see... He's cool, and I admire him for how he chases after his dreams.
context: I'm getting more and more annoyed waiting in this crowd!\Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams. response:	But that's not all. I just can't describe it.
context: Shizuko...\Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it. response:	The feeling of'love' overflows from somewhere else.
context: Sorry, I got loud there.\Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else. response:	Even if people are against it and you know you can't make the cut,
context: Shizuko's getting unstable...\I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut, response:	once you realize this feeling, it's unstoppable.
context: I should've put it in a nicer way.\I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable. response:	You've cleared it superbly! Congratulations!
context: I'm really sorry.\I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations! response:	This is a special invitation for tonight's post-festival event.
context: I can't explain it well, too.\Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event. response:	Please enjoy it to the end!
context: Uh, let's see... He's cool, and I admire him for how he chases after his dreams.\But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end! response:	How nice...
context: But that's not all. I just can't describe it.\The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice... response:	Why is Misa-chan taking the day off?
context: The feeling of'love' overflows from somewhere else.\Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off? response:	No idea... Don't ask me.
context: Even if people are against it and you know you can't make the cut,\once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me. response:	She has something on?
context: once you realize this feeling, it's unstoppable.\You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on? response:	She should have asked me to go along with her.
context: You've cleared it superbly! Congratulations!\This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on?\She should have asked me to go along with her. response:	There's no way that'll happen, you perv.
context: This is a special invitation for tonight's post-festival event.\Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv. response:	My, my, I see you're relaxing comfortably here.
context: Please enjoy it to the end!\How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here. response:	Yeah, to the point of becoming blobs.
context: How nice...\Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs. response:	You can't distinguish between us now.
context: Why is Misa-chan taking the day off?\No idea... Don't ask me.\She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now. response:	We aren't even humans anymore.
context: No idea... Don't ask me.\She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore. response:	I'm glad that you're relaxing that much over here.
context: She has something on?\She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here. response:	Please take your time and enjoy yourselves.
context: She should have asked me to go along with her.\There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves. response:	Okay
context: There's no way that'll happen, you perv.\My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay response:	Thank you for waiting. Here is your cream soda.
context: My, my, I see you're relaxing comfortably here.\Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda. response:	Yay!
context: Yeah, to the point of becoming blobs.\You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda.\Yay! response:	It's here!
context: You can't distinguish between us now.\We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda.\Yay!\It's here! response:	I'm sorry for being late, Manager.
context: We aren't even humans anymore.\I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda.\Yay!\It's here!\I'm sorry for being late, Manager. response:	Me too, I had some unfinished business to attend to.
context: I'm glad that you're relaxing that much over here.\Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda.\Yay!\It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to. response:	It's fine, I'm glad you both came to help.
context: Please take your time and enjoy yourselves.\Okay\Thank you for waiting. Here is your cream soda.\Yay!\It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help. response:	Hey, how are we going to drink this?
context: Okay\Thank you for waiting. Here is your cream soda.\Yay!\It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this? response:	We can't drink in this form...
context: Thank you for waiting. Here is your cream soda.\Yay!\It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form... response:	How do we transform back?
context: Yay!\It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back? response:	Ah, it was rather fun.
context: It's here!\I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back?\Ah, it was rather fun. response:	You were having fun teasing me, weren't you?
context: I'm sorry for being late, Manager.\Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you? response:	Huh? Was I the only one having fun?
context: Me too, I had some unfinished business to attend to.\It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun? response:	No...
context: It's fine, I'm glad you both came to help.\Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No... response:	Well, I had fun as well.
context: Hey, how are we going to drink this?\We can't drink in this form...\How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No...\Well, I had fun as well. response:	Go retrieve your bag.
context: We can't drink in this form...\How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No...\Well, I had fun as well.\Go retrieve your bag. response:	It started!
context: How do we transform back?\Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No...\Well, I had fun as well.\Go retrieve your bag.\It started! response:	Seems like it started.
context: Ah, it was rather fun.\You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No...\Well, I had fun as well.\Go retrieve your bag.\It started!\Seems like it started. response:	It got delayed quite a while.
context: You were having fun teasing me, weren't you?\Huh? Was I the only one having fun?\No...\Well, I had fun as well.\Go retrieve your bag.\It started!\Seems like it started.\It got delayed quite a while. response:	How did you know?
context: Huh? Was I the only one having fun?\No...\Well, I had fun as well.\Go retrieve your bag.\It started!\Seems like it started.\It got delayed quite a while.\How did you know? response:	It's written here.
context: No...\Well, I had fun as well.\Go retrieve your bag.\It started!\Seems like it started.\It got delayed quite a while.\How did you know?\It's written here. response:	The nearer it is to the stage, the more crowded it is.
context: Well, I had fun as well.\Go retrieve your bag.\It started!\Seems like it started.\It got delayed quite a while.\How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is. response:	That's why we should meet up with them after it ends.
context: Go retrieve your bag.\It started!\Seems like it started.\It got delayed quite a while.\How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends. response:	I thought it'd be better to get closer to them.
context: It started!\Seems like it started.\It got delayed quite a while.\How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them. response:	Usu-
context: Seems like it started.\It got delayed quite a while.\How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu- response:	Are you alright? Could it be that you almost got separated from me?
context: It got delayed quite a while.\How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me? response:	Do you want to hold my hand, just like before?
context: How did you know?\It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before? response:	No thanks!
context: It's written here.\The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks! response:	She's gripping me tightly!
context: The nearer it is to the stage, the more crowded it is.\That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly! response:	Hello, Sakura?
context: That's why we should meet up with them after it ends.\I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly!\Hello, Sakura? response:	The live ended already, right?
context: I thought it'd be better to get closer to them.\Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly!\Hello, Sakura?\The live ended already, right? response:	Huh? You can't meet up with us?
context: Usu-\Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly!\Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us? response:	Geez, I'll do the explaining!
context: Are you alright? Could it be that you almost got separated from me?\Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly!\Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining! response:	We're going to stroll around the festival grounds with UxMishi.
context: Do you want to hold my hand, just like before?\No thanks!\She's gripping me tightly!\Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi. response:	What? UxMishi?
context: No thanks!\She's gripping me tightly!\Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi? response:	Geez, I thought some girls chased after me again.
context: She's gripping me tightly!\Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again. response:	Kuuga called just now.
context: Hello, Sakura?\The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now. response:	They wanted to take a look around without being noticed, so they asked us along.
context: The live ended already, right?\Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along. response:	I see... Got it.
context: Huh? You can't meet up with us?\Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it. response:	I'll call you back later.
context: Geez, I'll do the explaining!\We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later. response:	What's wrong, glaring at me like that?
context: We're going to stroll around the festival grounds with UxMishi.\What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that? response:	Don't worry, I'm not the least bit interested in you.
context: What? UxMishi?\Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you. response:	I don't want to get scolded like that again.
context: Geez, I thought some girls chased after me again.\Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again. response:	What is your intention?
context: Kuuga called just now.\They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention? response:	About what? Sakura?
context: They wanted to take a look around without being noticed, so they asked us along.\I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention?\About what? Sakura? response:	Is it wrong for me to invite her for a stroll?
context: I see... Got it.\I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll? response:	You know she wouldn't refuse, so you're just using her, right?
context: I'll call you back later.\What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right? response:	You're scary, as usual.
context: What's wrong, glaring at me like that?\Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual. response:	To tell you the truth, I don't trust you at all.
context: Don't worry, I'm not the least bit interested in you.\I don't want to get scolded like that again.\What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all. response:	But Sakura told me you've changed, so I came here to see for myself.
context: I don't want to get scolded like that again.\What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself. response:	Changed... eh...
context: What is your intention?\About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh... response:	Stop using that glare on me!
context: About what? Sakura?\Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me! response:	I'm sorry, but this is just how I look.
context: Is it wrong for me to invite her for a stroll?\You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look. response:	I'm staring hard to spot where you might have changed.
context: You know she wouldn't refuse, so you're just using her, right?\You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed. response:	You won't get it.
context: You're scary, as usual.\To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed.\You won't get it. response:	Kuuga, I brought these for you today!
context: To tell you the truth, I don't trust you at all.\But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed.\You won't get it.\Kuuga, I brought these for you today! response:	She's the only one who sees me for who I am.
context: But Sakura told me you've changed, so I came here to see for myself.\Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed.\You won't get it.\Kuuga, I brought these for you today!\She's the only one who sees me for who I am. response:	You're serious about Sakura-
context: Changed... eh...\Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed.\You won't get it.\Kuuga, I brought these for you today!\She's the only one who sees me for who I am.\You're serious about Sakura- response:	Stop right there!
context: Stop using that glare on me!\I'm sorry, but this is just how I look.\I'm staring hard to spot where you might have changed.\You won't get it.\Kuuga, I brought these for you today!\She's the only one who sees me for who I am.\You're serious about Sakura-\Stop right there! response:	You're being overprotective!
