context: It was the night of Christmas Eve. response:	Man, that thing looks really nasty up close.
context: the night I forced myself to smile and say goodbye,\the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me. response:	There's a possibility that there are Minami spies in Akihabara.
context: the night I bid goodbye to the library...\I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara. response:	You don't know where information might leak.
context: I've felt it again and again.\Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak. response:	Exactly.
context: Why did Demikas knock me away?\Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly. response:	Minami isn't what I'm really worried about.
context: Why did William accept my request?\Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about. response:	In this world,
context: Why did Naotsugu follow me?\I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about.\In this world, response:	there is something besides adventurers and People of the Land.
context: I'm hiding something from the people I care about,\the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land. response:	The third party that brought us here.
context: the people who believe in me.\There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here. response:	I've used my Round Table connections to try to find out who it might be.
context: There's a possibility that there are Minami spies in Akihabara.\You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be. response:	I asked Roderic to investigate the flavor text.
context: You don't know where information might leak.\Exactly.\Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text. response:	I asked Soujirou to see if the monsters were changing.
context: Exactly.\Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing. response:	I asked Michitaka about southern plants.
context: Minami isn't what I'm really worried about.\In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants. response:	I asked Karashin to gather and organize Eastal folk literature.
context: In this world,\there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature. response:	Of course, it was without telling them what I was really after.
context: there is something besides adventurers and People of the Land.\The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after. response:	Everything I managed to get together gave the impression that there was no third party.
context: The third party that brought us here.\I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party. response:	However...
context: I've used my Round Table connections to try to find out who it might be.\I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However... response:	Proof of it appeared at the perfect time.
context: I asked Roderic to investigate the flavor text.\I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time. response:	It seemed set up to make me believe it.
context: I asked Soujirou to see if the monsters were changing.\I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it. response:	That's an excuse again.
context: I asked Michitaka about southern plants.\I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again. response:	I thought I was doing it to avoid worrying them,
context: I asked Karashin to gather and organize Eastal folk literature.\Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them, response:	but I'm still causing trouble for them.
context: Of course, it was without telling them what I was really after.\Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them. response:	Just like how they waited for me back then.
context: Everything I managed to get together gave the impression that there was no third party.\However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then. response:	I'm sure everyone else...
context: However...\Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else... response:	I was only pushing them all away.
context: Proof of it appeared at the perfect time.\It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away. response:	I should have been more open with them.
context: It seemed set up to make me believe it.\That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them. response:	And Kinjou, too.
context: That's an excuse again.\I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them.\And Kinjou, too. response:	I doubted him and didn't tell him enough.
context: I thought I was doing it to avoid worrying them,\but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough. response:	I should have told him what I was really after.
context: but I'm still causing trouble for them.\Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after. response:	Yes.
context: Just like how they waited for me back then.\I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes. response:	That's right.
context: I'm sure everyone else...\I was only pushing them all away.\I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes.\That's right. response:	I have to go, don't I?
context: I was only pushing them all away.\I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes.\That's right.\I have to go, don't I? response:	I have to get up from this bench, and return to everyone.
context: I should have been more open with them.\And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes.\That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone. response:	The Earth?
context: And Kinjou, too.\I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes.\That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth? response:	Then this is...
context: I doubted him and didn't tell him enough.\I should have told him what I was really after.\Yes.\That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth?\Then this is... response:	The Moon?
context: I should have told him what I was really after.\Yes.\That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth?\Then this is...\The Moon? response:	Latin?
context: Yes.\That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth?\Then this is...\The Moon?\Latin? response:	It means Sea of Tranquility, I think.
context: That's right.\I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth?\Then this is...\The Moon?\Latin?\It means Sea of Tranquility, I think. response:	This really is the Moon.
context: I have to go, don't I?\I have to get up from this bench, and return to everyone.\The Earth?\Then this is...\The Moon?\Latin?\It means Sea of Tranquility, I think.\This really is the Moon. response:	But why?
context: I have to get up from this bench, and return to everyone.\The Earth?\Then this is...\The Moon?\Latin?\It means Sea of Tranquility, I think.\This really is the Moon.\But why? response:	Might it be the test server?
context: The Earth?\Then this is...\The Moon?\Latin?\It means Sea of Tranquility, I think.\This really is the Moon.\But why?\Might it be the test server? response:	Elder Tale, the game, is divided among thirteen servers.
context: Then this is...\The Moon?\Latin?\It means Sea of Tranquility, I think.\This really is the Moon.\But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers. response:	The test server is a fourteenth, unofficial server.
context: The Moon?\Latin?\It means Sea of Tranquility, I think.\This really is the Moon.\But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server. response:	I'd heard rumors that it was on the Moon, but I can't believe it's really...
context: Latin?\It means Sea of Tranquility, I think.\This really is the Moon.\But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really... response:	I didn't think it would be so quiet here.
context: It means Sea of Tranquility, I think.\This really is the Moon.\But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here. response:	Yeah.
context: This really is the Moon.\But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah. response:	Something disappeared...
context: But why?\Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah.\Something disappeared... response:	Did you also feel it, my lord?
context: Might it be the test server?\Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah.\Something disappeared...\Did you also feel it, my lord? response:	Akatsuki...
context: Elder Tale, the game, is divided among thirteen servers.\The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah.\Something disappeared...\Did you also feel it, my lord?\Akatsuki... response:	Amazing, isn't it?
context: The test server is a fourteenth, unofficial server.\I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah.\Something disappeared...\Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it? response:	It isn't snow, is it?
context: I'd heard rumors that it was on the Moon, but I can't believe it's really...\I didn't think it would be so quiet here.\Yeah.\Something disappeared...\Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it?\It isn't snow, is it? response:	No.
context: I didn't think it would be so quiet here.\Yeah.\Something disappeared...\Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it?\It isn't snow, is it?\No. response:	Everyone's thoughts...
context: Yeah.\Something disappeared...\Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it?\It isn't snow, is it?\No.\Everyone's thoughts... response:	The memory fragments they offered up,
context: Something disappeared...\Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it?\It isn't snow, is it?\No.\Everyone's thoughts...\The memory fragments they offered up, response:	so they could rise up once more.
context: Did you also feel it, my lord?\Akatsuki...\Amazing, isn't it?\It isn't snow, is it?\No.\Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more. response:	You were defeated, Akatsuki?
context: Akatsuki...\Amazing, isn't it?\It isn't snow, is it?\No.\Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki? response:	I see.
context: Amazing, isn't it?\It isn't snow, is it?\No.\Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki?\I see. response:	So was I.
context: It isn't snow, is it?\No.\Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki?\I see.\So was I. response:	I died.
context: No.\Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki?\I see.\So was I.\I died. response:	You, too, my lord?
context: Everyone's thoughts...\The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki?\I see.\So was I.\I died.\You, too, my lord? response:	Yeah.
context: The memory fragments they offered up,\so they could rise up once more.\You were defeated, Akatsuki?\I see.\So was I.\I died.\You, too, my lord?\Yeah. response:	It's been a heck of a Christmas Eve, my lord.
context: so they could rise up once more.\You were defeated, Akatsuki?\I see.\So was I.\I died.\You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord. response:	I failed.
context: You were defeated, Akatsuki?\I see.\So was I.\I died.\You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed. response:	I was naIve.
context: I see.\So was I.\I died.\You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve. response:	I couldn't trust them enough.
context: So was I.\I died.\You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve.\I couldn't trust them enough. response:	I don't understand.
context: I died.\You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve.\I couldn't trust them enough.\I don't understand. response:	It isn't that I'm upset because I couldn't win.
context: You, too, my lord?\Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve.\I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win. response:	You didn't do the best you could.
context: Yeah.\It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve.\I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could. response:	You didn't do what you needed to do.
context: It's been a heck of a Christmas Eve, my lord.\I failed.\I was naIve.\I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do. response:	Akatsuki, you may have fallen.
context: I failed.\I was naIve.\I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen. response:	But you haven't lost yet, have you?
context: I was naIve.\I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you? response:	It's okay.
context: I couldn't trust them enough.\I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay. response:	I know.
context: I don't understand.\It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay.\I know. response:	I know you're working hard.
context: It isn't that I'm upset because I couldn't win.\You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay.\I know.\I know you're working hard. response:	So I will, too.
context: You didn't do the best you could.\You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay.\I know.\I know you're working hard.\So I will, too. response:	It's strange.
context: You didn't do what you needed to do.\Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay.\I know.\I know you're working hard.\So I will, too.\It's strange. response:	I didn't think I'd see you here.
context: Akatsuki, you may have fallen.\But you haven't lost yet, have you?\It's okay.\I know.\I know you're working hard.\So I will, too.\It's strange.\I didn't think I'd see you here. response:	Yeah, my lord.
context: But you haven't lost yet, have you?\It's okay.\I know.\I know you're working hard.\So I will, too.\It's strange.\I didn't think I'd see you here.\Yeah, my lord. response:	It is strange.
context: It's okay.\I know.\I know you're working hard.\So I will, too.\It's strange.\I didn't think I'd see you here.\Yeah, my lord.\It is strange. response:	I'm going to try again.
context: I know.\I know you're working hard.\So I will, too.\It's strange.\I didn't think I'd see you here.\Yeah, my lord.\It is strange.\I'm going to try again. response:	I will, too, I guess.
context: I know you're working hard.\So I will, too.\It's strange.\I didn't think I'd see you here.\Yeah, my lord.\It is strange.\I'm going to try again.\I will, too, I guess. response:	Everyone taught me.
context: So I will, too.\It's strange.\I didn't think I'd see you here.\Yeah, my lord.\It is strange.\I'm going to try again.\I will, too, I guess.\Everyone taught me. response:	My lord...
context: It's strange.\I didn't think I'd see you here.\Yeah, my lord.\It is strange.\I'm going to try again.\I will, too, I guess.\Everyone taught me.\My lord... response:	And so, I revived.
context: I didn't think I'd see you here.\Yeah, my lord.\It is strange.\I'm going to try again.\I will, too, I guess.\Everyone taught me.\My lord...\And so, I revived. response:	Feelings exposed.
context: Yeah, my lord.\It is strange.\I'm going to try again.\I will, too, I guess.\Everyone taught me.\My lord...\And so, I revived.\Feelings exposed. response:	What else is there?
context: It is strange.\I'm going to try again.\I will, too, I guess.\Everyone taught me.\My lord...\And so, I revived.\Feelings exposed.\What else is there? response:	What else can I do?
context: I'm going to try again.\I will, too, I guess.\Everyone taught me.\My lord...\And so, I revived.\Feelings exposed.\What else is there?\What else can I do? response:	Nothing.
context: I will, too, I guess.\Everyone taught me.\My lord...\And so, I revived.\Feelings exposed.\What else is there?\What else can I do?\Nothing. response:	No matter what anyone else says,
context: Everyone taught me.\My lord...\And so, I revived.\Feelings exposed.\What else is there?\What else can I do?\Nothing.\No matter what anyone else says, response:	no matter what they think,
context: My lord...\And so, I revived.\Feelings exposed.\What else is there?\What else can I do?\Nothing.\No matter what anyone else says,\no matter what they think, response:	I'll keep moving forward.
context: And so, I revived.\Feelings exposed.\What else is there?\What else can I do?\Nothing.\No matter what anyone else says,\no matter what they think,\I'll keep moving forward. response:	That's my decision.
context: Feelings exposed.\What else is there?\What else can I do?\Nothing.\No matter what anyone else says,\no matter what they think,\I'll keep moving forward.\That's my decision. response:	There's no way back.
context: What else is there?\What else can I do?\Nothing.\No matter what anyone else says,\no matter what they think,\I'll keep moving forward.\That's my decision.\There's no way back. response:	Again and again...
context: What else can I do?\Nothing.\No matter what anyone else says,\no matter what they think,\I'll keep moving forward.\That's my decision.\There's no way back.\Again and again... response:	Until I plant that flag on this land.
context: Nothing.\No matter what anyone else says,\no matter what they think,\I'll keep moving forward.\That's my decision.\There's no way back.\Again and again...\Until I plant that flag on this land. response:	Next time: Guild Master.
context: No matter what anyone else says,\no matter what they think,\I'll keep moving forward.\That's my decision.\There's no way back.\Again and again...\Until I plant that flag on this land.\Next time: Guild Master. response:	Guild Master
context: no matter what they think,\I'll keep moving forward.\That's my decision.\There's no way back.\Again and again...\Until I plant that flag on this land.\Next time: Guild Master.\Guild Master response:	Rise up once more.
