context: upermans response:	upermans
context: A sea urchin?\No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue! response:	TL note: In Japanese, tongue is shita.
context: No, a rabbit.\TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita. response:	Then, it's ta.
context: TL note: Sea urchin is uni, and rabbit is usagi, or usa for short, in Japanese.\It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta. response:	Ta... ta...
context: It's a cow?!\TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta... response:	Taxi... Ta...
context: TL note: Cow is ushi in Japanese.\This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta...\Taxi... Ta... response:	W-Why are you doing this?!
context: This cow is beyond terrible...\Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta...\Taxi... Ta...\W-Why are you doing this?! response:	If you write it like this, it isn't a taxi.
context: Here.\Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta...\Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi. response:	It's a taxy!
context: Tongue! She came at me with the tongue!\TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta...\Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy! response:	I'm just going to write down whatever works.
context: TL note: In Japanese, tongue is shita.\Then, it's ta.\Ta... ta...\Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works. response:	Oh, seafood has started to come up!
context: Then, it's ta.\Ta... ta...\Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up! response:	She's really up for it.
context: Ta... ta...\Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it. response:	Okay, okay, okay.
context: Taxi... Ta...\W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay. response:	Oh, no!
context: W-Why are you doing this?!\If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay.\Oh, no! response:	I'll lose like this!
context: If you write it like this, it isn't a taxi.\It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay.\Oh, no!\I'll lose like this! response:	TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.
context: It's a taxy!\I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay.\Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori. response:	No, this... I just have to do this...
context: I'm just going to write down whatever works.\Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay.\Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this... response:	Here.
context: Oh, seafood has started to come up!\She's really up for it.\Okay, okay, okay.\Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here. response:	Ah, there's nothing to do.
context: She's really up for it.\Okay, okay, okay.\Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here.\Ah, there's nothing to do. response:	There's nothing to do, Sekiguchi.
context: Okay, okay, okay.\Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi. response:	Okay, Sekiguchi, let's have an Isse no se match!
context: Oh, no!\I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match! response:	TL note: Isse no se is a Japanese numbers game played using both hands.
context: I'll lose like this!\TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands. response:	I'll start!
context: TL note: There is no word in Japanese beginning with the sound n, so you lose if you use a word ending with the kana n in a game of shiritori.\No, this... I just have to do this...\Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start! response:	Isse no two!
context: No, this... I just have to do this...\Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two! response:	Sekiguchi...
context: Here.\Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two!\Sekiguchi... response:	There's nothing to do, anyway. Can't you play with me sometimes?
context: Ah, there's nothing to do.\There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes? response:	President.
context: There's nothing to do, Sekiguchi.\Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President. response:	Sekiguchi...
context: Okay, Sekiguchi, let's have an Isse no se match!\TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi... response:	I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.
context: TL note: Isse no se is a Japanese numbers game played using both hands.\I'll start!\Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko. response:	I can't believe I have to stand in the hallway just because I forgot my homework today...
context: I'll start!\Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today... response:	How should I spend this time, Mogami river. By Yukko.
context: Isse no two!\Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko. response:	Wai -
context: Sekiguchi...\There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai - response:	E-Everyone! It's a deer... It's a deer...
context: There's nothing to do, anyway. Can't you play with me sometimes?\President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer... response:	W-Why is the principal is trying to catch the deer...?
context: President.\Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...? response:	W-Wai - Principal... D-Deer...
context: Sekiguchi...\I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer... response:	Principal!
context: I forgot my homework and was made to stand in the hallway, Mogami river. By Yukko.\I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal! response:	W-Wait, everyone... The principal's... dying...
context: I can't believe I have to stand in the hallway just because I forgot my homework today...\How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying... response:	That's a... shika senbei?!
context: How should I spend this time, Mogami river. By Yukko.\Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?! response:	TL note: Shika senbei are rice crackers specially made to feed deer.
context: Wai -\E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer. response:	W-Wai - Everyone, the principal is d-dyin -
context: E-Everyone! It's a deer... It's a deer...\W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin - response:	He got up.
context: W-Why is the principal is trying to catch the deer...?\W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up. response:	He climbed up!
context: W-Wai - Principal... D-Deer...\Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up! response:	He jumped!
context: Principal!\W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up!\He jumped! response:	And falls down just like that!
context: W-Wait, everyone... The principal's... dying...\That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up!\He jumped!\And falls down just like that! response:	He climbed up again!
context: That's a... shika senbei?!\TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up!\He jumped!\And falls down just like that!\He climbed up again! response:	He climbed down!
context: TL note: Shika senbei are rice crackers specially made to feed deer.\W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up!\He jumped!\And falls down just like that!\He climbed up again!\He climbed down! response:	H-He's in a deadlock!
context: W-Wai - Everyone, the principal is d-dyin -\He got up.\He climbed up!\He jumped!\And falls down just like that!\He climbed up again!\He climbed down!\H-He's in a deadlock! response:	Principal!
context: He got up.\He climbed up!\He jumped!\And falls down just like that!\He climbed up again!\He climbed down!\H-He's in a deadlock!\Principal! response:	Principal...
context: He climbed up!\He jumped!\And falls down just like that!\He climbed up again!\He climbed down!\H-He's in a deadlock!\Principal!\Principal... response:	Wai - Everyone... Death... Principal... Death...
context: He jumped!\And falls down just like that!\He climbed up again!\He climbed down!\H-He's in a deadlock!\Principal!\Principal...\Wai - Everyone... Death... Principal... Death... response:	Uh... Wai - Um... Uh...
context: And falls down just like that!\He climbed up again!\He climbed down!\H-He's in a deadlock!\Principal!\Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh... response:	Wai - Everyone, listen!
context: He climbed up again!\He climbed down!\H-He's in a deadlock!\Principal!\Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen! response:	Uh... Um... P-Prin...
context: He climbed down!\H-He's in a deadlock!\Principal!\Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin... response:	Um... Prin...
context: H-He's in a deadlock!\Principal!\Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin... response:	Nothing new to report from the hallway!
context: Principal!\Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway! response:	Those were the true words that came from the bottom of her heart.
context: Principal...\Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart. response:	They were by no means to cover up for the principal,
context: Wai - Everyone... Death... Principal... Death...\Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal, response:	nor because explaining it would be too troublesome.
context: Uh... Wai - Um... Uh...\Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome. response:	Nothing like that.
context: Wai - Everyone, listen!\Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that. response:	Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.
context: Uh... Um... P-Prin...\Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death. response:	It's too early to gather the early-summer rain, Mogami river.
context: Um... Prin...\Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river. response:	No idea what it means.
context: Nothing new to report from the hallway!\Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means. response:	Okay, then. Mio-chan will be the referee.
context: Those were the true words that came from the bottom of her heart.\They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee. response:	You don't need a referee for ten yen soccer.
context: They were by no means to cover up for the principal,\nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer. response:	You don't understand, do you?
context: nor because explaining it would be too troublesome.\Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you? response:	It's all about the feeling, the feeling.
context: Nothing like that.\Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling. response:	Now, kick off!
context: Maybe she just wanted to show respect to the heroes who had just performed a fight to the death.\It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off! response:	I guess it can't be helped.
context: It's too early to gather the early-summer rain, Mogami river.\No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped. response:	Come at me from any angle!
context: No idea what it means.\Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped.\Come at me from any angle! response:	Okay...
context: Okay, then. Mio-chan will be the referee.\You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped.\Come at me from any angle!\Okay... response:	First comes rock, next comes paper. Rockscispaper doesn't count,
context: You don't need a referee for ten yen soccer.\You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped.\Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count, response:	rock, paper, scissors!
context: You don't understand, do you?\It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped.\Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors! response:	Chomp.
context: It's all about the feeling, the feeling.\Now, kick off!\I guess it can't be helped.\Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp. response:	I love you.
context: Now, kick off!\I guess it can't be helped.\Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp.\I love you. response:	What should I do?
context: I guess it can't be helped.\Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp.\I love you.\What should I do? response:	I caught a cockroach...
context: Come at me from any angle!\Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp.\I love you.\What should I do?\I caught a cockroach... response:	C-Carefully...
context: Okay...\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp.\I love you.\What should I do?\I caught a cockroach...\C-Carefully... response:	Anyway, I'll have to do it carefully...
context: First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\Chomp.\I love you.\What should I do?\I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully... response:	I have to make sure this disgusting root of evil doesn't spread in the house again.
context: rock, paper, scissors!\Chomp.\I love you.\What should I do?\I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again. response:	A plan... I have to go with the most perfect plan...
context: Chomp.\I love you.\What should I do?\I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan... response:	Ah, pesticide spray!
context: I love you.\What should I do?\I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray! response:	No, I can't.
context: What should I do?\I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't. response:	It's not a one-hit-kill, so there's a chance that it will just run away.
context: I caught a cockroach...\C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away. response:	Most of all...
context: C-Carefully...\Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all... response:	I don't want to see it squirm!
context: Anyway, I'll have to do it carefully...\I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm! response:	Ah, that's right!
context: I have to make sure this disgusting root of evil doesn't spread in the house again.\A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm!\Ah, that's right! response:	What about detergent?
context: A plan... I have to go with the most perfect plan...\Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm!\Ah, that's right!\What about detergent? response:	I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!
context: Ah, pesticide spray!\No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm!\Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly! response:	I-It will fly!
context: No, I can't.\It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm!\Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly! response:	With nowhere to run, it'll definitely fly!
context: It's not a one-hit-kill, so there's a chance that it will just run away.\Most of all...\I don't want to see it squirm!\Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly! response:	When it flies, it's over.
context: Most of all...\I don't want to see it squirm!\Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over. response:	It'll blindly aim somewhere and hit people!
context: I don't want to see it squirm!\Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people! response:	If it were to hit my body... or hit my face...!
context: Ah, that's right!\What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...! response:	No, wait...
context: What about detergent?\I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait... response:	I-If this was to get inside... get inside my mouth...
context: I'll cover the tea table with detergent to seal its movement, and then pinpoint it directly!\I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth... response:	It's a one-shot rock and roll!
context: I-It will fly!\With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll! response:	This is the worst kind of uneasiness.
context: With nowhere to run, it'll definitely fly!\When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness. response:	I don't have any other choice.
context: When it flies, it's over.\It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice. response:	The choice of lifting this bowl up might kill me!
context: It'll blindly aim somewhere and hit people!\If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me! response:	Death or die!
context: If it were to hit my body... or hit my face...!\No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die! response:	There's...
context: No, wait...\I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die!\There's... response:	There's no choice but to do that...
context: I-If this was to get inside... get inside my mouth...\It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die!\There's...\There's no choice but to do that... response:	What are you doing?
context: It's a one-shot rock and roll!\This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die!\There's...\There's no choice but to do that...\What are you doing? response:	S-Sakamoto-san!
context: This is the worst kind of uneasiness.\I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die!\There's...\There's no choice but to do that...\What are you doing?\S-Sakamoto-san! response:	Please save me!
context: I don't have any other choice.\The choice of lifting this bowl up might kill me!\Death or die!\There's...\There's no choice but to do that...\What are you doing?\S-Sakamoto-san!\Please save me! response:	I-Inside this, there is a r-roach... a roach.
context: The choice of lifting this bowl up might kill me!\Death or die!\There's...\There's no choice but to do that...\What are you doing?\S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach. response:	What?
context: Death or die!\There's...\There's no choice but to do that...\What are you doing?\S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach.\What? response:	Could it be a cockroach?
context: There's...\There's no choice but to do that...\What are you doing?\S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach? response:	I guess it can't be helped.
context: There's no choice but to do that...\What are you doing?\S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach?\I guess it can't be helped. response:	All right.
context: What are you doing?\S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach?\I guess it can't be helped.\All right. response:	Leave it to me.
context: S-Sakamoto-san!\Please save me!\I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach?\I guess it can't be helped.\All right.\Leave it to me. response:	That'll save me.
context: Please save me!\I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach?\I guess it can't be helped.\All right.\Leave it to me.\That'll save me. response:	Hey.
context: I-Inside this, there is a r-roach... a roach.\What?\Could it be a cockroach?\I guess it can't be helped.\All right.\Leave it to me.\That'll save me.\Hey. response:	Yes?
context: What?\Could it be a cockroach?\I guess it can't be helped.\All right.\Leave it to me.\That'll save me.\Hey.\Yes? response:	What are you doing?
context: Could it be a cockroach?\I guess it can't be helped.\All right.\Leave it to me.\That'll save me.\Hey.\Yes?\What are you doing? response:	I'll get it, so lift the bowl.
