context: Let's move! response:	Hange?
context: You're just murderers.\You're psychotic mass-murderers\who've killed countless innocent people who never did anything wrong!\You don't think I know that?!\I don't need you to point that out to me!\Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell! response:	Does that make you happy, murderers?!
context: You're psychotic mass-murderers\who've killed countless innocent people who never did anything wrong!\You don't think I know that?!\I don't need you to point that out to me!\Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?! response:	What are you after by calling us murderers?!
context: who've killed countless innocent people who never did anything wrong!\You don't think I know that?!\I don't need you to point that out to me!\Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?! response:	Do you want us to regret it?
context: You don't think I know that?!\I don't need you to point that out to me!\Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it? response:	Do you want us to apologize?!
context: I don't need you to point that out to me!\Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?! response:	Would that give you satisfaction?
context: Then don't pretend to have emotions like you're one of us!\You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction? response:	The people you thought we were no longer exist!
context: You guys aren't even human anymore!\It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist! response:	If screaming will make you feel better, then scream your damn head off!
context: It's you two who've turned this world into a living hell!\Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off! response:	That's right...
context: Does that make you happy, murderers?!\What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right... response:	I'm still...
context: What are you after by calling us murderers?!\Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still... response:	I've...
context: Do you want us to regret it?\Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still...\I've... response:	Do what I can...
context: Do you want us to apologize?!\Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still...\I've...\Do what I can... response:	You've got it coming.
context: Would that give you satisfaction?\The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still...\I've...\Do what I can...\You've got it coming. response:	You can't be serious.
context: The people you thought we were no longer exist!\If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still...\I've...\Do what I can...\You've got it coming.\You can't be serious. response:	Huh?
context: If screaming will make you feel better, then scream your damn head off!\That's right...\I'm still...\I've...\Do what I can...\You've got it coming.\You can't be serious.\Huh? response:	Quit it, Eren.
context: That's right...\I'm still...\I've...\Do what I can...\You've got it coming.\You can't be serious.\Huh?\Quit it, Eren. response:	If you keep saying childish crap like that, I've got no hope for you.
context: I'm still...\I've...\Do what I can...\You've got it coming.\You can't be serious.\Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you. response:	Huh?!
context: I've...\Do what I can...\You've got it coming.\You can't be serious.\Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?! response:	Hey, Reiner.
context: Do what I can...\You've got it coming.\You can't be serious.\Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner. response:	What's the deal with that monkey?
context: You've got it coming.\You can't be serious.\Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner.\What's the deal with that monkey? response:	Monkey? What do you mean?
context: You can't be serious.\Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean? response:	Hmm? You don't know?
context: Huh?\Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know? response:	That's surprising, given how much you two
context: Quit it, Eren.\If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two response:	stared at it with stars in your eyes like two little brats.
context: If you keep saying childish crap like that, I've got no hope for you.\Huh?!\Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats. response:	That monkey...
context: Huh?!\Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey... response:	What's that? A monkey?
context: Hey, Reiner.\What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey? response:	Just listen.
context: What's the deal with that monkey?\Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey?\Just listen. response:	That monkey Beast Titan is what caused this recent fiasco.
context: Monkey? What do you mean?\Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco. response:	It made Titans rise up from within the wall.
context: Hmm? You don't know?\That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall. response:	I wonder if he was trying to assess our strength.
context: That's surprising, given how much you two\stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength. response:	That's where these guys are trying to get.
context: stared at it with stars in your eyes like two little brats.\That monkey...\What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get. response:	If you guys get to him, you'll be able to go back home, right?
context: That monkey...\What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right? response:	You... knew this?
context: What's that? A monkey?\Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this? response:	What do you know?! Tell me everything!
context: Just listen.\That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything! response:	Just wait. I've got circumstances of my own.
context: That monkey Beast Titan is what caused this recent fiasco.\It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own. response:	What the hell do you mean by that?!
context: It made Titans rise up from within the wall.\I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?! response:	Eren... if you think killing these two will bring an end to everything...
context: I wonder if he was trying to assess our strength.\That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything... response:	Huh?!
context: That's where these guys are trying to get.\If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?! response:	Then who's the enemy?!
context: If you guys get to him, you'll be able to go back home, right?\You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?! response:	Enemy?
context: You... knew this?\What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?!\Enemy? response:	If I said that, the-
context: What do you know?! Tell me everything!\Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?!\Enemy?\If I said that, the- response:	Ymir!
context: Just wait. I've got circumstances of my own.\What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?!\Enemy?\If I said that, the-\Ymir! response:	Do you think there's any future for this world?
context: What the hell do you mean by that?!\Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?!\Enemy?\If I said that, the-\Ymir!\Do you think there's any future for this world? response:	If you know so much, think about what you want to do.
context: Eren... if you think killing these two will bring an end to everything...\Huh?!\Then who's the enemy?!\Enemy?\If I said that, the-\Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do. response:	It's not out of the question for you to join our side.
context: Huh?!\Then who's the enemy?!\Enemy?\If I said that, the-\Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side. response:	And trust you?
context: Then who's the enemy?!\Enemy?\If I said that, the-\Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you? response:	Yeah, right. You two don't even trust me.
context: Enemy?\If I said that, the-\Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me. response:	Wrong. We can trust you.
context: If I said that, the-\Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you. response:	Because your one goal...
context: Ymir!\Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal... response:	When it comes to her, we should be able to trust one another.
context: Do you think there's any future for this world?\If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another. response:	You might think that I'm joking, but...
context: If you know so much, think about what you want to do.\It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but... response:	Is it that hard for you to believe that
context: It's not out of the question for you to join our side.\And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that response:	we might want the best for Christa as well?
context: And trust you?\Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well? response:	Or... would you rather put your hopes in Eren and rely on him over us?
context: Yeah, right. You two don't even trust me.\Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us? response:	Huh?!
context: Wrong. We can trust you.\Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?! response:	You're probably thinking your best chance is to use Eren to escape from here.
context: Because your one goal...\When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here. response:	Because if you're taken by us, there's little chance for your rescue.
context: When it comes to her, we should be able to trust one another.\You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue. response:	To be honest, that's pretty much true.
context: You might think that I'm joking, but...\Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true. response:	Even if you come with us, we can't guarantee your safety.
context: Is it that hard for you to believe that\we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety. response:	But if it's Christa we're talking about, we might be able to do something for her.
context: we might want the best for Christa as well?\Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her. response:	Will it be your petty life... or Christa's future?
context: Or... would you rather put your hopes in Eren and rely on him over us?\Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future? response:	It's up to you to decide.
context: Huh?!\You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide. response:	There's no future for this world?
context: You're probably thinking your best chance is to use Eren to escape from here.\Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world? response:	Why's that? What's this about a monkey?
context: Because if you're taken by us, there's little chance for your rescue.\To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey? response:	What's going on?
context: To be honest, that's pretty much true.\Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey?\What's going on? response:	Hey!
context: Even if you come with us, we can't guarantee your safety.\But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey?\What's going on?\Hey! response:	Hey, say something! Who's the enemy?!
context: But if it's Christa we're talking about, we might be able to do something for her.\Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey?\What's going on?\Hey!\Hey, say something! Who's the enemy?! response:	Ymir!
context: Will it be your petty life... or Christa's future?\It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey?\What's going on?\Hey!\Hey, say something! Who's the enemy?!\Ymir! response:	Who knows...
context: It's up to you to decide.\There's no future for this world?\Why's that? What's this about a monkey?\What's going on?\Hey!\Hey, say something! Who's the enemy?!\Ymir!\Who knows... response:	It's settled then.
context: There's no future for this world?\Why's that? What's this about a monkey?\What's going on?\Hey!\Hey, say something! Who's the enemy?!\Ymir!\Who knows...\It's settled then. response:	Too bad, Eren.
context: Why's that? What's this about a monkey?\What's going on?\Hey!\Hey, say something! Who's the enemy?!\Ymir!\Who knows...\It's settled then.\Too bad, Eren. response:	The Scouts... are already...
context: What's going on?\Hey!\Hey, say something! Who's the enemy?!\Ymir!\Who knows...\It's settled then.\Too bad, Eren.\The Scouts... are already... response:	Dammit!
context: Hey!\Hey, say something! Who's the enemy?!\Ymir!\Who knows...\It's settled then.\Too bad, Eren.\The Scouts... are already...\Dammit! response:	Shit!
context: Hey, say something! Who's the enemy?!\Ymir!\Who knows...\It's settled then.\Too bad, Eren.\The Scouts... are already...\Dammit!\Shit! response:	Damn you, Ymir.
context: Ymir!\Who knows...\It's settled then.\Too bad, Eren.\The Scouts... are already...\Dammit!\Shit!\Damn you, Ymir. response:	There's just one hour left until sunset.
context: Who knows...\It's settled then.\Too bad, Eren.\The Scouts... are already...\Dammit!\Shit!\Damn you, Ymir.\There's just one hour left until sunset. response:	As sunset swiftly approaches...
context: It's settled then.\Too bad, Eren.\The Scouts... are already...\Dammit!\Shit!\Damn you, Ymir.\There's just one hour left until sunset.\As sunset swiftly approaches... response:	The pair plot to make their escape, fleeing by use of ODM gear.
context: Too bad, Eren.\The Scouts... are already...\Dammit!\Shit!\Damn you, Ymir.\There's just one hour left until sunset.\As sunset swiftly approaches...\The pair plot to make their escape, fleeing by use of ODM gear. response:	However, reflecting on her past and emotions, Ymir offers a plan of her own.
context: The Scouts... are already...\Dammit!\Shit!\Damn you, Ymir.\There's just one hour left until sunset.\As sunset swiftly approaches...\The pair plot to make their escape, fleeing by use of ODM gear.\However, reflecting on her past and emotions, Ymir offers a plan of her own. response:	Children
context: Dammit!\Shit!\Damn you, Ymir.\There's just one hour left until sunset.\As sunset swiftly approaches...\The pair plot to make their escape, fleeing by use of ODM gear.\However, reflecting on her past and emotions, Ymir offers a plan of her own.\Children response:	Next episode: Children.
