context: Episode 4 Umaru and Her Rival response:	Umaru-chan? What's the matter?
context: Umaru Ugh, just 5 more minutes.\There! Take that!\This is the final blow!\Looks like I'm still a bit weak on connecting the fifth combo.\I'll have to look over the pattern again.\I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament? response:	There's going to be a game tournament at the same
context: There! Take that!\This is the final blow!\Looks like I'm still a bit weak on connecting the fifth combo.\I'll have to look over the pattern again.\I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same response:	arcade that had the rock-paper-scissors tournament.
context: This is the final blow!\Looks like I'm still a bit weak on connecting the fifth combo.\I'll have to look over the pattern again.\I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament. response:	Oh, yeah.
context: Looks like I'm still a bit weak on connecting the fifth combo.\I'll have to look over the pattern again.\I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah. response:	You should come with me, Onii-chan.
context: I'll have to look over the pattern again.\I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan. response:	Day of the Tournament
context: I'm home.\Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament response:	I'm going to go register. You wait here, Onii-chan.
context: Invitation Dear UMR, Thank you for participating in the recent Plaza GAPCOM game tournament.\A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan. response:	Tournament Area
context: A game tournament?\There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area response:	Okay, got it.
context: There's going to be a game tournament at the same\arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it. response:	Hey, it's Taihei-senpai.
context: arcade that had the rock-paper-scissors tournament.\Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it.\Hey, it's Taihei-senpai. response:	Alex-kun.
context: Oh, yeah.\You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun. response:	It's rare to see you outside of work, and in a place like this, no less.
context: You should come with me, Onii-chan.\Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less. response:	Yeah, I'm here with my little sister.
context: Day of the Tournament\I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister. response:	What a coincidence. So am I
context: I'm going to go register. You wait here, Onii-chan.\Tournament Area\Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I response:	Thank you for coming today, everybody!
context: Tournament Area\Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody! response:	We will now begin the Supe IV Number One
context: Okay, got it.\Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One response:	Tournament!
context: Hey, it's Taihei-senpai.\Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament! response:	Th-Things got really intense all of a sudden...
context: Alex-kun.\It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden... response:	Oh, you didn't know?
context: It's rare to see you outside of work, and in a place like this, no less.\Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know? response:	The world-famous fighting game, Supe IV,
context: Yeah, I'm here with my little sister.\What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV, response:	had ranking matches in arcades all over Japan.
context: What a coincidence. So am I\Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan. response:	This tournament gathers all of the people who placed first at those arcades
context: Thank you for coming today, everybody!\We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades response:	to decide which gamer is truly number one at fighting games.
context: We will now begin the Supe IV Number One\Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games. response:	It's the tournament that all fighting game fans wait for.
context: Tournament!\Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for. response:	O-Oh...
context: Th-Things got really intense all of a sudden...\Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh... response:	Now, let's bring out
context: Oh, you didn't know?\The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out response:	the champion who won through our arcade, the most grueling battlefield in Japan...
context: The world-famous fighting game, Supe IV,\had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan... response:	UMR!
context: had ranking matches in arcades all over Japan.\This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR! response:	Huh?!
context: This tournament gathers all of the people who placed first at those arcades\to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?! response:	You can tell she's this arcade's champion.
context: to decide which gamer is truly number one at fighting games.\It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?!\You can tell she's this arcade's champion. response:	Her aura's completely different.
context: It's the tournament that all fighting game fans wait for.\O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?!\You can tell she's this arcade's champion.\Her aura's completely different. response:	Huh? Y-Yeah...
context: O-Oh...\Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?!\You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah... response:	Umaru's that good at this?
context: Now, let's bring out\the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?!\You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this? response:	Next, we'll introduce the other challengers from across Japan.
context: the champion who won through our arcade, the most grueling battlefield in Japan...\UMR!\Huh?!\You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan. response:	UZR!
context: UMR!\Huh?!\You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR! response:	We are aliens.
context: Huh?!\You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens. response:	JNB!
context: You can tell she's this arcade's champion.\Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens.\JNB! response:	DDT!
context: Her aura's completely different.\Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens.\JNB!\DDT! response:	CHJ!
context: Huh? Y-Yeah...\Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens.\JNB!\DDT!\CHJ! response:	SKH!
context: Umaru's that good at this?\Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens.\JNB!\DDT!\CHJ!\SKH! response:	Wow...
context: Next, we'll introduce the other challengers from across Japan.\UZR!\We are aliens.\JNB!\DDT!\CHJ!\SKH!\Wow... response:	These challengers are all famous in the gaming world.
context: UZR!\We are aliens.\JNB!\DDT!\CHJ!\SKH!\Wow...\These challengers are all famous in the gaming world. response:	This might not go as easily as I thought.
context: We are aliens.\JNB!\DDT!\CHJ!\SKH!\Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought. response:	And lastly, the dark horse of this tournament...
context: JNB!\DDT!\CHJ!\SKH!\Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament... response:	The player who got an unbelievable score in the qualifiers...
context: DDT!\CHJ!\SKH!\Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers... response:	I shall be the number one player!
context: CHJ!\SKH!\Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player! response:	I am TSF!
context: SKH!\Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF! response:	Shubaan
context: Wow...\These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF!\Shubaan response:	What?!
context: These challengers are all famous in the gaming world.\This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF!\Shubaan\What?! response:	UMR has won the first round!
context: This might not go as easily as I thought.\And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF!\Shubaan\What?!\UMR has won the first round! response:	Why, I wonder?
context: And lastly, the dark horse of this tournament...\The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF!\Shubaan\What?!\UMR has won the first round!\Why, I wonder? response:	Why is Tachibana-san from my class in a game tournament?
context: The player who got an unbelievable score in the qualifiers...\I shall be the number one player!\I am TSF!\Shubaan\What?!\UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament? response:	Come to think of it, I guess she mentioned that she's been
context: I shall be the number one player!\I am TSF!\Shubaan\What?!\UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been response:	in all sorts of competitions.
context: I am TSF!\Shubaan\What?!\UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions. response:	I brought this from home.
context: Shubaan\What?!\UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home. response:	I had no idea she liked games.
context: What?!\UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home.\I had no idea she liked games. response:	I hope she doesn't figure out who I am.
context: UMR has won the first round!\Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am. response:	Sylphyn Kick!
context: Why, I wonder?\Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick! response:	Hey!
context: Why is Tachibana-san from my class in a game tournament?\Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey! response:	I, Tachibana Sylphynford, have won!
context: Come to think of it, I guess she mentioned that she's been\in all sorts of competitions.\I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won! response:	Um, TSF-san?
context: in all sorts of competitions.\I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san? response:	We'd prefer that you wear a mask and refrain from using your real name.
context: I brought this from home.\I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name. response:	You're leaking your personal information.
context: I had no idea she liked games.\I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information. response:	And now, it's already time for the finals!
context: I hope she doesn't figure out who I am.\Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals! response:	I guess these things go pretty quickly with fighting games.
context: Sylphyn Kick!\Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games. response:	We will now find out at last who is the ultimate gamer...
context: Hey!\I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer... response:	TSF versus UMR!
context: I, Tachibana Sylphynford, have won!\Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR! response:	Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.
context: Um, TSF-san?\We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford. response:	I told you! Put on a mask and don't use your real name!
context: We'd prefer that you wear a mask and refrain from using your real name.\You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name! response:	Good. She hasn't realized who I am.
context: You're leaking your personal information.\And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am. response:	There!
context: And now, it's already time for the finals!\I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There! response:	Horizontality Sylphyn Kick!
context: I guess these things go pretty quickly with fighting games.\We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick! response:	TSF immediately busts out a super move!
context: We will now find out at last who is the ultimate gamer...\TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move! response:	UMR quickly dodges! This is a high-level match!
context: TSF versus UMR!\Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match! response:	She started right off with a difficult command like Vacuum Ultra Blast?
context: Pleasure to meet you, UMR-san. I am Tachibana Sylphynford.\I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast? response:	Only people who have played for countless hours could do that.
context: I told you! Put on a mask and don't use your real name!\Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that. response:	You did well to dodge that.
context: Good. She hasn't realized who I am.\There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that. response:	But now that you've jumped, you're wide open!
context: There!\Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open! response:	TSF goes in for a combo!
context: Horizontality Sylphyn Kick!\TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo! response:	But UMR blocks all of them!
context: TSF immediately busts out a super move!\UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them! response:	Now...
context: UMR quickly dodges! This is a high-level match!\She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them!\Now... response:	UMR goes in for the combo!
context: She started right off with a difficult command like Vacuum Ultra Blast?\Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them!\Now...\UMR goes in for the combo! response:	There's an opening before your fifth combo.
context: Only people who have played for countless hours could do that.\You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them!\Now...\UMR goes in for the combo!\There's an opening before your fifth combo. response:	Looks like I'm still a bit weak on connecting the fifth combo.
context: You did well to dodge that.\But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them!\Now...\UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo. response:	Sh-She read me...
context: But now that you've jumped, you're wide open!\TSF goes in for a combo!\But UMR blocks all of them!\Now...\UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me... response:	Uh-oh! UMR was not able to complete her combo against TSF!
context: TSF goes in for a combo!\But UMR blocks all of them!\Now...\UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF! response:	Will this decide the match?
context: But UMR blocks all of them!\Now...\UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match? response:	What should I do? I'm going to lose!
context: Now...\UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose! response:	And this was the perfect chance to show Onii-chan how strong I am...
context: UMR goes in for the combo!\There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am... response:	UMR's movements have stopped!
context: There's an opening before your fifth combo.\Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped! response:	This is a huge change for TSF!
context: Looks like I'm still a bit weak on connecting the fifth combo.\Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF! response:	How naughty of you to look elsewhere during a match.
context: Sh-She read me...\Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match. response:	Shuba
context: Uh-oh! UMR was not able to complete her combo against TSF!\Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba response:	What on earth are you looki
context: Will this decide the match?\What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki response:	Shubaduuum
context: What should I do? I'm going to lose!\And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki\Shubaduuum response:	Whoa! Now TSF has stopped!
context: And this was the perfect chance to show Onii-chan how strong I am...\UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped! response:	I shall be the number one player!
context: UMR's movements have stopped!\This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player! response:	I am TSF!
context: This is a huge change for TSF!\How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF! response:	Now I've done it!
context: How naughty of you to look elsewhere during a match.\Shuba\What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF!\Now I've done it! response:	How embarrassing!
context: Shuba\What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF!\Now I've done it!\How embarrassing! response:	H-Huh?
context: What on earth are you looki\Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF!\Now I've done it!\How embarrassing!\H-Huh? response:	U-Um, the winner is...
context: Shubaduuum\Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF!\Now I've done it!\How embarrassing!\H-Huh?\U-Um, the winner is... response:	UMR!
context: Whoa! Now TSF has stopped!\I shall be the number one player!\I am TSF!\Now I've done it!\How embarrassing!\H-Huh?\U-Um, the winner is...\UMR! response:	UMR! UMR! UMR! UMR!
context: I shall be the number one player!\I am TSF!\Now I've done it!\How embarrassing!\H-Huh?\U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR! response:	Alex-kun?
context: I am TSF!\Now I've done it!\How embarrassing!\H-Huh?\U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR!\Alex-kun? response:	The Next Day
context: Now I've done it!\How embarrassing!\H-Huh?\U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day response:	Sylphyn-san just ran out yesterday. I wonder what happened...
context: How embarrassing!\H-Huh?\U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened... response:	Umaru-san!
context: H-Huh?\U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san! response:	Shuba
context: U-Um, the winner is...\UMR!\UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba response:	Wh-What?
context: UMR!\UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba\Wh-What? response:	We have an academics test today!
context: UMR! UMR! UMR! UMR!\Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba\Wh-What?\We have an academics test today! response:	I, Sylphyn, will be number one!
context: Alex-kun?\The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba\Wh-What?\We have an academics test today!\I, Sylphyn, will be number one! response:	Huh? R-Right...
context: The Next Day\Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba\Wh-What?\We have an academics test today!\I, Sylphyn, will be number one!\Huh? R-Right... response:	Sylphyn is always like that.
context: Sylphyn-san just ran out yesterday. I wonder what happened...\Umaru-san!\Shuba\Wh-What?\We have an academics test today!\I, Sylphyn, will be number one!\Huh? R-Right...\Sylphyn is always like that. response:	I heard she enters all sorts of competitions.
context: Umaru-san!\Shuba\Wh-What?\We have an academics test today!\I, Sylphyn, will be number one!\Huh? R-Right...\Sylphyn is always like that.\I heard she enters all sorts of competitions. response:	I'm sure she just wants attention.
context: Shuba\Wh-What?\We have an academics test today!\I, Sylphyn, will be number one!\Huh? R-Right...\Sylphyn is always like that.\I heard she enters all sorts of competitions.\I'm sure she just wants attention. response:	I don't think that's the case.
