context: Wah! I'm late! I'm late! response:	Oh, honestly! Over-sleeping because my alarm clock broke!
context: You will participate, by any means necessary.\Aren't there numerous problems with this?\What, do you have a particular partner at the moment?\Well, no. I don't, but...\Then it shouldn't be a problem.\Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact. response:	Himuro, you little... Stop hitting my head every time!
context: Aren't there numerous problems with this?\What, do you have a particular partner at the moment?\Well, no. I don't, but...\Then it shouldn't be a problem.\Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time! response:	You'll kill valuable brain cells!
context: What, do you have a particular partner at the moment?\Well, no. I don't, but...\Then it shouldn't be a problem.\Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells! response:	Then you should think a little harder.
context: Well, no. I don't, but...\Then it shouldn't be a problem.\Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder. response:	What did you just say?!
context: Then it shouldn't be a problem.\Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?! response:	Yukimura-senpai! Stop!
context: Also, you need to hurry up and turn in a report on your romantic history.\Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop! response:	Please, calm down.
context: Force of Impact\I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop!\Please, calm down. response:	K-Kanade... You're really strong.
context: I have told you before, Yukimura-kun, you lack tact.\Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong. response:	Wait... my arm...
context: Himuro, you little... Stop hitting my head every time!\You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong.\Wait... my arm... response:	Let's all calm down.
context: You'll kill valuable brain cells!\Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down. response:	This place is a font of intelligence and inquirythe Ikeda lab.
context: Then you should think a little harder.\What did you just say?!\Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab. response:	We always resolve things intelligently, calmly, rationally, do we not?
context: What did you just say?!\Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not? response:	You're the most violent of us all.
context: Yukimura-senpai! Stop!\Please, calm down.\K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all. response:	Yukimura-kun, it is not good to force those who do not wish it into your experiments.
context: Please, calm down.\K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments. response:	That's right!
context: K-Kanade... You're really strong.\Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right! response:	This experiment just doesn't make any sense!
context: Wait... my arm...\Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense! response:	Which is why you should do it with volunteers!
context: Let's all calm down.\This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers! response:	I'd be happy to be of assistance.
context: This place is a font of intelligence and inquirythe Ikeda lab.\We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance. response:	What's he saying?
context: We always resolve things intelligently, calmly, rationally, do we not?\You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying? response:	Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh
context: You're the most violent of us all.\Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh response:	Papers on the psychology of love, as far as I know,
context: Yukimura-kun, it is not good to force those who do not wish it into your experiments.\That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know, response:	are largely based on questionnaires given to college students.
context: That's right!\This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students. response:	In particular, in Japan there is a strong tendency
context: This experiment just doesn't make any sense!\Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency response:	not to conduct matters of love in the open.
context: Which is why you should do it with volunteers!\I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open. response:	Concerning the Base Conditions of Love Research Findings
context: I'd be happy to be of assistance.\What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings response:	Which is precisely why...
context: What's he saying?\Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why... response:	this data that you science-types collected by throwing yourselves into it is,
context: Q1: Are you in a romantic relationship? hhhhhhhhhhhhhhhhhhA Yeshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhB If I had to say, then yes.hh hhhhhhhhhhhhhhhhhhC If I had to say, then no.hhh hhhhhhhhhhhhhhhhhhD Nohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Q2: What does love mean to you?hhhhhh\Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is, response:	from an academic standpoint, extremely valuable.
context: Papers on the psychology of love, as far as I know,\are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable. response:	True, it may not be an experiment that makes sense, however,
context: are largely based on questionnaires given to college students.\In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however, response:	smashing common sense to smithereens is what we researchers do.
context: In particular, in Japan there is a strong tendency\not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do. response:	Exactly, Professor.
context: not to conduct matters of love in the open.\Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor. response:	Of course, I will give my all for research.
context: Concerning the Base Conditions of Love Research Findings\Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research. response:	And you'll be participating, too, Torasuke.
context: Which is precisely why...\this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke. response:	Why am I the only one being forced into this?
context: this data that you science-types collected by throwing yourselves into it is,\from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this? response:	Very good!
context: from an academic standpoint, extremely valuable.\True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good! response:	This place is a font of intelligence and inquiry!
context: True, it may not be an experiment that makes sense, however,\smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry! response:	The Ikeda Laboratory!
context: smashing common sense to smithereens is what we researchers do.\Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory! response:	Learn what makes sense. Then, crush common sense under your heel!
context: Exactly, Professor.\Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel! response:	Research as your heart desires!
context: Of course, I will give my all for research.\And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires! response:	Yes, sir!
context: And you'll be participating, too, Torasuke.\Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir! response:	Well, that brings today's meeting to a close.
context: Why am I the only one being forced into this?\Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close. response:	This lab exists because of this professor.
context: Very good!\This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor. response:	It seems that normal people are in the minority here.
context: This place is a font of intelligence and inquiry!\The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here. response:	I'm probably gonna end up participating, too, aren't I?
context: The Ikeda Laboratory!\Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I? response:	Science Fell in Love, So I Tried to Prove It.
context: Learn what makes sense. Then, crush common sense under your heel!\Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It. response:	Don't run, Kosuke.
context: Research as your heart desires!\Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke. response:	Yuki...mura...senpai...
context: Yes, sir!\Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai... response:	Stop laughing, Ibarada!
context: Well, that brings today's meeting to a close.\This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada! response:	You're the one who said we should try this pairing!
context: This lab exists because of this professor.\It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing! response:	So? What do you think?
context: It seems that normal people are in the minority here.\I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think? response:	Times you thought senpai's really got this down +1
context: I'm probably gonna end up participating, too, aren't I?\Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1 response:	I'm sorry, Yukimura-senpai.
context: Science Fell in Love, So I Tried to Prove It.\Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai. response:	Times you thought his eyelashes are surprisingly long +1
context: Don't run, Kosuke.\Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1 response:	Times you thought a whole new doorway was about to open +1
context: Yuki...mura...senpai...\Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1 response:	Times you felt like dying +1
context: Stop laughing, Ibarada!\You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1 response:	Times you thought senpai's really got this down +1
context: You're the one who said we should try this pairing!\So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1 response:	Times you sweat bullets +1
context: So? What do you think?\Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1 response:	Times you thought senpai's really got this down +1
context: Times you thought senpai's really got this down +1\I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1 response:	Times you thought a whole new doorway was about to open +1
context: I'm sorry, Yukimura-senpai.\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1 response:	Times you thought his eyelashes are surprisingly long +1
context: Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1 response:	I really respect you, Senpai, but...
context: Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but... response:	Times you thought a whole new doorway was about to open +1
context: Times you felt like dying +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1 response:	Times you thought senpai's really got this down +1
context: Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1 response:	Times you sweat bullets +1
context: Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1 response:	Times you thought his eyelashes are surprisingly long +1
context: Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1 response:	Times you thought a whole new doorway was about to open +1
context: Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1 response:	Times you felt like dying +1
context: Times you thought his eyelashes are surprisingly long +1\I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1 response:	Times you sweat bullets +1
context: I really respect you, Senpai, but...\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1 response:	Times you thought senpai's really got this down +1
context: Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1 response:	Times you thought a whole new doorway was about to open +1
context: Times you thought senpai's really got this down +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1 response:	Times you thought his eyelashes are surprisingly long +1
context: Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1 response:	Times you thought a whole new doorway was about to open +1
context: Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1 response:	This is rough...
context: Times you thought a whole new doorway was about to open +1\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough... response:	Times you felt like dying +1
context: Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1 response:	Times you sweat bullets +1
context: Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1\Times you sweat bullets +1 response:	Times you thought senpai's really got this down +1
context: Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1 response:	Times you thought a whole new doorway was about to open +1
context: Times you thought a whole new doorway was about to open +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1 response:	Times you sweat bullets +1
context: Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1 response:	Times you thought his eyelashes are surprisingly long +1
context: Times you thought a whole new doorway was about to open +1\This is rough...\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1 response:	Times you thought senpai's really got this down +1
context: This is rough...\Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1 response:	This is rough for me, too.
context: Times you felt like dying +1\Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too. response:	Times you thought a whole new doorway was about to open +1
context: Times you sweat bullets +1\Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1 response:	Times you thought senpai's really got this down +1
context: Times you thought senpai's really got this down +1\Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1 response:	Times you felt like dying +1
context: Times you thought a whole new doorway was about to open +1\Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1 response:	Times you thought his eyelashes are surprisingly long +1
context: Times you sweat bullets +1\Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1 response:	Times you thought a whole new doorway was about to open +1
context: Times you thought his eyelashes are surprisingly long +1\Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1 response:	Times you thought senpai's really got this down +1
