context: Mocademy Visual Effects Awards... response:	Shinobu Morita!
context: So I just absent-mindedly watched the brown hair that I like so much turn transparent in the winter sunlight.\Hey, Mayama.\Yeah?\How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems. response:	So I think we'll just do what the two of us can do for a while.
context: Hey, Mayama.\Yeah?\How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while. response:	I see...
context: Yeah?\How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see... response:	I asked that one myself.
context: How's your current job?\Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself. response:	But I was surprised by how much my heart stung from Mayama saying, The two of us.
context: Well, I guess it's going okay.\Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us. response:	That's why...
context: Is it just going to be the two of you?\Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why... response:	I see, that sounds like fun.
context: Aren't you hiring other people?\Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun. response:	S-Sorry.
context: Getting more workers brings other problems.\So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun.\S-Sorry. response:	I-I should... um... get going to the store.
context: So I think we'll just do what the two of us can do for a while.\I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store. response:	Bye now! Good luck!
context: I see...\I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck! response:	I was getting frustrated for feeling so saddened by just those words.
context: I asked that one myself.\But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words. response:	And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...
context: But I was surprised by how much my heart stung from Mayama saying, The two of us.\That's why...\I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama... response:	There's only twenty minutes left until the deadline for submitting your graduate thesis.
context: That's why...\I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis. response:	I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.
context: I see, that sounds like fun.\S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita. response:	Gramps...
context: S-Sorry.\I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps... response:	That's not it, Gramps.
context: I-I should... um... get going to the store.\Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps. response:	This is my graduate thesis.
context: Bye now! Good luck!\I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps.\This is my graduate thesis. response:	Sorry for making you wait for so long.
context: I was getting frustrated for feeling so saddened by just those words.\And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long. response:	But I can finally turn it in to you.
context: And I couldn't stop the mounting frustration at myself for venting that frustration on Mayama...\There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you. response:	Will you accept it, Gramps?
context: There's only twenty minutes left until the deadline for submitting your graduate thesis.\I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps? response:	Gramps...
context: I'm sure that even you aren't capable of finishing this in twenty minutes, Morita.\Gramps...\That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps... response:	The Mocademy Awards, huh?
context: Gramps...\That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh? response:	You've certainly done it again. Splendid.
context: That's not it, Gramps.\This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid. response:	However, I won't accept it!
context: This is my graduate thesis.\Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it! response:	CG? Hmph!
context: Sorry for making you wait for so long.\But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph! response:	Everyone's getting so cocky these days.
context: But I can finally turn it in to you.\Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days. response:	I don't know how wonderful of an award it is...
context: Will you accept it, Gramps?\Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is... response:	But as long as you're a student in the sculpture department...
context: Gramps...\The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department... response:	I won't accept anything but a sculpture.
context: The Mocademy Awards, huh?\You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture. response:	Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.
context: You've certainly done it again. Splendid.\However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent. response:	You are like a rose blooming in a forest.
context: However, I won't accept it!\CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest. response:	However, Morita, although roses are beautiful, it is truly difficult to maintain them.
context: CG? Hmph!\Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them. response:	They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.
context: Everyone's getting so cocky these days.\I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns. response:	A lifeless rose can't outshine a healthy dandelion in its beauty.
context: I don't know how wonderful of an award it is...\But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty. response:	Gosh, Gramps, you're so snooty.
context: But as long as you're a student in the sculpture department...\I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty. response:	You're tickling me, telling me that I'm beautiful like a rose...
context: I won't accept anything but a sculpture.\Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose... response:	I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!
context: Listen. Out of the thousands of students that I've taught, you were number one or two in terms of talent.\You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail! response:	Morita, I have been in love from the bottom of my heart with your talents.
context: You are like a rose blooming in a forest.\However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents. response:	This is the last thing I can do for you as your teacher.
context: However, Morita, although roses are beautiful, it is truly difficult to maintain them.\They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher. response:	I'll teach you, my precious student, about the reality of life!
context: They get infested with insects, plagued with infections, and hurt both themselves and those around them with their thorns.\A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life! response:	I won't accept anything for your graduate thesis other than a completed sculpture piece!
context: A lifeless rose can't outshine a healthy dandelion in its beauty.\Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece! response:	That is my farewell gift to you!
context: Gosh, Gramps, you're so snooty.\You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you! response:	Let's... see...
context: You're tickling me, telling me that I'm beautiful like a rose...\I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see... response:	Then, here!
context: I'm telling you that a person with an enormous amount of talent must put in an equally enormous amount of effort lest he fail!\Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see...\Then, here! response:	He's not listening to a word I'm saying.
context: Morita, I have been in love from the bottom of my heart with your talents.\This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see...\Then, here!\He's not listening to a word I'm saying. response:	Like I said, I won't accept anything but...!
context: This is the last thing I can do for you as your teacher.\I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see...\Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...! response:	Gramps.
context: I'll teach you, my precious student, about the reality of life!\I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see...\Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps. response:	Take a closer look.
context: I won't accept anything for your graduate thesis other than a completed sculpture piece!\That is my farewell gift to you!\Let's... see...\Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps.\Take a closer look. response:	H-Handmade... Moreover, the entire thing is made of pure gold...
context: That is my farewell gift to you!\Let's... see...\Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold... response:	Gramps!
context: Let's... see...\Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps! response:	Professor Tange!
context: Then, here!\He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange! response:	Accepted
context: He's not listening to a word I'm saying.\Like I said, I won't accept anything but...!\Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange!\Accepted response:	Morita Shinobu
context: Like I said, I won't accept anything but...!\Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange!\Accepted\Morita Shinobu response:	will be graduating...
context: Gramps.\Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange!\Accepted\Morita Shinobu\will be graduating... response:	And now...
context: Take a closer look.\H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange!\Accepted\Morita Shinobu\will be graduating...\And now... response:	Now that this year's graduate thesises have all been accepted...
context: H-Handmade... Moreover, the entire thing is made of pure gold...\Gramps!\Professor Tange!\Accepted\Morita Shinobu\will be graduating...\And now...\Now that this year's graduate thesises have all been accepted... response:	All the professors who have gathered here today...
context: Gramps!\Professor Tange!\Accepted\Morita Shinobu\will be graduating...\And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today... response:	For the future of all our students...
context: Professor Tange!\Accepted\Morita Shinobu\will be graduating...\And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students... response:	Cheers...!
context: Accepted\Morita Shinobu\will be graduating...\And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students...\Cheers...! response:	All right! There it is!
context: Morita Shinobu\will be graduating...\And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students...\Cheers...!\All right! There it is! response:	Professors! It's spilling, it's spilling!
context: will be graduating...\And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students...\Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling! response:	The legendary Cross Counter Toast!
context: And now...\Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students...\Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast! response:	This is good luck!
context: Now that this year's graduate thesises have all been accepted...\All the professors who have gathered here today...\For the future of all our students...\Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck! response:	C-C-Congratulations...
context: All the professors who have gathered here today...\For the future of all our students...\Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations... response:	Oh, dear, what a waste...
context: For the future of all our students...\Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations...\Oh, dear, what a waste... response:	On top of that, they finished it off German-style!
context: Cheers...!\All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style! response:	Thank you, Professor!
context: All right! There it is!\Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor! response:	I can graduate without any regrets now!
context: Professors! It's spilling, it's spilling!\The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now! response:	Isn't German-style like this...?
context: The legendary Cross Counter Toast!\This is good luck!\C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...? response:	German-style (Image)
context: This is good luck!\C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image) response:	Prost!
context: C-C-Congratulations...\Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image)\Prost! response:	*They haven't even taken a sip.
context: Oh, dear, what a waste...\On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image)\Prost!\*They haven't even taken a sip. response:	My, Hanamoto-kun, we've finally been able to make it to this day again this year.
context: On top of that, they finished it off German-style!\Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image)\Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year. response:	I was able to have my students' graduate thesises successfully accepted again.
context: Thank you, Professor!\I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image)\Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again. response:	It really takes the weight off your shoulders, doesn't it?
context: I can graduate without any regrets now!\Isn't German-style like this...?\German-style (Image)\Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it? response:	But we'll be teaching another set of students again soon enough.
context: Isn't German-style like this...?\German-style (Image)\Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough. response:	Well...
context: German-style (Image)\Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well... response:	And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.
context: Prost!\*They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher. response:	Is the light too bright, Gramps? You might want this over your face.
context: *They haven't even taken a sip.\My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face. response:	Hey, Morita! You can't put that over his face.
context: My, Hanamoto-kun, we've finally been able to make it to this day again this year.\I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face. response:	No! No cloth!
context: I was able to have my students' graduate thesises successfully accepted again.\It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth! response:	Morita-san...
context: It really takes the weight off your shoulders, doesn't it?\But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san... response:	Takemoto-kun!
context: But we'll be teaching another set of students again soon enough.\Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san...\Takemoto-kun! response:	Hagu-chan.
context: Well...\And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san...\Takemoto-kun!\Hagu-chan. response:	Um, Hagu-chan.
context: And now, I'm sure that Professor Tange can return to a relaxing life as a teacher.\Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san...\Takemoto-kun!\Hagu-chan.\Um, Hagu-chan. response:	Oh, no, it's nothing.
context: Is the light too bright, Gramps? You might want this over your face.\Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san...\Takemoto-kun!\Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing. response:	Cheers!
context: Hey, Morita! You can't put that over his face.\No! No cloth!\Morita-san...\Takemoto-kun!\Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing.\Cheers! response:	Yeah.
context: No! No cloth!\Morita-san...\Takemoto-kun!\Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing.\Cheers!\Yeah. response:	Cheers.
context: Morita-san...\Takemoto-kun!\Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing.\Cheers!\Yeah.\Cheers. response:	Let me down, Morita. I can walk on my own.
context: Takemoto-kun!\Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing.\Cheers!\Yeah.\Cheers.\Let me down, Morita. I can walk on my own. response:	Don't overexert yourself, Gramps.
context: Hagu-chan.\Um, Hagu-chan.\Oh, no, it's nothing.\Cheers!\Yeah.\Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps. response:	Gramps, you've gotten so light...
context: Um, Hagu-chan.\Oh, no, it's nothing.\Cheers!\Yeah.\Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light... response:	You must've gone through a lot of hardship while I wasn't around.
context: Oh, no, it's nothing.\Cheers!\Yeah.\Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around. response:	No, you're the one that made him lose weight... Over the course of eight years.
context: Cheers!\Yeah.\Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years. response:	We might say this and that, but Morita-san really likes Professor Tange, doesn't he?
context: Yeah.\Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he? response:	Morita's affection is a double-edged sword, after all.
context: Cheers.\Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all. response:	Gramps, you know...
context: Let me down, Morita. I can walk on my own.\Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know... response:	You yelled at me and hit me a lot, but the past eight years have been a lot of fun.
context: Don't overexert yourself, Gramps.\Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun. response:	Be quiet, don't talk so much. My head hurts. Just get a move on.
context: Gramps, you've gotten so light...\You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on. response:	kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita
context: You must've gone through a lot of hardship while I wasn't around.\No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita response:	The narrow path behind the school led to the pool.
