context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: Long live Your Majesty.\Rise.\Thank you, Your Majesty.\Is that... Dijun?\It is Dijun.\Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible? response:	He himself wanted to come to experience trials.
context: Rise.\Thank you, Your Majesty.\Is that... Dijun?\It is Dijun.\Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials. response:	Experience trials?
context: Thank you, Your Majesty.\Is that... Dijun?\It is Dijun.\Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials.\Experience trials? response:	Dijun will be experiencing trials in the mortal realm for 60 years.
context: Is that... Dijun?\It is Dijun.\Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years. response:	I thought if Your Highness wants to repay a debt
context: It is Dijun.\Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt response:	this would be the best time to do so.
context: Did Dijun do something wrong and offend Heavenly Lord\to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so. response:	How will I do it?
context: to be sent down to the mortal realm?\How could that be possible?\He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it? response:	I've figured it out for you already.
context: How could that be possible?\He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it?\I've figured it out for you already. response:	Why did you bring me inside the palace?
context: He himself wanted to come to experience trials.\Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace? response:	Who is that?
context: Experience trials?\Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace?\Who is that? response:	Dijun is an emperor in the mortal realm.
context: Dijun will be experiencing trials in the mortal realm for 60 years.\I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm. response:	I will arrange for you to be in the palace.
context: I thought if Your Highness wants to repay a debt\this would be the best time to do so.\How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace. response:	That is who you will be to repay your debt.
context: this would be the best time to do so.\How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt. response:	This Honored Lady will fall into this pond soon
context: How will I do it?\I've figured it out for you already.\Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon response:	catch a cold, and suffer a long illness.
context: I've figured it out for you already.\Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness. response:	No medicine will be of any use, and this beauty shall pass away.
context: Why did you bring me inside the palace?\Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away. response:	You shall take advantage of this to continue writing her story.
context: Who is that?\Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story. response:	Henceforth, you shall be Honored Lady Chen in the mortal realm.
context: Dijun is an emperor in the mortal realm.\I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm. response:	How pitiful.
context: I will arrange for you to be in the palace.\That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful. response:	It's not pitiful.
context: That is who you will be to repay your debt.\This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful. response:	Ever since she entered the palace and saw the emperor twice
context: This Honored Lady will fall into this pond soon\catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice response:	she hasn't had the chance to sleep with him again.
context: catch a cold, and suffer a long illness.\No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again. response:	To be living such a life in the palace
context: No medicine will be of any use, and this beauty shall pass away.\You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace response:	the earlier she leaves, the earlier she is set free.
context: You shall take advantage of this to continue writing her story.\Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free. response:	If I become Honored Lady Chen, how should I repay my debt?
context: Henceforth, you shall be Honored Lady Chen in the mortal realm.\How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt? response:	Use your discretion.
context: How pitiful.\It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion. response:	Quick! Now is the moment! Hurry!
context: It's not pitiful.\Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry! response:	Help! Help!
context: Ever since she entered the palace and saw the emperor twice\she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help! response:	Quick, help her out!
context: she hasn't had the chance to sleep with him again.\To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out! response:	Pull her up!
context: To be living such a life in the palace\the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out!\Pull her up! response:	They're all charlatans.
context: the earlier she leaves, the earlier she is set free.\If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out!\Pull her up!\They're all charlatans. response:	They take a quick look, prescribe some medicine, and then brush us off.
context: If I become Honored Lady Chen, how should I repay my debt?\Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out!\Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off. response:	Are they taking advantage of us because our lady is not favored?
context: Use your discretion.\Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out!\Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored? response:	Let it go. Do not mind them.
context: Quick! Now is the moment! Hurry!\Help! Help!\Quick, help her out!\Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them. response:	Step out. I'm tired now.
context: Help! Help!\Quick, help her out!\Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now. response:	Yes.
context: Quick, help her out!\Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now.\Yes. response:	Your Highness.
context: Pull her up!\They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now.\Yes.\Your Highness. response:	You're here.
context: They're all charlatans.\They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now.\Yes.\Your Highness.\You're here. response:	I came to see if you've adapted to the palace's rules.
context: They take a quick look, prescribe some medicine, and then brush us off.\Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now.\Yes.\Your Highness.\You're here.\I came to see if you've adapted to the palace's rules. response:	I've spent time in Taichen Palace. It is about the same here.
context: Are they taking advantage of us because our lady is not favored?\Let it go. Do not mind them.\Step out. I'm tired now.\Yes.\Your Highness.\You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here. response:	Besides, I constantly cough up blood every day
context: Let it go. Do not mind them.\Step out. I'm tired now.\Yes.\Your Highness.\You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day response:	according to the Book of Destiny
context: Step out. I'm tired now.\Yes.\Your Highness.\You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny response:	so I don't have to interact with anyone either.
context: Yes.\Your Highness.\You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either. response:	Come spring, this illness will eventually get better.
context: Your Highness.\You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better. response:	However, this plumed cockscomb on your forehead is a bit troublesome.
context: You're here.\I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome. response:	Is it?
context: I came to see if you've adapted to the palace's rules.\I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it? response:	My aunt said this was bestowed by heaven and is very beautiful.
context: I've spent time in Taichen Palace. It is about the same here.\Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful. response:	Yes, it is beautiful.
context: Besides, I constantly cough up blood every day\according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful. response:	However, Honored Lady Chen did not have a birthmark on her forehead.
context: according to the Book of Destiny\so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead. response:	Having such a flower appear out of thin air may attract suspicion.
context: so I don't have to interact with anyone either.\Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion. response:	Will it?
context: Come spring, this illness will eventually get better.\However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it? response:	When will His Majesty see me?
context: However, this plumed cockscomb on your forehead is a bit troublesome.\Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me? response:	The physician says Your Ladyship's health has nearly fully recovered.
context: Is it?\My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered. response:	I have also reported this.
context: My aunt said this was bestowed by heaven and is very beautiful.\Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this. response:	Don't worry, Your Ladyship.
context: Yes, it is beautiful.\However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship. response:	When His Majesty sees Your Ladyship's nameplate
context: However, Honored Lady Chen did not have a birthmark on her forehead.\Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate response:	he will remember you.
context: Having such a flower appear out of thin air may attract suspicion.\Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you. response:	Who is that?
context: Will it?\When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that? response:	That seems to be Honored Lady Chen.
context: When will His Majesty see me?\The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that?\That seems to be Honored Lady Chen. response:	Honored Lady Chen?
context: The physician says Your Ladyship's health has nearly fully recovered.\I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen? response:	That's right, it is Honored Lady Chen.
context: I have also reported this.\Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen. response:	I heard she fell into the water in the twelfth month of the year
context: Don't worry, Your Ladyship.\When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year response:	and has been sick since.
context: When His Majesty sees Your Ladyship's nameplate\he will remember you.\Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since. response:	She has just now become well enough to get out of bed.
context: he will remember you.\Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed. response:	Is it the Honored Lady Chen who
context: Who is that?\That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who response:	has been visited by His Majesty only twice after entering the palace?
context: That seems to be Honored Lady Chen.\Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace? response:	Yes, Your Highness.
context: Honored Lady Chen?\That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness. response:	Greetings, Empress and Your Highnesses.
context: That's right, it is Honored Lady Chen.\I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses. response:	- Greetings, Empress. - Rise.
context: I heard she fell into the water in the twelfth month of the year\and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise. response:	- Thank you, Your Highness. - Thank you, Your Highness.
context: and has been sick since.\She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness. response:	What is that makeup on your forehead? It is so dreadful.
context: She has just now become well enough to get out of bed.\Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful. response:	Wash it off quickly.
context: Is it the Honored Lady Chen who\has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly. response:	I was born with it.
context: has been visited by His Majesty only twice after entering the palace?\Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it. response:	Why don't I remember you having such a thing on your forehead?
context: Yes, Your Highness.\Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead? response:	Your Highness.
context: Greetings, Empress and Your Highnesses.\- Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness. response:	After my lady recovered from her illness
context: - Greetings, Empress. - Rise.\- Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness response:	this plumed cockscomb flower appeared on her forehead.
context: - Thank you, Your Highness. - Thank you, Your Highness.\What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead. response:	The physician does not know how it came to be either.
context: What is that makeup on your forehead? It is so dreadful.\Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either. response:	He said... he said it is a good thing.
context: Wash it off quickly.\I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing. response:	What is good about a birthmark that is so unpleasant to the eyes?
context: I was born with it.\Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes? response:	It makes me uncomfortable just looking at it.
context: Why don't I remember you having such a thing on your forehead?\Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it. response:	Your Highness, in my opinion, it is a demonic flower.
context: Your Highness.\After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower. response:	How could it possibly be a demonic flower?
context: After my lady recovered from her illness\this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower? response:	This is clearly my-
context: this plumed cockscomb flower appeared on her forehead.\The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my- response:	Clearly what?
context: The physician does not know how it came to be either.\He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my-\Clearly what? response:	It is clearly a mark that
context: He said... he said it is a good thing.\What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my-\Clearly what?\It is clearly a mark that response:	likens my recovery from a serious illness to a rebirth.
context: What is good about a birthmark that is so unpleasant to the eyes?\It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my-\Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth. response:	Your Highness, listen to what she says. It is absolutely hilarious.
context: It makes me uncomfortable just looking at it.\Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my-\Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious. response:	Who hasn't fallen ill before in the palace?
context: Your Highness, in my opinion, it is a demonic flower.\How could it possibly be a demonic flower?\This is clearly my-\Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace? response:	But only hers is like a rebirth, and she gains a mark.
context: How could it possibly be a demonic flower?\This is clearly my-\Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark. response:	Enough.
context: This is clearly my-\Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough. response:	The appearance of this thing on your forehead is much too strange.
context: Clearly what?\It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange. response:	Your nameplate will be removed from selection for His Majesty's night visit
context: It is clearly a mark that\likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit response:	in case this is something evil that will cause harm to His Majesty.
context: likens my recovery from a serious illness to a rebirth.\Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty. response:	Yes.
context: Your Highness, listen to what she says. It is absolutely hilarious.\Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes. response:	That was clearly just an excuse so that
context: Who hasn't fallen ill before in the palace?\But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that response:	Your Ladyship won't get a chance to sleep with His Majesty.
context: But only hers is like a rebirth, and she gains a mark.\Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty. response:	I can't even see Dijun. How will I repay him?
context: Enough.\The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him? response:	Since he won't be coming to sleep in my chambers
context: The appearance of this thing on your forehead is much too strange.\Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers response:	then a chance encounter should work.
context: Your nameplate will be removed from selection for His Majesty's night visit\in case this is something evil that will cause harm to His Majesty.\Yes.\That was clearly just an excuse so that\Your Ladyship won't get a chance to sleep with His Majesty.\I can't even see Dijun. How will I repay him?\Since he won't be coming to sleep in my chambers\then a chance encounter should work. response:	In Fourth Brother's storybooks
