context: I'm late, I'm late! response:	I gotta go, I gotta go!
context: Who confessed their feelings first, you or Mom?\Hmm, let's see.\Well, long story short, it was me, but...\Come to think of it, I never told you how I met Hana, did I?\Hana and I met when I happened to be here in Japan on business, you see...\It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh? response:	What do you want to do, Boss?
context: Hmm, let's see.\Well, long story short, it was me, but...\Come to think of it, I never told you how I met Hana, did I?\Hana and I met when I happened to be here in Japan on business, you see...\It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss? response:	W-What's up with that woman?
context: Well, long story short, it was me, but...\Come to think of it, I never told you how I met Hana, did I?\Hana and I met when I happened to be here in Japan on business, you see...\It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman? response:	Who the hell is she?
context: Come to think of it, I never told you how I met Hana, did I?\Hana and I met when I happened to be here in Japan on business, you see...\It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she? response:	Is she out of her mind? Walking right into a hail of bullets...
context: Hana and I met when I happened to be here in Japan on business, you see...\It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets... response:	This woman stood right in the crossfire,
context: It happened one day when we were trading gunshots with an enemy organization\in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire, response:	and this is what she said...
context: in an abandoned factory...\Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said... response:	Which of you people called in the order for this pizza?
context: Looks like the pressure's on us, eh?\What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza? response:	You mean that was Mom?
context: What do you want to do, Boss?\W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom? response:	That's right.
context: W-What's up with that woman?\Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom?\That's right. response:	Back then, Hana was a struggling student, you see.
context: Who the hell is she?\Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see. response:	She was juggling seventeen part-time jobs just to get by.
context: Is she out of her mind? Walking right into a hail of bullets...\This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by. response:	Seventeen? What's up with that?
context: This woman stood right in the crossfire,\and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that? response:	At that moment, Hana was so beautiful.
context: and this is what she said...\Which of you people called in the order for this pizza?\You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful. response:	Looking just like an angel who'd descended onto a battlefield.
context: Which of you people called in the order for this pizza?\You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield. response:	In spite of myself, I was captivated by the sight of her.
context: You mean that was Mom?\That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her. response:	So what did you do after that, Dad?
context: That's right.\Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad? response:	Right... I proposed.
context: Back then, Hana was a struggling student, you see.\She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed. response:	Will you marry me?
context: She was juggling seventeen part-time jobs just to get by.\Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed.\Will you marry me? response:	Why would you...?
context: Seventeen? What's up with that?\At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed.\Will you marry me?\Why would you...? response:	Immediately afterwards, I got the living daylights kicked out of me.
context: At that moment, Hana was so beautiful.\Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed.\Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me. response:	Mom's something else, huh?
context: Looking just like an angel who'd descended onto a battlefield.\In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed.\Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh? response:	In other words, it was love at first sight for me,
context: In spite of myself, I was captivated by the sight of her.\So what did you do after that, Dad?\Right... I proposed.\Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me, response:	but I had my work cut out for afterwards!
context: So what did you do after that, Dad?\Right... I proposed.\Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards! response:	I kept making moves on her, but she'd always shoot me down,
context: Right... I proposed.\Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down, response:	and in the worst cases I'd end up with broken bones during the rejection.
context: Will you marry me?\Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection. response:	No good, this is too atypical to be of any help.
context: Why would you...?\Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help. response:	But the thing is, despite all that, I couldn't stand not to tell her how I felt.
context: Immediately afterwards, I got the living daylights kicked out of me.\Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt. response:	That's how alluring she was to me.
context: Mom's something else, huh?\In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me. response:	I was sure she was the one I was destined to be with.
context: In other words, it was love at first sight for me,\but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with. response:	So Dad was really in love with Mom.
context: but I had my work cut out for afterwards!\I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom. response:	I wonder if I can pull that off just like he did?
context: I kept making moves on her, but she'd always shoot me down,\and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did? response:	It doesn't seem like I can even pretend to confess my feelings for him, so...
context: and in the worst cases I'd end up with broken bones during the rejection.\No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so... response:	Can I really tell him that I love him?
context: No good, this is too atypical to be of any help.\But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him? response:	Hey, Chitoge! Ahead of you!
context: But the thing is, despite all that, I couldn't stand not to tell her how I felt.\That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you! response:	Wound
context: That's how alluring she was to me.\I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound response:	What a child.
context: I was sure she was the one I was destined to be with.\So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound\What a child. response:	Oh, you shut up! Just leave me alone!
context: So Dad was really in love with Mom.\I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound\What a child.\Oh, you shut up! Just leave me alone! response:	Spacing out and crashing into a sign...
context: I wonder if I can pull that off just like he did?\It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound\What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign... response:	How scatterbrained is that, anyway?
context: It doesn't seem like I can even pretend to confess my feelings for him, so...\Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound\What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway? response:	Oh, back off.
context: Can I really tell him that I love him?\Hey, Chitoge! Ahead of you!\Wound\What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off. response:	Something on your mind?
context: Hey, Chitoge! Ahead of you!\Wound\What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off.\Something on your mind? response:	Lately you've been brooding over something, am I right?
context: Wound\What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right? response:	If there's something I can do,
context: What a child.\Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do, response:	I wouldn't mind being your sounding board.
context: Oh, you shut up! Just leave me alone!\Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board. response:	He's been worried about me...
context: Spacing out and crashing into a sign...\How scatterbrained is that, anyway?\Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me... response:	That kind of makes me happy.
context: How scatterbrained is that, anyway?\Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy. response:	No, no, I'm fine.
context: Oh, back off.\Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy.\No, no, I'm fine. response:	Is that right?
context: Something on your mind?\Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy.\No, no, I'm fine.\Is that right? response:	Right now, we might have the tiniest bit of chemistry.
context: Lately you've been brooding over something, am I right?\If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy.\No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry. response:	No, no... is that a reason to confess?
context: If there's something I can do,\I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy.\No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess? response:	Impossible!
context: I wouldn't mind being your sounding board.\He's been worried about me...\That kind of makes me happy.\No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible! response:	But if you're in love with him, that's what you should do!
context: He's been worried about me...\That kind of makes me happy.\No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do! response:	If you do it, something might change.
context: That kind of makes me happy.\No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change. response:	Do you really love him?
context: No, no, I'm fine.\Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him? response:	This might be your chance!
context: Is that right?\Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him?\This might be your chance! response:	I don't know!
context: Right now, we might have the tiniest bit of chemistry.\No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him?\This might be your chance!\I don't know! response:	But...
context: No, no... is that a reason to confess?\Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him?\This might be your chance!\I don't know!\But... response:	Now that I think of it...
context: Impossible!\But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him?\This might be your chance!\I don't know!\But...\Now that I think of it... response:	Since you came to Japan,
context: But if you're in love with him, that's what you should do!\If you do it, something might change.\Do you really love him?\This might be your chance!\I don't know!\But...\Now that I think of it...\Since you came to Japan, response:	and we started pretending to be dating...
context: If you do it, something might change.\Do you really love him?\This might be your chance!\I don't know!\But...\Now that I think of it...\Since you came to Japan,\and we started pretending to be dating... response:	It's already been more than a year, huh?
context: Do you really love him?\This might be your chance!\I don't know!\But...\Now that I think of it...\Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh? response:	Amazing, huh? I'm used to it now.
context: This might be your chance!\I don't know!\But...\Now that I think of it...\Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now. response:	The fact that I'm used to such an abnormal situation scares me.
context: I don't know!\But...\Now that I think of it...\Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me. response:	What's up with that? Are you complaining about the status quo?
context: But...\Now that I think of it...\Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo? response:	No, nothing like that.
context: Now that I think of it...\Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that. response:	It just blows my mind, that's all.
context: Since you came to Japan,\and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all. response:	So much happened, huh?
context: and we started pretending to be dating...\It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all.\So much happened, huh? response:	Getting clobbered by you, clobbered by you, clobbered by you...
context: It's already been more than a year, huh?\Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you... response:	Hey, you! It was all your fault, you know!
context: Amazing, huh? I'm used to it now.\The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know! response:	It was mostly beyond my control, remember?
context: The fact that I'm used to such an abnormal situation scares me.\What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember? response:	Anyway, how about you?
context: What's up with that? Are you complaining about the status quo?\No, nothing like that.\It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you? response:	I mean, you were so pissed about this whole thing...
context: No, nothing like that.\It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing... response:	But of course I'd resign myself! Since I'm an adult.
context: It just blows my mind, that's all.\So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult. response:	Where's this adult you're talking about?
context: So much happened, huh?\Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about? response:	Can't you see the lady before your eyes?
context: Getting clobbered by you, clobbered by you, clobbered by you...\Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes? response:	Nope, not seeing her!
context: Hey, you! It was all your fault, you know!\It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her! response:	I'm gonna clobber you.
context: It was mostly beyond my control, remember?\Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you. response:	Hey, but you don't mind me now, right?
context: Anyway, how about you?\I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right? response:	Well, but we still have more than halfway to go before we graduate, you know!
context: I mean, you were so pissed about this whole thing...\But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know! response:	Well, no use thinking about what's gonna happen in the future.
context: But of course I'd resign myself! Since I'm an adult.\Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future. response:	Let's just take our time with this. We'll figure it out somehow!
context: Where's this adult you're talking about?\Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow! response:	Take our time, huh?
context: Can't you see the lady before your eyes?\Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh? response:	Right.
context: Nope, not seeing her!\I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right. response:	It's not like I have to do it right this minute!
context: I'm gonna clobber you.\Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right.\It's not like I have to do it right this minute! response:	What are you talking about?
context: Hey, but you don't mind me now, right?\Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right.\It's not like I have to do it right this minute!\What are you talking about? response:	That's private!
context: Well, but we still have more than halfway to go before we graduate, you know!\Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right.\It's not like I have to do it right this minute!\What are you talking about?\That's private! response:	That's right...
context: Well, no use thinking about what's gonna happen in the future.\Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right.\It's not like I have to do it right this minute!\What are you talking about?\That's private!\That's right... response:	I want to spend more time with him.
context: Let's just take our time with this. We'll figure it out somehow!\Take our time, huh?\Right.\It's not like I have to do it right this minute!\What are you talking about?\That's private!\That's right...\I want to spend more time with him. response:	Right now, that's how I feel towards him.
context: Take our time, huh?\Right.\It's not like I have to do it right this minute!\What are you talking about?\That's private!\That's right...\I want to spend more time with him.\Right now, that's how I feel towards him. response:	Why don't we head back now?
context: Right.\It's not like I have to do it right this minute!\What are you talking about?\That's private!\That's right...\I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now? response:	Yeah.
context: It's not like I have to do it right this minute!\What are you talking about?\That's private!\That's right...\I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now?\Yeah. response:	If my feelings of love for this guy don't change,
context: What are you talking about?\That's private!\That's right...\I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change, response:	then someday I'll want to confess to him like my dad did.
context: That's private!\That's right...\I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did. response:	If that day ever comes...
context: That's right...\I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes... response:	Hey, Raku!
context: I want to spend more time with him.\Right now, that's how I feel towards him.\Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku! response:	Never mind, it's nothing.
context: Right now, that's how I feel towards him.\Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku!\Never mind, it's nothing. response:	What's up with you, anyway?
context: Why don't we head back now?\Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway? response:	Actually, it wasn't nothing.
context: Yeah.\If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing. response:	Shall I treat you to some ramen today?
context: If my feelings of love for this guy don't change,\then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing.\Shall I treat you to some ramen today? response:	Me, treat lowly you?
context: then someday I'll want to confess to him like my dad did.\If that day ever comes...\Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing.\Shall I treat you to some ramen today?\Me, treat lowly you? response:	What's the matter with you? You got a fever or something?
context: If that day ever comes...\Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing.\Shall I treat you to some ramen today?\Me, treat lowly you?\What's the matter with you? You got a fever or something? response:	Wh-Why would your mind go there, huh?
context: Hey, Raku!\Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing.\Shall I treat you to some ramen today?\Me, treat lowly you?\What's the matter with you? You got a fever or something?\Wh-Why would your mind go there, huh? response:	Because normally, that would never happen in a million...
context: Never mind, it's nothing.\What's up with you, anyway?\Actually, it wasn't nothing.\Shall I treat you to some ramen today?\Me, treat lowly you?\What's the matter with you? You got a fever or something?\Wh-Why would your mind go there, huh?\Because normally, that would never happen in a million... response:	Why, you... shut up!
