context: But then, you're gonna pay! response:	I can use these guys.
context: I see. Perhaps you can ask the boy himself why he did that someday.\Himself? What do you mean, himself?\Now then, Rachel- kun,\there are still a great deal of things I must ask of you.\You still haven't even told me about how you got hurt.\Right.\What is this?\What the hell? response:	Dallas,
context: Himself? What do you mean, himself?\Now then, Rachel- kun,\there are still a great deal of things I must ask of you.\You still haven't even told me about how you got hurt.\Right.\What is this?\What the hell?\Dallas, response:	that girl injected us with something.
context: Now then, Rachel- kun,\there are still a great deal of things I must ask of you.\You still haven't even told me about how you got hurt.\Right.\What is this?\What the hell?\Dallas,\that girl injected us with something. response:	It looks like you're awake.
context: there are still a great deal of things I must ask of you.\You still haven't even told me about how you got hurt.\Right.\What is this?\What the hell?\Dallas,\that girl injected us with something.\It looks like you're awake. response:	Who are you?! What are you going to do with us?!
context: You still haven't even told me about how you got hurt.\Right.\What is this?\What the hell?\Dallas,\that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?! response:	I am Szilard Quates.
context: Right.\What is this?\What the hell?\Dallas,\that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates. response:	After I have asked you something I need to ask you, I'm going to have you killed.
context: What is this?\What the hell?\Dallas,\that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed. response:	Does that answer your question?
context: What the hell?\Dallas,\that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question? response:	You're going to have us killed? You just take your best shot!
context: Dallas,\that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot! response:	H-Hey, hey!
context: that girl injected us with something.\It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey! response:	Hmph, he didn't live a respectable life, huh?
context: It looks like you're awake.\Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh? response:	I can't tell whether or not the medicine is safe.
context: Who are you?! What are you going to do with us?!\I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe. response:	Dallas Genoard...
context: I am Szilard Quates.\After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard... response:	How would you like to make a deal?
context: After I have asked you something I need to ask you, I'm going to have you killed.\Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal? response:	Looks like the shock is too great. We'll continue this later.
context: Does that answer your question?\You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later. response:	Ennis, what happened to the other two who were there?
context: You're going to have us killed? You just take your best shot!\H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there? response:	They left the area right away. There's no sign that I was followed.
context: H-Hey, hey!\Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed. response:	I see. Then there shouldn't be any problem.
context: Hmph, he didn't live a respectable life, huh?\I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem. response:	Right.
context: I can't tell whether or not the medicine is safe.\Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right. response:	The finished product appears to be in the den of a mafia family named Gandor.
context: Dallas Genoard...\How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor. response:	We can't afford to botch negotiating with them and revealing any information about us.
context: How would you like to make a deal?\Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us. response:	Have those three steal it back.
context: Looks like the shock is too great. We'll continue this later.\Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back. response:	This bunch appears to have a grievance with the Gandors.
context: Ennis, what happened to the other two who were there?\They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors. response:	Once they find out they have been given immortal bodies,
context: They left the area right away. There's no sign that I was followed.\I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies, response:	they will gladly obey.
context: I see. Then there shouldn't be any problem.\Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey. response:	Right.
context: Right.\The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey.\Right. response:	Szilard- sama!
context: The finished product appears to be in the den of a mafia family named Gandor.\We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey.\Right.\Szilard- sama! response:	Even if it was the unfinished product that you injected them with earlier...
context: We can't afford to botch negotiating with them and revealing any information about us.\Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey.\Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier... response:	Why would you give it to those hoodlums?
context: Have those three steal it back.\This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey.\Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums? response:	Be quiet!
context: This bunch appears to have a grievance with the Gandors.\Once they find out they have been given immortal bodies,\they will gladly obey.\Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet! response:	This could turn into a quarrel with the mafia.
context: Once they find out they have been given immortal bodies,\they will gladly obey.\Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia. response:	That bunch are tools to that end.
context: they will gladly obey.\Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end. response:	Once I am done with them, I'll devour them. Any problem with that?
context: Right.\Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that? response:	If any of you have the strength to tussle with gangsters and win,
context: Szilard- sama!\Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win, response:	that's another story.
context: Even if it was the unfinished product that you injected them with earlier...\Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story. response:	Mary!
context: Why would you give it to those hoodlums?\Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary! response:	I trust you are relieved?
context: Be quiet!\This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary!\I trust you are relieved? response:	We have rescued your daughter from those despicable white suits.
context: This could turn into a quarrel with the mafia.\That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits. response:	Now then, if a signal flare goes up tomorrow morning
context: That bunch are tools to that end.\Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning response:	on a bridge that this train will pass over,
context: Once I am done with them, I'll devour them. Any problem with that?\If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over, response:	then provisionally, you will be spared.
context: If any of you have the strength to tussle with gangsters and win,\that's another story.\Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared. response:	Provisionally, you understand.
context: that's another story.\Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand. response:	This is a negotiation.
context: Mary!\I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation. response:	Since we cannot negotiate from inside the train,
context: I trust you are relieved?\We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train, response:	I'm having my men conduct the negotiations with your husband.
context: We have rescued your daughter from those despicable white suits.\Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband. response:	You mean...
context: Now then, if a signal flare goes up tomorrow morning\on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean... response:	In the event that we do not reach an understanding with your husband,
context: on a bridge that this train will pass over,\then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband, response:	to assure him that our actions are not a bluff,
context: then provisionally, you will be spared.\Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff, response:	I regret to inform you that your daughter's body will end up being left
context: Provisionally, you understand.\This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left response:	along the side of the tracks.
context: This is a negotiation.\Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks. response:	I do hope that you will not ask us to kill you, instead.
context: Since we cannot negotiate from inside the train,\I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead. response:	There is no particular reason why,
context: I'm having my men conduct the negotiations with your husband.\You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why, response:	but for the trouble it would cause, I must refuse.
context: You mean...\In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse. response:	Further, please be aware that if there is any police obstruction
context: In the event that we do not reach an understanding with your husband,\to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction response:	on the tracks along the way, it will mean the loss of your daughter.
context: to assure him that our actions are not a bluff,\I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter. response:	I should tell you, for your information,
context: I regret to inform you that your daughter's body will end up being left\along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information, response:	that it will be death by shooting, so please prepare yourself.
context: along the side of the tracks.\I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself. response:	I'll raise.
context: I do hope that you will not ask us to kill you, instead.\There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise. response:	Whoa, aren't you the bold one?
context: There is no particular reason why,\but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one? response:	I'm out.
context: but for the trouble it would cause, I must refuse.\Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one?\I'm out. response:	Well then, I guess I'll call.
context: Further, please be aware that if there is any police obstruction\on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call. response:	Who are you guys?
context: on the tracks along the way, it will mean the loss of your daughter.\I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call.\Who are you guys? response:	Oh, as it happens, we were here this afternoon, and forgot something.
context: I should tell you, for your information,\that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something. response:	You forgot something?
context: that it will be death by shooting, so please prepare yourself.\I'll raise.\Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something? response:	Yes. Ah, that box.
context: I'll raise.\Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box. response:	I hate to say it, but I've got no way of knowing if that's really yours.
context: Whoa, aren't you the bold one?\I'm out.\Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours. response:	You'll have to wait until Luck- san comes back tomorr-
context: I'm out.\Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr- response:	Is that all you've got?!
context: Well then, I guess I'll call.\Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?! response:	You go calling us nothing but scum, and this is all you've got?!
context: Who are you guys?\Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?! response:	This is so gratifying, it's laughable!
context: Oh, as it happens, we were here this afternoon, and forgot something.\You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable! response:	The phone... Have to... contact... Luck- san...
context: You forgot something?\Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san... response:	I'm pretty sure... Luck- san is...
context: Yes. Ah, that box.\I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is... response:	That hurt.
context: I hate to say it, but I've got no way of knowing if that's really yours.\You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt. response:	We really are immortal!
context: You'll have to wait until Luck- san comes back tomorr-\Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt.\We really are immortal! response:	I'm overcome. I am absolutely overcome!
context: Is that all you've got?!\You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome! response:	What did you want from me, kid?
context: You go calling us nothing but scum, and this is all you've got?!\This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid? response:	Mister, you're really powerful, huh? You really surprised me!
context: This is so gratifying, it's laughable!\The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me! response:	Oh, really? You think so?
context: The phone... Have to... contact... Luck- san...\I'm pretty sure... Luck- san is...\That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so? response:	Mm-hmm. Mister, if you stepped into the ring,
context: I'm pretty sure... Luck- san is...\That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring, response:	I'm sure you'd be wearing the belt by now.
context: That hurt.\We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now. response:	I don't dislike kids who are good at flattery.
context: We really are immortal!\I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery. response:	So, what do you want?
context: I'm overcome. I am absolutely overcome!\What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want? response:	The thing is, I need a favor from you, mister.
context: What did you want from me, kid?\Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister. response:	A favor?
context: Mister, you're really powerful, huh? You really surprised me!\Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister.\A favor? response:	Don't look at me so scary, mister.
context: Oh, really? You think so?\Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister. response:	Shut up. Don't you forget that the only reason you're still alive
context: Mm-hmm. Mister, if you stepped into the ring,\I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive response:	is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.
context: I'm sure you'd be wearing the belt by now.\I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle. response:	Whether this favor you're going to ask of me makes me angry
context: I don't dislike kids who are good at flattery.\So, what do you want?\The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry response:	or makes me laugh will determine how long you live, boy.
context: So, what do you want?\The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy. response:	Okay, listen.
context: The thing is, I need a favor from you, mister.\A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen. response:	Would you kill all of the people in the dining car for me?
context: A favor?\Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me? response:	What?
context: Don't look at me so scary, mister.\Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me?\What? response:	Do you realize what you're saying?
context: Shut up. Don't you forget that the only reason you're still alive\is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying? response:	Mm-hmm.
context: is because you didn't call me, Ladd- sama, who turns 25 this year, Uncle.\Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying?\Mm-hmm. response:	Looking up at the starry sky that goes on forever, we sing
context: Whether this favor you're going to ask of me makes me angry\or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: or makes me laugh will determine how long you live, boy.\Okay, listen.\Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: Okay, listen.\Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: Would you kill all of the people in the dining car for me?\What?\Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: What?\Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: Do you realize what you're saying?\Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: Mm-hmm.\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our Io ve
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our Io ve response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our Io ve\though it may still be such a tiny light now response:	Hey, Miria, what exactly is Czes-kun so scared of?
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our Io ve\though it may still be such a tiny light now\Hey, Miria, what exactly is Czes-kun so scared of? response:	That sha in fushisha refers to people, right?
