context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Exactly! You don't have any, but that's what's good!\What is this?\So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired. response:	Onee-sama, you dance, too.
context: What is this?\So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too. response:	Let's let her sleep for a while.
context: So heavy...\What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while. response:	Yes.
context: What's the matter, Tiffa?\Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes. response:	Saito-san, what's that bottle?
context: Illococoo-san fell asleep on the stage all of a sudden.\What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle? response:	This?
context: What? What's wrong with her?\I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle?\This? response:	I found it there.
context: I heard it is tiring for nature dragons to stay in human form.\She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle?\This?\I found it there. response:	Could that be...!
context: She must be tired.\Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle?\This?\I found it there.\Could that be...! response:	Come on. What's wrong with touching a breast that you could hardly even call a breast?
context: Onee-sama, you dance, too.\Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle?\This?\I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast? response:	Stop it, you pervert baron!
context: Let's let her sleep for a while.\Yes.\Saito-san, what's that bottle?\This?\I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron! response:	I can't have enough of this flat chest!
context: Yes.\Saito-san, what's that bottle?\This?\I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest! response:	Let go of Louise!
context: Saito-san, what's that bottle?\This?\I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise! response:	Saito!
context: This?\I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise!\Saito! response:	It looks like you guys are no ordinary travelling circus.
context: I found it there.\Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus. response:	Don't even try.
context: Could that be...!\Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try. response:	Take another step and her head will be blown off.
context: Come on. What's wrong with touching a breast that you could hardly even call a breast?\Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off. response:	Nau cid yisa waysarel.
context: Stop it, you pervert baron!\I can't have enough of this flat chest!\Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel. response:	Hagaraz yul beog.
context: I can't have enough of this flat chest!\Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog. response:	Need is algees.
context: Let go of Louise!\Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees. response:	Bel kana man lagoo!
context: Saito!\It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees.\Bel kana man lagoo! response:	Saito!
context: It looks like you guys are no ordinary travelling circus.\Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees.\Bel kana man lagoo!\Saito! response:	Louise.
context: Don't even try.\Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees.\Bel kana man lagoo!\Saito!\Louise. response:	Saito.
context: Take another step and her head will be blown off.\Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees.\Bel kana man lagoo!\Saito!\Louise.\Saito. response:	Thank you, Tiffa.
context: Nau cid yisa waysarel.\Hagaraz yul beog.\Need is algees.\Bel kana man lagoo!\Saito!\Louise.\Saito.\Thank you, Tiffa. response:	Don't go without your wand.
context: Hagaraz yul beog.\Need is algees.\Bel kana man lagoo!\Saito!\Louise.\Saito.\Thank you, Tiffa.\Don't go without your wand. response:	Well, I wanted to be of some use...
context: Need is algees.\Bel kana man lagoo!\Saito!\Louise.\Saito.\Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use... response:	You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.
context: Bel kana man lagoo!\Saito!\Louise.\Saito.\Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in. response:	What?
context: Saito!\Louise.\Saito.\Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What? response:	What was I doing here?
context: Louise.\Saito.\Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here? response:	Those are breasts to my liking!
context: Saito.\Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here?\Those are breasts to my liking! response:	I know! Mine are so flat that it's almost foolish!
context: Thank you, Tiffa.\Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish! response:	I'm so sorry!
context: Don't go without your wand.\Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry! response:	Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.
context: Well, I wanted to be of some use...\You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was. response:	There, Lu was shaking, clutching her knees.
context: You're foolish to hide something in your breasts when you don't even have any cleavage to hide it in.\What?\What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees. response:	Ivaldi reached out to Lu.
context: What?\What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu. response:	No hero will come for me.
context: What was I doing here?\Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me. response:	No one will come...
context: Those are breasts to my liking!\I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me.\No one will come... response:	Ivaldi...
context: I know! Mine are so flat that it's almost foolish!\I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me.\No one will come...\Ivaldi... response:	Are these really all the soldiers?
context: I'm so sorry!\Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me.\No one will come...\Ivaldi...\Are these really all the soldiers? response:	Don't worry. Even if there are some around, I will -
context: Having slain the dragon, Ivaldi made his way deeper into the cave where the room was.\There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me.\No one will come...\Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will - response:	What are you doing?
context: There, Lu was shaking, clutching her knees.\Ivaldi reached out to Lu.\No hero will come for me.\No one will come...\Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing? response:	We have a guest!
context: Ivaldi reached out to Lu.\No hero will come for me.\No one will come...\Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest! response:	Don't!
context: No hero will come for me.\No one will come...\Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest!\Don't! response:	Kirche!
context: No one will come...\Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest!\Don't!\Kirche! response:	It's futile.
context: Ivaldi...\Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest!\Don't!\Kirche!\It's futile. response:	He's an elf!
context: Are these really all the soldiers?\Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest!\Don't!\Kirche!\It's futile.\He's an elf! response:	He's the one that took Onee-sama away.
context: Don't worry. Even if there are some around, I will -\What are you doing?\We have a guest!\Don't!\Kirche!\It's futile.\He's an elf!\He's the one that took Onee-sama away. response:	Give Onee-sama back to us!
context: What are you doing?\We have a guest!\Don't!\Kirche!\It's futile.\He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us! response:	You're that nature dragon.
context: We have a guest!\Don't!\Kirche!\It's futile.\He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon. response:	You came all the way here to save her?
context: Don't!\Kirche!\It's futile.\He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her? response:	But I cannot let you have your way.
context: Kirche!\It's futile.\He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way. response:	Spirits that live in the stones.
context: It's futile.\He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones. response:	Here, I command you in the name of the ancient contract.
context: He's an elf!\He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract. response:	Strike those who stand in my way!
context: He's the one that took Onee-sama away.\Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way! response:	Don't underestimate us!
context: Give Onee-sama back to us!\You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us! response:	Get blown away!
context: You're that nature dragon.\You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us!\Get blown away! response:	All right!
context: You came all the way here to save her?\But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us!\Get blown away!\All right! response:	Stop it!
context: But I cannot let you have your way.\Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us!\Get blown away!\All right!\Stop it! response:	Saito!
context: Spirits that live in the stones.\Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us!\Get blown away!\All right!\Stop it!\Saito! response:	Saito-san!
context: Here, I command you in the name of the ancient contract.\Strike those who stand in my way!\Don't underestimate us!\Get blown away!\All right!\Stop it!\Saito!\Saito-san! response:	Begone, warrior!
context: Strike those who stand in my way!\Don't underestimate us!\Get blown away!\All right!\Stop it!\Saito!\Saito-san!\Begone, warrior! response:	You stand no chance against me.
context: Don't underestimate us!\Get blown away!\All right!\Stop it!\Saito!\Saito-san!\Begone, warrior!\You stand no chance against me. response:	Saito, what was that?
context: Get blown away!\All right!\Stop it!\Saito!\Saito-san!\Begone, warrior!\You stand no chance against me.\Saito, what was that? response:	I don't know.
context: All right!\Stop it!\Saito!\Saito-san!\Begone, warrior!\You stand no chance against me.\Saito, what was that?\I don't know. response:	It's like there's an invisible wall.
context: Stop it!\Saito!\Saito-san!\Begone, warrior!\You stand no chance against me.\Saito, what was that?\I don't know.\It's like there's an invisible wall. response:	That was Counter.
context: Saito!\Saito-san!\Begone, warrior!\You stand no chance against me.\Saito, what was that?\I don't know.\It's like there's an invisible wall.\That was Counter. response:	A dirty nature magic that reflects all sorts of physical and magic attacks.
context: Saito-san!\Begone, warrior!\You stand no chance against me.\Saito, what was that?\I don't know.\It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks. response:	So there's nothing that works against him?
context: Begone, warrior!\You stand no chance against me.\Saito, what was that?\I don't know.\It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him? response:	That's not true. You already know how to nullify nature magic.
context: You stand no chance against me.\Saito, what was that?\I don't know.\It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic. response:	Dispel, right?
context: Saito, what was that?\I don't know.\It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right? response:	Chant it, Louise.
context: I don't know.\It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise. response:	I'll buy you the time!
context: It's like there's an invisible wall.\That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise.\I'll buy you the time! response:	Yeah.
context: That was Counter.\A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise.\I'll buy you the time!\Yeah. response:	Ful blisars ansul ken.
context: A dirty nature magic that reflects all sorts of physical and magic attacks.\So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise.\I'll buy you the time!\Yeah.\Ful blisars ansul ken. response:	Gyofu need nousis.
context: So there's nothing that works against him?\That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise.\I'll buy you the time!\Yeah.\Ful blisars ansul ken.\Gyofu need nousis. response:	Heilos iala
context: That's not true. You already know how to nullify nature magic.\Dispel, right?\Chant it, Louise.\I'll buy you the time!\Yeah.\Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala response:	Damn it.
context: Dispel, right?\Chant it, Louise.\I'll buy you the time!\Yeah.\Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala\Damn it. response:	Elpeo Y's.
context: Chant it, Louise.\I'll buy you the time!\Yeah.\Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala\Damn it.\Elpeo Y's. response:	Cast the Dispel on me!
context: I'll buy you the time!\Yeah.\Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala\Damn it.\Elpeo Y's.\Cast the Dispel on me! response:	The devil's power?!
context: Yeah.\Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala\Damn it.\Elpeo Y's.\Cast the Dispel on me!\The devil's power?! response:	Wait, Saito-san!
context: Ful blisars ansul ken.\Gyofu need nousis.\Heilos iala\Damn it.\Elpeo Y's.\Cast the Dispel on me!\The devil's power?!\Wait, Saito-san! response:	Please, no more...
context: Gyofu need nousis.\Heilos iala\Damn it.\Elpeo Y's.\Cast the Dispel on me!\The devil's power?!\Wait, Saito-san!\Please, no more... response:	But he took Tabitha and attacked everyone!
context: Heilos iala\Damn it.\Elpeo Y's.\Cast the Dispel on me!\The devil's power?!\Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone! response:	Why is my kind with the devil's child?
context: Damn it.\Elpeo Y's.\Cast the Dispel on me!\The devil's power?!\Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child? response:	My mother taught me.
context: Elpeo Y's.\Cast the Dispel on me!\The devil's power?!\Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me. response:	Elves do not fight by choice.
context: Cast the Dispel on me!\The devil's power?!\Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice. response:	I'm sure he has his reasons, too.
context: The devil's power?!\Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too. response:	Even so...
context: Wait, Saito-san!\Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so... response:	Saito...
context: Please, no more...\But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so...\Saito... response:	Louise.
context: But he took Tabitha and attacked everyone!\Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so...\Saito...\Louise. response:	We're here to save Tabitha.
context: Why is my kind with the devil's child?\My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so...\Saito...\Louise.\We're here to save Tabitha. response:	If he's no longer in our way, there's no need for us to hurt him...
context: My mother taught me.\Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so...\Saito...\Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him... response:	Louise-san!
context: Elves do not fight by choice.\I'm sure he has his reasons, too.\Even so...\Saito...\Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san! response:	Louise!
context: I'm sure he has his reasons, too.\Even so...\Saito...\Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise! response:	Damn it...
context: Even so...\Saito...\Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise!\Damn it... response:	That girl is in the north tower.
context: Saito...\Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise!\Damn it...\That girl is in the north tower. response:	The door is locked with the power of the spirits,
context: Louise.\We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise!\Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits, response:	but I'll have it unlocked.
context: We're here to save Tabitha.\If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise!\Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked. response:	Louise!
context: If he's no longer in our way, there's no need for us to hurt him...\Louise-san!\Louise!\Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise! response:	Let me warn you of one thing.
context: Louise-san!\Louise!\Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise!\Let me warn you of one thing. response:	Joseph, the King of Gallia, is a heartless man.
context: Louise!\Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man. response:	This won't end it.
context: Damn it...\That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it. response:	Keep that in mind.
context: That girl is in the north tower.\The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind. response:	Tabitha.
context: The door is locked with the power of the spirits,\but I'll have it unlocked.\Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind.\Tabitha. response:	Onee-sama!
context: but I'll have it unlocked.\Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind.\Tabitha.\Onee-sama! response:	Tabitha!
context: Louise!\Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind.\Tabitha.\Onee-sama!\Tabitha! response:	Everything's okay now.
context: Let me warn you of one thing.\Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind.\Tabitha.\Onee-sama!\Tabitha!\Everything's okay now. response:	Looks like Vitartial failed.
context: Joseph, the King of Gallia, is a heartless man.\This won't end it.\Keep that in mind.\Tabitha.\Onee-sama!\Tabitha!\Everything's okay now.\Looks like Vitartial failed. response:	That was too easy for them.
context: This won't end it.\Keep that in mind.\Tabitha.\Onee-sama!\Tabitha!\Everything's okay now.\Looks like Vitartial failed.\That was too easy for them. response:	But who cares. It was only the first act.
context: Keep that in mind.\Tabitha.\Onee-sama!\Tabitha!\Everything's okay now.\Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act. response:	So you'll finally use it?
context: Tabitha.\Onee-sama!\Tabitha!\Everything's okay now.\Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it? response:	Yeah.
context: Onee-sama!\Tabitha!\Everything's okay now.\Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it?\Yeah. response:	Let's play with this new toy a little.
context: Tabitha!\Everything's okay now.\Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it?\Yeah.\Let's play with this new toy a little. response:	Sigh...
context: Everything's okay now.\Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it?\Yeah.\Let's play with this new toy a little.\Sigh... response:	It's impossible.
context: Looks like Vitartial failed.\That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it?\Yeah.\Let's play with this new toy a little.\Sigh...\It's impossible. response:	But...
context: That was too easy for them.\But who cares. It was only the first act.\So you'll finally use it?\Yeah.\Let's play with this new toy a little.\Sigh...\It's impossible.\But... response:	I feel so bad for myself.
context: But who cares. It was only the first act.\So you'll finally use it?\Yeah.\Let's play with this new toy a little.\Sigh...\It's impossible.\But...\I feel so bad for myself. response:	I want to blow off all my worries and anxiety,
context: So you'll finally use it?\Yeah.\Let's play with this new toy a little.\Sigh...\It's impossible.\But...\I feel so bad for myself.\I want to blow off all my worries and anxiety, response:	and yet I can't use any magic now!
context: Yeah.\Let's play with this new toy a little.\Sigh...\It's impossible.\But...\I feel so bad for myself.\I want to blow off all my worries and anxiety,\and yet I can't use any magic now! response:	Zero no Tsukaima. Princess no Rondo.
context: Let's play with this new toy a little.\Sigh...\It's impossible.\But...\I feel so bad for myself.\I want to blow off all my worries and anxiety,\and yet I can't use any magic now!\Zero no Tsukaima. Princess no Rondo. response:	Final episode: Wings of Freedom.
context: Sigh...\It's impossible.\But...\I feel so bad for myself.\I want to blow off all my worries and anxiety,\and yet I can't use any magic now!\Zero no Tsukaima. Princess no Rondo.\Final episode: Wings of Freedom. response:	Keep your eyes only on me!
context: It's impossible.\But...\I feel so bad for myself.\I want to blow off all my worries and anxiety,\and yet I can't use any magic now!\Zero no Tsukaima. Princess no Rondo.\Final episode: Wings of Freedom.\Keep your eyes only on me! response:	I won't forgive you if you look away.
