context: I'm sorry. response:	Senpai, what is this?
context: Have you thought about that?\After all the courage it must've taken to tell you who she really is,\have you done anything for her in return?\What should I do?\That's what I'm saying you should think about.\What can you do for her?\What should you do?\If you care about her, you should find your answer. response:	Thank you.
context: After all the courage it must've taken to tell you who she really is,\have you done anything for her in return?\What should I do?\That's what I'm saying you should think about.\What can you do for her?\What should you do?\If you care about her, you should find your answer.\Thank you. response:	I'll think about it.
context: have you done anything for her in return?\What should I do?\That's what I'm saying you should think about.\What can you do for her?\What should you do?\If you care about her, you should find your answer.\Thank you.\I'll think about it. response:	That's right.
context: What should I do?\That's what I'm saying you should think about.\What can you do for her?\What should you do?\If you care about her, you should find your answer.\Thank you.\I'll think about it.\That's right. response:	Move.
context: That's what I'm saying you should think about.\What can you do for her?\What should you do?\If you care about her, you should find your answer.\Thank you.\I'll think about it.\That's right.\Move. response:	Don't stop.
context: What can you do for her?\What should you do?\If you care about her, you should find your answer.\Thank you.\I'll think about it.\That's right.\Move.\Don't stop. response:	Move forward.
context: What should you do?\If you care about her, you should find your answer.\Thank you.\I'll think about it.\That's right.\Move.\Don't stop.\Move forward. response:	Kaito Kirishima
context: If you care about her, you should find your answer.\Thank you.\I'll think about it.\That's right.\Move.\Don't stop.\Move forward.\Kaito Kirishima response:	What is Kai doing?
context: Thank you.\I'll think about it.\That's right.\Move.\Don't stop.\Move forward.\Kaito Kirishima\What is Kai doing? response:	He's never home.
context: I'll think about it.\That's right.\Move.\Don't stop.\Move forward.\Kaito Kirishima\What is Kai doing?\He's never home. response:	And he doesn't pick up his phone.
context: That's right.\Move.\Don't stop.\Move forward.\Kaito Kirishima\What is Kai doing?\He's never home.\And he doesn't pick up his phone. response:	Satoshi, you idiot.
context: Move.\Don't stop.\Move forward.\Kaito Kirishima\What is Kai doing?\He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot. response:	I'm not coming home anymore.
context: Don't stop.\Move forward.\Kaito Kirishima\What is Kai doing?\He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore. response:	And go home already, Nee-chan!
context: Move forward.\Kaito Kirishima\What is Kai doing?\He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan! response:	Kaito-kun?
context: Kaito Kirishima\What is Kai doing?\He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun? response:	The person I love...
context: What is Kai doing?\He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun?\The person I love... response:	The person I...
context: He's never home.\And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun?\The person I love...\The person I... response:	I looked at FT-32, so next is PF...
context: And he doesn't pick up his phone.\Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun?\The person I love...\The person I...\I looked at FT-32, so next is PF... response:	Where are you going?
context: Satoshi, you idiot.\I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun?\The person I love...\The person I...\I looked at FT-32, so next is PF...\Where are you going? response:	Tanigawa-san?
context: I'm not coming home anymore.\And go home already, Nee-chan!\Kaito-kun?\The person I love...\The person I...\I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san? response:	Are you looking for that place again?
context: And go home already, Nee-chan!\Kaito-kun?\The person I love...\The person I...\I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san?\Are you looking for that place again? response:	Yes...
context: Kaito-kun?\The person I love...\The person I...\I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san?\Are you looking for that place again?\Yes... response:	And when you find it,
context: The person I love...\The person I...\I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san?\Are you looking for that place again?\Yes...\And when you find it, response:	you're going back to your home planet, right?
context: The person I...\I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san?\Are you looking for that place again?\Yes...\And when you find it,\you're going back to your home planet, right? response:	That's fine with me.
context: I looked at FT-32, so next is PF...\Where are you going?\Tanigawa-san?\Are you looking for that place again?\Yes...\And when you find it,\you're going back to your home planet, right?\That's fine with me. response:	I actually consider it lucky.
context: Where are you going?\Tanigawa-san?\Are you looking for that place again?\Yes...\And when you find it,\you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky. response:	Because I...
context: Tanigawa-san?\Are you looking for that place again?\Yes...\And when you find it,\you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky.\Because I... response:	I'll be much happier once my rival's gone!
context: Are you looking for that place again?\Yes...\And when you find it,\you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone! response:	Tanigawa-san?
context: Yes...\And when you find it,\you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone!\Tanigawa-san? response:	You know how Kaito-kun feels, right?
context: And when you find it,\you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right? response:	Even I can tell.
context: you're going back to your home planet, right?\That's fine with me.\I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell. response:	So you should know, too.
context: That's fine with me.\I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too. response:	And I know something else.
context: I actually consider it lucky.\Because I...\I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too.\And I know something else. response:	You like him, too.
context: Because I...\I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too.\And I know something else.\You like him, too. response:	Right?
context: I'll be much happier once my rival's gone!\Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too.\And I know something else.\You like him, too.\Right? response:	Wh-What are you talking about?
context: Tanigawa-san?\You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too.\And I know something else.\You like him, too.\Right?\Wh-What are you talking about? response:	Can't tell him because you're an alien?
context: You know how Kaito-kun feels, right?\Even I can tell.\So you should know, too.\And I know something else.\You like him, too.\Right?\Wh-What are you talking about?\Can't tell him because you're an alien? response:	And you can't be with him because you can't stay here forever?
context: Even I can tell.\So you should know, too.\And I know something else.\You like him, too.\Right?\Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever? response:	Are you going to use that as an excuse to just keep running from him?
context: So you should know, too.\And I know something else.\You like him, too.\Right?\Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him? response:	I'm not running...
context: And I know something else.\You like him, too.\Right?\Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running... response:	You're running right now.
context: You like him, too.\Right?\Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now. response:	I'm looking for that place
context: Right?\Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now.\I'm looking for that place response:	You're pretending to look as hard as you can
context: Wh-What are you talking about?\Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now.\I'm looking for that place\You're pretending to look as hard as you can response:	so you don't have to look at him.
context: Can't tell him because you're an alien?\And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now.\I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him. response:	You're running!
context: And you can't be with him because you can't stay here forever?\Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now.\I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him.\You're running! response:	I don't have a choice!
context: Are you going to use that as an excuse to just keep running from him?\I'm not running...\You're running right now.\I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him.\You're running!\I don't have a choice! response:	I can't stay here
context: I'm not running...\You're running right now.\I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him.\You're running!\I don't have a choice!\I can't stay here response:	You do have a choice!
context: You're running right now.\I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him.\You're running!\I don't have a choice!\I can't stay here\You do have a choice! response:	What is it then?
context: I'm looking for that place\You're pretending to look as hard as you can\so you don't have to look at him.\You're running!\I don't have a choice!\I can't stay here\You do have a choice!\What is it then? response:	Tell him you like him!
context: You're pretending to look as hard as you can\so you don't have to look at him.\You're running!\I don't have a choice!\I can't stay here\You do have a choice!\What is it then?\Tell him you like him! response:	Why don't you?
context: so you don't have to look at him.\You're running!\I don't have a choice!\I can't stay here\You do have a choice!\What is it then?\Tell him you like him!\Why don't you? response:	You can be with the person you like!
context: You're running!\I don't have a choice!\I can't stay here\You do have a choice!\What is it then?\Tell him you like him!\Why don't you?\You can be with the person you like! response:	Isn't that a good thing?
context: I don't have a choice!\I can't stay here\You do have a choice!\What is it then?\Tell him you like him!\Why don't you?\You can be with the person you like!\Isn't that a good thing? response:	It's something I can't have no matter how much I want it,
context: I can't stay here\You do have a choice!\What is it then?\Tell him you like him!\Why don't you?\You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it, response:	and you can have it just by reaching out.
context: You do have a choice!\What is it then?\Tell him you like him!\Why don't you?\You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out. response:	And all you do is make excuses and run.
context: What is it then?\Tell him you like him!\Why don't you?\You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run. response:	You don't even know what Kaito-kun is doing right now!
context: Tell him you like him!\Why don't you?\You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now! response:	Kaito-kun?
context: Why don't you?\You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun? response:	What is he doing?
context: You can be with the person you like!\Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing? response:	Find out yourself!
context: Isn't that a good thing?\It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing?\Find out yourself! response:	You idiot!
context: It's something I can't have no matter how much I want it,\and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing?\Find out yourself!\You idiot! response:	Why?
context: and you can have it just by reaching out.\And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing?\Find out yourself!\You idiot!\Why? response:	Why are you here?!
context: And all you do is make excuses and run.\You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing?\Find out yourself!\You idiot!\Why?\Why are you here?! response:	Is it that fun to watch me be rejected?
context: You don't even know what Kaito-kun is doing right now!\Kaito-kun?\What is he doing?\Find out yourself!\You idiot!\Why?\Why are you here?!\Is it that fun to watch me be rejected? response:	Were you just pretending to help me so you could see this happen?
context: Kaito-kun?\What is he doing?\Find out yourself!\You idiot!\Why?\Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen? response:	That's horrible!
context: What is he doing?\Find out yourself!\You idiot!\Why?\Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible! response:	Leave...
context: Find out yourself!\You idiot!\Why?\Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible!\Leave... response:	Go home...
context: You idiot!\Why?\Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible!\Leave...\Go home... response:	Let me cry...
context: Why?\Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible!\Leave...\Go home...\Let me cry... response:	Please, Kanna.
context: Why are you here?!\Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible!\Leave...\Go home...\Let me cry...\Please, Kanna. response:	Don't cry.
context: Is it that fun to watch me be rejected?\Were you just pretending to help me so you could see this happen?\That's horrible!\Leave...\Go home...\Let me cry...\Please, Kanna.\Don't cry. response:	I love Kaito-kun.
context: Were you just pretending to help me so you could see this happen?\That's horrible!\Leave...\Go home...\Let me cry...\Please, Kanna.\Don't cry.\I love Kaito-kun. response:	I love him.
context: That's horrible!\Leave...\Go home...\Let me cry...\Please, Kanna.\Don't cry.\I love Kaito-kun.\I love him. response:	There's a tree and a lake...
context: Leave...\Go home...\Let me cry...\Please, Kanna.\Don't cry.\I love Kaito-kun.\I love him.\There's a tree and a lake... response:	What's at this place?
context: Go home...\Let me cry...\Please, Kanna.\Don't cry.\I love Kaito-kun.\I love him.\There's a tree and a lake...\What's at this place? response:	I guess that's enough.
context: Let me cry...\Please, Kanna.\Don't cry.\I love Kaito-kun.\I love him.\There's a tree and a lake...\What's at this place?\I guess that's enough. response:	Next is...
context: Please, Kanna.\Don't cry.\I love Kaito-kun.\I love him.\There's a tree and a lake...\What's at this place?\I guess that's enough.\Next is... response:	S-Senpai?
context: Don't cry.\I love Kaito-kun.\I love him.\There's a tree and a lake...\What's at this place?\I guess that's enough.\Next is...\S-Senpai? response:	Why?
context: I love Kaito-kun.\I love him.\There's a tree and a lake...\What's at this place?\I guess that's enough.\Next is...\S-Senpai?\Why? response:	Jeez... nobody asked you to be so cool.
context: I love him.\There's a tree and a lake...\What's at this place?\I guess that's enough.\Next is...\S-Senpai?\Why?\Jeez... nobody asked you to be so cool. response:	You were looking for it for me, weren't you?
context: There's a tree and a lake...\What's at this place?\I guess that's enough.\Next is...\S-Senpai?\Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you? response:	Thank you.
context: What's at this place?\I guess that's enough.\Next is...\S-Senpai?\Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you. response:	I'm sorry.
context: I guess that's enough.\Next is...\S-Senpai?\Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you.\I'm sorry. response:	I shouldn't have...
context: Next is...\S-Senpai?\Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you.\I'm sorry.\I shouldn't have... response:	I was thinking I had to go home.
context: S-Senpai?\Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you.\I'm sorry.\I shouldn't have...\I was thinking I had to go home. response:	Because I'd cause problems for everyone.
context: Why?\Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you.\I'm sorry.\I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone. response:	But I didn't want to.
context: Jeez... nobody asked you to be so cool.\You were looking for it for me, weren't you?\Thank you.\I'm sorry.\I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to. response:	Tanigawa-san made me realize that the reason I didn't want to leave...
context: You were looking for it for me, weren't you?\Thank you.\I'm sorry.\I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave... response:	It wasn't just that...
context: Thank you.\I'm sorry.\I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that... response:	Um...
context: I'm sorry.\I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um... response:	Is it okay that I'm an alien?
context: I shouldn't have...\I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um...\Is it okay that I'm an alien? response:	Am I good enough?
context: I was thinking I had to go home.\Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um...\Is it okay that I'm an alien?\Am I good enough? response:	Yes.
context: Because I'd cause problems for everyone.\But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um...\Is it okay that I'm an alien?\Am I good enough?\Yes. response:	Can I tell you I like you?
context: But I didn't want to.\Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um...\Is it okay that I'm an alien?\Am I good enough?\Yes.\Can I tell you I like you? response:	No.
context: Tanigawa-san made me realize that the reason I didn't want to leave...\It wasn't just that...\Um...\Is it okay that I'm an alien?\Am I good enough?\Yes.\Can I tell you I like you?\No. response:	I'll do it first.
context: It wasn't just that...\Um...\Is it okay that I'm an alien?\Am I good enough?\Yes.\Can I tell you I like you?\No.\I'll do it first. response:	I like you.
context: Um...\Is it okay that I'm an alien?\Am I good enough?\Yes.\Can I tell you I like you?\No.\I'll do it first.\I like you. response:	I always have.
context: Is it okay that I'm an alien?\Am I good enough?\Yes.\Can I tell you I like you?\No.\I'll do it first.\I like you.\I always have. response:	I always have.
context: Am I good enough?\Yes.\Can I tell you I like you?\No.\I'll do it first.\I like you.\I always have.\I always have. response:	From the first time I saw you, I think.
context: Yes.\Can I tell you I like you?\No.\I'll do it first.\I like you.\I always have.\I always have.\From the first time I saw you, I think. response:	I don't think I knew,
context: Can I tell you I like you?\No.\I'll do it first.\I like you.\I always have.\I always have.\From the first time I saw you, I think.\I don't think I knew, response:	but I fell in love.
context: No.\I'll do it first.\I like you.\I always have.\I always have.\From the first time I saw you, I think.\I don't think I knew,\but I fell in love. response:	Um, this is my first time, so...
context: I'll do it first.\I like you.\I always have.\I always have.\From the first time I saw you, I think.\I don't think I knew,\but I fell in love.\Um, this is my first time, so... response:	This is my fourth time.
context: I like you.\I always have.\I always have.\From the first time I saw you, I think.\I don't think I knew,\but I fell in love.\Um, this is my first time, so...\This is my fourth time. response:	The first time was at the dam.
context: I always have.\I always have.\From the first time I saw you, I think.\I don't think I knew,\but I fell in love.\Um, this is my first time, so...\This is my fourth time.\The first time was at the dam. response:	The second was when you collapsed in the entryway.
context: I always have.\From the first time I saw you, I think.\I don't think I knew,\but I fell in love.\Um, this is my first time, so...\This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway. response:	The third was when the rescue pod attacked.
context: From the first time I saw you, I think.\I don't think I knew,\but I fell in love.\Um, this is my first time, so...\This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked. response:	They were all me?
context: I don't think I knew,\but I fell in love.\Um, this is my first time, so...\This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me? response:	It was to put the healing nanomachines in my body inside you.
context: but I fell in love.\Um, this is my first time, so...\This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you. response:	I'm glad they worked.
context: Um, this is my first time, so...\This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked. response:	No way...
context: This is my fourth time.\The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way... response:	That's not romantic at all.
context: The first time was at the dam.\The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way...\That's not romantic at all. response:	And...
context: The second was when you collapsed in the entryway.\The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way...\That's not romantic at all.\And... response:	There's more?
context: The third was when the rescue pod attacked.\They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way...\That's not romantic at all.\And...\There's more? response:	This is the fifth time.
context: They were all me?\It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way...\That's not romantic at all.\And...\There's more?\This is the fifth time. response:	Episode 10 Senpai and our...
context: It was to put the healing nanomachines in my body inside you.\I'm glad they worked.\No way...\That's not romantic at all.\And...\There's more?\This is the fifth time.\Episode 10 Senpai and our... response:	Just like joy exists because of sadness,
context: I'm glad they worked.\No way...\That's not romantic at all.\And...\There's more?\This is the fifth time.\Episode 10 Senpai and our...\Just like joy exists because of sadness, response:	someone is always crying in the shadow of someone's happiness.
context: No way...\That's not romantic at all.\And...\There's more?\This is the fifth time.\Episode 10 Senpai and our...\Just like joy exists because of sadness,\someone is always crying in the shadow of someone's happiness. response:	Even if you know that,
context: That's not romantic at all.\And...\There's more?\This is the fifth time.\Episode 10 Senpai and our...\Just like joy exists because of sadness,\someone is always crying in the shadow of someone's happiness.\Even if you know that, response:	strong feelings don't go away.
