context: Chaos response:	SHOGI HALL
context: Oh, man. He's so cool.\K-Kumakura 9th Dan gives me goosebumps!\I want to be like him!\How can he be so calm about it?\Right after a full set of matches?\Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over, response:	swearing that he'll be sitting in front of the champion next year, too...
context: K-Kumakura 9th Dan gives me goosebumps!\I want to be like him!\How can he be so calm about it?\Right after a full set of matches?\Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too... response:	Sorry I took so long.
context: I want to be like him!\How can he be so calm about it?\Right after a full set of matches?\Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long. response:	Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.
context: How can he be so calm about it?\Right after a full set of matches?\Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in. response:	I think that should do it.
context: Right after a full set of matches?\Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it. response:	Sorry for the hassle. I won't stop sneezing if I go into places like that.
context: Ah, Kengo is so cool!\Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that. response:	VACANT
context: Is it confidence?\Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT response:	TAKEN
context: Starting at square one and fighting through Class A, the den of demons, over and over,\swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN response:	See you. Thanks again.
context: swearing that he'll be sitting in front of the champion next year, too...\Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN\See you. Thanks again. response:	Want me to go with you?
context: Sorry I took so long.\Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN\See you. Thanks again.\Want me to go with you? response:	I'll thank you properly next time.
context: Here, toner, lotion, and they had a new moisturizing cream, so I tossed that in.\I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN\See you. Thanks again.\Want me to go with you?\I'll thank you properly next time. response:	Later.
context: I think that should do it.\Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN\See you. Thanks again.\Want me to go with you?\I'll thank you properly next time.\Later. response:	Central Hospital.
context: Sorry for the hassle. I won't stop sneezing if I go into places like that.\VACANT\TAKEN\See you. Thanks again.\Want me to go with you?\I'll thank you properly next time.\Later.\Central Hospital. response:	Hey.
context: VACANT\TAKEN\See you. Thanks again.\Want me to go with you?\I'll thank you properly next time.\Later.\Central Hospital.\Hey. response:	I'm here.
context: TAKEN\See you. Thanks again.\Want me to go with you?\I'll thank you properly next time.\Later.\Central Hospital.\Hey.\I'm here. response:	Misako.
context: See you. Thanks again.\Want me to go with you?\I'll thank you properly next time.\Later.\Central Hospital.\Hey.\I'm here.\Misako. response:	You're late!
context: Want me to go with you?\I'll thank you properly next time.\Later.\Central Hospital.\Hey.\I'm here.\Misako.\You're late! response:	Why are you here?
context: I'll thank you properly next time.\Later.\Central Hospital.\Hey.\I'm here.\Misako.\You're late!\Why are you here? response:	Here. I picked these up for you.
context: Later.\Central Hospital.\Hey.\I'm here.\Misako.\You're late!\Why are you here?\Here. I picked these up for you. response:	You were collecting too many claim checks.
context: Central Hospital.\Hey.\I'm here.\Misako.\You're late!\Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks. response:	Claim checks? From my wallet earlier!
context: Hey.\I'm here.\Misako.\You're late!\Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier! response:	Enough. Get up.
context: I'm here.\Misako.\You're late!\Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up. response:	I'll throw you in a taxi.
context: Misako.\You're late!\Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi. response:	PHOOEY
context: You're late!\Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi.\PHOOEY response:	Forget it. I'm staying over.
context: Why are you here?\Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over. response:	No way. If I did that, you would definitely attack me.
context: Here. I picked these up for you.\You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me. response:	A-Attack?
context: You were collecting too many claim checks.\Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack? response:	98 BULLSEYE
context: Claim checks? From my wallet earlier!\Enough. Get up.\I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE response:	I-I wouldn't!
context: Enough. Get up.\I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE\I-I wouldn't! response:	BLUSH
context: I'll throw you in a taxi.\PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE\I-I wouldn't!\BLUSH response:	Then never mind. I'm leaving! I'm going home!
context: PHOOEY\Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE\I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home! response:	Good.
context: Forget it. I'm staying over.\No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE\I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home!\Good. response:	Will you walk me to the taxi stand?
context: No way. If I did that, you would definitely attack me.\A-Attack?\98 BULLSEYE\I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand? response:	Yeah, sure.
context: A-Attack?\98 BULLSEYE\I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand?\Yeah, sure. response:	Why don't you at least put your dry cleaning inside?
context: 98 BULLSEYE\I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside? response:	Oh, right.
context: I-I wouldn't!\BLUSH\Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right. response:	GLEAM
context: BLUSH\Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM response:	When all is said and done, your defenses are weak, huh?
context: Then never mind. I'm leaving! I'm going home!\Good.\Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh? response:	That's why I take advantage of you.
context: Good.\Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you. response:	Whatever, just go home. I'm really tired.
context: Will you walk me to the taxi stand?\Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired. response:	That's okay, just go to sleep. Pay me no attention.
context: Yeah, sure.\Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention. response:	Fine. You're so troublesome. Come here.
context: Why don't you at least put your dry cleaning inside?\Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here. response:	PING
context: Oh, right.\GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING response:	SHINE
context: GLEAM\When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING\SHINE response:	What? Hey, what is this?
context: When all is said and done, your defenses are weak, huh?\That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING\SHINE\What? Hey, what is this? response:	Goodnight.
context: That's why I take advantage of you.\Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING\SHINE\What? Hey, what is this?\Goodnight. response:	H-Hey! What is this? Untie me! How could you!
context: Whatever, just go home. I'm really tired.\That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING\SHINE\What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you! response:	My clothes will get wrinkly! And I need to get my makeup off! Hey!
context: That's okay, just go to sleep. Pay me no attention.\Fine. You're so troublesome. Come here.\PING\SHINE\What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey! response:	ROLL
context: Fine. You're so troublesome. Come here.\PING\SHINE\What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL response:	GRAB
context: PING\SHINE\What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB response:	Deep shadows under his eyes...
context: SHINE\What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB\Deep shadows under his eyes... response:	He probably hasn't slept well in a long time.
context: What? Hey, what is this?\Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time. response:	His face is pale.
context: Goodnight.\H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale. response:	Ugh... Idiot.
context: H-Hey! What is this? Untie me! How could you!\My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot. response:	Now I can't get mad at you.
context: My clothes will get wrinkly! And I need to get my makeup off! Hey!\ROLL\GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot.\Now I can't get mad at you. response:	Not after you show me this face.
context: ROLL\GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face. response:	The next day,
context: GRAB\Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face.\The next day, response:	Kumakura 9th Dan took the early morning limited express train and left Hakone behind.
context: Deep shadows under his eyes...\He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind. response:	Um, Chairman, excuse me...
context: He probably hasn't slept well in a long time.\His face is pale.\Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me... response:	Huh? What is it?
context: His face is pale.\Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it? response:	When we entered the room to clean it this morning...
context: Ugh... Idiot.\Now I can't get mad at you.\Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning... response:	CRUMBLE
context: Now I can't get mad at you.\Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE response:	RUINED
context: Not after you show me this face.\The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE\RUINED response:	I thought I should show it to you.
context: The next day,\Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE\RUINED\I thought I should show it to you. response:	Kumakura! That bastard!
context: Kumakura 9th Dan took the early morning limited express train and left Hakone behind.\Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE\RUINED\I thought I should show it to you.\Kumakura! That bastard! response:	It's not funny!
context: Um, Chairman, excuse me...\Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE\RUINED\I thought I should show it to you.\Kumakura! That bastard!\It's not funny! response:	I see! So he kicked the hell out of the wall. That Kuma!
context: Huh? What is it?\When we entered the room to clean it this morning...\CRUMBLE\RUINED\I thought I should show it to you.\Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma! response:	He is definitely going to pay for the damages and a severe penalty!
context: When we entered the room to clean it this morning...\CRUMBLE\RUINED\I thought I should show it to you.\Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty! response:	I'll send him to shogi events on department store rooftops during sweltering summer vacation!
context: CRUMBLE\RUINED\I thought I should show it to you.\Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation! response:	To think he would kick a hole in the wall after losing.
context: RUINED\I thought I should show it to you.\Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing. response:	Oh, Kuma.
context: I thought I should show it to you.\Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma. response:	I get it though. It must have been frustrating.
context: Kumakura! That bastard!\It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating. response:	It couldn't have been anything other than frustrating.
context: It's not funny!\I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating. response:	Kumakura
context: I see! So he kicked the hell out of the wall. That Kuma!\He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura response:	Next Episode Preview
context: He is definitely going to pay for the damages and a severe penalty!\I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview response:	Episode 25
context: I'll send him to shogi events on department store rooftops during sweltering summer vacation!\To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview\Episode 25 response:	First we both have to clear the qualifying round.
context: To think he would kick a hole in the wall after losing.\Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview\Episode 25\First we both have to clear the qualifying round. response:	I didn't know that cool-looking person has been hiding such passion.
context: Oh, Kuma.\I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview\Episode 25\First we both have to clear the qualifying round.\I didn't know that cool-looking person has been hiding such passion. response:	On the surface, it seemed cool, like a good match for cold, green tea.
context: I get it though. It must have been frustrating.\It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview\Episode 25\First we both have to clear the qualifying round.\I didn't know that cool-looking person has been hiding such passion.\On the surface, it seemed cool, like a good match for cold, green tea. response:	Let's see... A duck?
context: It couldn't have been anything other than frustrating.\Kumakura\Next Episode Preview\Episode 25\First we both have to clear the qualifying round.\I didn't know that cool-looking person has been hiding such passion.\On the surface, it seemed cool, like a good match for cold, green tea.\Let's see... A duck? response:	It all brings back memories.
context: Kumakura\Next Episode Preview\Episode 25\First we both have to clear the qualifying round.\I didn't know that cool-looking person has been hiding such passion.\On the surface, it seemed cool, like a good match for cold, green tea.\Let's see... A duck?\It all brings back memories. response:	March Comes in Like a Lion. Please watch it next time too.
context: Next Episode Preview\Episode 25\First we both have to clear the qualifying round.\I didn't know that cool-looking person has been hiding such passion.\On the surface, it seemed cool, like a good match for cold, green tea.\Let's see... A duck?\It all brings back memories.\March Comes in Like a Lion. Please watch it next time too. response:	Kumakura! I need to talk to you!
