context: Does the phrase, Zawsze in love ring a bell? response:	Wait, how do you know about that?
context: Well? What's the story behind the locket?\How about coming clean about it now?\Sorry. I'll tell you all about it another time.\Oh, hi.\Good morning, Raku.\Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed. response:	Shuu's uncle is a locksmith, see.
context: How about coming clean about it now?\Sorry. I'll tell you all about it another time.\Oh, hi.\Good morning, Raku.\Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see. response:	Oh? Is that right? All's well that ends well.
context: Sorry. I'll tell you all about it another time.\Oh, hi.\Good morning, Raku.\Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well. response:	What the hell?
context: Oh, hi.\Good morning, Raku.\Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell? response:	After yesterday's fiasco, you're going to act like nothing happened?
context: Good morning, Raku.\Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened? response:	Even though you went as far to say that you'd kiss me!
context: Hey. Morning.\Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me! response:	It's Four Eyes again! I guess that makes today another surveillance day, huh.
context: Oh, right.\You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh. response:	All right, let's pour our souls into this lovers' act today!
context: You know how we busted your key and my locket yesterday? Looks like they're going to be fixed.\Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today! response:	Come on, honey!
context: Shuu's uncle is a locksmith, see.\Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey! response:	Eep!
context: Oh? Is that right? All's well that ends well.\What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep! response:	Eep?
context: What the hell?\After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep!\Eep? response:	H-Hey! Why's your face all red?
context: After yesterday's fiasco, you're going to act like nothing happened?\Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep!\Eep?\H-Hey! Why's your face all red? response:	It is not! Would you mind not making things up?
context: Even though you went as far to say that you'd kiss me!\It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep!\Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up? response:	Get a hold of yourself. Four Eyes is watching us, you know.
context: It's Four Eyes again! I guess that makes today another surveillance day, huh.\All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep!\Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know. response:	You don't have to tell me! Lovers, right?
context: All right, let's pour our souls into this lovers' act today!\Come on, honey!\Eep!\Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right? response:	Morning, Kirisaki-san and Ichijou-kun!
context: Come on, honey!\Eep!\Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun! response:	Not gonna wait till night to turn up the heat, huh?
context: Eep!\Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh? response:	I know, right? Right?
context: Eep?\H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right? response:	What can I say? We're just that head-over-heels for each other!
context: H-Hey! Why's your face all red?\It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other! response:	We sure are!
context: It is not! Would you mind not making things up?\Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are! response:	What do you think you're doing?
context: Get a hold of yourself. Four Eyes is watching us, you know.\You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing? response:	Sh-Shut up, will you? Just leave me alone, all right?
context: You don't have to tell me! Lovers, right?\Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right? response:	Huh? What's her problem?
context: Morning, Kirisaki-san and Ichijou-kun!\Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem? response:	Wh-What's wrong with me?
context: Not gonna wait till night to turn up the heat, huh?\I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me? response:	Stay calm, stay calm.
context: I know, right? Right?\What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm. response:	Ichijou-kun.
context: What can I say? We're just that head-over-heels for each other!\We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun. response:	Onodera?
context: We sure are!\What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun.\Onodera? response:	Don't you think Chitoge-chan was acting a little odd earlier?
context: What do you think you're doing?\Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier? response:	You think so too, Onodera?
context: Sh-Shut up, will you? Just leave me alone, all right?\Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera? response:	There's something weird about her today.
context: Huh? What's her problem?\Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today. response:	Did you two have an argument?
context: Wh-What's wrong with me?\Stay calm, stay calm.\Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today.\Did you two have an argument? response:	No, not quite.
context: Stay calm, stay calm.\Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today.\Did you two have an argument?\No, not quite. response:	Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?
context: Ichijou-kun.\Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today.\Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with? response:	Nah, no way, right?
context: Onodera?\Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today.\Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right? response:	Huh? Ichijou-kun, where's your locket?
context: Don't you think Chitoge-chan was acting a little odd earlier?\You think so too, Onodera?\There's something weird about her today.\Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket? response:	Oh, that.
context: You think so too, Onodera?\There's something weird about her today.\Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that. response:	Actually, I had to send it in for repairs this morning.
context: There's something weird about her today.\Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning. response:	I'm sure I'll get it back soon, though.
context: Did you two have an argument?\No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though. response:	Oh, I see.
context: No, not quite.\Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see. response:	Onodera.
context: Could it be that she's feeling self-conscious about possibly being the girl I made the promise with?\Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see.\Onodera. response:	If you find out that we met before, years ago,
context: Nah, no way, right?\Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see.\Onodera.\If you find out that we met before, years ago, response:	what kind of expression will you make?
context: Huh? Ichijou-kun, where's your locket?\Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see.\Onodera.\If you find out that we met before, years ago,\what kind of expression will you make? response:	Oh crap! My heart's pounding just thinking about it!
context: Oh, that.\Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see.\Onodera.\If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it! response:	Well, I am worried about Chitoge, but she should be all right.
context: Actually, I had to send it in for repairs this morning.\I'm sure I'll get it back soon, though.\Oh, I see.\Onodera.\If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right. response:	I bet she was just feeling under the weather.
context: I'm sure I'll get it back soon, though.\Oh, I see.\Onodera.\If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather. response:	I'll be sure to keep a close eye on her.
context: Oh, I see.\Onodera.\If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her. response:	You will? Then I guess it should be fine.
context: Onodera.\If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine. response:	Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.
context: If you find out that we met before, years ago,\what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating. response:	But I wonder how Ichijou-kun truly feels.
context: what kind of expression will you make?\Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels. response:	All right, class, listen up!
context: Oh crap! My heart's pounding just thinking about it!\Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up! response:	The photos from the field trip have been developed,
context: Well, I am worried about Chitoge, but she should be all right.\I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed, response:	and they've been posted on the bulletin board,
context: I bet she was just feeling under the weather.\I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board, response:	so write down the number of the ones you want and turn them in, okay?
context: I'll be sure to keep a close eye on her.\You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay? response:	Okay!
context: You will? Then I guess it should be fine.\Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay! response:	Also, make sure you get your crush's photos, even if it embarrasses you!
context: Chitoge-chan said that she and Ichijou-kun were only pretending to be dating.\But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you! response:	Don't worry, I wouldn't be so lame as to reveal who bought what!
context: But I wonder how Ichijou-kun truly feels.\All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what! response:	How can she say that?
context: All right, class, listen up!\The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that? response:	You mean we can buy whichever ones we like?
context: The photos from the field trip have been developed,\and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like? response:	That's right, but don't buy too many, okay?
context: and they've been posted on the bulletin board,\so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay? response:	They're actually 100 yen per photo. That's pretty expensive.
context: so write down the number of the ones you want and turn them in, okay?\Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive. response:	Just pick out the ones you want the most.
context: Okay!\Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most. response:	I want this one, too. Hey, and this onewe're all in it!
context: Also, make sure you get your crush's photos, even if it embarrasses you!\Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it! response:	Mistress! There's a prime one over here!
context: Don't worry, I wouldn't be so lame as to reveal who bought what!\How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here! response:	Really? Check! I'm checking that number!
context: How can she say that?\You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number! response:	Listen to me, both of you!
context: You mean we can buy whichever ones we like?\That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you! response:	This is something I've always dreamed about, you know!
context: That's right, but don't buy too many, okay?\They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know! response:	Really, Kirisaki-san, you've got to be exaggerating!
context: They're actually 100 yen per photo. That's pretty expensive.\Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating! response:	Well, it looks like she's back to normal, which is all I can ask for.
context: Just pick out the ones you want the most.\I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for. response:	Okay, why don't we go take a look too?
context: I want this one, too. Hey, and this onewe're all in it!\Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too? response:	R-Right, good idea.
context: Mistress! There's a prime one over here!\Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea. response:	All right, let me get at least one photo of Onodera.
context: Really? Check! I'm checking that number!\Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera. response:	I want one of you and me, Ruri-chan.
context: Listen to me, both of you!\This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan. response:	I don't really care.
context: This is something I've always dreamed about, you know!\Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care. response:	What?
context: Really, Kirisaki-san, you've got to be exaggerating!\Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care.\What? response:	Hey, how about this one?
context: Well, it looks like she's back to normal, which is all I can ask for.\Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care.\What?\Hey, how about this one? response:	You and I are both in it, Kosaki.
context: Okay, why don't we go take a look too?\R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care.\What?\Hey, how about this one?\You and I are both in it, Kosaki. response:	What? Let's see...
context: R-Right, good idea.\All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care.\What?\Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see... response:	This one?
context: All right, let me get at least one photo of Onodera.\I want one of you and me, Ruri-chan.\I don't really care.\What?\Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see...\This one? response:	So tiny!
context: I want one of you and me, Ruri-chan.\I don't really care.\What?\Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see...\This one?\So tiny! response:	I bet we could find something better if we keep looking.
context: I don't really care.\What?\Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see...\This one?\So tiny!\I bet we could find something better if we keep looking. response:	Wait, isn't this me?
context: What?\Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see...\This one?\So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me? response:	I meant well!
context: Hey, how about this one?\You and I are both in it, Kosaki.\What? Let's see...\This one?\So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well! response:	Hey, look at this! You and Kosaki are in it, Raku!
context: You and I are both in it, Kosaki.\What? Let's see...\This one?\So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku! response:	What?
context: What? Let's see...\This one?\So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What? response:	What should I do? I want it!
context: This one?\So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it! response:	But if it gets out that I bought something like that...
context: So tiny!\I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it!\But if it gets out that I bought something like that... response:	Oh... Oh, man, sure is hard to find a good one!
context: I bet we could find something better if we keep looking.\Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one! response:	You know, a photo that I'd want!
context: Wait, isn't this me?\I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want! response:	Y-Yes, you're right!
context: I meant well!\Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right! response:	These two really get on my nerves.
context: Hey, look at this! You and Kosaki are in it, Raku!\What?\What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves. response:	Hey, hey, good sir, what type of photograph might you be looking for?
context: What?\What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for? response:	I have some fine products over here.
context: What should I do? I want it!\But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here. response:	Would you be interested in one?
context: But if it gets out that I bought something like that...\Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one? response:	Shuu?
context: Oh... Oh, man, sure is hard to find a good one!\You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one?\Shuu? response:	Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!
context: You know, a photo that I'd want!\Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly! response:	And I must say business is booming!
context: Y-Yes, you're right!\These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming! response:	Maiko! I want number 13!
context: These two really get on my nerves.\Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13! response:	Number 94 for me!
context: Hey, hey, good sir, what type of photograph might you be looking for?\I have some fine products over here.\Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13!\Number 94 for me! response:	What? Are you selling inappropriate photos of the girls?
context: I have some fine products over here.\Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls? response:	How heinous.
context: Would you be interested in one?\Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous. response:	Pervert!
context: Shuu?\Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert! response:	Scum!
context: Here, you'll find photos of the girls as you'd normally never get to see them, taken by yours truly!\And I must say business is booming!\Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert!\Scum! response:	Drop dead!
