context: Hm? response:	You got it?
context: Hm?\Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party. response:	That's what working as a team is about, right?
context: Listen up, Haruhiro.\It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right? response:	I'm off to bed.
context: It's because you happened to bring this stuff up that I'm saying this.\If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed. response:	Wow!
context: If not, then I would've never brought it up myself.\I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed.\Wow! response:	You use knives, too, right?
context: I'm not interested in being all chummy with you guys.\You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed.\Wow!\You use knives, too, right? response:	I'm not as good as you though.
context: You guys can go play pretend friends without me.\If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed.\Wow!\You use knives, too, right?\I'm not as good as you though. response:	Thanks... for the blanket.
context: If you guys hate me, go ahead and hate me. I'm fine with it.\We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed.\Wow!\You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket. response:	You'll catch a cold sleeping out here.
context: We're a party, so I'll fulfill my duty to the party.\That's what working as a team is about, right?\I'm off to bed.\Wow!\You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here. response:	I just kinda fell asleep.
context: That's what working as a team is about, right?\I'm off to bed.\Wow!\You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep. response:	I didn't know what kind of knife was good, you know.
context: I'm off to bed.\Wow!\You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know. response:	And when I asked Master, he took me to the market, you see.
context: Wow!\You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see. response:	Oh?
context: You use knives, too, right?\I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh? response:	And Master picked two for me.
context: I'm not as good as you though.\Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me. response:	And he said he would only buy one, so he bought one for me.
context: Thanks... for the blanket.\You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me. response:	I was super happy.
context: You'll catch a cold sleeping out here.\I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy. response:	I bought the other one myself, too!
context: I just kinda fell asleep.\I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too! response:	Really?
context: I didn't know what kind of knife was good, you know.\And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too!\Really? response:	That's great.
context: And when I asked Master, he took me to the market, you see.\Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too!\Really?\That's great. response:	Yup!
context: Oh?\And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too!\Really?\That's great.\Yup! response:	O light, return to Lumiaris' divine protection. Blame!
context: And Master picked two for me.\And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too!\Really?\That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame! response:	This is Merry's new Light Magic.
context: And he said he would only buy one, so he bought one for me.\I was super happy.\I bought the other one myself, too!\Really?\That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic. response:	It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.
context: I was super happy.\I bought the other one myself, too!\Really?\That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent. response:	She wanted to increase the ways she could support Moguzo and Ranta in the front.
context: I bought the other one myself, too!\Really?\That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front. response:	Thanks!
context: Really?\That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks! response:	Anger! Hatred!
context: That's great.\Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred! response:	Hatred!
context: Yup!\O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred!\Hatred! response:	You'll run out of breath if you keep shouting!
context: O light, return to Lumiaris' divine protection. Blame!\This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting! response:	Shut it.
context: This is Merry's new Light Magic.\It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting!\Shut it. response:	This is how I fight!
context: It's short range and doesn't do a lot of damage, but it numbs and slows down the opponent.\She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting!\Shut it.\This is how I fight! response:	That was close!
context: She wanted to increase the ways she could support Moguzo and Ranta in the front.\Thanks!\Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting!\Shut it.\This is how I fight!\That was close! response:	Vice, Vice!
context: Thanks!\Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting!\Shut it.\This is how I fight!\That was close!\Vice, Vice! response:	What if you hit me?!
context: Anger! Hatred!\Hatred!\You'll run out of breath if you keep shouting!\Shut it.\This is how I fight!\That was close!\Vice, Vice!\What if you hit me?! response:	If you died, I'd just get an extra Vice.
context: Hatred!\You'll run out of breath if you keep shouting!\Shut it.\This is how I fight!\That was close!\Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice. response:	Congrats!
context: You'll run out of breath if you keep shouting!\Shut it.\This is how I fight!\That was close!\Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats! response:	What the heck?
context: Shut it.\This is how I fight!\That was close!\Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats!\What the heck? response:	Right, if I remember that this is just how he is, I won't get angry.
context: This is how I fight!\That was close!\Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry. response:	No, I am angry.
context: That was close!\Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry. response:	I'm fuming.
context: Vice, Vice!\What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming. response:	Will I be able to let it go?
context: What if you hit me?!\If you died, I'd just get an extra Vice.\Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming.\Will I be able to let it go? response:	Here I go!
context: If you died, I'd just get an extra Vice.\Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming.\Will I be able to let it go?\Here I go! response:	This is Moguzo's Fast Thrust.
context: Congrats!\What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming.\Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust. response:	It's a one-handed attack with a longer range.
context: What the heck?\Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming.\Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range. response:	He also learned Back Thrust, an attack he can perform while backing away.
context: Right, if I remember that this is just how he is, I won't get angry.\No, I am angry.\I'm fuming.\Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away. response:	Let's all go for the elder!
context: No, I am angry.\I'm fuming.\Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder! response:	Marc, Em, Parc!
context: I'm fuming.\Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc! response:	Surround it!
context: Will I be able to let it go?\Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc!\Surround it! response:	We might be able to defeat him unscathed!
context: Here I go!\This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed! response:	It's pretty different from the third level and above.
context: This is Moguzo's Fast Thrust.\It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above. response:	Is this... farmland?
context: It's a one-handed attack with a longer range.\He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland? response:	Hey, hey, look here!
context: He also learned Back Thrust, an attack he can perform while backing away.\Let's all go for the elder!\Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here! response:	Those animals are pretty cute, huh!
context: Let's all go for the elder!\Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh! response:	Hm...
context: Marc, Em, Parc!\Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh!\Hm... response:	M-Maybe a little...
context: Surround it!\We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh!\Hm...\M-Maybe a little... response:	Hey.
context: We might be able to defeat him unscathed!\It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh!\Hm...\M-Maybe a little...\Hey. response:	Hm?
context: It's pretty different from the third level and above.\Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh!\Hm...\M-Maybe a little...\Hey.\Hm? response:	I was just trying it out.
context: Is this... farmland?\Hey, hey, look here!\Those animals are pretty cute, huh!\Hm...\M-Maybe a little...\Hey.\Hm?\I was just trying it out. response:	I wouldn't really do anything.
context: Hey, hey, look here!\Those animals are pretty cute, huh!\Hm...\M-Maybe a little...\Hey.\Hm?\I was just trying it out.\I wouldn't really do anything. response:	How does just trying it out and wouldn't really do anything make sense together?
context: Those animals are pretty cute, huh!\Hm...\M-Maybe a little...\Hey.\Hm?\I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together? response:	It makes sense to me.
context: Hm...\M-Maybe a little...\Hey.\Hm?\I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me. response:	I see.
context: M-Maybe a little...\Hey.\Hm?\I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see. response:	It makes total sense to me, get it?
context: Hey.\Hm?\I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see.\It makes total sense to me, get it? response:	Then tell me what it means.
context: Hm?\I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see.\It makes total sense to me, get it?\Then tell me what it means. response:	That it makes sense to you?
context: I was just trying it out.\I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see.\It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you? response:	That's exactly what I said.
context: I wouldn't really do anything.\How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see.\It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you?\That's exactly what I said. response:	Shh!
context: How does just trying it out and wouldn't really do anything make sense together?\It makes sense to me.\I see.\It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you?\That's exactly what I said.\Shh! response:	Wouldn't it be faster for us to just kill'em?
context: It makes sense to me.\I see.\It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you?\That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em? response:	That's not a good idea.
context: I see.\It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you?\That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea. response:	From the fourth level down, we'll cause a big commotion if we can't kill them instantly.
context: It makes total sense to me, get it?\Then tell me what it means.\That it makes sense to you?\That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly. response:	Now that they've been alerted, it's better if we go down to the fifth level.
context: Then tell me what it means.\That it makes sense to you?\That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level. response:	They have the advantage in open fields like this.
context: That it makes sense to you?\That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this. response:	Merry?
context: That's exactly what I said.\Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry? response:	Merry!
context: Shh!\Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry?\Merry! response:	Well, what do you see?
context: Wouldn't it be faster for us to just kill'em?\That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry?\Merry!\Well, what do you see? response:	It has white and black patches.
context: That's not a good idea.\From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry?\Merry!\Well, what do you see?\It has white and black patches. response:	It's Death Spots.
context: From the fourth level down, we'll cause a big commotion if we can't kill them instantly.\Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry?\Merry!\Well, what do you see?\It has white and black patches.\It's Death Spots. response:	You mean...
context: Now that they've been alerted, it's better if we go down to the fifth level.\They have the advantage in open fields like this.\Merry?\Merry!\Well, what do you see?\It has white and black patches.\It's Death Spots.\You mean... response:	Death Spo
context: They have the advantage in open fields like this.\Merry?\Merry!\Well, what do you see?\It has white and black patches.\It's Death Spots.\You mean...\Death Spo response:	Don't look!
context: Merry?\Merry!\Well, what do you see?\It has white and black patches.\It's Death Spots.\You mean...\Death Spo\Don't look! response:	When I try touching
context: Merry!\Well, what do you see?\It has white and black patches.\It's Death Spots.\You mean...\Death Spo\Don't look!\When I try touching response:	the dry air after a rain,
context: Well, what do you see?\It has white and black patches.\It's Death Spots.\You mean...\Death Spo\Don't look!\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: It has white and black patches.\It's Death Spots.\You mean...\Death Spo\Don't look!\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: It's Death Spots.\You mean...\Death Spo\Don't look!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: You mean...\Death Spo\Don't look!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: Death Spo\Don't look!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: Don't look!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	I'm Not Fit to Be a Leader
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Grimgar of Fantasy and Ash response:	Between Life and Death
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Grimgar of Fantasy and Ash\Between Life and Death response:	Also check out!
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Grimgar of Fantasy and Ash\Between Life and Death\Also check out! response:	Goblin's
context: I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Grimgar of Fantasy and Ash\Between Life and Death\Also check out!\Goblin's response:	Journey
context: at the end of this journey.\Grimgar of Fantasy and Ash\I'm Not Fit to Be a Leader\Grimgar of Fantasy and Ash\Between Life and Death\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
