context: I have a reliable friend who can protect you in my stead. response:	You do?
context: We're celebrating Taichi placing in the top eight.\Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today.\Huh? response:	I got cake for you, too.
context: Sorry, I have to do some shopping,\so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today.\Huh?\I got cake for you, too. response:	A gigantic strawberry one!
context: so I can get home before the rain starts.\Wakana!\We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today.\Huh?\I got cake for you, too.\A gigantic strawberry one! response:	Can't you eat it before you go?
context: Wakana!\We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today.\Huh?\I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go? response:	Sorry.
context: We're celebrating the badminton competition now.\Tanaka's treat.\Sorry, I'm kind of busy today.\Huh?\I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go?\Sorry. response:	See you later.
context: Tanaka's treat.\Sorry, I'm kind of busy today.\Huh?\I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go?\Sorry.\See you later. response:	Something's definitely up with her.
context: Sorry, I'm kind of busy today.\Huh?\I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go?\Sorry.\See you later.\Something's definitely up with her. response:	Maybe she doesn't like strawberries.
context: Huh?\I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go?\Sorry.\See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries. response:	I don't think that's it.
context: I got cake for you, too.\A gigantic strawberry one!\Can't you eat it before you go?\Sorry.\See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it. response:	Maybe I annoy her?!
context: A gigantic strawberry one!\Can't you eat it before you go?\Sorry.\See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?! response:	That might be closer to it.
context: Can't you eat it before you go?\Sorry.\See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?!\That might be closer to it. response:	I'm home.
context: Sorry.\See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?!\That might be closer to it.\I'm home. response:	Food Money
context: See you later.\Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?!\That might be closer to it.\I'm home.\Food Money response:	Dora?
context: Something's definitely up with her.\Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?!\That might be closer to it.\I'm home.\Food Money\Dora? response:	Dora?
context: Maybe she doesn't like strawberries.\I don't think that's it.\Maybe I annoy her?!\That might be closer to it.\I'm home.\Food Money\Dora?\Dora? response:	Dora!
context: I don't think that's it.\Maybe I annoy her?!\That might be closer to it.\I'm home.\Food Money\Dora?\Dora?\Dora! response:	Mom!
context: Maybe I annoy her?!\That might be closer to it.\I'm home.\Food Money\Dora?\Dora?\Dora!\Mom! response:	Hey, Mom!
context: That might be closer to it.\I'm home.\Food Money\Dora?\Dora?\Dora!\Mom!\Hey, Mom! response:	I told you to put my raincoat out!
context: I'm home.\Food Money\Dora?\Dora?\Dora!\Mom!\Hey, Mom!\I told you to put my raincoat out! response:	Sorry, I'll get it now.
context: Food Money\Dora?\Dora?\Dora!\Mom!\Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now. response:	Don't bother.
context: Dora?\Dora?\Dora!\Mom!\Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother. response:	You should prepare your things yourself.
context: Dora?\Dora!\Mom!\Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself. response:	Do you have the test schedule?
context: Dora!\Mom!\Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself.\Do you have the test schedule? response:	Yes.
context: Mom!\Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself.\Do you have the test schedule?\Yes. response:	You're not forgetting anything?
context: Hey, Mom!\I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself.\Do you have the test schedule?\Yes.\You're not forgetting anything? response:	No.
context: I told you to put my raincoat out!\Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself.\Do you have the test schedule?\Yes.\You're not forgetting anything?\No. response:	Bye, then.
context: Sorry, I'll get it now.\Don't bother.\You should prepare your things yourself.\Do you have the test schedule?\Yes.\You're not forgetting anything?\No.\Bye, then. response:	Good luck!
context: Don't bother.\You should prepare your things yourself.\Do you have the test schedule?\Yes.\You're not forgetting anything?\No.\Bye, then.\Good luck! response:	Dora?
context: You should prepare your things yourself.\Do you have the test schedule?\Yes.\You're not forgetting anything?\No.\Bye, then.\Good luck!\Dora? response:	Wakana!
context: Do you have the test schedule?\Yes.\You're not forgetting anything?\No.\Bye, then.\Good luck!\Dora?\Wakana! response:	What?
context: Yes.\You're not forgetting anything?\No.\Bye, then.\Good luck!\Dora?\Wakana!\What? response:	Don't forget this.
context: You're not forgetting anything?\No.\Bye, then.\Good luck!\Dora?\Wakana!\What?\Don't forget this. response:	I don't need it.
context: No.\Bye, then.\Good luck!\Dora?\Wakana!\What?\Don't forget this.\I don't need it. response:	Go back inside before you're soaked.
context: Bye, then.\Good luck!\Dora?\Wakana!\What?\Don't forget this.\I don't need it.\Go back inside before you're soaked. response:	I'd like to walk with my daughter, Wakana.
context: Good luck!\Dora?\Wakana!\What?\Don't forget this.\I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana. response:	In times of sickness and times of health.
context: Dora?\Wakana!\What?\Don't forget this.\I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health. response:	In happy times and sad times.
context: Wakana!\What?\Don't forget this.\I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times. response:	I truly believe I can write a song like that with her.
context: What?\Don't forget this.\I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her. response:	For me, a song is a way to express love.
context: Don't forget this.\I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love. response:	And Wakana has taught me so many important things.
context: I don't need it.\Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things. response:	If I could put all my feelings for her
context: Go back inside before you're soaked.\I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her response:	into a song, and then sing that song with her...
context: I'd like to walk with my daughter, Wakana.\In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her... response:	If I could hear Wakana's song,
context: In times of sickness and times of health.\In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song, response:	then my life
context: In happy times and sad times.\I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life response:	would be absolutely complete.
context: I truly believe I can write a song like that with her.\For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life\would be absolutely complete. response:	I couldn't say, I'm leaving.
context: For me, a song is a way to express love.\And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life\would be absolutely complete.\I couldn't say, I'm leaving. response:	Or I'm sorry.
context: And Wakana has taught me so many important things.\If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life\would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry. response:	Or thank you.
context: If I could put all my feelings for her\into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life\would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you. response:	We'll never sing together again...
context: into a song, and then sing that song with her...\If I could hear Wakana's song,\then my life\would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you.\We'll never sing together again... response:	I'm sorry...
context: If I could hear Wakana's song,\then my life\would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you.\We'll never sing together again...\I'm sorry... response:	Mom...
context: then my life\would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you.\We'll never sing together again...\I'm sorry...\Mom... response:	Wakana, no!
context: would be absolutely complete.\I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you.\We'll never sing together again...\I'm sorry...\Mom...\Wakana, no! response:	Wakana, what do you think we need most?
context: I couldn't say, I'm leaving.\Or I'm sorry.\Or thank you.\We'll never sing together again...\I'm sorry...\Mom...\Wakana, no!\Wakana, what do you think we need most? response:	Episode 6 Laughing and Remembering
context: Or I'm sorry.\Or thank you.\We'll never sing together again...\I'm sorry...\Mom...\Wakana, no!\Wakana, what do you think we need most?\Episode 6 Laughing and Remembering response:	Sakai.
context: Or thank you.\We'll never sing together again...\I'm sorry...\Mom...\Wakana, no!\Wakana, what do you think we need most?\Episode 6 Laughing and Remembering\Sakai. response:	Hey, Wakana, are you free now?
context: We'll never sing together again...\I'm sorry...\Mom...\Wakana, no!\Wakana, what do you think we need most?\Episode 6 Laughing and Remembering\Sakai.\Hey, Wakana, are you free now? response:	Thank you.
