context: Get off your butts and start doing damage! response:	Up the tempo, and whittle down his health!
context: A little?\In all, about eighty trillion.\E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe? response:	Your guest is here.
context: In all, about eighty trillion.\E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here. response:	Why are you half-hidden?
context: E-Eighty trillion?!\Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden? response:	Is it all right if I say it's been a while?
context: Yeah.\Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while? response:	That's fine with me.
context: Even if we got every gold piece owned by every adventurer in the world,\it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me. response:	This is Regan,
context: it probably wouldn't be enough.\Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me.\This is Regan, response:	the Sage of Miral Lake.
context: Do you really need all that for Akihabara's facilities?\Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me.\This is Regan,\the Sage of Miral Lake. response:	Do you know who he is?
context: Um... Excuse me, Shiroe?\Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me.\This is Regan,\the Sage of Miral Lake.\Do you know who he is? response:	You see his name all the time in flavor text, but...
context: Your guest is here.\Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me.\This is Regan,\the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but... response:	I never knew he was such a dull-looking old man.
context: Why are you half-hidden?\Is it all right if I say it's been a while?\That's fine with me.\This is Regan,\the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man. response:	I still can't believe it.
context: Is it all right if I say it's been a while?\That's fine with me.\This is Regan,\the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it. response:	Yes, of course.
context: That's fine with me.\This is Regan,\the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course. response:	I am the Kunie Clan's representative.
context: This is Regan,\the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative. response:	My name is Kinjou.
context: the Sage of Miral Lake.\Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou. response:	Hello, hello.
context: Do you know who he is?\You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello. response:	I'm honored to meet a member of the Kunie Clan.
context: You see his name all the time in flavor text, but...\I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan. response:	The honor is mine.
context: I never knew he was such a dull-looking old man.\I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine. response:	The representative of the adventurers, the great mage Shiroe,
context: I still can't believe it.\Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe, response:	and Regan, the Sage of Miral Lake.
context: Yes, of course.\I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake. response:	Even our great ancestors
context: I am the Kunie Clan's representative.\My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors response:	would never have imagined a meeting such as this.
context: My name is Kinjou.\Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this. response:	This wonderful meeting is enhanced even further by your presence.
context: Hello, hello.\I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence. response:	The Kunie Clan...
context: I'm honored to meet a member of the Kunie Clan.\The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan... response:	A mysterious race that carries on the technology of a magical civilization.
context: The honor is mine.\The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization. response:	My heart swells with expectation!
context: The representative of the adventurers, the great mage Shiroe,\and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation! response:	Expectation?
context: and Regan, the Sage of Miral Lake.\Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation? response:	Yes.
context: Even our great ancestors\would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation?\Yes. response:	Shiroe is, after all, a man full of surprises.
context: would never have imagined a meeting such as this.\This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation?\Yes.\Shiroe is, after all, a man full of surprises. response:	Oh? I am pleased to hear it.
context: This wonderful meeting is enhanced even further by your presence.\The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation?\Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it. response:	I called you here for an important reason.
context: The Kunie Clan...\A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation?\Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason. response:	You need money.
context: A mysterious race that carries on the technology of a magical civilization.\My heart swells with expectation!\Expectation?\Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason.\You need money. response:	Financing.
context: My heart swells with expectation!\Expectation?\Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason.\You need money.\Financing. response:	Yes.
context: Expectation?\Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason.\You need money.\Financing.\Yes. response:	I told you this in Akihabara, but...
context: Yes.\Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason.\You need money.\Financing.\Yes.\I told you this in Akihabara, but... response:	You chose this place for our meeting
context: Shiroe is, after all, a man full of surprises.\Oh? I am pleased to hear it.\I called you here for an important reason.\You need money.\Financing.\Yes.\I told you this in Akihabara, but...\You chose this place for our meeting response:	because you know it's where our village is.
context: Oh? I am pleased to hear it.\I called you here for an important reason.\You need money.\Financing.\Yes.\I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is. response:	Regan told me.
context: I called you here for an important reason.\You need money.\Financing.\Yes.\I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is.\Regan told me. response:	So Miral Lake has such records, then.
context: You need money.\Financing.\Yes.\I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then. response:	With Regan's cooperation, I was able to determine
context: Financing.\Yes.\I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine response:	that the Kunie Clan's village is near the Tearstone Mountains.
context: Yes.\I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains. response:	I know where you live.
context: I told you this in Akihabara, but...\You chose this place for our meeting\because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live. response:	That's no more than a threat, right?
context: You chose this place for our meeting\because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right? response:	But...
context: because you know it's where our village is.\Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right?\But... response:	I'd love to accept a request from you, but...
context: Regan told me.\So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right?\But...\I'd love to accept a request from you, but... response:	I cannot.
context: So Miral Lake has such records, then.\With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right?\But...\I'd love to accept a request from you, but...\I cannot. response:	Why?
context: With Regan's cooperation, I was able to determine\that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right?\But...\I'd love to accept a request from you, but...\I cannot.\Why? response:	It goes against an ancient treaty.
context: that the Kunie Clan's village is near the Tearstone Mountains.\I know where you live.\That's no more than a threat, right?\But...\I'd love to accept a request from you, but...\I cannot.\Why?\It goes against an ancient treaty. response:	Then it's just like what I found on my own.
context: I know where you live.\That's no more than a threat, right?\But...\I'd love to accept a request from you, but...\I cannot.\Why?\It goes against an ancient treaty.\Then it's just like what I found on my own. response:	Banks in this world will neither loan nor invest money outside.
context: That's no more than a threat, right?\But...\I'd love to accept a request from you, but...\I cannot.\Why?\It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside. response:	They'll repay the money they've been given.
context: But...\I'd love to accept a request from you, but...\I cannot.\Why?\It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given. response:	That's all.
context: I'd love to accept a request from you, but...\I cannot.\Why?\It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all. response:	It looks like the moneylender job class doesn't exist in this world.
context: I cannot.\Why?\It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world. response:	And all the money
context: Why?\It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money response:	is gained by defeating monsters.
context: It goes against an ancient treaty.\Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters. response:	The whole world has one common currency.
context: Then it's just like what I found on my own.\Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters.\The whole world has one common currency. response:	You can get money by defeating monsters, correct?
context: Banks in this world will neither loan nor invest money outside.\They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct? response:	Yes, that's right.
context: They'll repay the money they've been given.\That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right. response:	And from treasure chests in dungeons.
context: That's all.\It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons. response:	Sometimes, you'll get several hundred gold pieces at once.
context: It looks like the moneylender job class doesn't exist in this world.\And all the money\is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once. response:	It's thanks to the bravery of the adventurers.
context: And all the money\is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers. response:	If we can't get funding from the Kunie Clan,
context: is gained by defeating monsters.\The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan, response:	then why don't we get the money from the one
context: The whole world has one common currency.\You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one response:	who puts it there, before he does so?
context: You can get money by defeating monsters, correct?\Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so? response:	Shiro, you can't mean...
context: Yes, that's right.\And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean... response:	When you defeat monsters, you earn money.
context: And from treasure chests in dungeons.\Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money. response:	That's how a game works.
context: Sometimes, you'll get several hundred gold pieces at once.\It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works. response:	But that isn't realistic at all.
context: It's thanks to the bravery of the adventurers.\If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all. response:	When Elder Tale was a game,
context: If we can't get funding from the Kunie Clan,\then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game, response:	there was a story about
context: then why don't we get the money from the one\who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game,\there was a story about response:	an ancient, powerful magic device that would give reborn souls gold coins.
context: who puts it there, before he does so?\Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins. response:	He's going to use that?
context: Shiro, you can't mean...\When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that? response:	Wait, is there even such a thing?
context: When you defeat monsters, you earn money.\That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing? response:	And you believe that is possible?
context: That's how a game works.\But that isn't realistic at all.\When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing?\And you believe that is possible? response:	Monster reincarnation can be explained via spirit theory.
context: But that isn't realistic at all.\When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory. response:	But who gives them the money?
context: When Elder Tale was a game,\there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money? response:	I read every single ancient record in Miral Lake.
context: there was a story about\an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake. response:	And... I found it.
context: an ancient, powerful magic device that would give reborn souls gold coins.\He's going to use that?\Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it. response:	The Kunie Clan's gold.
context: He's going to use that?\Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold. response:	In the deepest depths of Palm,
context: Wait, is there even such a thing?\And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm, response:	there is said to be a great whirlpool of gold.
context: And you believe that is possible?\Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold. response:	And the Sage of Miral Lake fifteen generations ago performed a sealing there.
context: Monster reincarnation can be explained via spirit theory.\But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there. response:	I confirmed it.
context: But who gives them the money?\I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it. response:	It's sealed with Miral Lake's technology, but breaking it won't be that hard.
context: I read every single ancient record in Miral Lake.\And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard. response:	That's what you were up to?
context: And... I found it.\The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to? response:	Then you will get your money from this golden whirlpool?
context: The Kunie Clan's gold.\In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool? response:	Yes.
context: In the deepest depths of Palm,\there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes. response:	And you think this gold has something to do with the Kunie Clan?
context: there is said to be a great whirlpool of gold.\And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan? response:	Yes.
context: And the Sage of Miral Lake fifteen generations ago performed a sealing there.\I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan?\Yes. response:	So wouldn't getting your gold there mean you'd be stealing it?
context: I confirmed it.\It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it? response:	Does the Round Table wish to plunder it?
context: It's sealed with Miral Lake's technology, but breaking it won't be that hard.\That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it? response:	That's why I called you here.
context: That's what you were up to?\Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here. response:	We don't want to fight the Kunie Clan.
context: Then you will get your money from this golden whirlpool?\Yes.\And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan. response:	What would you use all that money for?
context: Yes.\And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for? response:	If I explain,
context: And you think this gold has something to do with the Kunie Clan?\Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain, response:	is there a chance you'll help us?
context: Yes.\So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain,\is there a chance you'll help us? response:	None.
context: So wouldn't getting your gold there mean you'd be stealing it?\Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain,\is there a chance you'll help us?\None. response:	It goes against an ancient treaty.
context: Does the Round Table wish to plunder it?\That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain,\is there a chance you'll help us?\None.\It goes against an ancient treaty. response:	Why did Shiroe talk to Kinjou?
context: That's why I called you here.\We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain,\is there a chance you'll help us?\None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou? response:	He could've just taken the gold.
context: We don't want to fight the Kunie Clan.\What would you use all that money for?\If I explain,\is there a chance you'll help us?\None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold. response:	For his goals, Shiroe will do whatever it takes.
context: What would you use all that money for?\If I explain,\is there a chance you'll help us?\None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes. response:	But...
context: If I explain,\is there a chance you'll help us?\None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But... response:	It's different when he wants to make friends.
context: is there a chance you'll help us?\None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends. response:	Friends?
context: None.\It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends.\Friends? response:	He wanted to talk to them.
context: It goes against an ancient treaty.\Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends.\Friends?\He wanted to talk to them. response:	He didn't want to lie.
context: Why did Shiroe talk to Kinjou?\He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends.\Friends?\He wanted to talk to them.\He didn't want to lie. response:	But the way he talks isn't very good.
context: He could've just taken the gold.\For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends.\Friends?\He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good. response:	What do you mean?
context: For his goals, Shiroe will do whatever it takes.\But...\It's different when he wants to make friends.\Friends?\He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good.\What do you mean? response:	The guy from the Kunie Clan is a big believer in secrets.
context: But...\It's different when he wants to make friends.\Friends?\He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets. response:	And Shiro...
context: It's different when he wants to make friends.\Friends?\He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro... response:	When he's making a new contract or doing business with a new person,
context: Friends?\He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person, response:	he wants everyone to reveal all their secrets,
context: He wanted to talk to them.\He didn't want to lie.\But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets, response:	so he knows where they're coming from and he can tell them everything about himself.
context: He didn't want to lie.\But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself. response:	He wants to make sure their interests align,
context: But the way he talks isn't very good.\What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align, response:	and then show them he's a good partner who can be trusted!
context: What do you mean?\The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted! response:	Were you a merchant, Naotsugu?
context: The guy from the Kunie Clan is a big believer in secrets.\And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu? response:	I was in sales, actually.
context: And Shiro...\When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually. response:	Sales?
context: When he's making a new contract or doing business with a new person,\he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually.\Sales? response:	Is that a negotiation skill or something?
