context: The Second Dish response:	Episode 3
context: Bad at card games.\Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost?\What? response:	Just watch in my standby room, then.
context: Underwear tends to have a checked pattern.\And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost?\What?\Just watch in my standby room, then. response:	It's right there.
context: And, what he values most is...\U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost?\What?\Just watch in my standby room, then.\It's right there. response:	Yukihira?
context: U-Um, since our current location is here...\I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost?\What?\Just watch in my standby room, then.\It's right there.\Yukihira? response:	Tadokoro-san, too?
context: I'm so sorry, Soma-kun! It's my fault!\No prob.\What, did you get lost?\What?\Just watch in my standby room, then.\It's right there.\Yukihira?\Tadokoro-san, too? response:	Candidate Mimasaka Subaru Standby Room
context: No prob.\What, did you get lost?\What?\Just watch in my standby room, then.\It's right there.\Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room response:	Jeez...
context: What, did you get lost?\What?\Just watch in my standby room, then.\It's right there.\Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez... response:	Why do I have to be here, too?
context: What?\Just watch in my standby room, then.\It's right there.\Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too? response:	Well, why not?
context: Just watch in my standby room, then.\It's right there.\Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too?\Well, why not? response:	Aren't you done checking your ingredients?
context: It's right there.\Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients? response:	Choose any sweet you want with your tea.
context: Yukihira?\Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea. response:	Oh, you don't need to play the host!
context: Tadokoro-san, too?\Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host! response:	What are your thoughts on this fight, Yukihira?
context: Candidate Mimasaka Subaru Standby Room\Jeez...\Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira? response:	Oh, I don't know.
context: Jeez...\Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know. response:	I've never seen Miss Secretary's cooking, either.
context: Why do I have to be here, too?\Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either. response:	What do you think, Tadokoro?
context: Well, why not?\Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro? response:	U-Um... Arato-san specializes in cooking with medicinal plants.
context: Aren't you done checking your ingredients?\Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants. response:	I'm not sure they'd pair well with hamburgers.
context: Choose any sweet you want with your tea.\Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers. response:	It looks like Arato Hisako will finish first.
context: Oh, you don't need to play the host!\What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first. response:	She's kneading chopped suppon meat and innards with ground pork.
context: What are your thoughts on this fight, Yukihira?\Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork. response:	She seasoned the meat with salt and pepper.
context: Oh, I don't know.\I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper. response:	She used pork caul, the mesh of fat enveloping pork organs,
context: I've never seen Miss Secretary's cooking, either.\What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs, response:	to wrap the patty and keep it from disintegrating while it grills.
context: What do you think, Tadokoro?\U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills. response:	Hisako!
context: U-Um... Arato-san specializes in cooking with medicinal plants.\I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako! response:	Look, Hisako!
context: I'm not sure they'd pair well with hamburgers.\It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako! response:	The cherry blossoms are so beautiful!
context: It looks like Arato Hisako will finish first.\She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako!\The cherry blossoms are so beautiful! response:	She who possesses the God Tongue.
context: She's kneading chopped suppon meat and innards with ground pork.\She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue. response:	My wish is to serve her at her side.
context: She seasoned the meat with salt and pepper.\She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side. response:	To walk close to her, following her a few steps behind.
context: She used pork caul, the mesh of fat enveloping pork organs,\to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind. response:	To make that wish come true,
context: to wrap the patty and keep it from disintegrating while it grills.\Hisako!\Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true, response:	I will survive this match and win!
context: Hisako!\Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win! response:	I present to you a dish that will shake your instincts to the very core!
context: Look, Hisako!\The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core! response:	It is the Suppon Burger!
context: The cherry blossoms are so beautiful!\She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger! response:	Now then, will the judges' reactions be night or day?
context: She who possesses the God Tongue.\My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day? response:	The faint sweetness and pronounced elasticity that steamed buns are known for!
context: My wish is to serve her at her side.\To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for! response:	All the downy hairs on my body are standing on end!
context: To walk close to her, following her a few steps behind.\To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end! response:	I feel like my body...
context: To make that wish come true,\I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body... response:	Whoa!
context: I will survive this match and win!\I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body...\Whoa! response:	Look at their glow, despite their age!
context: I present to you a dish that will shake your instincts to the very core!\It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body...\Whoa!\Look at their glow, despite their age! response:	Is that the power of suppon?
context: It is the Suppon Burger!\Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body...\Whoa!\Look at their glow, despite their age!\Is that the power of suppon? response:	A meltingly tender, meaty hamburger patty...
context: Now then, will the judges' reactions be night or day?\The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body...\Whoa!\Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty... response:	It's overflowing with the suppon's umami!
context: The faint sweetness and pronounced elasticity that steamed buns are known for!\All the downy hairs on my body are standing on end!\I feel like my body...\Whoa!\Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami! response:	The sauce is thickened suppon stock.
context: All the downy hairs on my body are standing on end!\I feel like my body...\Whoa!\Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock. response:	The sauce coats the hamburger patty and creates a rich flavor!
context: I feel like my body...\Whoa!\Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor! response:	The fresh blood I added to the hamburger patty warms you up from the inside.
context: Whoa!\Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside. response:	I also mixed dobekkou powder into the hamburger patty.
context: Look at their glow, despite their age!\Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty. response:	Dobekkou is dried suppon shell.
context: Is that the power of suppon?\A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell. response:	It is used to improve vigor in traditional Chinese medicine.
context: A meltingly tender, meaty hamburger patty...\It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine. response:	So both the sauce and the hamburger patty contain suppon.
context: It's overflowing with the suppon's umami!\The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon. response:	No wonder the judges look so satisfied.
context: The sauce is thickened suppon stock.\The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied. response:	Nay!
context: The sauce coats the hamburger patty and creates a rich flavor!\The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay! response:	The truth of this dish can only be understood by those who have tasted it.
context: The fresh blood I added to the hamburger patty warms you up from the inside.\I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it. response:	The answer lies in the gelatin from the supponits viscosity.
context: I also mixed dobekkou powder into the hamburger patty.\Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity. response:	You are exactly right.
context: Dobekkou is dried suppon shell.\It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right. response:	Viscosity has a great impact on a dish's perceived richness.
context: It is used to improve vigor in traditional Chinese medicine.\So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness. response:	And this hamburger patty contains a lot of gelatin that has seeped into the stock.
context: So both the sauce and the hamburger patty contain suppon.\No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock. response:	Of all the parts of the body, the soft palate
context: No wonder the judges look so satisfied.\Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate response:	the inner part of the upper jaw is most sensitive to physical stimuli.
context: Nay!\The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli. response:	The viscous hamburger patty and sauce is providing a sensuous stimulus.
context: The truth of this dish can only be understood by those who have tasted it.\The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus. response:	In other words, this dish not only speaks to one's sense of taste,
context: The answer lies in the gelatin from the supponits viscosity.\You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste, response:	but also to one's sense of touch.
context: You are exactly right.\Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch. response:	It's as though the suppon's seductive greatness is bearing down upon me!
context: Viscosity has a great impact on a dish's perceived richness.\And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me! response:	Roar!
context: And this hamburger patty contains a lot of gelatin that has seeped into the stock.\Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar! response:	It's deliciousness... is monstrous!
context: Of all the parts of the body, the soft palate\the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous! response:	I was in rapture without intending to.
context: the inner part of the upper jaw is most sensitive to physical stimuli.\The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to. response:	W-W-W-Wow!
context: The viscous hamburger patty and sauce is providing a sensuous stimulus.\In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow! response:	I'm so amazed she was able to leverage medicinal herbs to this degree!
context: In other words, this dish not only speaks to one's sense of taste,\but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree! response:	Yeah...
context: but also to one's sense of touch.\It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah... response:	If I ever face her, the depth and scope of her knowledge will pose quite a threat.
context: It's as though the suppon's seductive greatness is bearing down upon me!\Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat. response:	But the victor of this match will be Hayama Akira.
context: Roar!\It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira. response:	Eh?
context: It's deliciousness... is monstrous!\I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh? response:	What's going on?
context: I was in rapture without intending to.\W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh?\What's going on? response:	The audience's mood shifted the moment Hayama began cooking his hamburger patties!
context: W-W-W-Wow!\I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties! response:	It's not just about what happens in the mouth.
context: I'm so amazed she was able to leverage medicinal herbs to this degree!\Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth. response:	That's not all there is to the world of taste.
context: Yeah...\If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste. response:	It's done!
context: If I ever face her, the depth and scope of her knowledge will pose quite a threat.\But the victor of this match will be Hayama Akira.\Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done! response:	We'll now have Candidate Hayama Akira's hamburger!
context: But the victor of this match will be Hayama Akira.\Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger! response:	The overpowering scent of meat is flooding the arena!
context: Eh?\What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena! response:	Wow! Amazing!
context: What's going on?\The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing! response:	There's piping hot kebab meat on top of the thick hamburger patty!
context: The audience's mood shifted the moment Hayama began cooking his hamburger patties!\It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty! response:	Now... Quickly!
context: It's not just about what happens in the mouth.\That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly! response:	All the judges have turned into ravenous dogs!
context: That's not all there is to the world of taste.\It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs! response:	I'm sorry to have kept you waiting.
context: It's done!\We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting. response:	What's your play, Hayama Akira?!
context: We'll now have Candidate Hayama Akira's hamburger!\The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?! response:	That dish cannot possibly avoid being heavy and overbearing.
context: The overpowering scent of meat is flooding the arena!\Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing. response:	No matter how he may try to lure people in with fragrance,
context: Wow! Amazing!\There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance, response:	if the actual flavors are crude...
context: There's piping hot kebab meat on top of the thick hamburger patty!\Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude... response:	I couldn't stop myself!
context: Now... Quickly!\All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself! response:	I've already finished mine!
context: All the judges have turned into ravenous dogs!\I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine! response:	What?
context: I'm sorry to have kept you waiting.\What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine!\What? response:	You chose to use pita bread as the hamburger bun, I see.
context: What's your play, Hayama Akira?!\That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see. response:	Pita bread...
context: That dish cannot possibly avoid being heavy and overbearing.\No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread... response:	It's a Middle Eastern bread which is baked at high temperatures,
context: No matter how he may try to lure people in with fragrance,\if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures, response:	resulting in a hollow pocket that is then stuffed with ingredients.
context: if the actual flavors are crude...\I couldn't stop myself!\I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients. response:	Homemade yogurt sauce was used to remove the gamey flavor of the kebab,
context: I couldn't stop myself!\I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab, response:	and to enhance the flavor of spices.
context: I've already finished mine!\What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices. response:	The hamburger patty itself is kofte,
