context: Second Dish response:	Episode 1
context: I have no need for weaklings who would falter by this display.\Look.\Five bentos, all done!\There's at least one chef who is not deterred.\Yukihira Soma, what is your dish?\Nori bento.\What?!\Did he say nori bento?! response:	What?!
context: Look.\Five bentos, all done!\There's at least one chef who is not deterred.\Yukihira Soma, what is your dish?\Nori bento.\What?!\Did he say nori bento?!\What?! response:	How can he possibly hope to beat Nakiri Alice with that?
context: Five bentos, all done!\There's at least one chef who is not deterred.\Yukihira Soma, what is your dish?\Nori bento.\What?!\Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that? response:	Soma's Nori Bento (Assumption)
context: There's at least one chef who is not deterred.\Yukihira Soma, what is your dish?\Nori bento.\What?!\Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption) response:	Nori bento?!
context: Yukihira Soma, what is your dish?\Nori bento.\What?!\Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?! response:	What the hell?
context: Nori bento.\What?!\Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?!\What the hell? response:	He's finished.
context: What?!\Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?!\What the hell?\He's finished. response:	Yukihira-kun.
context: Did he say nori bento?!\What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?!\What the hell?\He's finished.\Yukihira-kun. response:	Huh?
context: What?!\How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?!\What the hell?\He's finished.\Yukihira-kun.\Huh? response:	What's a nori bento?
context: How can he possibly hope to beat Nakiri Alice with that?\Soma's Nori Bento (Assumption)\Nori bento?!\What the hell?\He's finished.\Yukihira-kun.\Huh?\What's a nori bento? response:	What, you don't know?
context: Soma's Nori Bento (Assumption)\Nori bento?!\What the hell?\He's finished.\Yukihira-kun.\Huh?\What's a nori bento?\What, you don't know? response:	I can make one for you later.
context: Nori bento?!\What the hell?\He's finished.\Yukihira-kun.\Huh?\What's a nori bento?\What, you don't know?\I can make one for you later. response:	It's not just any nori bento, though.
context: What the hell?\He's finished.\Yukihira-kun.\Huh?\What's a nori bento?\What, you don't know?\I can make one for you later.\It's not just any nori bento, though. response:	It's Yukihira-Style Evolved Nori Bento!
context: He's finished.\Yukihira-kun.\Huh?\What's a nori bento?\What, you don't know?\I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento! response:	Enjoy!
context: Yukihira-kun.\Huh?\What's a nori bento?\What, you don't know?\I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy! response:	They're called lunch jars.
context: Huh?\What's a nori bento?\What, you don't know?\I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars. response:	They're made of stainless steel, and can retain the heat of rice and soup.
context: What's a nori bento?\What, you don't know?\I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup. response:	Hmm, Japanese bento boxes are pretty advanced.
context: What, you don't know?\I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced. response:	More recent models can retain their contents' heat for up to half a day.
context: I can make one for you later.\It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day. response:	Sides
context: It's not just any nori bento, though.\It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides response:	Rice
context: It's Yukihira-Style Evolved Nori Bento!\Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides\Rice response:	Soup
context: Enjoy!\They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides\Rice\Soup response:	If you heat up the soup before you put it in the jar,
context: They're called lunch jars.\They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides\Rice\Soup\If you heat up the soup before you put it in the jar, response:	it does a better job of keeping the rice warm.
context: They're made of stainless steel, and can retain the heat of rice and soup.\Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides\Rice\Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm. response:	Oh, how clever!
context: Hmm, Japanese bento boxes are pretty advanced.\More recent models can retain their contents' heat for up to half a day.\Sides\Rice\Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever! response:	Where's the tension?
context: More recent models can retain their contents' heat for up to half a day.\Sides\Rice\Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension? response:	It's not like the match is over.
context: Sides\Rice\Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension?\It's not like the match is over. response:	She's being condescending toward Yukihira.
context: Rice\Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira. response:	She's all smiles because she's convinced she'll win.
context: Soup\If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win. response:	Hmm, first, there are three side dishes.
context: If you heat up the soup before you put it in the jar,\it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes. response:	Hmm!
context: it does a better job of keeping the rice warm.\Oh, how clever!\Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm! response:	This fish cake fried with nori is amazing!
context: Oh, how clever!\Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing! response:	I made the fish cake from scratch.
context: Where's the tension?\It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch. response:	He used beer in the batter.
context: It's not like the match is over.\She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter. response:	Alcohol is more volatile than the batter,
context: She's being condescending toward Yukihira.\She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter, response:	so it becomes light and crispy.
context: She's all smiles because she's convinced she'll win.\Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy. response:	Huh?
context: Hmm, first, there are three side dishes.\Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh? response:	Why do you know what he did, Ryoko?
context: Hmm!\This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko? response:	I saw Yukihira-kun testing his dish at the dorm last night,
context: This fish cake fried with nori is amazing!\I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night, response:	so I asked for a taste.
context: I made the fish cake from scratch.\He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste. response:	Oh!
context: He used beer in the batter.\Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh! response:	So much umami's bursting forth!
context: Alcohol is more volatile than the batter,\so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh!\So much umami's bursting forth! response:	I can smell the sea!
context: so it becomes light and crispy.\Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh!\So much umami's bursting forth!\I can smell the sea! response:	I'll envelop you.
context: Huh?\Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh!\So much umami's bursting forth!\I can smell the sea!\I'll envelop you. response:	Wh-Who are you?
context: Why do you know what he did, Ryoko?\I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh!\So much umami's bursting forth!\I can smell the sea!\I'll envelop you.\Wh-Who are you? response:	The kinpira-style sauteed burdock also has a mellow, deep flavor.
context: I saw Yukihira-kun testing his dish at the dorm last night,\so I asked for a taste.\Oh!\So much umami's bursting forth!\I can smell the sea!\I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor. response:	I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.
context: so I asked for a taste.\Oh!\So much umami's bursting forth!\I can smell the sea!\I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients. response:	I see.
context: Oh!\So much umami's bursting forth!\I can smell the sea!\I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see. response:	You were very meticulous with this dish.
context: So much umami's bursting forth!\I can smell the sea!\I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish. response:	Oh!
context: I can smell the sea!\I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish.\Oh! response:	Look how easily the chopsticks cut through the fried cod!
context: I'll envelop you.\Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod! response:	The cod must've been first simmered in stock and seasoning before it was fried.
context: Wh-Who are you?\The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried. response:	That step gave it its soft, flaky texture.
context: The kinpira-style sauteed burdock also has a mellow, deep flavor.\I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture. response:	What?!
context: I've added just a bit of mayonnaise and balsamic vinegar as secret ingredients.\I see.\You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?! response:	What a pure, mild flavor it has!
context: I see.\You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has! response:	It is like a gentle highlands breeze!
context: You were very meticulous with this dish.\Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze! response:	What refined flavor!
context: Oh!\Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor! response:	Where is this coming from?!
context: Look how easily the chopsticks cut through the fried cod!\The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?! response:	The answer to that question can be found in the stock.
context: The cod must've been first simmered in stock and seasoning before it was fried.\That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock. response:	This is dried tuna stock.
context: That step gave it its soft, flaky texture.\What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock. response:	That's right.
context: What?!\What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock.\That's right. response:	The cod was simmered in stock made from dried tuna and rishiri kelp.
context: What a pure, mild flavor it has!\It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp. response:	Dried tuna...
context: It is like a gentle highlands breeze!\What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna... response:	That would've been made from yellowfin tuna.
context: What refined flavor!\Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna. response:	Yes.
context: Where is this coming from?!\The answer to that question can be found in the stock.\This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna.\Yes. response:	While it is not as rich as bonito stock, it has a very delicate and elegant umami.
context: The answer to that question can be found in the stock.\This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami. response:	Cod also has a light umami, so the dried tuna is a perfect match.
context: This is dried tuna stock.\That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match. response:	What a light dish!
context: That's right.\The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish! response:	The soup is next!
context: The cod was simmered in stock made from dried tuna and rishiri kelp.\Dried tuna...\That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next! response:	Oh!
context: Dried tuna...\That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next!\Oh! response:	It's bacon and onion miso soup!
context: That would've been made from yellowfin tuna.\Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next!\Oh!\It's bacon and onion miso soup! response:	Ah, this too...
context: Yes.\While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next!\Oh!\It's bacon and onion miso soup!\Ah, this too... response:	The unique fragrance of the tuna stock fills your nostrils.
context: While it is not as rich as bonito stock, it has a very delicate and elegant umami.\Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next!\Oh!\It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils. response:	Combined with the meltingly sweet onions,
context: Cod also has a light umami, so the dried tuna is a perfect match.\What a light dish!\The soup is next!\Oh!\It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions, response:	it's as though the soup envelops your entire body.
context: What a light dish!\The soup is next!\Oh!\It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body. response:	Also, there is a trick to taking advantage of this bento box.
context: The soup is next!\Oh!\It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box. response:	Just by putting the stock, ingredients, and seasonings in the container,
context: Oh!\It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container, response:	you can have a sweet soup a few hours later.
context: It's bacon and onion miso soup!\Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later. response:	The vegetables will be cooked through.
context: Ah, this too...\The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through. response:	Oh, that's useful.
context: The unique fragrance of the tuna stock fills your nostrils.\Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful. response:	Today, there won't be any time delay, so I've cooked the ingredients already.
context: Combined with the meltingly sweet onions,\it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already. response:	You know a lot about bentos.
context: it's as though the soup envelops your entire body.\Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos. response:	Sure. I've made them at my family's diner.
context: Also, there is a trick to taking advantage of this bento box.\Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner. response:	But that's not enough, Yukihira-kun.
context: Just by putting the stock, ingredients, and seasonings in the container,\you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun. response:	Your efforts are all too conventional.
context: you can have a sweet soup a few hours later.\The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional. response:	Even bentos should be full of spectacular surprises.
context: The vegetables will be cooked through.\Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises. response:	Just like my Temari Bento.
context: Oh, that's useful.\Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento. response:	Yeah, yours did look really tasty.
context: Today, there won't be any time delay, so I've cooked the ingredients already.\You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty. response:	Let me try it sometime.
context: You know a lot about bentos.\Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime. response:	Yes, of course.
context: Sure. I've made them at my family's diner.\But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course. response:	But was your dish really amazing as a bento?
context: But that's not enough, Yukihira-kun.\Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento? response:	What did you say?
context: Your efforts are all too conventional.\Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento?\What did you say? response:	I'm asking you what we should be putting in bento boxes.
context: Even bentos should be full of spectacular surprises.\Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes. response:	Diner Yukihira
context: Just like my Temari Bento.\Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira response:	One of my diner's regulars was a granny called Kiyo-san.
context: Yeah, yours did look really tasty.\Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san. response:	She came almost every day,
context: Let me try it sometime.\Yes, of course.\But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day, response:	but one day, she hurt her back, and couldn't come.
context: Yes, of course.\But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come. response:	Hello?
context: But was your dish really amazing as a bento?\What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello? response:	Granny Kiyo!
context: What did you say?\I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo! response:	Is your back okay?!
context: I'm asking you what we should be putting in bento boxes.\Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo!\Is your back okay?! response:	Soma-chan, isn't your diner busy right now?
context: Diner Yukihira\One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now? response:	Ow...
context: One of my diner's regulars was a granny called Kiyo-san.\She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow... response:	Here you go!
context: She came almost every day,\but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow...\Here you go! response:	What?
context: but one day, she hurt her back, and couldn't come.\Hello?\Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow...\Here you go!\What? response:	You haven't had dinner yet, right?
context: Hello?\Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow...\Here you go!\What?\You haven't had dinner yet, right? response:	Later!
context: Granny Kiyo!\Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow...\Here you go!\What?\You haven't had dinner yet, right?\Later! response:	You came here just to deliver this?
context: Is your back okay?!\Soma-chan, isn't your diner busy right now?\Ow...\Here you go!\What?\You haven't had dinner yet, right?\Later!\You came here just to deliver this? response:	The diner was super empty,
context: Soma-chan, isn't your diner busy right now?\Ow...\Here you go!\What?\You haven't had dinner yet, right?\Later!\You came here just to deliver this?\The diner was super empty, response:	so I made this for you.
context: Ow...\Here you go!\What?\You haven't had dinner yet, right?\Later!\You came here just to deliver this?\The diner was super empty,\so I made this for you. response:	Eat this and get better!
context: Here you go!\What?\You haven't had dinner yet, right?\Later!\You came here just to deliver this?\The diner was super empty,\so I made this for you.\Eat this and get better! response:	Diner Yukihira
context: What?\You haven't had dinner yet, right?\Later!\You came here just to deliver this?\The diner was super empty,\so I made this for you.\Eat this and get better!\Diner Yukihira response:	A person should taste what I was trying to deliver
context: You haven't had dinner yet, right?\Later!\You came here just to deliver this?\The diner was super empty,\so I made this for you.\Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver response:	in the bento box that day.
context: Later!\You came here just to deliver this?\The diner was super empty,\so I made this for you.\Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day. response:	The flavors, and what lies beyond!
context: You came here just to deliver this?\The diner was super empty,\so I made this for you.\Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond! response:	What?
context: The diner was super empty,\so I made this for you.\Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond!\What? response:	What is this rice?
context: so I made this for you.\Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond!\What?\What is this rice? response:	There are strange black grains on top of the rice.
context: Eat this and get better!\Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond!\What?\What is this rice?\There are strange black grains on top of the rice. response:	What's that?
context: Diner Yukihira\A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond!\What?\What is this rice?\There are strange black grains on top of the rice.\What's that? response:	Caviar?
context: A person should taste what I was trying to deliver\in the bento box that day.\The flavors, and what lies beyond!\What?\What is this rice?\There are strange black grains on top of the rice.\What's that?\Caviar? response:	Fish roe?
