context: Ichiya from Blue Pegasus, together with the allies he gathered underneath him, response:	completely wiped out Oracion Seis!
context: Yes.\My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally...\But... response:	All right! We did it, Brother!
context: My brother and I lost our parents very young.\But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally...\But...\All right! We did it, Brother! response:	Yes!
context: But we both worked together, and managed to live!\Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally...\But...\All right! We did it, Brother!\Yes! response:	Let's hurry up and eat, Brother!
context: Then it happened... Right when we began growing vegetables.\We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally...\But...\All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother! response:	After we give thanks to God.
context: We worked so hard, and yet... I knew that this ground was too hard to grow vegetables!\God damn it!\Don't cry, Wally...\But...\All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother!\After we give thanks to God. response:	This single potato
context: God damn it!\Don't cry, Wally...\But...\All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato response:	has provided to us brothers a great deal of hope, and light.
context: Don't cry, Wally...\But...\All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light. response:	We give thanks.
context: But...\All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks. response:	We give thanks!
context: All right! We did it, Brother!\Yes!\Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks! response:	Thanks for the grub!
context: Yes!\Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks!\Thanks for the grub! response:	Here's your share...
context: Let's hurry up and eat, Brother!\After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks!\Thanks for the grub!\Here's your share... response:	My stomach isn't feeling so well, so I'll let you eat it, Wally.
context: After we give thanks to God.\This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks!\Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally. response:	You sure?
context: This single potato\has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks!\Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure? response:	Yes.
context: has provided to us brothers a great deal of hope, and light.\We give thanks.\We give thanks!\Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes. response:	What is it?
context: We give thanks.\We give thanks!\Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes.\What is it? response:	My stomach isn't feeling well myself.
context: We give thanks!\Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes.\What is it?\My stomach isn't feeling well myself. response:	I could never eat the whole thing!
context: Thanks for the grub!\Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes.\What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing! response:	Go ahead and eat half, okay?
context: Here's your share...\My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes.\What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay? response:	Wally...
context: My stomach isn't feeling so well, so I'll let you eat it, Wally.\You sure?\Yes.\What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay?\Wally... response:	I have not forgotten the taste of that potato, even now...
context: You sure?\Yes.\What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now... response:	Actually, I know that man.
context: Yes.\What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man. response:	What say you?
context: What is it?\My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you? response:	He is my friend.
context: My stomach isn't feeling well myself.\I could never eat the whole thing!\Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you?\He is my friend. response:	He is now energetically traveling around the continent.
context: I could never eat the whole thing!\Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you?\He is my friend.\He is now energetically traveling around the continent. response:	Is this what they call a miracle, bestowed only to those who believe in the light?
context: Go ahead and eat half, okay?\Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you?\He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light? response:	T-Thank you!
context: Wally...\I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you?\He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you! response:	Thank you!
context: I have not forgotten the taste of that potato, even now...\Actually, I know that man.\What say you?\He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you! response:	Thank you...
context: Actually, I know that man.\What say you?\He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you!\Thank you... response:	I feel sorry for him.
context: What say you?\He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you!\Thank you...\I feel sorry for him. response:	Aye...
context: He is my friend.\He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you!\Thank you...\I feel sorry for him.\Aye... response:	Ah, well...
context: He is now energetically traveling around the continent.\Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you!\Thank you...\I feel sorry for him.\Aye...\Ah, well... response:	There isn't anything we can do for him.
context: Is this what they call a miracle, bestowed only to those who believe in the light?\T-Thank you!\Thank you!\Thank you...\I feel sorry for him.\Aye...\Ah, well...\There isn't anything we can do for him. response:	Enough already! Just unseal the runes!
context: T-Thank you!\Thank you!\Thank you...\I feel sorry for him.\Aye...\Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes! response:	It's leaking!
context: Thank you!\Thank you...\I feel sorry for him.\Aye...\Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking! response:	Don't!
context: Thank you...\I feel sorry for him.\Aye...\Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking!\Don't! response:	No.
context: I feel sorry for him.\Aye...\Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking!\Don't!\No. response:	Our true objective is not Oracion Seis.
context: Aye...\Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking!\Don't!\No.\Our true objective is not Oracion Seis. response:	The one who infiltrated the Magic Council, destroyed it, and fired Etherion...
context: Ah, well...\There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking!\Don't!\No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion... response:	There is a far greater evildoer among you, yes?
context: There isn't anything we can do for him.\Enough already! Just unseal the runes!\It's leaking!\Don't!\No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes? response:	You, Jellal.
context: Enough already! Just unseal the runes!\It's leaking!\Don't!\No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal. response:	Come!
context: It's leaking!\Don't!\No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal.\Come! response:	If you resist, I have orders to use lethal force!
context: Don't!\No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal.\Come!\If you resist, I have orders to use lethal force! response:	But that's...
context: No.\Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal.\Come!\If you resist, I have orders to use lethal force!\But that's... response:	Hold it a second!
context: Our true objective is not Oracion Seis.\The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal.\Come!\If you resist, I have orders to use lethal force!\But that's...\Hold it a second! response:	That man is dangerous.
context: The one who infiltrated the Magic Council, destroyed it, and fired Etherion...\There is a far greater evildoer among you, yes?\You, Jellal.\Come!\If you resist, I have orders to use lethal force!\But that's...\Hold it a second!\That man is dangerous. response:	We cannot allow him loose in the world again.
context: There is a far greater evildoer among you, yes?\You, Jellal.\Come!\If you resist, I have orders to use lethal force!\But that's...\Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again. response:	Never again.
context: You, Jellal.\Come!\If you resist, I have orders to use lethal force!\But that's...\Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again.\Never again. response:	We got Oracion Seis,
context: Come!\If you resist, I have orders to use lethal force!\But that's...\Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again.\Never again.\We got Oracion Seis, response:	so we can finally get back to the Guild!
context: If you resist, I have orders to use lethal force!\But that's...\Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again.\Never again.\We got Oracion Seis,\so we can finally get back to the Guild! response:	Yeah! But this time was really a pain...
context: But that's...\Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again.\Never again.\We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain... response:	Each and every one of'em was super powerful...
context: Hold it a second!\That man is dangerous.\We cannot allow him loose in the world again.\Never again.\We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful... response:	We were in a lot of dangerous situations, right?
context: That man is dangerous.\We cannot allow him loose in the world again.\Never again.\We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right? response:	No kidding.
context: We cannot allow him loose in the world again.\Never again.\We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding. response:	If we hadn't all joined forces, we probably wouldn't have won!
context: Never again.\We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding.\If we hadn't all joined forces, we probably wouldn't have won! response:	Next time: The Guild for Only One.
context: We got Oracion Seis,\so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding.\If we hadn't all joined forces, we probably wouldn't have won!\Next time: The Guild for Only One. response:	All right! Let's do our usual banquet after a battle!
context: so we can finally get back to the Guild!\Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding.\If we hadn't all joined forces, we probably wouldn't have won!\Next time: The Guild for Only One.\All right! Let's do our usual banquet after a battle! response:	I'm fired up! Hoo-ha, hoo-ha!
context: Yeah! But this time was really a pain...\Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding.\If we hadn't all joined forces, we probably wouldn't have won!\Next time: The Guild for Only One.\All right! Let's do our usual banquet after a battle!\I'm fired up! Hoo-ha, hoo-ha! response:	Hoo-ha, hoo-ha!
context: Each and every one of'em was super powerful...\We were in a lot of dangerous situations, right?\No kidding.\If we hadn't all joined forces, we probably wouldn't have won!\Next time: The Guild for Only One.\All right! Let's do our usual banquet after a battle!\I'm fired up! Hoo-ha, hoo-ha!\Hoo-ha, hoo-ha! response:	Hoo-ha, hoo-ha!
