context: Natsu, why are you here? response:	Don't go scarin' me like that.
context: Mira-nee...\But, isn't it a bit too salty?\And the way you chopped the vegetables could use some work.\So now is when you start complaining?\Shut up!\Don't run!\What's wrong with this exam?\Chose a path? Find a grave? response:	Sure, whatever!
context: But, isn't it a bit too salty?\And the way you chopped the vegetables could use some work.\So now is when you start complaining?\Shut up!\Don't run!\What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever! response:	I came here'cause I wanted to beat up Salamander or Erza...
context: And the way you chopped the vegetables could use some work.\So now is when you start complaining?\Shut up!\Don't run!\What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza... response:	But these giant monsters are all so boring!
context: So now is when you start complaining?\Shut up!\Don't run!\What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring! response:	So you don't care what happens to me?
context: Shut up!\Don't run!\What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me? response:	I ain't said that!
context: Don't run!\What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that! response:	But you just fight with everything... You don't think anything of me.
context: What's wrong with this exam?\Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me. response:	Nothing at all.
context: Chose a path? Find a grave?\Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all. response:	Oh, so that's it? You think you can take me on, little one?
context: Sure, whatever!\I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one? response:	Then you'd better get big and strong to face me head on!
context: I came here'cause I wanted to beat up Salamander or Erza...\But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on! response:	I'm weak, that's just how it is.
context: But these giant monsters are all so boring!\So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is. response:	I'm small.
context: So you don't care what happens to me?\I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small. response:	Sheesh, you get better things to do than get depressed.
context: I ain't said that!\But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed. response:	Get lost already! Stupid Gajeel!
context: But you just fight with everything... You don't think anything of me.\Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel! response:	What's wrong with him? And I thought maybe he wasn't so bad...
context: Nothing at all.\Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad... response:	Such a jerk... I hate him... I hate him!
context: Oh, so that's it? You think you can take me on, little one?\Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him! response:	I hate him.
context: Then you'd better get big and strong to face me head on!\I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him. response:	Gajeel?
context: I'm weak, that's just how it is.\I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him.\Gajeel? response:	What? Who are you?
context: I'm small.\Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him.\Gajeel?\What? Who are you? response:	First, we take one!
context: Sheesh, you get better things to do than get depressed.\Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him.\Gajeel?\What? Who are you?\First, we take one! response:	It's tough findin' someone small like you.
context: Get lost already! Stupid Gajeel!\What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him.\Gajeel?\What? Who are you?\First, we take one!\It's tough findin' someone small like you. response:	So don't leave my side.
context: What's wrong with him? And I thought maybe he wasn't so bad...\Such a jerk... I hate him... I hate him!\I hate him.\Gajeel?\What? Who are you?\First, we take one!\It's tough findin' someone small like you.\So don't leave my side. response:	Okay.
context: Such a jerk... I hate him... I hate him!\I hate him.\Gajeel?\What? Who are you?\First, we take one!\It's tough findin' someone small like you.\So don't leave my side.\Okay. response:	So who are these guys?
context: I hate him.\Gajeel?\What? Who are you?\First, we take one!\It's tough findin' someone small like you.\So don't leave my side.\Okay.\So who are these guys? response:	That mark...
context: Gajeel?\What? Who are you?\First, we take one!\It's tough findin' someone small like you.\So don't leave my side.\Okay.\So who are these guys?\That mark... response:	Grimoire Heart!
context: What? Who are you?\First, we take one!\It's tough findin' someone small like you.\So don't leave my side.\Okay.\So who are these guys?\That mark...\Grimoire Heart! response:	The strongest of the Black Guilds... Why here?
context: First, we take one!\It's tough findin' someone small like you.\So don't leave my side.\Okay.\So who are these guys?\That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here? response:	So the master invited Dark Guilds to be part of the test?
context: It's tough findin' someone small like you.\So don't leave my side.\Okay.\So who are these guys?\That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test? response:	I can't believe that. These guys broke in from somewhere.
context: So don't leave my side.\Okay.\So who are these guys?\That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere. response:	Well, accidents happen on the job.
context: Okay.\So who are these guys?\That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job. response:	And on S Class jobs, all the more.
context: So who are these guys?\That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more. response:	If you can't get rid of a little accident like this,
context: That mark...\Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this, response:	I don't think I could say you're qualified to be S class.
context: Grimoire Heart!\The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class. response:	But they're from Grimoire Heart...
context: The strongest of the Black Guilds... Why here?\So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart... response:	Part of the Baram Alliance...
context: So the master invited Dark Guilds to be part of the test?\I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance... response:	They shouldn't just attack us on their own!
context: I can't believe that. These guys broke in from somewhere.\Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own! response:	That'w what's wrong with official guilds.
context: Well, accidents happen on the job.\And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds. response:	There's no rules in war-peron!
context: And on S Class jobs, all the more.\If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron! response:	War?
context: If you can't get rid of a little accident like this,\I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron!\War? response:	What is your objection?
context: I don't think I could say you're qualified to be S class.\But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron!\War?\What is your objection? response:	We are Grimoire Heart Wizards!
context: But they're from Grimoire Heart...\Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron!\War?\What is your objection?\We are Grimoire Heart Wizards! response:	Yomazu!
context: Part of the Baram Alliance...\They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron!\War?\What is your objection?\We are Grimoire Heart Wizards!\Yomazu! response:	Likewise, Kawazu!
context: They shouldn't just attack us on their own!\That'w what's wrong with official guilds.\There's no rules in war-peron!\War?\What is your objection?\We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu! response:	Yomazu and Kawazu?
context: That'w what's wrong with official guilds.\There's no rules in war-peron!\War?\What is your objection?\We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu? response:	We're after...
context: There's no rules in war-peron!\War?\What is your objection?\We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu?\We're after... response:	Me ears!
context: War?\What is your objection?\We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu?\We're after...\Me ears! response:	The strongest Dark Guild, Grimoire Heart.
context: What is your objection?\We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu?\We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart. response:	In search of the legendary Black Wizard, they finally make their move.
context: We are Grimoire Heart Wizards!\Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu?\We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move. response:	Before them lies Tenroujima.
context: Yomazu!\Likewise, Kawazu!\Yomazu and Kawazu?\We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima. response:	As well as Natsu and the others.
context: Likewise, Kawazu!\Yomazu and Kawazu?\We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others. response:	Okay, this'll do!
context: Yomazu and Kawazu?\We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do! response:	You just turned it inside out!
context: We're after...\Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out! response:	Grave! S Class!
context: Me ears!\The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out!\Grave! S Class! response:	Why are all the men in my guild such idiots?
context: The strongest Dark Guild, Grimoire Heart.\In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots? response:	The story that began with the S Class Advancement Exam...
context: In search of the legendary Black Wizard, they finally make their move.\Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam... response:	The battle surrounding the legendary Black Wizard Zeref now is beginning!
context: Before them lies Tenroujima.\As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning! response:	Righto! Let's have meat for lunch today!
context: As well as Natsu and the others.\Okay, this'll do!\You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today! response:	What? Meat again? I'd rather have fish...
context: Okay, this'll do!\You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish... response:	I can't get any power with fish. Gotta be meat.
context: You just turned it inside out!\Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat. response:	Sheesh, Natsu... You stubborn fool!
context: Grave! S Class!\Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool! response:	Well, if me and him went head to head I'd win.
context: Why are all the men in my guild such idiots?\The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool!\Well, if me and him went head to head I'd win. response:	It's not really a compliment.
context: The story that began with the S Class Advancement Exam...\The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool!\Well, if me and him went head to head I'd win.\It's not really a compliment. response:	Next time: Soul of Iron.
context: The battle surrounding the legendary Black Wizard Zeref now is beginning!\Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool!\Well, if me and him went head to head I'd win.\It's not really a compliment.\Next time: Soul of Iron. response:	But if you win butting heads against him, how hard is your head anyway?
context: Righto! Let's have meat for lunch today!\What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool!\Well, if me and him went head to head I'd win.\It's not really a compliment.\Next time: Soul of Iron.\But if you win butting heads against him, how hard is your head anyway? response:	Stop saying I've got a hard head!
context: What? Meat again? I'd rather have fish...\I can't get any power with fish. Gotta be meat.\Sheesh, Natsu... You stubborn fool!\Well, if me and him went head to head I'd win.\It's not really a compliment.\Next time: Soul of Iron.\But if you win butting heads against him, how hard is your head anyway?\Stop saying I've got a hard head! response:	I'm all out of gags here.
