context: Where is this? response:	The spot where a giant demon known as Ryukotsusei was sealed.
context: Where's Kagome?\I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru! response:	I, Royakan, will assist you once again.
context: I'll get her back without fail!\This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again. response:	Not necessary.
context: This way!\Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary. response:	Lord Sesshomaru!
context: Lord Sesshomaru doesn't intend to take them on alone?\No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru! response:	W-Wait for me!
context: No... That's much too dangerous.\Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru!\W-Wait for me! response:	Royakan.
context: Even Lord Sesshomaru couldn't...\What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru!\W-Wait for me!\Royakan. response:	Yes?
context: What? Isn't that?\Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru!\W-Wait for me!\Royakan.\Yes? response:	Leave before you die.
context: Lord Sesshomaru!\I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru!\W-Wait for me!\Royakan.\Yes?\Leave before you die. response:	L-Lord Sesshomaru... it's an offer of help.
context: I, Royakan, will assist you once again.\Not necessary.\Lord Sesshomaru!\W-Wait for me!\Royakan.\Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help. response:	You must accept his help!
context: Not necessary.\Lord Sesshomaru!\W-Wait for me!\Royakan.\Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help! response:	Not necessary.
context: Lord Sesshomaru!\W-Wait for me!\Royakan.\Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary. response:	Then at least get Inuyasha this time...
context: W-Wait for me!\Royakan.\Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary.\Then at least get Inuyasha this time... response:	Jaken...
context: Royakan.\Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary.\Then at least get Inuyasha this time...\Jaken... response:	Yes?
context: Yes?\Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary.\Then at least get Inuyasha this time...\Jaken...\Yes? response:	Only you need accompany me.
context: Leave before you die.\L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary.\Then at least get Inuyasha this time...\Jaken...\Yes?\Only you need accompany me. response:	Huh?
context: L-Lord Sesshomaru... it's an offer of help.\You must accept his help!\Not necessary.\Then at least get Inuyasha this time...\Jaken...\Yes?\Only you need accompany me.\Huh? response:	Huh?
context: You must accept his help!\Not necessary.\Then at least get Inuyasha this time...\Jaken...\Yes?\Only you need accompany me.\Huh?\Huh? response:	Lord... Sesshomaru...
context: Not necessary.\Then at least get Inuyasha this time...\Jaken...\Yes?\Only you need accompany me.\Huh?\Huh?\Lord... Sesshomaru... response:	I shall follow you to the ends of the earth!
context: Then at least get Inuyasha this time...\Jaken...\Yes?\Only you need accompany me.\Huh?\Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth! response:	Lord Sesshomaru!
context: Jaken...\Yes?\Only you need accompany me.\Huh?\Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru! response:	Huh?
context: Yes?\Only you need accompany me.\Huh?\Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh? response:	But this means I may end up dying...
context: Only you need accompany me.\Huh?\Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh?\But this means I may end up dying... response:	Huh?
context: Huh?\Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh?\But this means I may end up dying...\Huh? response:	Isn't that Koga?
context: Huh?\Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh?\But this means I may end up dying...\Huh?\Isn't that Koga? response:	Huh?
context: Lord... Sesshomaru...\I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh?\But this means I may end up dying...\Huh?\Isn't that Koga?\Huh? response:	Hey, mutt! Where's Kagome?
context: I shall follow you to the ends of the earth!\Lord Sesshomaru!\Huh?\But this means I may end up dying...\Huh?\Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome? response:	None of your business!
context: Lord Sesshomaru!\Huh?\But this means I may end up dying...\Huh?\Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome?\None of your business! response:	I've been picking up the foul scent of cats lately.
context: Huh?\But this means I may end up dying...\Huh?\Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately. response:	But today, I catch a bit of Kagome's scent, too!
context: But this means I may end up dying...\Huh?\Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too! response:	So what?
context: Huh?\Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what? response:	You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!
context: Isn't that Koga?\Huh?\Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats! response:	Why you... - !
context: Huh?\Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - ! response:	She was captured? What were you doing?!
context: Hey, mutt! Where's Kagome?\None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?! response:	Shaddup!
context: None of your business!\I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?!\Shaddup! response:	They used some dirty tricks!
context: I've been picking up the foul scent of cats lately.\But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?!\Shaddup!\They used some dirty tricks! response:	- Koga! - Where are you?!
context: But today, I catch a bit of Kagome's scent, too!\So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?!\Shaddup!\They used some dirty tricks!\- Koga! - Where are you?! response:	Can't waste any time!
context: So what?\You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?!\Shaddup!\They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time! response:	Wait!
context: You mutt! Don't you dare tell me that Kagome's been kidnapped by cats!\Why you... - !\She was captured? What were you doing?!\Shaddup!\They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time!\Wait! response:	Hey! Koga!
context: Why you... - !\She was captured? What were you doing?!\Shaddup!\They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time!\Wait!\Hey! Koga! response:	Damn that Koga!
context: She was captured? What were you doing?!\Shaddup!\They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time!\Wait!\Hey! Koga!\Damn that Koga! response:	But even one more ally is better for us.
context: Shaddup!\They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time!\Wait!\Hey! Koga!\Damn that Koga!\But even one more ally is better for us. response:	He's right.
context: They used some dirty tricks!\- Koga! - Where are you?!\Can't waste any time!\Wait!\Hey! Koga!\Damn that Koga!\But even one more ally is better for us.\He's right. response:	Besides, Koga goes crazy when it concerns Kagome.
context: - Koga! - Where are you?!\Can't waste any time!\Wait!\Hey! Koga!\Damn that Koga!\But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome. response:	And he's strong.
context: Can't waste any time!\Wait!\Hey! Koga!\Damn that Koga!\But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong. response:	Shaddup!
context: Wait!\Hey! Koga!\Damn that Koga!\But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup! response:	Don't rely on him!
context: Hey! Koga!\Damn that Koga!\But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup!\Don't rely on him! response:	I'm gonna save Kagome myself!
context: Damn that Koga!\But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup!\Don't rely on him!\I'm gonna save Kagome myself! response:	Let go! Let go!
context: But even one more ally is better for us.\He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup!\Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go! response:	Let ME go!
context: He's right.\Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup!\Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go!\Let ME go! response:	We got it, Sis.
context: Besides, Koga goes crazy when it concerns Kagome.\And he's strong.\Shaddup!\Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go!\Let ME go!\We got it, Sis. response:	My Sacred Jewel shards! Give them back!
context: And he's strong.\Shaddup!\Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go!\Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back! response:	Who's the girl?
context: Shaddup!\Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go!\Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl? response:	Seems like it's Inuyasha's wench.
context: Don't rely on him!\I'm gonna save Kagome myself!\Let go! Let go!\Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench. response:	Inuyasha?
context: I'm gonna save Kagome myself!\Let go! Let go!\Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha? response:	The younger son of the dog?
context: Let go! Let go!\Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog? response:	Yup! He's alive! Were we ever shocked!
context: Let ME go!\We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked! response:	She seemed like good bait, so we brought her along.
context: We got it, Sis.\My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along. response:	Hey you!
context: My Sacred Jewel shards! Give them back!\Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you! response:	Just what do you want with Inuyasha?!
context: Who's the girl?\Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?! response:	He's gonna die.
context: Seems like it's Inuyasha's wench.\Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?!\He's gonna die. response:	What about you, Sis?
context: Inuyasha?\The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis? response:	I don't need bait for him.
context: The younger son of the dog?\Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis?\I don't need bait for him. response:	He's sure to come.
context: Yup! He's alive! Were we ever shocked!\She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis?\I don't need bait for him.\He's sure to come. response:	Who are these people? Just what are they scheming?
context: She seemed like good bait, so we brought her along.\Hey you!\Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis?\I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming? response:	- Kagome! - Huh?!
context: Hey you!\Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis?\I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?! response:	Koga!
context: Just what do you want with Inuyasha?!\He's gonna die.\What about you, Sis?\I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga! response:	I'll save you in a minute.
context: He's gonna die.\What about you, Sis?\I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga!\I'll save you in a minute. response:	Hey Wolf Boy! We never invited you here.
context: What about you, Sis?\I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here. response:	You're not getting away!
context: I don't need bait for him.\He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away! response:	Why you...!
context: He's sure to come.\Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...! response:	Hold it!
context: Who are these people? Just what are they scheming?\- Kagome! - Huh?!\Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...!\Hold it! response:	Hey mutt!
context: - Kagome! - Huh?!\Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...!\Hold it!\Hey mutt! response:	I don't need your help!
context: Koga!\I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...!\Hold it!\Hey mutt!\I don't need your help! response:	Who said anything about saving you?!
context: I'll save you in a minute.\Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...!\Hold it!\Hey mutt!\I don't need your help!\Who said anything about saving you?! response:	It's Kagome I'm saving!
context: Hey Wolf Boy! We never invited you here.\You're not getting away!\Why you...!\Hold it!\Hey mutt!\I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving! response:	What's this wall?!
context: You're not getting away!\Why you...!\Hold it!\Hey mutt!\I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?! response:	Kagome!
context: Why you...!\Hold it!\Hey mutt!\I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?!\Kagome! response:	Where are you?!
context: Hold it!\Hey mutt!\I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?!\Kagome!\Where are you?! response:	Kagome!
context: Hey mutt!\I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?!\Kagome!\Where are you?!\Kagome! response:	Kagome, are you there?!
context: I don't need your help!\Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?!\Kagome!\Where are you?!\Kagome!\Kagome, are you there?! response:	What's wrong, Koga?
context: Who said anything about saving you?!\It's Kagome I'm saving!\What's this wall?!\Kagome!\Where are you?!\Kagome!\Kagome, are you there?!\What's wrong, Koga? response:	Where're the cats?
context: It's Kagome I'm saving!\What's this wall?!\Kagome!\Where are you?!\Kagome!\Kagome, are you there?!\What's wrong, Koga?\Where're the cats? response:	Not only their presence, even their scent is gone!
context: What's this wall?!\Kagome!\Where are you?!\Kagome!\Kagome, are you there?!\What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone! response:	I can't pick up any scent at all... no cats, not even Kagome.
context: Kagome!\Where are you?!\Kagome!\Kagome, are you there?!\What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome. response:	Yeah... The scent stopped here.
context: Where are you?!\Kagome!\Kagome, are you there?!\What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here. response:	Just like with Naraku's barrier.
context: Kagome!\Kagome, are you there?!\What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier. response:	Barrier?
context: Kagome, are you there?!\What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier? response:	Hey! What're you gonna do?
context: What's wrong, Koga?\Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do? response:	Huh?! What! The mutt's sword...
context: Where're the cats?\Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword... response:	Inuyasha's older brother and the revenge of the Panther-Demon Tribe?
context: Not only their presence, even their scent is gone!\I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe? response:	According to Royakan,
context: I can't pick up any scent at all... no cats, not even Kagome.\Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan, response:	these panthers attacked some fifty years ago, too.
context: Yeah... The scent stopped here.\Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too. response:	And even before that, they battled Inuyasha and Sesshomaru's old man.
context: Just like with Naraku's barrier.\Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too.\And even before that, they battled Inuyasha and Sesshomaru's old man. response:	A cat's wrath is serious stuff!
context: Barrier?\Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too.\And even before that, they battled Inuyasha and Sesshomaru's old man.\A cat's wrath is serious stuff! response:	Damn! Getting Kagome involved in some stupid fight!
context: Hey! What're you gonna do?\Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too.\And even before that, they battled Inuyasha and Sesshomaru's old man.\A cat's wrath is serious stuff!\Damn! Getting Kagome involved in some stupid fight! response:	That mutt! Unforgivable!
context: Huh?! What! The mutt's sword...\Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too.\And even before that, they battled Inuyasha and Sesshomaru's old man.\A cat's wrath is serious stuff!\Damn! Getting Kagome involved in some stupid fight!\That mutt! Unforgivable! response:	Next on Inuyasha: Target: Sesshomaru and Inuyasha
context: Inuyasha's older brother and the revenge of the Panther-Demon Tribe?\According to Royakan,\these panthers attacked some fifty years ago, too.\And even before that, they battled Inuyasha and Sesshomaru's old man.\A cat's wrath is serious stuff!\Damn! Getting Kagome involved in some stupid fight!\That mutt! Unforgivable!\Next on Inuyasha: Target: Sesshomaru and Inuyasha response:	Hold on and wait Kagome, I'll come get ya!
