context: Sorry. response:	So? How much did you see?
context: What?!\I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head? response:	Why would he need to save me? I'm not...
context: I-I... I'm fine! I'm fine!\I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not... response:	Well, maybe just a little... I might be just the tiniest bit scared.
context: I'm not scared! I'm not scared!\I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared. response:	Because I... you know!
context: I might not be able to see them, but there are people all around me, so I'm not sc...\What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know! response:	I know that you have your good parts too.
context: What?!\For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too. response:	Wait, I didn't mean that in a weird way!
context: For crying out loud, why do I have to go through this?\Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way! response:	As a friend! As a friend!
context: Isn't there anyone who'll save me now?\Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend! response:	Oh, I see. Thanks!
context: Why did he just pop into my head?\Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks! response:	Pair number 12, please get ready!
context: Why would he need to save me? I'm not...\Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready! response:	Hey, that's us.
context: Well, maybe just a little... I might be just the tiniest bit scared.\Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us. response:	All right, wanna get going, Onodera?
context: Because I... you know!\I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera? response:	Oh, right, we're supposed to hold hands.
context: I know that you have your good parts too.\Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands. response:	Onodera's hand is...
context: Wait, I didn't mean that in a weird way!\As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is... response:	soft, and...
context: As a friend! As a friend!\Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and... response:	warm.
context: Oh, I see. Thanks!\Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and...\warm. response:	I can tell that Onodera is a little nervous too.
context: Pair number 12, please get ready!\Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and...\warm.\I can tell that Onodera is a little nervous too. response:	O-Okay, wanna get going, Onodera?
context: Hey, that's us.\All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and...\warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera? response:	Okay.
context: All right, wanna get going, Onodera?\Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and...\warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay. response:	All right, I've gotta act cool for Onodera,
context: Oh, right, we're supposed to hold hands.\Onodera's hand is...\soft, and...\warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera, response:	or I might never get a chance like this again!
context: Onodera's hand is...\soft, and...\warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again! response:	Oh my God, I'm a wreck right now!
context: soft, and...\warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now! response:	This isn't the first time I've done this,
context: warm.\I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this, response:	but it's still making me nervous as hell!
context: I can tell that Onodera is a little nervous too.\O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell! response:	Keep it together! Calm down, Raku!
context: O-Okay, wanna get going, Onodera?\Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku! response:	Oh no! I'm sweating!
context: Okay.\All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating! response:	My hand is as sweaty as hell!
context: All right, I've gotta act cool for Onodera,\or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell! response:	Wh-What am I gonna do?
context: or I might never get a chance like this again!\Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do? response:	I hope Onodera doesn't get creeped out!
context: Oh my God, I'm a wreck right now!\This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out! response:	I-I-It's not what you think, Onodera! This is, um...
context: This isn't the first time I've done this,\but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um... response:	See... My heart is pounding so hard that...
context: but it's still making me nervous as hell!\Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that... response:	Huh?
context: Keep it together! Calm down, Raku!\Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh? response:	Onodera's face is kinda red.
context: Oh no! I'm sweating!\My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red. response:	Don't tell me that she's nervous too.
context: My hand is as sweaty as hell!\Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too. response:	Hey, Raku!
context: Wh-What am I gonna do?\I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku! response:	Damn it! Right when we were in the moment.
context: I hope Onodera doesn't get creeped out!\I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment. response:	What do you want, Shuu?
context: I-I-It's not what you think, Onodera! This is, um...\See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu? response:	Hey, have you seen Kirisaki-san?
context: See... My heart is pounding so hard that...\Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san? response:	Chitoge-chan?
context: Huh?\Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan? response:	The thing is, she kinda disappeared on me a while ago.
context: Onodera's face is kinda red.\Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago. response:	Hey, if you're looking for Kirisaki-san,
context: Don't tell me that she's nervous too.\Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san, response:	I just saw her go into the woods. Wearing a ghost costume!
context: Hey, Raku!\Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume! response:	Ghost?
context: Damn it! Right when we were in the moment.\What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost? response:	I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.
context: What do you want, Shuu?\Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost. response:	Is that right?
context: Hey, have you seen Kirisaki-san?\Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right? response:	She said yes? She's afraid of the dark! What was she thinking?
context: Chitoge-chan?\The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking? response:	Oh, there you are! Maiko-kun!
context: The thing is, she kinda disappeared on me a while ago.\Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun! response:	Huh? Adachi-chan?
context: Hey, if you're looking for Kirisaki-san,\I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan? response:	Hey, hey, is everything all right?
context: I just saw her go into the woods. Wearing a ghost costume!\Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right? response:	A ghost shouldn't be out in the open.
context: Ghost?\I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open. response:	Did Kirisaki-san come back here, by any chance?
context: I just heard this myself, but one of the monsters got a stomachache, so they asked her to be a ghost.\Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance? response:	Well, you see, we asked Kirisaki-san to play a ghost,
context: Is that right?\She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost, response:	but I forgot to change the batteries in her flashlight.
context: She said yes? She's afraid of the dark! What was she thinking?\Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight. response:	I thought I'd give her new ones if she had noticed and came back here.
context: Oh, there you are! Maiko-kun!\Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here. response:	Hey, hey...
context: Huh? Adachi-chan?\Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey... response:	Without a flashlight, the woods are pretty much pitch black.
context: Hey, hey, is everything all right?\A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black. response:	But she should be fine. We're talking about Kirisaki-san here!
context: A ghost shouldn't be out in the open.\Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here! response:	Hey, wait, she's
context: Did Kirisaki-san come back here, by any chance?\Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's response:	Oh, sorry. Of course you're worried, Ichijou-kun!
context: Well, you see, we asked Kirisaki-san to play a ghost,\but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun! response:	You're her boyfriend after all!
context: but I forgot to change the batteries in her flashlight.\I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all! response:	Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.
context: I thought I'd give her new ones if she had noticed and came back here.\Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around. response:	Yo, don't you want to see Kirisaki-san in a ghost costume?
context: Hey, hey...\Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume? response:	Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!
context: Without a flashlight, the woods are pretty much pitch black.\But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume! response:	What'll you do if she's scares you?
context: But she should be fine. We're talking about Kirisaki-san here!\Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you? response:	If I get scared, I might just throw my arms around the ghost!
context: Hey, wait, she's\Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost! response:	Moron, you wanna get slugged?
context: Oh, sorry. Of course you're worried, Ichijou-kun!\You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged? response:	Sure, if it's something she decided for herself, then she's probably okay.
context: You're her boyfriend after all!\Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay. response:	But...
context: Don't worry. These woods actually aren't that big, and it's not like there are any wild animals running around.\Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But... response:	Hey, no way!
context: Yo, don't you want to see Kirisaki-san in a ghost costume?\Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way! response:	You think?
context: Hell yeah, Kirisaki-san's so hot that I'd bet she'd look good in any costume!\What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way!\You think? response:	Damn it... Guess I got no choice.
context: What'll you do if she's scares you?\If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way!\You think?\Damn it... Guess I got no choice. response:	Ichijou-kun?
context: If I get scared, I might just throw my arms around the ghost!\Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way!\You think?\Damn it... Guess I got no choice.\Ichijou-kun? response:	I'm sorry, Onodera. I'll be right back.
context: Moron, you wanna get slugged?\Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way!\You think?\Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back. response:	Ichijou-kun!
context: Sure, if it's something she decided for herself, then she's probably okay.\But...\Hey, no way!\You think?\Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun! response:	One sheep, two sheep...
context: But...\Hey, no way!\You think?\Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep... response:	Three sheep, four sheep...
context: Hey, no way!\You think?\Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep... response:	Five...
context: You think?\Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep...\Five... response:	Ugh! I can't take this anymore!
context: Damn it... Guess I got no choice.\Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep...\Five...\Ugh! I can't take this anymore! response:	I'm done fooling myself! I'm scared out of my pants!
context: Ichijou-kun?\I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep...\Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants! response:	Oh jeez, how did I end up here, anyway?
context: I'm sorry, Onodera. I'll be right back.\Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep...\Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway? response:	I just want to go home!
context: Ichijou-kun!\One sheep, two sheep...\Three sheep, four sheep...\Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home! response:	I can't stop trembling. I feel so powerless.
context: One sheep, two sheep...\Three sheep, four sheep...\Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless. response:	Come to think of it, I went through something like this when I was a kid.
context: Three sheep, four sheep...\Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid. response:	H-Hey, Tsugumi-san, aren't you gonna save...
context: Five...\Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save... response:	F-Forgive me!
context: Ugh! I can't take this anymore!\I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me! response:	I-I'm a total mess when it comes to this kind of thing!
context: I'm done fooling myself! I'm scared out of my pants!\Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing! response:	What?
context: Oh jeez, how did I end up here, anyway?\I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What? response:	What was that just now?
context: I just want to go home!\I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now? response:	Oh, wait, I remember now.
context: I can't stop trembling. I feel so powerless.\Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now?\Oh, wait, I remember now. response:	That entry in my diary... When I fell into the crevice...
context: Come to think of it, I went through something like this when I was a kid.\H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice... response:	Back then, I was so scared I couldn't even cry out.
context: H-Hey, Tsugumi-san, aren't you gonna save...\F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out. response:	All I could do was sob until I wore myself out.
context: F-Forgive me!\I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out. response:	But then, after some time, he came for me.
context: I-I'm a total mess when it comes to this kind of thing!\What?\What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me. response:	That's right! He always came for me when I...
context: What?\What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I... response:	August 15.
context: What was that just now?\Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I...\August 15. response:	Today, I was careless and fell inside a crevice in the rocks.
context: Oh, wait, I remember now.\That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks. response:	I cried because it was so dark and narrow,
context: That entry in my diary... When I fell into the crevice...\Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow, response:	and then he came to save me.
context: Back then, I was so scared I couldn't even cry out.\All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me. response:	He always comes when I cry.
context: All I could do was sob until I wore myself out.\But then, after some time, he came for me.\That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry. response:	You're a ghost, so stop crying.
context: But then, after some time, he came for me.\That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying. response:	Bean Sprout!
