context: placeholder for: Erm... response:	Kokoro
context: I'm the one who admires her.\Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma. response:	I thought he was like a god.
context: Kazehaya\Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma.\I thought he was like a god. response:	Bright, lively, and always the center of attention.
context: Kazehaya!\We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention. response:	The Black Magic Cafe was a great success!
context: We came to check out your Black Magic Cafe!\We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success! response:	I respected him, admired him,
context: We've heard it really works!\That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him, response:	but when did he change from a god to just an ordinary guy?
context: That Sadako Kuronuma is a natural!\Sawako.\It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy? response:	We're done!
context: Sawako.\It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done! response:	Not yet.
context: It's Sawako Kuronuma.\I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done!\Not yet. response:	The costume parade.
context: I thought he was like a god.\Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done!\Not yet.\The costume parade. response:	It might take all night to get ready.
context: Bright, lively, and always the center of attention.\The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done!\Not yet.\The costume parade.\It might take all night to get ready. response:	Sawako!
context: The Black Magic Cafe was a great success!\I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done!\Not yet.\The costume parade.\It might take all night to get ready.\Sawako! response:	Good work today!
context: I respected him, admired him,\but when did he change from a god to just an ordinary guy?\We're done!\Not yet.\The costume parade.\It might take all night to get ready.\Sawako!\Good work today! response:	Go home, eat, take a bath, then come meet up at my place!
context: but when did he change from a god to just an ordinary guy?\We're done!\Not yet.\The costume parade.\It might take all night to get ready.\Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place! response:	Hey, have you seen Kazehaya?
context: We're done!\Not yet.\The costume parade.\It might take all night to get ready.\Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya? response:	Nope.
context: Not yet.\The costume parade.\It might take all night to get ready.\Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope. response:	Why, you can't find him?
context: The costume parade.\It might take all night to get ready.\Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope.\Why, you can't find him? response:	Kazehaya!
context: It might take all night to get ready.\Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope.\Why, you can't find him?\Kazehaya! response:	It's okay.
context: Sawako!\Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope.\Why, you can't find him?\Kazehaya!\It's okay. response:	It's okay now.
context: Good work today!\Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope.\Why, you can't find him?\Kazehaya!\It's okay.\It's okay now. response:	What's okay?
context: Go home, eat, take a bath, then come meet up at my place!\Hey, have you seen Kazehaya?\Nope.\Why, you can't find him?\Kazehaya!\It's okay.\It's okay now.\What's okay? response:	You can't possibly
context: Hey, have you seen Kazehaya?\Nope.\Why, you can't find him?\Kazehaya!\It's okay.\It's okay now.\What's okay?\You can't possibly response:	It doesn't matter
context: Nope.\Why, you can't find him?\Kazehaya!\It's okay.\It's okay now.\What's okay?\You can't possibly\It doesn't matter response:	who Kazehaya likes anymore.
context: Why, you can't find him?\Kazehaya!\It's okay.\It's okay now.\What's okay?\You can't possibly\It doesn't matter\who Kazehaya likes anymore. response:	Go on without me!
context: Kazehaya!\It's okay.\It's okay now.\What's okay?\You can't possibly\It doesn't matter\who Kazehaya likes anymore.\Go on without me! response:	Kuronuma, he's in the classroom!
context: It's okay.\It's okay now.\What's okay?\You can't possibly\It doesn't matter\who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom! response:	Those things don't matter anymore.
context: It's okay now.\What's okay?\You can't possibly\It doesn't matter\who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore. response:	Is it okay to for you to let her go?
context: What's okay?\You can't possibly\It doesn't matter\who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go? response:	It doesn't matter if things are scary,
context: You can't possibly\It doesn't matter\who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary, response:	if I'm embarrassed,
context: It doesn't matter\who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed, response:	or what he thinks of me.
context: who Kazehaya likes anymore.\Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me. response:	Why was I hesitating?
context: Go on without me!\Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me.\Why was I hesitating? response:	There are so many things I want to say to him.
context: Kuronuma, he's in the classroom!\Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him. response:	His back,
context: Those things don't matter anymore.\Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him.\His back, response:	how he looks when he blushes,
context: Is it okay to for you to let her go?\It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him.\His back,\how he looks when he blushes, response:	when he's anxious,
context: It doesn't matter if things are scary,\if I'm embarrassed,\or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him.\His back,\how he looks when he blushes,\when he's anxious, response:	when he's angry,
context: if I'm embarrassed,\or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him.\His back,\how he looks when he blushes,\when he's anxious,\when he's angry, response:	when he's serious,
context: or what he thinks of me.\Why was I hesitating?\There are so many things I want to say to him.\His back,\how he looks when he blushes,\when he's anxious,\when he's angry,\when he's serious, response:	when he's sad,
context: Why was I hesitating?\There are so many things I want to say to him.\His back,\how he looks when he blushes,\when he's anxious,\when he's angry,\when he's serious,\when he's sad, response:	when he has a big sparkling smile on his face
context: There are so many things I want to say to him.\His back,\how he looks when he blushes,\when he's anxious,\when he's angry,\when he's serious,\when he's sad,\when he has a big sparkling smile on his face response:	If I told him I wanted all of that,
context: His back,\how he looks when he blushes,\when he's anxious,\when he's angry,\when he's serious,\when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that, response:	What sort of face he would make then?
context: how he looks when he blushes,\when he's anxious,\when he's angry,\when he's serious,\when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then? response:	I want to break it.
context: when he's anxious,\when he's angry,\when he's serious,\when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then?\I want to break it. response:	I want to break the wall I built between us.
context: when he's angry,\when he's serious,\when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then?\I want to break it.\I want to break the wall I built between us. response:	I want to tell him.
context: when he's serious,\when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then?\I want to break it.\I want to break the wall I built between us.\I want to tell him. response:	I want to tell him how I feel.
context: when he's sad,\when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then?\I want to break it.\I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel. response:	I want my feelings to reach him.
context: when he has a big sparkling smile on his face\If I told him I wanted all of that,\What sort of face he would make then?\I want to break it.\I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him. response:	Please,
context: If I told him I wanted all of that,\What sort of face he would make then?\I want to break it.\I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him.\Please, response:	please,
context: What sort of face he would make then?\I want to break it.\I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him.\Please,\please, response:	please reach him.
context: I want to break it.\I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him.\Please,\please,\please reach him. response:	douka ima dake wa furimukanaide
context: I want to break the wall I built between us.\I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him.\Please,\please,\please reach him.\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: I want to tell him.\I want to tell him how I feel.\I want my feelings to reach him.\Please,\please,\please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: I want to tell him how I feel.\I want my feelings to reach him.\Please,\please,\please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: I want my feelings to reach him.\Please,\please,\please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: Please,\please,\please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: please,\please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: please reach him.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	Confession
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Confession response:	I like you.
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Confession\I like you. response:	I like you.
context: nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Confession\I like you.\I like you. response:	Next time: Confession.
