context: Rikka-san is quite skilled. response:	She'll present an argument on her own, literally die for it on her own,
context: Steel Lady Nanase Wiki\Until now,\this site had gathered up the imaginations\of hundreds of thousands of people to give life to Steel Lady Nanase.\<363> Name: Anonymous 09/05 00:16 ID.omjiae With all that manipulation happening, anyone would think that Nanase Karin's grudge caused her to come back as the ghost Steel Lady Nanase. <364> Name: Anonymous 09/05 00:16 ID.ncyrep The only one who could've prepared everything so quickly out of everyone involved is Nanase Karin. <365> Name: Anonymous 09/05 00:16 ID.sspoa4h But if you think about it rationally, not doing anything would probably be best. <366> Name: Anonymous 09/05 00:17 ID.monaekr Nanase Karin's always been pretty perceptive. Maybe she felt something was going to go wrong. <368> Name: Anonymous 09/05 00:17 ID.wwfghs So does that mean Nanase Karin is behind everything? <369> Name: Anonymous 09/05 00:17 ID.wttvaar Wait, maybe she wanted to make sure it looked like the crimes couldn't be committed by one person. <370< Name: Anonymous 09/05 00:17 ID.vziwaj But she just started her new life. Would she risk it by doing all this?\But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist. response:	The Ultimate Fiction
context: Until now,\this site had gathered up the imaginations\of hundreds of thousands of people to give life to Steel Lady Nanase.\<363> Name: Anonymous 09/05 00:16 ID.omjiae With all that manipulation happening, anyone would think that Nanase Karin's grudge caused her to come back as the ghost Steel Lady Nanase. <364> Name: Anonymous 09/05 00:16 ID.ncyrep The only one who could've prepared everything so quickly out of everyone involved is Nanase Karin. <365> Name: Anonymous 09/05 00:16 ID.sspoa4h But if you think about it rationally, not doing anything would probably be best. <366> Name: Anonymous 09/05 00:17 ID.monaekr Nanase Karin's always been pretty perceptive. Maybe she felt something was going to go wrong. <368> Name: Anonymous 09/05 00:17 ID.wwfghs So does that mean Nanase Karin is behind everything? <369> Name: Anonymous 09/05 00:17 ID.wttvaar Wait, maybe she wanted to make sure it looked like the crimes couldn't be committed by one person. <370< Name: Anonymous 09/05 00:17 ID.vziwaj But she just started her new life. Would she risk it by doing all this?\But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction response:	We've won!
context: this site had gathered up the imaginations\of hundreds of thousands of people to give life to Steel Lady Nanase.\<363> Name: Anonymous 09/05 00:16 ID.omjiae With all that manipulation happening, anyone would think that Nanase Karin's grudge caused her to come back as the ghost Steel Lady Nanase. <364> Name: Anonymous 09/05 00:16 ID.ncyrep The only one who could've prepared everything so quickly out of everyone involved is Nanase Karin. <365> Name: Anonymous 09/05 00:16 ID.sspoa4h But if you think about it rationally, not doing anything would probably be best. <366> Name: Anonymous 09/05 00:17 ID.monaekr Nanase Karin's always been pretty perceptive. Maybe she felt something was going to go wrong. <368> Name: Anonymous 09/05 00:17 ID.wwfghs So does that mean Nanase Karin is behind everything? <369> Name: Anonymous 09/05 00:17 ID.wttvaar Wait, maybe she wanted to make sure it looked like the crimes couldn't be committed by one person. <370< Name: Anonymous 09/05 00:17 ID.vziwaj But she just started her new life. Would she risk it by doing all this?\But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won! response:	Not yet.
context: of hundreds of thousands of people to give life to Steel Lady Nanase.\<363> Name: Anonymous 09/05 00:16 ID.omjiae With all that manipulation happening, anyone would think that Nanase Karin's grudge caused her to come back as the ghost Steel Lady Nanase. <364> Name: Anonymous 09/05 00:16 ID.ncyrep The only one who could've prepared everything so quickly out of everyone involved is Nanase Karin. <365> Name: Anonymous 09/05 00:16 ID.sspoa4h But if you think about it rationally, not doing anything would probably be best. <366> Name: Anonymous 09/05 00:17 ID.monaekr Nanase Karin's always been pretty perceptive. Maybe she felt something was going to go wrong. <368> Name: Anonymous 09/05 00:17 ID.wwfghs So does that mean Nanase Karin is behind everything? <369> Name: Anonymous 09/05 00:17 ID.wttvaar Wait, maybe she wanted to make sure it looked like the crimes couldn't be committed by one person. <370< Name: Anonymous 09/05 00:17 ID.vziwaj But she just started her new life. Would she risk it by doing all this?\But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won!\Not yet. response:	I haven't delivered the final blow yet.
context: <363> Name: Anonymous 09/05 00:16 ID.omjiae With all that manipulation happening, anyone would think that Nanase Karin's grudge caused her to come back as the ghost Steel Lady Nanase. <364> Name: Anonymous 09/05 00:16 ID.ncyrep The only one who could've prepared everything so quickly out of everyone involved is Nanase Karin. <365> Name: Anonymous 09/05 00:16 ID.sspoa4h But if you think about it rationally, not doing anything would probably be best. <366> Name: Anonymous 09/05 00:17 ID.monaekr Nanase Karin's always been pretty perceptive. Maybe she felt something was going to go wrong. <368> Name: Anonymous 09/05 00:17 ID.wwfghs So does that mean Nanase Karin is behind everything? <369> Name: Anonymous 09/05 00:17 ID.wttvaar Wait, maybe she wanted to make sure it looked like the crimes couldn't be committed by one person. <370< Name: Anonymous 09/05 00:17 ID.vziwaj But she just started her new life. Would she risk it by doing all this?\But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won!\Not yet.\I haven't delivered the final blow yet. response:	Rikka-san, I'm not going to let you grasp the future you desire.
context: But that's no longer the case.\Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won!\Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire. response:	Because there is an order to this world that must not be
context: Now, the site's viewers are trying to\use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won!\Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be response:	infringed upon by anyone.
context: use that imagination to prove that Steel Lady Nanase doesn't exist.\The Ultimate Fiction\We've won!\Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone. response:	Exactly!
context: The Ultimate Fiction\We've won!\Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone.\Exactly! response:	In order to make herself completely dead in the public's eyes,
context: We've won!\Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes, response:	Nanase Karin created Steel Lady Nanase
context: Not yet.\I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase response:	and tried to make sure the ghost character came to people's minds instantly.
context: I haven't delivered the final blow yet.\Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly. response:	Anon
context: Rikka-san, I'm not going to let you grasp the future you desire.\Because there is an order to this world that must not be\infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon response:	And this might've all happened
context: Because there is an order to this world that must not be\infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened response:	because someone pointed out that she looked like Nanase Karin.
context: infringed upon by anyone.\Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin. response:	In order to make sure no one figured out
context: Exactly!\In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out response:	the swapping of bodies and the faceless corpse trick,
context: In order to make herself completely dead in the public's eyes,\Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick, response:	she decided to do something extreme.
context: Nanase Karin created Steel Lady Nanase\and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme. response:	Nanase Karin started to appear in Makurazaka City every night
context: and tried to make sure the ghost character came to people's minds instantly.\Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night response:	and act out Steel Lady Nanase.
context: Anon\And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase. response:	Since she was playing the ghost version of herself,
context: And this might've all happened\because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself, response:	I'm sure it seemed convincing.
context: because someone pointed out that she looked like Nanase Karin.\In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing. response:	The rumors spread, and that name became a huge hit on the Internet.
context: In order to make sure no one figured out\the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet. response:	And to make sure the rumor spread effectively,
context: the swapping of bodies and the faceless corpse trick,\she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively, response:	she did something specific.
context: she decided to do something extreme.\Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific. response:	Yes.
context: Nanase Karin started to appear in Makurazaka City every night\and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific.\Yes. response:	She created this Steel Lady Nanase Wiki herself!
context: and act out Steel Lady Nanase.\Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself! response:	Nanase Karin!
context: Since she was playing the ghost version of herself,\I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin! response:	I know that you created this site, and that you're the admin!
context: I'm sure it seemed convincing.\The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin! response:	What?
context: The rumors spread, and that name became a huge hit on the Internet.\And to make sure the rumor spread effectively,\she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin!\What? response:	Nameless
context: And to make sure the rumor spread effectively,\she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin!\What?\Nameless response:	Anon
context: she did something specific.\Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin!\What?\Nameless\Anon response:	No way...
context: Yes.\She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin!\What?\Nameless\Anon\No way... response:	I'm sure you're reading my posts as we speak.
context: She created this Steel Lady Nanase Wiki herself!\Nanase Karin!\I know that you created this site, and that you're the admin!\What?\Nameless\Anon\No way...\I'm sure you're reading my posts as we speak. response:	I've been working to expose you from the very beginning!
context: Nanase Karin!\I know that you created this site, and that you're the admin!\What?\Nameless\Anon\No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning! response:	This site spread the rumors about Steel Lady Nanase at an ungodly rate
context: I know that you created this site, and that you're the admin!\What?\Nameless\Anon\No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate response:	and magnified them.
context: What?\Nameless\Anon\No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them. response:	The spread of information was just too convenient.
context: Nameless\Anon\No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient. response:	But of course it was.
context: Anon\No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient.\But of course it was. response:	Because, as the one behind this,
context: No way...\I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient.\But of course it was.\Because, as the one behind this, response:	you had all the information, managed all of this, and created Steel Lady Nanase.
context: I'm sure you're reading my posts as we speak.\I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient.\But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase. response:	You tried to reject every single solution that I presented.
context: I've been working to expose you from the very beginning!\This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient.\But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented. response:	Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.
context: This site spread the rumors about Steel Lady Nanase at an ungodly rate\and magnified them.\The spread of information was just too convenient.\But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented. response:	All of my solutions were intended to erase Steel Lady Nanase,
context: and magnified them.\The spread of information was just too convenient.\But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase, response:	and having anyone conclude that the ghost was fake
context: The spread of information was just too convenient.\But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake response:	would've messed things up for you.
context: But of course it was.\Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you. response:	You're trying to make sure the rumors spread further,
context: Because, as the one behind this,\you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further, response:	so passing on from this life would not be ideal.
context: you had all the information, managed all of this, and created Steel Lady Nanase.\You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal. response:	That's why you tried to refute everything I said,
context: You tried to reject every single solution that I presented.\Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said, response:	and even tried to moderate my posts.
context: Name: kuebiko 09/05 00:21 ID. ID.Mmimn43 You tried to reject every single solution that I presented.\All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts. response:	This is such a lie.
context: All of my solutions were intended to erase Steel Lady Nanase,\and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie. response:	The one who created the site and runs it is Rikka-san!
context: and having anyone conclude that the ghost was fake\would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san! response:	I'm pretty sure I told you from the start that I'd be lying.
context: would've messed things up for you.\You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying. response:	You made this site so that you could spread rumors about Steel Lady Nanase?!
context: You're trying to make sure the rumors spread further,\so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?! response:	Karin-chan! Did you see my post?!
context: so passing on from this life would not be ideal.\That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?! response:	I just came here for info about the urban legend,
context: That's why you tried to refute everything I said,\and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend, response:	I came here at a good time.
context: and even tried to moderate my posts.\This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time. response:	but damn, I could totally see Karin-chan doing this.
context: This is such a lie.\The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this. response:	The truth is irrelevant in this assembly.
context: The one who created the site and runs it is Rikka-san!\I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly. response:	To anyone who believes this lie, this very site that they're looking at
context: I'm pretty sure I told you from the start that I'd be lying.\You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at response:	is the front line of the Steel Lady Nanase case.
context: You made this site so that you could spread rumors about Steel Lady Nanase?!\Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case. response:	And now, I will explain why you killed Detective Terada.
context: Karin-chan! Did you see my post?!\I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada. response:	Hell yeah!
context: I just came here for info about the urban legend,\I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah! response:	Lay it all out there!
context: I came here at a good time.\but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there! response:	Is she really alive?
context: but damn, I could totally see Karin-chan doing this.\The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there!\Is she really alive? response:	I don't want to believe that she's a murderer.
context: The truth is irrelevant in this assembly.\To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer. response:	The real problem is killing the detective.
context: To anyone who believes this lie, this very site that they're looking at\is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective. response:	Is Nanase Karin going to be arrested?
context: is the front line of the Steel Lady Nanase case.\And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested? response:	What's going to happen?
context: And now, I will explain why you killed Detective Terada.\Hell yeah!\Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen? response:	Last night, you were in Makurazaka City.
context: Hell yeah!\Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City. response:	To further spread rumors about Steel Lady Nanase,
context: Lay it all out there!\Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase, response:	you were going to check out the next location you planned to cause a scene at.
context: Is she really alive?\I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at. response:	The detective who believed Steel Lady Nanase was human saw you
context: I don't want to believe that she's a murderer.\The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you response:	and thought you were suspicious.
context: The real problem is killing the detective.\Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious. response:	You were probably dressed normally, but the detective didn't overlook
context: Is Nanase Karin going to be arrested?\What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook response:	the fact that your boobs were huge.
context: What's going to happen?\Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge. response:	Those boobs that reminded him of Steel Lady Nanase
context: Last night, you were in Makurazaka City.\To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase response:	made his detective's intuition go to work.
context: To further spread rumors about Steel Lady Nanase,\you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work. response:	I heard that Terada-san wasn't a fan of big breasts.
context: you were going to check out the next location you planned to cause a scene at.\The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts. response:	The same could be said for Kuro-senpai.
context: The detective who believed Steel Lady Nanase was human saw you\and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai. response:	Considering my petite frame...
context: and thought you were suspicious.\You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame... response:	Kuro-kun doesn't actually judge women based on their chest size or appearance.
context: You were probably dressed normally, but the detective didn't overlook\the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance. response:	Could you hurry up with the rest?
context: the fact that your boobs were huge.\Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest? response:	Lately, there've been sightings of a suspicious person around Makurazaka City.
context: Those boobs that reminded him of Steel Lady Nanase\made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City. response:	I'd like you to answer a few questions.
