context: Fairy Tail... response:	Natsu...san?
context: I'll use my Black Lightning to blast them all to smithereens.\Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one! response:	Count on me.
context: Even though we don't know what kind of competition it's going to be?\Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one!\Count on me. response:	All of the participants have been selected!
context: Do what you want.\If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one!\Count on me.\All of the participants have been selected! response:	From Sabertooth, Orga!
context: If Natsu Dragneel isn't gonna be in it, I don't care what happens.\Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one!\Count on me.\All of the participants have been selected!\From Sabertooth, Orga! response:	From Lamia Scale, Jura!
context: Jura-san is going to do it?\On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one!\Count on me.\All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura! response:	From Blue Pegasus, Hibiki!
context: On Obaba's orders, so we can't do anything about it.\My sock...\Just buy a new one!\Count on me.\All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki! response:	From Raven Tail, Obra!
context: My sock...\Just buy a new one!\Count on me.\All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra! response:	From Mermaid Heel, Millianna!
context: Just buy a new one!\Count on me.\All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna! response:	From Quatro Puppy, Novali!
context: Count on me.\All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali! response:	From Fairy Tail A, Erza!
context: All of the participants have been selected!\From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza! response:	From Fairy Tail B, Cana!
context: From Sabertooth, Orga!\From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana! response:	These are our eight competitors!
context: From Lamia Scale, Jura!\From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors! response:	What is that?!
context: From Blue Pegasus, Hibiki!\From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors!\What is that?! response:	Wow...
context: From Raven Tail, Obra!\From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors!\What is that?!\Wow... response:	Begin analysis.
context: From Mermaid Heel, Millianna!\From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors!\What is that?!\Wow...\Begin analysis. response:	Pandemonium, a temple haunted by evil monsters!
context: From Quatro Puppy, Novali!\From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors!\What is that?!\Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters! response:	It's huge!
context: From Fairy Tail A, Erza!\From Fairy Tail B, Cana!\These are our eight competitors!\What is that?!\Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge! response:	Haunted by monsters, he says?
context: From Fairy Tail B, Cana!\These are our eight competitors!\What is that?!\Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says? response:	That's the idea-kabo.
context: These are our eight competitors!\What is that?!\Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says?\That's the idea-kabo. response:	There are 100 monsters inside this temple.
context: What is that?!\Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple. response:	That being said, they're actually magical manifestations that we created,
context: Wow...\Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created, response:	so everyone can relax. There's no danger of you being attacked.
context: Begin analysis.\Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked. response:	The monsters are D, C, B, A, S!
context: Pandemonium, a temple haunted by evil monsters!\It's huge!\Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S! response:	Those are the five levels of battle power the monsters are divided into.
context: It's huge!\Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into. response:	This is how it breaks down.
context: Haunted by monsters, he says?\That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down. response:	Incidentally...
context: That's the idea-kabo.\There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally... response:	Ones like these
context: There are 100 monsters inside this temple.\That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally...\Ones like these response:	and ones even stronger, 100 of them wandering around the temple...
context: That being said, they're actually magical manifestations that we created,\so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple... response:	That's Pandemonium-kabo!
context: so everyone can relax. There's no danger of you being attacked.\The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo! response:	Even though he says they're just magical manifestations,
context: The monsters are D, C, B, A, S!\Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations, response:	if you get attacked by them, you're hurt for real, right?
context: Those are the five levels of battle power the monsters are divided into.\This is how it breaks down.\Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right? response:	Will Erza and Cana be okay?
context: This is how it breaks down.\Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay? response:	I'd like to think that those two will be alright, but...
context: Incidentally...\Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but... response:	This is a really extravagant competition, don't you think?
context: Ones like these\and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think? response:	Though it feels like they may be going a little too far...
context: and ones even stronger, 100 of them wandering around the temple...\That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far... response:	Please note that as the class of the monsters goes up,
context: That's Pandemonium-kabo!\Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up, response:	their fighting strength increases exponentially.
context: Even though he says they're just magical manifestations,\if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially. response:	The S-class monster is so strong that there's no guarantee
context: if you get attacked by them, you're hurt for real, right?\Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee response:	even one of the 10 Great Wizard Saints can defeat it-kabo.
context: Will Erza and Cana be okay?\I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo. response:	In order, each of you will choose the number of monsters to battle.
context: I'd like to think that those two will be alright, but...\This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle. response:	It's called your right to challenge.
context: This is a really extravagant competition, don't you think?\Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge. response:	Right to challenge?
context: Though it feels like they may be going a little too far...\Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge? response:	For example, if you choose three monsters,
context: Please note that as the class of the monsters goes up,\their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters, response:	three of them will appear inside the temple.
context: their fighting strength increases exponentially.\The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple. response:	The person who chooses them enters the temple alone.
context: The S-class monster is so strong that there's no guarantee\even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone. response:	If the player successfully destroys them, he or she gets three points.
context: even one of the 10 Great Wizard Saints can defeat it-kabo.\In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points. response:	The next player then has the right to challenge up to 97 of the remaining monsters.
context: In order, each of you will choose the number of monsters to battle.\It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters. response:	And so on and so on,
context: It's called your right to challenge.\Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on, response:	until there are zero monsters left!
context: Right to challenge?\For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left! response:	Alternatively, if everyone runs out of magic power, the game is over at that point.
context: For example, if you choose three monsters,\three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point. response:	It's like a counting game.
context: three of them will appear inside the temple.\The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game. response:	That's right!
context: The person who chooses them enters the temple alone.\If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right! response:	Assessing the situation when your turn comes around becomes important!
context: If the player successfully destroys them, he or she gets three points.\The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important! response:	However, as I mentioned before,
context: The next player then has the right to challenge up to 97 of the remaining monsters.\And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before, response:	the monsters are ranked.
context: And so on and so on,\until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked. response:	Whether the player uses their right to challenge one or five,
context: until there are zero monsters left!\Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five, response:	the monsters appear randomly.
context: Alternatively, if everyone runs out of magic power, the game is over at that point.\It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly. response:	In other words, you need a strategy to avoid running into the S-class monster, right?
context: It's like a counting game.\That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right? response:	If it's random, having a strategy like that won't do you any good.
context: That's right!\Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good. response:	Not true. Between probability theory and my Archive,
context: Assessing the situation when your turn comes around becomes important!\However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive, response:	strategy will work to some extent.
context: However, as I mentioned before,\the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent. response:	Irrespective of the monster's rank,
context: the monsters are ranked.\Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank, response:	you'll get one point for each monster you destroy.
context: Whether the player uses their right to challenge one or five,\the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy. response:	Once you enter the temple, you can't exit until you've succeeded.
context: the monsters appear randomly.\In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded. response:	What happens if we go down while inside the temple?
context: In other words, you need a strategy to avoid running into the S-class monster, right?\If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple? response:	The number of points you've earned during your turn stays as is,
context: If it's random, having a strategy like that won't do you any good.\Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is, response:	but the number of destroys you've had that turn goes to zero, and you're out.
context: Not true. Between probability theory and my Archive,\strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out. response:	Then it's bad to get too greedy.
context: strategy will work to some extent.\Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy. response:	But if you only go with one monster per turn, you'll fall behind the others.
context: Irrespective of the monster's rank,\you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others. response:	And you also have to consider how much magic you'll recover before it's your next turn.
context: you'll get one point for each monster you destroy.\Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn. response:	This is surprisingly difficult, huh?
context: Once you enter the temple, you can't exit until you've succeeded.\What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh? response:	Well, let's see what happens...
context: What happens if we go down while inside the temple?\The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens... response:	Alright, let's decide on the order.
context: The number of points you've earned during your turn stays as is,\but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order. response:	Please draw your lots.
context: but the number of destroys you've had that turn goes to zero, and you're out.\Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots. response:	Number one!
context: Then it's bad to get too greedy.\But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots.\Number one! response:	You're lucky! It'll go back around to being your turn the most.
context: But if you only go with one monster per turn, you'll fall behind the others.\And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most. response:	I got number eight...
context: And you also have to consider how much magic you'll recover before it's your next turn.\This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight... response:	With this competition,
context: This is surprisingly difficult, huh?\Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition, response:	I thought winning or losing all depended on the luck of the draw...
context: Well, let's see what happens...\Alright, let's decide on the order.\Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw... response:	Luck of the draw? I don't know about that...
context: Alright, let's decide on the order.\Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that... response:	More than the order of battle,
context: Please draw your lots.\Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle, response:	pacing yourself and situational judgment are important in this game.
context: Number one!\You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game. response:	No.
context: You're lucky! It'll go back around to being your turn the most.\I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game.\No. response:	This isn't a game anymore.
context: I got number eight...\With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore. response:	All 100 will be my opponents!
context: With this competition,\I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore.\All 100 will be my opponents! response:	I exercise my right to challenge...
context: I thought winning or losing all depended on the luck of the draw...\Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge... response:	100 monsters all by herself, she says! Erza really is scary!
context: Luck of the draw? I don't know about that...\More than the order of battle,\pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary! response:	It's like Erza is the one who's the monster!
context: More than the order of battle,\pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster! response:	Does she actually have all that armor?!
context: pacing yourself and situational judgment are important in this game.\No.\This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?! response:	Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,
context: No.\This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress, response:	Flight, Adamantine, Giant, Lightning Empress...
context: This isn't a game anymore.\All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress... response:	I bet she has, like, Red Ogre Armor and Hag Armor, too!
context: All 100 will be my opponents!\I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress...\I bet she has, like, Red Ogre Armor and Hag Armor, too! response:	She's gonna get mad at you again!
context: I exercise my right to challenge...\100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress...\I bet she has, like, Red Ogre Armor and Hag Armor, too!\She's gonna get mad at you again! response:	Next time: 100 to 1!
context: 100 monsters all by herself, she says! Erza really is scary!\It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress...\I bet she has, like, Red Ogre Armor and Hag Armor, too!\She's gonna get mad at you again!\Next time: 100 to 1! response:	But really, this is supposed to be a team competition, right?
context: It's like Erza is the one who's the monster!\Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress...\I bet she has, like, Red Ogre Armor and Hag Armor, too!\She's gonna get mad at you again!\Next time: 100 to 1!\But really, this is supposed to be a team competition, right? response:	Ah, this is fine.
context: Does she actually have all that armor?!\Heaven's Wheel Armor, Black Wing, Flame Empress, Sea Empress,\Flight, Adamantine, Giant, Lightning Empress...\I bet she has, like, Red Ogre Armor and Hag Armor, too!\She's gonna get mad at you again!\Next time: 100 to 1!\But really, this is supposed to be a team competition, right?\Ah, this is fine. response:	After all, it's Erza!
