context: Akatsuki Race/ Human Assassin, Lv. 92 Log Horizon response:	An elemental blizzard attack...
context: Senpuu Izuna!\Don't build up too much aggro.\I know!\Party Chat\Isami, how's the enemy's HP looking?\Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value... response:	Understood.
context: Don't build up too much aggro.\I know!\Party Chat\Isami, how's the enemy's HP looking?\Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood. response:	Team C will swap Marielle and Nazuna.
context: I know!\Party Chat\Isami, how's the enemy's HP looking?\Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna. response:	Move.
context: Party Chat\Isami, how's the enemy's HP looking?\Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna.\Move. response:	Roger.
context: Isami, how's the enemy's HP looking?\Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna.\Move.\Roger. response:	If the enemy's a raid boss, its attack pattern should be changing soon.
context: Um...\The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna.\Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon. response:	Be careful.
context: The bar is acting weird, but it's around twenty percent.\I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna.\Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful. response:	Roger.
context: I don't know the absolute value...\Understood.\Team C will swap Marielle and Nazuna.\Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger. response:	Team K is ready to move, as well.
context: Understood.\Team C will swap Marielle and Nazuna.\Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger.\Team K is ready to move, as well. response:	Follow backup plan 6!
context: Team C will swap Marielle and Nazuna.\Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger.\Team K is ready to move, as well.\Follow backup plan 6! response:	Got it!
context: Move.\Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger.\Team K is ready to move, as well.\Follow backup plan 6!\Got it! response:	That was quick. He broke through already?
context: Roger.\If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger.\Team K is ready to move, as well.\Follow backup plan 6!\Got it!\That was quick. He broke through already? response:	Engage!
context: If the enemy's a raid boss, its attack pattern should be changing soon.\Be careful.\Roger.\Team K is ready to move, as well.\Follow backup plan 6!\Got it!\That was quick. He broke through already?\Engage! response:	Thorn Bind Hostage!
context: Be careful.\Roger.\Team K is ready to move, as well.\Follow backup plan 6!\Got it!\That was quick. He broke through already?\Engage!\Thorn Bind Hostage! response:	Rapid Shot!
context: Roger.\Team K is ready to move, as well.\Follow backup plan 6!\Got it!\That was quick. He broke through already?\Engage!\Thorn Bind Hostage!\Rapid Shot! response:	Now then, if you're Shiroe's friend, you're my friend.
context: Team K is ready to move, as well.\Follow backup plan 6!\Got it!\That was quick. He broke through already?\Engage!\Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend. response:	I'll have to help you.
context: Follow backup plan 6!\Got it!\That was quick. He broke through already?\Engage!\Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you. response:	What's wrong?
context: Got it!\That was quick. He broke through already?\Engage!\Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong? response:	You're crying.
context: That was quick. He broke through already?\Engage!\Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong?\You're crying. response:	So this is a raid...
context: Engage!\Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong?\You're crying.\So this is a raid... response:	It's amazing, huh? Yeah.
context: Thorn Bind Hostage!\Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong?\You're crying.\So this is a raid...\It's amazing, huh? Yeah. response:	While I'm at it, I'll show you my Teaching, too.
context: Rapid Shot!\Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong?\You're crying.\So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too. response:	Divine Step!
context: Now then, if you're Shiroe's friend, you're my friend.\I'll have to help you.\What's wrong?\You're crying.\So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step! response:	What's this?
context: I'll have to help you.\What's wrong?\You're crying.\So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this? response:	Walls of Purification are damage-blocking spells.
context: What's wrong?\You're crying.\So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this?\Walls of Purification are damage-blocking spells. response:	You're using them as steps in the air?
context: You're crying.\So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air? response:	Is that how you saved me back there?
context: So this is a raid...\It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there? response:	Yep.
context: It's amazing, huh? Yeah.\While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there?\Yep. response:	It's just a different way to use them.
context: While I'm at it, I'll show you my Teaching, too.\Divine Step!\What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there?\Yep.\It's just a different way to use them. response:	Stupid, huh?
context: Divine Step!\What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there?\Yep.\It's just a different way to use them.\Stupid, huh? response:	You're right.
context: What's this?\Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there?\Yep.\It's just a different way to use them.\Stupid, huh?\You're right. response:	It looks more likely that he's about to die than that he's about to change attack patterns.
context: Walls of Purification are damage-blocking spells.\You're using them as steps in the air?\Is that how you saved me back there?\Yep.\It's just a different way to use them.\Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns. response:	You're done running around.
context: You're using them as steps in the air?\Is that how you saved me back there?\Yep.\It's just a different way to use them.\Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around. response:	Three...
context: Is that how you saved me back there?\Yep.\It's just a different way to use them.\Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three... response:	Two...
context: Yep.\It's just a different way to use them.\Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three...\Two... response:	One...
context: It's just a different way to use them.\Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three...\Two...\One... response:	Now!
context: Stupid, huh?\You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three...\Two...\One...\Now! response:	Y-You're just outside the fifty-meter area...
context: You're right.\It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three...\Two...\One...\Now!\Y-You're just outside the fifty-meter area... response:	Do it!
context: It looks more likely that he's about to die than that he's about to change attack patterns.\You're done running around.\Three...\Two...\One...\Now!\Y-You're just outside the fifty-meter area...\Do it! response:	Freezing Liner!
context: You're done running around.\Three...\Two...\One...\Now!\Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner! response:	I won't let you shed another drop of my companions' blood!
context: Three...\Two...\One...\Now!\Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood! response:	Take this instead!
context: Two...\One...\Now!\Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead! response:	We did it!
context: One...\Now!\Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead!\We did it! response:	You can't teleport.
context: Now!\Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead!\We did it!\You can't teleport. response:	We cut off your magic supply.
context: Y-You're just outside the fifty-meter area...\Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead!\We did it!\You can't teleport.\We cut off your magic supply. response:	That armor is just a hunk of metal.
context: Do it!\Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead!\We did it!\You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal. response:	Girl...
context: Freezing Liner!\I won't let you shed another drop of my companions' blood!\Take this instead!\We did it!\You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal.\Girl... response:	Curse you!
context: I won't let you shed another drop of my companions' blood!\Take this instead!\We did it!\You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal.\Girl...\Curse you! response:	Curse you, adventurer!
context: Take this instead!\We did it!\You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal.\Girl...\Curse you!\Curse you, adventurer! response:	Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.
context: We did it!\You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal.\Girl...\Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks. response:	The flavor text has been rewritten...
context: You can't teleport.\We cut off your magic supply.\That armor is just a hunk of metal.\Girl...\Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten... response:	Haganemushi Tatara.
context: We cut off your magic supply.\That armor is just a hunk of metal.\Girl...\Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara. response:	Reforged by Tatara, the blacksmith of Amenoma,
context: That armor is just a hunk of metal.\Girl...\Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma, response:	for the personal use of a quiet, unsocial wielder.
context: Girl...\Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder. response:	That this earnest girl may go forward without bending or breaking,
context: Curse you!\Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking, response:	repelling evil curses and this world's tragedies,
context: Curse you, adventurer!\Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies, response:	so that man may support blade, and blade support man.
context: Haganemushi Tatara Effect/ Haganemushi Tatara Steals stamina from an enemy's weapon and armor when used in physical attacks.\The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man. response:	It's over, isn't it?
context: The flavor text has been rewritten...\Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it? response:	Yes. His remaining HP didn't matter.
context: Haganemushi Tatara.\Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter. response:	We were only after that cursed katana.
context: Reforged by Tatara, the blacksmith of Amenoma,\for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana. response:	It was a wonderful plan.
context: for the personal use of a quiet, unsocial wielder.\That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan. response:	Okay!
context: That this earnest girl may go forward without bending or breaking,\repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan.\Okay! response:	Good work. I'm impressed.
context: repelling evil curses and this world's tragedies,\so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan.\Okay!\Good work. I'm impressed. response:	You should be.
context: so that man may support blade, and blade support man.\It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan.\Okay!\Good work. I'm impressed.\You should be. response:	Girls really are strong, aren't they, Shiro?
context: It's over, isn't it?\Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan.\Okay!\Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro? response:	Okay, we have New Year's soba here!
context: Yes. His remaining HP didn't matter.\We were only after that cursed katana.\It was a wonderful plan.\Okay!\Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here! response:	Lots of desserts, too!
context: We were only after that cursed katana.\It was a wonderful plan.\Okay!\Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too! response:	Oh, wow! This is amazing!
context: It was a wonderful plan.\Okay!\Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing! response:	I've never been to a pajama party before.
context: Okay!\Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before. response:	Me, neither.
context: Good work. I'm impressed.\You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither. response:	Oh, no!
context: You should be.\Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither.\Oh, no! response:	If I eat it all, I'll get fat!
context: Girls really are strong, aren't they, Shiro?\Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither.\Oh, no!\If I eat it all, I'll get fat! response:	But I'll eat it today anyway.
context: Okay, we have New Year's soba here!\Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither.\Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway. response:	It's like a red vs. white party!
context: Lots of desserts, too!\Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither.\Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party! response:	I know you'll all be on the red team, so should I be white?
context: Oh, wow! This is amazing!\I've never been to a pajama party before.\Me, neither.\Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white? response:	The curfew in Akihabara's been lifted, and everyone's having a party outside.
context: I've never been to a pajama party before.\Me, neither.\Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside. response:	Now Minori and the others will be able to come back.
context: Me, neither.\Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back. response:	By the way, um...
context: Oh, no!\If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um... response:	I don't think you need to worry.
context: If I eat it all, I'll get fat!\But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry. response:	Seeing everyone in their pajamas just knocked all her screws loose.
context: But I'll eat it today anyway.\It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose. response:	Right...
context: It's like a red vs. white party!\I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right... response:	Akatsuki, thank you.
context: I know you'll all be on the red team, so should I be white?\The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you. response:	I should thank you, Lenessia.
context: The curfew in Akihabara's been lifted, and everyone's having a party outside.\Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you.\I should thank you, Lenessia. response:	My lord, protecting someone means giving them a place to belong.
context: Now Minori and the others will be able to come back.\By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong. response:	Giving them a place where they can be happy.
context: By the way, um...\I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy. response:	I finally understand.
context: I don't think you need to worry.\Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand. response:	That's why you were working so hard.
context: Seeing everyone in their pajamas just knocked all her screws loose.\Right...\Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard. response:	I miss you.
context: Right...\Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard.\I miss you. response:	Shiroe Lv.92 Log Horizon
context: Akatsuki, thank you.\I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon response:	Akatsuki?
context: I should thank you, Lenessia.\My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki? response:	Akatsuki?
context: My lord, protecting someone means giving them a place to belong.\Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki? response:	Hello?
context: Giving them a place where they can be happy.\I finally understand.\That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki?\Hello? response:	M-My lord?
context: I finally understand.\That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki?\Hello?\M-My lord? response:	What is it?
context: That's why you were working so hard.\I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki?\Hello?\M-My lord?\What is it? response:	Weren't we supposed to not use telepathy?
context: I miss you.\Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki?\Hello?\M-My lord?\What is it?\Weren't we supposed to not use telepathy? response:	That's true, but...
context: Shiroe Lv.92 Log Horizon\Akatsuki?\Akatsuki?\Hello?\M-My lord?\What is it?\Weren't we supposed to not use telepathy?\That's true, but... response:	It's rare for you to break your own rules...
context: Akatsuki?\Akatsuki?\Hello?\M-My lord?\What is it?\Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules... response:	Is that how people think of me?
context: Akatsuki?\Hello?\M-My lord?\What is it?\Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules...\Is that how people think of me? response:	Yep!
context: Hello?\M-My lord?\What is it?\Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules...\Is that how people think of me?\Yep! response:	You're a stiff blockhead!
context: M-My lord?\What is it?\Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules...\Is that how people think of me?\Yep!\You're a stiff blockhead! response:	It went well, didn't it, Akatsuki?
context: What is it?\Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules...\Is that how people think of me?\Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki? response:	Congratulations.
context: Weren't we supposed to not use telepathy?\That's true, but...\It's rare for you to break your own rules...\Is that how people think of me?\Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations. response:	My lord...
context: That's true, but...\It's rare for you to break your own rules...\Is that how people think of me?\Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations.\My lord... response:	We still have some work to do here.
context: It's rare for you to break your own rules...\Is that how people think of me?\Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations.\My lord...\We still have some work to do here. response:	But we won't give up, either.
context: Is that how people think of me?\Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations.\My lord...\We still have some work to do here.\But we won't give up, either. response:	We're about to give it another retry.
context: Yep!\You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations.\My lord...\We still have some work to do here.\But we won't give up, either.\We're about to give it another retry. response:	On Christmas Eve night, Shiroe and the others died.
context: You're a stiff blockhead!\It went well, didn't it, Akatsuki?\Congratulations.\My lord...\We still have some work to do here.\But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died. response:	The rules have changed.
context: It went well, didn't it, Akatsuki?\Congratulations.\My lord...\We still have some work to do here.\But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed. response:	This world isn't a game anymore.
context: Congratulations.\My lord...\We still have some work to do here.\But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore. response:	Their time is over.
context: My lord...\We still have some work to do here.\But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore.\Their time is over. response:	They've been rejected.
context: We still have some work to do here.\But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore.\Their time is over.\They've been rejected. response:	Shiroe loses his physical body and wanders a town of memories.
context: But we won't give up, either.\We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore.\Their time is over.\They've been rejected.\Shiroe loses his physical body and wanders a town of memories. response:	On a moonlit beach, he encounters Akatsuki.
context: We're about to give it another retry.\On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore.\Their time is over.\They've been rejected.\Shiroe loses his physical body and wanders a town of memories.\On a moonlit beach, he encounters Akatsuki. response:	Next time: The Changing Battlefield.
context: On Christmas Eve night, Shiroe and the others died.\The rules have changed.\This world isn't a game anymore.\Their time is over.\They've been rejected.\Shiroe loses his physical body and wanders a town of memories.\On a moonlit beach, he encounters Akatsuki.\Next time: The Changing Battlefield. response:	The Changing Battlefield
context: The rules have changed.\This world isn't a game anymore.\Their time is over.\They've been rejected.\Shiroe loses his physical body and wanders a town of memories.\On a moonlit beach, he encounters Akatsuki.\Next time: The Changing Battlefield.\The Changing Battlefield response:	Rise up once more.
