context: Sis, it'll be all right. response:	Thank you.
context: to me...\all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to...\Ow!\Don't give me, After all!\EHHH response:	B-But I...
context: all those times?\Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to...\Ow!\Don't give me, After all!\EHHH\B-But I... response:	No buts!
context: Even though you went to Kyoto to search for me?\Even though you made me so happy?\After all, I wasn't able to...\Ow!\Don't give me, After all!\EHHH\B-But I...\No buts! response:	Kiriyama, you're an idiot!
context: Even though you made me so happy?\After all, I wasn't able to...\Ow!\Don't give me, After all!\EHHH\B-But I...\No buts!\Kiriyama, you're an idiot! response:	Ouch!
context: After all, I wasn't able to...\Ow!\Don't give me, After all!\EHHH\B-But I...\No buts!\Kiriyama, you're an idiot!\Ouch! response:	CHOMP
context: Ow!\Don't give me, After all!\EHHH\B-But I...\No buts!\Kiriyama, you're an idiot!\Ouch!\CHOMP response:	Oh, that's right! Guess what!
context: Don't give me, After all!\EHHH\B-But I...\No buts!\Kiriyama, you're an idiot!\Ouch!\CHOMP\Oh, that's right! Guess what! response:	I got a letter from Chiho!
context: EHHH\B-But I...\No buts!\Kiriyama, you're an idiot!\Ouch!\CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho! response:	From Chiho? Really?
context: B-But I...\No buts!\Kiriyama, you're an idiot!\Ouch!\CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really? response:	And then, and then!
context: No buts!\Kiriyama, you're an idiot!\Ouch!\CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really?\And then, and then! response:	During summer vacation, I'm going to visit her, for sure!
context: Kiriyama, you're an idiot!\Ouch!\CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure! response:	While telling me that, she pulled me by the hand as if we were dancing,
context: Ouch!\CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing, response:	and started walking at a steady pace.
context: CHOMP\Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace. response:	And to this small heroine who never gave in, no matter how much she cried or suffered,
context: Oh, that's right! Guess what!\I got a letter from Chiho!\From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered, response:	I made another promise,
context: I got a letter from Chiho!\From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise, response:	and a little oath of loyalty in my head.
context: From Chiho? Really?\And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head. response:	In the Sun
context: And then, and then!\During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head.\In the Sun response:	Next Episode Preview
context: During summer vacation, I'm going to visit her, for sure!\While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head.\In the Sun\Next Episode Preview response:	Episode 36
context: While telling me that, she pulled me by the hand as if we were dancing,\and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head.\In the Sun\Next Episode Preview\Episode 36 response:	What is this? What is this poster?
context: and started walking at a steady pace.\And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head.\In the Sun\Next Episode Preview\Episode 36\What is this? What is this poster? response:	The design is really cool.
context: And to this small heroine who never gave in, no matter how much she cried or suffered,\I made another promise,\and a little oath of loyalty in my head.\In the Sun\Next Episode Preview\Episode 36\What is this? What is this poster?\The design is really cool. response:	It's my fault?!
context: I made another promise,\and a little oath of loyalty in my head.\In the Sun\Next Episode Preview\Episode 36\What is this? What is this poster?\The design is really cool.\It's my fault?! response:	Yes.
context: and a little oath of loyalty in my head.\In the Sun\Next Episode Preview\Episode 36\What is this? What is this poster?\The design is really cool.\It's my fault?!\Yes. response:	But for some reason, it doesn't feel real.
context: In the Sun\Next Episode Preview\Episode 36\What is this? What is this poster?\The design is really cool.\It's my fault?!\Yes.\But for some reason, it doesn't feel real. response:	Did you tell her that?
context: Next Episode Preview\Episode 36\What is this? What is this poster?\The design is really cool.\It's my fault?!\Yes.\But for some reason, it doesn't feel real.\Did you tell her that? response:	It's easy to figure out.
context: Episode 36\What is this? What is this poster?\The design is really cool.\It's my fault?!\Yes.\But for some reason, it doesn't feel real.\Did you tell her that?\It's easy to figure out. response:	Because you've been listening to her all this time.
context: What is this? What is this poster?\The design is really cool.\It's my fault?!\Yes.\But for some reason, it doesn't feel real.\Did you tell her that?\It's easy to figure out.\Because you've been listening to her all this time. response:	ILLUSTRATION: AKIO WATANABE
context: The design is really cool.\It's my fault?!\Yes.\But for some reason, it doesn't feel real.\Did you tell her that?\It's easy to figure out.\Because you've been listening to her all this time.\ILLUSTRATION: AKIO WATANABE response:	Maybe I'll have Sis tell me
context: It's my fault?!\Yes.\But for some reason, it doesn't feel real.\Did you tell her that?\It's easy to figure out.\Because you've been listening to her all this time.\ILLUSTRATION: AKIO WATANABE\Maybe I'll have Sis tell me response:	how to make marmalade so I can make it, too!
