context: Gold General response:	Knight
context: But...\You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament. response:	I saw it online.
context: You have rank-deciding competitions and tournaments throughout the year,\you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online. response:	Shimada 8th-Dan. Damn, he's strong.
context: you go to school, with tests and stuff,\meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong. response:	He came up with Master Souya, but never stood out.
context: meals to make, laundry, and whatever else is going on around you.\That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out. response:	Still, he steadily and persistently made his way to Rank A.
context: That's too much for a 17-year-old to handle.\- But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A. response:	He's the personification of hard work.
context: - But... - You've exceeded your capacity.\That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work. response:	And recently he's been a regular at all the Title Matches.
context: That's just a fact.\It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches. response:	Incredible, isn't it?
context: It was too bad regarding the Lion King Tournament.\I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it? response:	You know a lot about him.
context: I saw it online.\Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him. response:	We're the same age, so of course I'm curious.
context: Shimada 8th-Dan. Damn, he's strong.\He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious. response:	You know?
context: He came up with Master Souya, but never stood out.\Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious.\You know? response:	Shimada 8th-Dan is also passionate about popularizing shogi.
context: Still, he steadily and persistently made his way to Rank A.\He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi. response:	He's got a workshop, where he helps train young players...
context: He's the personification of hard work.\And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players... response:	Come to think of it, how about something like that for you?
context: And recently he's been a regular at all the Title Matches.\Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you? response:	Joining a workshop?
context: Incredible, isn't it?\You know a lot about him.\We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop? response:	No. I don't really...
context: You know a lot about him.\We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really... response:	You should join.
context: We're the same age, so of course I'm curious.\You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really...\You should join. response:	But I...
context: You know?\Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really...\You should join.\But I... response:	Shimada 8th-Dan's workshop.
context: Shimada 8th-Dan is also passionate about popularizing shogi.\He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really...\You should join.\But I...\Shimada 8th-Dan's workshop. response:	As I recall, Nikaidou 4th-Dan is a member.
context: He's got a workshop, where he helps train young players...\Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really...\You should join.\But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member. response:	- But... - Why not? It would be a waste.
context: Come to think of it, how about something like that for you?\Joining a workshop?\No. I don't really...\You should join.\But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste. response:	Being able to learn from the person who beat you is a huge opportunity.
context: Joining a workshop?\No. I don't really...\You should join.\But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity. response:	But...
context: No. I don't really...\You should join.\But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But... response:	Jeez!
context: You should join.\But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez! response:	That's all you've been saying! But-but-but!
context: But I...\Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez!\That's all you've been saying! But-but-but! response:	Argh!
context: Shimada 8th-Dan's workshop.\As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez!\That's all you've been saying! But-but-but!\Argh! response:	If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!
context: As I recall, Nikaidou 4th-Dan is a member.\- But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez!\That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that! response:	But...
context: - But... - Why not? It would be a waste.\Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez!\That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But... response:	No more damn buts!
context: Being able to learn from the person who beat you is a huge opportunity.\But...\Jeez!\That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts! response:	Shogi Hall
context: But...\Jeez!\That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts!\Shogi Hall response:	Um, Brother. Why can't we just reach out to Kiriyama directly?
context: Jeez!\That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly? response:	Weren't you saying the other day that we should invite him to join the workshop?
context: That's all you've been saying! But-but-but!\Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop? response:	It's difficult to explain, but you know...
context: Argh!\If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know... response:	All we can do is wait for him to make the first move.
context: If 100 buts opened a door, that'd be fine, but obviously there ain't no door like that!\But...\No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move. response:	Is that how it is?
context: But...\No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is? response:	Yeah.
context: No more damn buts!\Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is?\Yeah. response:	That's how it is.
context: Shogi Hall\Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is?\Yeah.\That's how it is. response:	Just a Little Water
context: Um, Brother. Why can't we just reach out to Kiriyama directly?\Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is?\Yeah.\That's how it is.\Just a Little Water response:	Next Episode Preview
context: Weren't you saying the other day that we should invite him to join the workshop?\It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is?\Yeah.\That's how it is.\Just a Little Water\Next Episode Preview response:	Episode 15
context: It's difficult to explain, but you know...\All we can do is wait for him to make the first move.\Is that how it is?\Yeah.\That's how it is.\Just a Little Water\Next Episode Preview\Episode 15 response:	Hey, Kiriyama. Look at this. It's amazing.
context: All we can do is wait for him to make the first move.\Is that how it is?\Yeah.\That's how it is.\Just a Little Water\Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing. response:	What is that? A fight?
context: Is that how it is?\Yeah.\That's how it is.\Just a Little Water\Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight? response:	I don't believe it. I've never seen Mr. Shimada like this before.
context: Yeah.\That's how it is.\Just a Little Water\Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before. response:	No way! I can still keep going!
context: That's how it is.\Just a Little Water\Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going! response:	Is it really something so bad?
context: Just a Little Water\Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going!\Is it really something so bad? response:	What is this feeling?
context: Next Episode Preview\Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going!\Is it really something so bad?\What is this feeling? response:	Strawberry will be just as cute in the next episode of March Comes in Like a Lion!
context: Episode 15\Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going!\Is it really something so bad?\What is this feeling?\Strawberry will be just as cute in the next episode of March Comes in Like a Lion! response:	I can't wait!
context: Hey, Kiriyama. Look at this. It's amazing.\What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going!\Is it really something so bad?\What is this feeling?\Strawberry will be just as cute in the next episode of March Comes in Like a Lion!\I can't wait! response:	I don't think she'll be in the next one.
context: What is that? A fight?\I don't believe it. I've never seen Mr. Shimada like this before.\No way! I can still keep going!\Is it really something so bad?\What is this feeling?\Strawberry will be just as cute in the next episode of March Comes in Like a Lion!\I can't wait!\I don't think she'll be in the next one. response:	What? But she's so cute! Why not?!
