context: Taichi. response:	Huh? What?
context: You actually thought to bring an umbrella?\The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match?\Here are the notes I took. response:	How do you think our match went?
context: The forecast said the chance of rain was low.\Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went? response:	There are a lot of people so it's not easy to get in.
context: Well, the JMA and the websites I checked said it would be sunny,\but the Japan Weather Association\said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in. response:	First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap
context: but the Japan Weather Association\said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap response:	I was too far away to see the cards,
context: said that there was a chance for showers.\O-Oh...\How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards, response:	Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell
context: O-Oh...\How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell response:	but I wouldn't have understood what was going on anyway.
context: How was the Akashi Girls' match?\Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway. response:	Thanks, Hanano-san!
context: Here are the notes I took.\How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san! response:	Even the color of their socks...
context: How do you think our match went?\There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks... response:	This is more than enough information.
context: There are a lot of people so it's not easy to get in.\First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information. response:	I was so relieved
context: First Akashi Girls' all look ordinary Girl in front (with long hair) Pink checkered handbag (Ponita) white hand towel pink macaroon phone strap\I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information.\I was so relieved response:	when you didn't suddenly tell me to play in a match this time!
context: I was too far away to see the cards,\Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time! response:	That was a big shock at the Tokyo regional!
context: Girl with glasses (ordinary, sharp-tongued, popular) black handbag with a charm attached white plain towel... cell\but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional! response:	Just to be clear, I'm not interested in playing in the national championship!
context: but I wouldn't have understood what was going on anyway.\Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship! response:	I'm fine with scouting other teams!
context: Thanks, Hanano-san!\Even the color of their socks...\This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams! response:	Unlike everyone else, I don't have the fighting spirit to be a player!
context: Even the color of their socks...\This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player! response:	I'll try to consolidate these notes,
context: This is more than enough information.\I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes, response:	so grab some lunch when you have a chance.
context: I was so relieved\when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance. response:	O-Okay...
context: when you didn't suddenly tell me to play in a match this time!\That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay... response:	I thought that everyone else in our club was itching to play in matches,
context: That was a big shock at the Tokyo regional!\Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches, response:	but Komano-senpai might be different.
context: Just to be clear, I'm not interested in playing in the national championship!\I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different. response:	Makes sense to me.
context: I'm fine with scouting other teams!\Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me. response:	The world of karuta is too competitive and intense. Who wants that?
context: Unlike everyone else, I don't have the fighting spirit to be a player!\I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that? response:	This is turning out to be a good match.
context: I'll try to consolidate these notes,\so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match. response:	Nakayama, your drive to challenge yourself has always impressed me.
context: so grab some lunch when you have a chance.\O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me. response:	To think that you would work so hard at karuta
context: O-Okay...\I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta response:	for the sake of doing well in the quiz championship.
context: I thought that everyone else in our club was itching to play in matches,\but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship. response:	That's probably what the coach is thinking...
context: but Komano-senpai might be different.\Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking... response:	However, in reality...
context: Makes sense to me.\The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality... response:	I work hard at the quiz championship for the sake of karuta.
context: The world of karuta is too competitive and intense. Who wants that?\This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta. response:	Huh? Really?
context: This is turning out to be a good match.\Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really? response:	I love this atmosphere.
context: Nakayama, your drive to challenge yourself has always impressed me.\To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere. response:	He's a freak...
context: To think that you would work so hard at karuta\for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere.\He's a freak... response:	The tension before a card is read.
context: for the sake of doing well in the quiz championship.\That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere.\He's a freak...\The tension before a card is read. response:	So silent, you can hear people breathe.
context: That's probably what the coach is thinking...\However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere.\He's a freak...\The tension before a card is read.\So silent, you can hear people breathe. response:	Wow, she has crazy lung capacity.
context: However, in reality...\I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere.\He's a freak...\The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity. response:	Chihaya, you can win if you just breathe.
context: I work hard at the quiz championship for the sake of karuta.\Huh? Really?\I love this atmosphere.\He's a freak...\The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe. response:	Excuse me...
context: Huh? Really?\I love this atmosphere.\He's a freak...\The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me... response:	I can feel it rushing in.
context: I love this atmosphere.\He's a freak...\The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in. response:	I can see it.
context: He's a freak...\The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in.\I can see it. response:	She's kinda pretty.
context: The tension before a card is read.\So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in.\I can see it.\She's kinda pretty. response:	Star-wise, she's a Vega.
context: So silent, you can hear people breathe.\Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in.\I can see it.\She's kinda pretty.\Star-wise, she's a Vega. response:	Orihime...
context: Wow, she has crazy lung capacity.\Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in.\I can see it.\She's kinda pretty.\Star-wise, she's a Vega.\Orihime... response:	I don't mind it when she looks down on me.
context: Chihaya, you can win if you just breathe.\Excuse me...\I can feel it rushing in.\I can see it.\She's kinda pretty.\Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me. response:	Sorry about that.
context: Excuse me...\I can feel it rushing in.\I can see it.\She's kinda pretty.\Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me.\Sorry about that. response:	Oops, I'm wasting my brainpower on unnecessary thoughts!
context: I can feel it rushing in.\I can see it.\She's kinda pretty.\Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts! response:	How's everyone else doing?
context: I can see it.\She's kinda pretty.\Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing? response:	In the back
context: She's kinda pretty.\Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back response:	We're losing the other three except the one in the back?!
context: Star-wise, she's a Vega.\Orihime...\I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back\We're losing the other three except the one in the back?! response:	I'm moving my cards.
context: Orihime...\I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back\We're losing the other three except the one in the back?!\I'm moving my cards. response:	What? Again?
context: I don't mind it when she looks down on me.\Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back\We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again? response:	Doesn't really matter.
context: Sorry about that.\Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back\We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again?\Doesn't really matter. response:	I don't know why he doesn't get it.
context: Oops, I'm wasting my brainpower on unnecessary thoughts!\How's everyone else doing?\In the back\We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again?\Doesn't really matter.\I don't know why he doesn't get it. response:	Our Suihoku society teaches defensive karuta.
context: How's everyone else doing?\In the back\We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again?\Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta. response:	The opponent can change his placement around as much as he wants.
context: In the back\We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again?\Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants. response:	My goal is to prevent him from taking any of the 25 cards on my side.
context: We're losing the other three except the one in the back?!\I'm moving my cards.\What? Again?\Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side. response:	By making that my priority,
context: I'm moving my cards.\What? Again?\Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority, response:	I'm somehow able to take the opponent's cards, as well.
context: What? Again?\Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well. response:	As friends and strangers come and go from the capital,
context: Doesn't really matter.\I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital, response:	A dead card.
context: I don't know why he doesn't get it.\Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card. response:	A poem by the blind monk Semimaru.
context: Our Suihoku society teaches defensive karuta.\The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru. response:	Check...
context: The opponent can change his placement around as much as he wants.\My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru.\Check... response:	There are six poems by monks on the field...
context: My goal is to prevent him from taking any of the 25 cards on my side.\By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field... response:	My fear is not of being forgotten,
context: By making that my priority,\I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field...\My fear is not of being forgotten, response:	Got it!
context: I'm somehow able to take the opponent's cards, as well.\As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field...\My fear is not of being forgotten,\Got it! response:	This poem was written by Ukon about her attachment to a man who left her.
context: As friends and strangers come and go from the capital,\A dead card.\A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field...\My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her. response:	There are four poems by women on the field.
context: A dead card.\A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field...\My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field. response:	I'm moving my cards.
context: A poem by the blind monk Semimaru.\Check...\There are six poems by monks on the field...\My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards. response:	This girl is impressive.
context: Check...\There are six poems by monks on the field...\My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards.\This girl is impressive. response:	I keep shuffling my cards around and it doesn't faze her.
context: There are six poems by monks on the field...\My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her. response:	If he's randomly placing his cards,
context: My fear is not of being forgotten,\Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards, response:	then I won't bother remembering them by position.
context: Got it!\This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position. response:	I'll admit that it's impressive.
context: This poem was written by Ukon about her attachment to a man who left her.\There are four poems by women on the field.\I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive. response:	Their style has no fixed card placement
context: There are four poems by women on the field.\I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement response:	and frequently moves the cards around.
context: I'm moving my cards.\This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around. response:	But in karuta, you're only allowed to move your arm.
context: This girl is impressive.\I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm. response:	Against opponents who aren't great at memorization,
context: I keep shuffling my cards around and it doesn't faze her.\If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization, response:	his swing is fast enough.
context: If he's randomly placing his cards,\then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough. response:	But I'm good at memorization.
context: then I won't bother remembering them by position.\I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization. response:	I can understand.
context: I'll admit that it's impressive.\Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization.\I can understand. response:	Their emphasis is on memorization and accuracy.
context: Their style has no fixed card placement\and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy. response:	That's how I play karuta.
context: and frequently moves the cards around.\But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta. response:	You need mental and physical strength to play karuta!
context: But in karuta, you're only allowed to move your arm.\Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta! response:	I only memorize about half the cards.
context: Against opponents who aren't great at memorization,\his swing is fast enough.\But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards. response:	Nishida was trying to teach me that
context: his swing is fast enough.\But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that response:	your body is important too!
context: But I'm good at memorization.\I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too! response:	It takes both mind and body...
context: I can understand.\Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too!\It takes both mind and body... response:	I can't let her get into a groove.
context: Their emphasis is on memorization and accuracy.\That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too!\It takes both mind and body...\I can't let her get into a groove. response:	I'm moving my cards.
context: That's how I play karuta.\You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too!\It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards. response:	And heart...
context: You need mental and physical strength to play karuta!\I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too!\It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards.\And heart... response:	Again?! How many times is that?!
context: I only memorize about half the cards.\Nishida was trying to teach me that\your body is important too!\It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards.\And heart...\Again?! How many times is that?! response:	Wow! Can he really memorize them?!
context: Nishida was trying to teach me that\your body is important too!\It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards.\And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?! response:	Kill! Kill!
context: your body is important too!\It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards.\And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill! response:	That's impossible for me.
context: It takes both mind and body...\I can't let her get into a groove.\I'm moving my cards.\And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me. response:	I could never do that.
context: I can't let her get into a groove.\I'm moving my cards.\And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me.\I could never do that. response:	Yes, that's me...
context: I'm moving my cards.\And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me.\I could never do that.\Yes, that's me... response:	Can memorize
context: And heart...\Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me.\I could never do that.\Yes, that's me...\Can memorize response:	Can't memorize
context: Again?! How many times is that?!\Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me.\I could never do that.\Yes, that's me...\Can memorize\Can't memorize response:	I belong to the group that can't memorize too well!
context: Wow! Can he really memorize them?!\Kill! Kill!\That's impossible for me.\I could never do that.\Yes, that's me...\Can memorize\Can't memorize\I belong to the group that can't memorize too well! response:	Once I realized that, I felt a lot better.
context: Kill! Kill!\That's impossible for me.\I could never do that.\Yes, that's me...\Can memorize\Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better. response:	While I sigh and lament...
context: That's impossible for me.\I could never do that.\Yes, that's me...\Can memorize\Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament... response:	Stay calm.
context: I could never do that.\Yes, that's me...\Can memorize\Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm. response:	When the misty bridge...
context: Yes, that's me...\Can memorize\Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm.\When the misty bridge... response:	I'm moving my cards.
context: Can memorize\Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm.\When the misty bridge...\I'm moving my cards. response:	This is the first time I've faced someone who keeps moving his cards.
context: Can't memorize\I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm.\When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards. response:	Stay calm.
context: I belong to the group that can't memorize too well!\Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm.\When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm. response:	If I stick it out long enough...
context: Once I realized that, I felt a lot better.\While I sigh and lament...\Stay calm.\When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough... response:	There, they're almost all one-syllable cards now.
context: While I sigh and lament...\Stay calm.\When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now. response:	I'm moving my cards.
context: Stay calm.\When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards. response:	He's moving them back now,
context: When the misty bridge...\I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now, response:	and he moved them to a strange spot.
context: I'm moving my cards.\This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot. response:	It's go time.
context: This is the first time I've faced someone who keeps moving his cards.\Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot.\It's go time. response:	Note that though...
