context: You're late. response:	Who are you?
context: A man working part-time as if he was waiting for an opportunity like this.\A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on?\Huh?\Are you going to get on?\Yes, I am. response:	Why are you suddenly interested?
context: A beautiful widow.\A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on?\Huh?\Are you going to get on?\Yes, I am.\Why are you suddenly interested? response:	It's work, after all.
context: A suspicious maid.\There's definitely something going on in that mansion.\Are you getting on?\Huh?\Are you going to get on?\Yes, I am.\Why are you suddenly interested?\It's work, after all. response:	It's a crime to sneak into other people's homes.
context: There's definitely something going on in that mansion.\Are you getting on?\Huh?\Are you going to get on?\Yes, I am.\Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes. response:	Don't make it sound like an appalling thing.
context: Are you getting on?\Huh?\Are you going to get on?\Yes, I am.\Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing. response:	I'm just going to look for a cat while the tenant is out.
context: Huh?\Are you going to get on?\Yes, I am.\Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out. response:	That's definitely a crime!
context: Are you going to get on?\Yes, I am.\Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime! response:	Well, I don't really care.
context: Yes, I am.\Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care. response:	For your information, I'm on paid vacation starting tomorrow.
context: Why are you suddenly interested?\It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow. response:	I already told you I had an important event to attend at Aoto tomorrow.
context: It's work, after all.\It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow. response:	Are you saying that I'll have to look for the cat by myself?
context: It's a crime to sneak into other people's homes.\Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself? response:	Of course I am.
context: Don't make it sound like an appalling thing.\I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am. response:	It's work, after all.
context: I'm just going to look for a cat while the tenant is out.\That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all. response:	Is he around here?
context: That's definitely a crime!\Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all.\Is he around here? response:	Yin was only able to track him up to here.
context: Well, I don't really care.\For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all.\Is he around here?\Yin was only able to track him up to here. response:	Over there?
context: For your information, I'm on paid vacation starting tomorrow.\I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all.\Is he around here?\Yin was only able to track him up to here.\Over there? response:	Is that the remuneration for your contract?
context: I already told you I had an important event to attend at Aoto tomorrow.\Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all.\Is he around here?\Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract? response:	A cat?
context: Are you saying that I'll have to look for the cat by myself?\Of course I am.\It's work, after all.\Is he around here?\Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract?\A cat? response:	A homicide disguised as a suicide, huh?
context: Of course I am.\It's work, after all.\Is he around here?\Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh? response:	What an elaborate plan.
context: It's work, after all.\Is he around here?\Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan. response:	Hei!
context: Is he around here?\Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei! response:	Why did you interfere?
context: Yin was only able to track him up to here.\Over there?\Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei!\Why did you interfere? response:	Be grateful.
context: Over there?\Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei!\Why did you interfere?\Be grateful. response:	He was about to possess you.
context: Is that the remuneration for your contract?\A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei!\Why did you interfere?\Be grateful.\He was about to possess you. response:	Possess?
context: A cat?\A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei!\Why did you interfere?\Be grateful.\He was about to possess you.\Possess? response:	Your body, that is.
context: A homicide disguised as a suicide, huh?\What an elaborate plan.\Hei!\Why did you interfere?\Be grateful.\He was about to possess you.\Possess?\Your body, that is. response:	He has the same ability as me.
context: What an elaborate plan.\Hei!\Why did you interfere?\Be grateful.\He was about to possess you.\Possess?\Your body, that is.\He has the same ability as me. response:	The possession of other people.
context: Hei!\Why did you interfere?\Be grateful.\He was about to possess you.\Possess?\Your body, that is.\He has the same ability as me.\The possession of other people. response:	Although I can only do it to animals,
context: Why did you interfere?\Be grateful.\He was about to possess you.\Possess?\Your body, that is.\He has the same ability as me.\The possession of other people.\Although I can only do it to animals, response:	he can move from person to person.
context: Be grateful.\He was about to possess you.\Possess?\Your body, that is.\He has the same ability as me.\The possession of other people.\Although I can only do it to animals,\he can move from person to person. response:	Geez, why does the weather have to be so hot when the sun's out, for once?
context: He was about to possess you.\Possess?\Your body, that is.\He has the same ability as me.\The possession of other people.\Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once? response:	Thank you for waiting.
context: Possess?\Your body, that is.\He has the same ability as me.\The possession of other people.\Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting. response:	Toshiko-chan's not home, huh?
context: Your body, that is.\He has the same ability as me.\The possession of other people.\Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh? response:	I don't know whether that's a good thing or not.
context: He has the same ability as me.\The possession of other people.\Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not. response:	Sir?
context: The possession of other people.\Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir? response:	Huh?
context: Although I can only do it to animals,\he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir?\Huh? response:	Your order, please.
context: he can move from person to person.\Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir?\Huh?\Your order, please. response:	Oh, I mean...
context: Geez, why does the weather have to be so hot when the sun's out, for once?\Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir?\Huh?\Your order, please.\Oh, I mean... response:	Oh, I'm sorry.
context: Thank you for waiting.\Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir?\Huh?\Your order, please.\Oh, I mean...\Oh, I'm sorry. response:	Excuse me.
context: Toshiko-chan's not home, huh?\I don't know whether that's a good thing or not.\Sir?\Huh?\Your order, please.\Oh, I mean...\Oh, I'm sorry.\Excuse me. response:	Forgot something... Forgot something...
context: I don't know whether that's a good thing or not.\Sir?\Huh?\Your order, please.\Oh, I mean...\Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something... response:	Forgot something...
context: Sir?\Huh?\Your order, please.\Oh, I mean...\Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something...\Forgot something... response:	Forgot something... Forgot something, see?
context: Huh?\Your order, please.\Oh, I mean...\Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see? response:	Scary guy.
context: Your order, please.\Oh, I mean...\Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see?\Scary guy. response:	It's him. What's he doing here?
context: Oh, I mean...\Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here? response:	What?
context: Oh, I'm sorry.\Excuse me.\Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here?\What? response:	Mao, we have company.
context: Excuse me.\Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here?\What?\Mao, we have company. response:	Don't lose sight of the contractor.
context: Forgot something... Forgot something...\Forgot something...\Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here?\What?\Mao, we have company.\Don't lose sight of the contractor. response:	Mao, do you read me?
context: Forgot something...\Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here?\What?\Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me? response:	Mao?
context: Forgot something... Forgot something, see?\Scary guy.\It's him. What's he doing here?\What?\Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me?\Mao? response:	Why was that guy here?
context: Scary guy.\It's him. What's he doing here?\What?\Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me?\Mao?\Why was that guy here? response:	Does he know about the connection between the widow and the ex-wife?
context: It's him. What's he doing here?\What?\Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me?\Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife? response:	Regardless of everything, Toshiko-chan's house sure is huge.
context: What?\Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me?\Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge. response:	What is this smell?
context: Mao, we have company.\Don't lose sight of the contractor.\Mao, do you read me?\Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell? response:	Hey, you!
context: Don't lose sight of the contractor.\Mao, do you read me?\Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you! response:	Oh, I'm not a suspicious person.
context: Mao, do you read me?\Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you!\Oh, I'm not a suspicious person. response:	Nice shot!
context: Mao?\Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you!\Oh, I'm not a suspicious person.\Nice shot! response:	Huh?
context: Why was that guy here?\Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you!\Oh, I'm not a suspicious person.\Nice shot!\Huh? response:	Do you know the person who lives over there?
context: Does he know about the connection between the widow and the ex-wife?\Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you!\Oh, I'm not a suspicious person.\Nice shot!\Huh?\Do you know the person who lives over there? response:	No.
context: Regardless of everything, Toshiko-chan's house sure is huge.\What is this smell?\Hey, you!\Oh, I'm not a suspicious person.\Nice shot!\Huh?\Do you know the person who lives over there?\No. response:	You don't?
context: What is this smell?\Hey, you!\Oh, I'm not a suspicious person.\Nice shot!\Huh?\Do you know the person who lives over there?\No.\You don't? response:	That house is causing problems.
context: Hey, you!\Oh, I'm not a suspicious person.\Nice shot!\Huh?\Do you know the person who lives over there?\No.\You don't?\That house is causing problems. response:	Problems?
context: Oh, I'm not a suspicious person.\Nice shot!\Huh?\Do you know the person who lives over there?\No.\You don't?\That house is causing problems.\Problems? response:	It's that, the garbage mansion.
context: Nice shot!\Huh?\Do you know the person who lives over there?\No.\You don't?\That house is causing problems.\Problems?\It's that, the garbage mansion. response:	I've been complaining to the ward office,
context: Huh?\Do you know the person who lives over there?\No.\You don't?\That house is causing problems.\Problems?\It's that, the garbage mansion.\I've been complaining to the ward office, response:	but they aren't handling it properly.
context: Do you know the person who lives over there?\No.\You don't?\That house is causing problems.\Problems?\It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly. response:	Garbage mansion?
context: No.\You don't?\That house is causing problems.\Problems?\It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion? response:	Fore!
context: You don't?\That house is causing problems.\Problems?\It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion?\Fore! response:	That'll be four hundred and twenty yen.
context: That house is causing problems.\Problems?\It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion?\Fore!\That'll be four hundred and twenty yen. response:	This isn't my jacket.
context: Problems?\It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion?\Fore!\That'll be four hundred and twenty yen.\This isn't my jacket. response:	Don't tell me...
context: It's that, the garbage mansion.\I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion?\Fore!\That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me... response:	This looks pretty bad.
context: I've been complaining to the ward office,\but they aren't handling it properly.\Garbage mansion?\Fore!\That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me...\This looks pretty bad. response:	How careless.
context: but they aren't handling it properly.\Garbage mansion?\Fore!\That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me...\This looks pretty bad.\How careless. response:	What is this?
context: Garbage mansion?\Fore!\That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me...\This looks pretty bad.\How careless.\What is this? response:	Geez, why are things like this?
context: Fore!\That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me...\This looks pretty bad.\How careless.\What is this?\Geez, why are things like this? response:	There it is!
context: That'll be four hundred and twenty yen.\This isn't my jacket.\Don't tell me...\This looks pretty bad.\How careless.\What is this?\Geez, why are things like this?\There it is! response:	Damn! Outsmarted by a stupid cat.
context: This isn't my jacket.\Don't tell me...\This looks pretty bad.\How careless.\What is this?\Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat. response:	I did it.
context: Don't tell me...\This looks pretty bad.\How careless.\What is this?\Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat.\I did it. response:	Literally written as the rain in May in kanji, its meaning is early summer rain.
context: This looks pretty bad.\How careless.\What is this?\Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain. response:	The cold rain seeps into my heart.
context: How careless.\What is this?\Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart. response:	The sweet fragrance of the gardenia tickles my nostrils.
context: What is this?\Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils. response:	Widow... The sweet sound of the word.
context: Geez, why are things like this?\There it is!\Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word. response:	Oh, why must you be a widow?
context: There it is!\Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow? response:	Every time I recall your superb ear-cleaning skills, my heart goes...
context: Damn! Outsmarted by a stupid cat.\I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow?\Every time I recall your superb ear-cleaning skills, my heart goes... response:	Get a hold of yourself, boss.
context: I did it.\Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow?\Every time I recall your superb ear-cleaning skills, my heart goes...\Get a hold of yourself, boss. response:	If you're seduced by that woman's pheromones,
context: Literally written as the rain in May in kanji, its meaning is early summer rain.\The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow?\Every time I recall your superb ear-cleaning skills, my heart goes...\Get a hold of yourself, boss.\If you're seduced by that woman's pheromones, response:	she's going to take everything you have, right down to the hairs on your ass.
context: The cold rain seeps into my heart.\The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow?\Every time I recall your superb ear-cleaning skills, my heart goes...\Get a hold of yourself, boss.\If you're seduced by that woman's pheromones,\she's going to take everything you have, right down to the hairs on your ass. response:	Even a girl like you shouldn't say something like that out loud!
context: The sweet fragrance of the gardenia tickles my nostrils.\Widow... The sweet sound of the word.\Oh, why must you be a widow?\Every time I recall your superb ear-cleaning skills, my heart goes...\Get a hold of yourself, boss.\If you're seduced by that woman's pheromones,\she's going to take everything you have, right down to the hairs on your ass.\Even a girl like you shouldn't say something like that out loud! response:	Episode Eight The Scent of Gardenias Lingers in the Summer Rain... (Part Two)
