context: Tsukuba-kun, please win for me. response:	Kana-chan?!
context: They took out a third-year Class A player.\The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right? response:	Fujisaki High School, Suzuki Kanata.
context: The first game is between two second-year girls.\Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata. response:	Mizusawa High School, Nishida Yusei.
context: Wait, isn't that certified reader Yamashiro's granddaughter?\She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei. response:	I'll avenge Manata's anguish!
context: She's a student at Fujisaki?\Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish! response:	I'll avenge my anguish!
context: Is that why she agreed to come?\You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish! response:	Fujisaki High School, Emuro Ryoga.
context: You'll have a lot to answer for if you lose in the number one seat.\I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga. response:	Mizusawa High School, Mashima Taichi.
context: I don't know which girl they'll put in,\but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi. response:	The two leaders are against each other!
context: but your goal is to become the strongest girl in Japan, right?\Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other! response:	That's how a final should be!
context: Fujisaki High School, Suzuki Kanata.\Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be! response:	This was the biggest surprise.
context: Mizusawa High School, Nishida Yusei.\I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be!\This was the biggest surprise. response:	I'll play their captain.
context: I'll avenge Manata's anguish!\I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be!\This was the biggest surprise.\I'll play their captain. response:	That Mashima, not Ayase, was the one who took the challenge.
context: I'll avenge my anguish!\Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be!\This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge. response:	I won't run away.
context: Fujisaki High School, Emuro Ryoga.\Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be!\This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away. response:	If it's a team match,
context: Mizusawa High School, Mashima Taichi.\The two leaders are against each other!\That's how a final should be!\This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match, response:	not even Arata can scare me!
context: The two leaders are against each other!\That's how a final should be!\This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match,\not even Arata can scare me! response:	Fujisaki High School, Ichimura Mitsuki.
context: That's how a final should be!\This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki. response:	Mizusawa High School, Tsukuba Akihiro.
context: This was the biggest surprise.\I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro. response:	If I win here, I'll look so good!
context: I'll play their captain.\That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good! response:	I'll be a true hero!
context: That Mashima, not Ayase, was the one who took the challenge.\I won't run away.\If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero! response:	Fox-eyed creature?
context: I won't run away.\If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature? response:	Huh? What?
context: If it's a team match,\not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature?\Huh? What? response:	Is that a nickname?
context: not even Arata can scare me!\Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature?\Huh? What?\Is that a nickname? response:	Wait, you've got fox eyes, too!
context: Fujisaki High School, Ichimura Mitsuki.\Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature?\Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too! response:	Fujisaki High School, Yamai Makoto.
context: Mizusawa High School, Tsukuba Akihiro.\If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature?\Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto. response:	Mizusawa High School, Komano Tsutomu.
context: If I win here, I'll look so good!\I'll be a true hero!\Fox-eyed creature?\Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu. response:	Oh? You actually made it to the final, Mr. Spy?
context: I'll be a true hero!\Fox-eyed creature?\Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy? response:	That's impressive,
context: Fox-eyed creature?\Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive, response:	but you shouldn't expect to win.
context: Huh? What?\Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win. response:	That goes for your whole team...
context: Is that a nickname?\Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win.\That goes for your whole team... response:	You should stop blowing at your bangs when you're in trouble.
context: Wait, you've got fox eyes, too!\Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble. response:	Next, we have the third place match.
context: Fujisaki High School, Yamai Makoto.\Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match. response:	First Akashi Girls' vs. Hokuo Academy.
context: Mizusawa High School, Komano Tsutomu.\Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy. response:	Huh? Where's Retro?
context: Oh? You actually made it to the final, Mr. Spy?\That's impressive,\but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro? response:	It should be dry by now.
context: That's impressive,\but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now. response:	Stop it!
context: but you shouldn't expect to win.\That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now.\Stop it! response:	Why are you facing us?!
context: That goes for your whole team...\You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now.\Stop it!\Why are you facing us?! response:	Don't change in front of us!
context: You should stop blowing at your bangs when you're in trouble.\Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now.\Stop it!\Why are you facing us?!\Don't change in front of us! response:	Give us a warning first!
context: Next, we have the third place match.\First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now.\Stop it!\Why are you facing us?!\Don't change in front of us!\Give us a warning first! response:	What?!
context: First Akashi Girls' vs. Hokuo Academy.\Huh? Where's Retro?\It should be dry by now.\Stop it!\Why are you facing us?!\Don't change in front of us!\Give us a warning first!\What?! response:	What are you?! Who are you?!
context: Huh? Where's Retro?\It should be dry by now.\Stop it!\Why are you facing us?!\Don't change in front of us!\Give us a warning first!\What?!\What are you?! Who are you?! response:	Strangers should stay out!
context: It should be dry by now.\Stop it!\Why are you facing us?!\Don't change in front of us!\Give us a warning first!\What?!\What are you?! Who are you?!\Strangers should stay out! response:	Retro-kun?
context: Stop it!\Why are you facing us?!\Don't change in front of us!\Give us a warning first!\What?!\What are you?! Who are you?!\Strangers should stay out!\Retro-kun? response:	Hokuo...
context: Why are you facing us?!\Don't change in front of us!\Give us a warning first!\What?!\What are you?! Who are you?!\Strangers should stay out!\Retro-kun?\Hokuo... response:	The first place team from Tokyo.
context: Don't change in front of us!\Give us a warning first!\What?!\What are you?! Who are you?!\Strangers should stay out!\Retro-kun?\Hokuo...\The first place team from Tokyo. response:	Retro-kun's still playing karuta?
context: Give us a warning first!\What?!\What are you?! Who are you?!\Strangers should stay out!\Retro-kun?\Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta? response:	It doesn't matter if I lose my first match tomorrow...
context: What?!\What are you?! Who are you?!\Strangers should stay out!\Retro-kun?\Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow... response:	Mashima's so stupid...
context: What are you?! Who are you?!\Strangers should stay out!\Retro-kun?\Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid... response:	Working hard to win team matches won't get you anywhere.
context: Strangers should stay out!\Retro-kun?\Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere. response:	You want to make Class A more than anyone else...
context: Retro-kun?\Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else... response:	Maybe even more than I do.
context: Hokuo...\The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do. response:	Wataya-kun...
context: The first place team from Tokyo.\Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun... response:	Aren't you going to cheer them on?
context: Retro-kun's still playing karuta?\It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on? response:	Mashima and Chihaya are playing to become the best in Japan.
context: It doesn't matter if I lose my first match tomorrow...\Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan. response:	He's talking about becoming first in Japan
context: Mashima's so stupid...\Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan response:	when it's a match between high school students.
context: Working hard to win team matches won't get you anywhere.\You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students. response:	I'm very impressed.
context: You want to make Class A more than anyone else...\Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed. response:	They must all be very good.
context: Maybe even more than I do.\Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed.\They must all be very good. response:	Don't you think so, Arata?
context: Wataya-kun...\Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed.\They must all be very good.\Don't you think so, Arata? response:	You're still not going?
context: Aren't you going to cheer them on?\Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed.\They must all be very good.\Don't you think so, Arata?\You're still not going? response:	If I go, I won't be able to play in the individual tournament.
context: Mashima and Chihaya are playing to become the best in Japan.\He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed.\They must all be very good.\Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament. response:	Oh, so you care more about the individual tournament.
context: He's talking about becoming first in Japan\when it's a match between high school students.\I'm very impressed.\They must all be very good.\Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament. response:	Arata, don't worry.
context: when it's a match between high school students.\I'm very impressed.\They must all be very good.\Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry. response:	The room's so packed that no one will notice you.
context: I'm very impressed.\They must all be very good.\Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you. response:	Go on.
context: They must all be very good.\Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you.\Go on. response:	Isn't that why you came today?
context: Don't you think so, Arata?\You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you.\Go on.\Isn't that why you came today? response:	If I don't accept my punishment after breaking the rules,
context: You're still not going?\If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you.\Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules, response:	I'll be incurring the wrath of the gods, Shoji!
context: If I go, I won't be able to play in the individual tournament.\Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you.\Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji! response:	Mashima and Chihaya are playing to become the best in Japan.
context: Oh, so you care more about the individual tournament.\Arata, don't worry.\The room's so packed that no one will notice you.\Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan. response:	Not your pants!
context: Arata, don't worry.\The room's so packed that no one will notice you.\Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants! response:	I wish I could be as relaxed as you are.
context: The room's so packed that no one will notice you.\Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are. response:	I'm so nervous about the tournament tomorrow.
context: Go on.\Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow. response:	I need to go home.
context: Isn't that why you came today?\If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home. response:	Goodbye then.
context: If I don't accept my punishment after breaking the rules,\I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then. response:	Shinobu-chan.
context: I'll be incurring the wrath of the gods, Shoji!\Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then.\Shinobu-chan. response:	Won't you watch some of the team match?
context: Mashima and Chihaya are playing to become the best in Japan.\Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match? response:	Your presence will encourage some of the players.
context: Not your pants!\I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players. response:	You must be joking.
context: I wish I could be as relaxed as you are.\I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking. response:	This is...
context: I'm so nervous about the tournament tomorrow.\I need to go home.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking.\This is... response:	U-Ugly!
context: I need to go home.\Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking.\This is...\U-Ugly! response:	So many three-syllable cards...
context: Goodbye then.\Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking.\This is...\U-Ugly!\So many three-syllable cards... response:	There's only one one-syllable card on the field.
context: Shinobu-chan.\Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking.\This is...\U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field. response:	No Impassion cards.
context: Won't you watch some of the team match?\Your presence will encourage some of the players.\You must be joking.\This is...\U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards. response:	This will be a tough match for Chihaya.
context: Your presence will encourage some of the players.\You must be joking.\This is...\U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya. response:	Excuse us.
context: You must be joking.\This is...\U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya.\Excuse us. response:	They're leaving after placing their cards?
context: This is...\U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards? response:	Did they already finish memorizing the cards?
context: U-Ugly!\So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards? response:	That's crazy!
context: So many three-syllable cards...\There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy! response:	That's how Fujisaki plays.
context: There's only one one-syllable card on the field.\No Impassion cards.\This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays. response:	This way, they always set their own pace.
context: No Impassion cards.\This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace. response:	Don't panic, Mizusawa.
context: This will be a tough match for Chihaya.\Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa. response:	It's no big deal.
context: Excuse us.\They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal. response:	We had to play five matches to reach the final.
context: They're leaving after placing their cards?\Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final. response:	The third-years on Fujisaki are also tired.
context: Did they already finish memorizing the cards?\That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired. response:	I think they'll leave their seats to avoid memorization overload.
context: That's crazy!\That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload. response:	The girl who hasn't played yet will probably remain.
context: That's how Fujisaki plays.\This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain. response:	Master Komano, you're incredible.
context: This way, they always set their own pace.\Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible. response:	Karuta is about memorizing and forgetting over and over...
context: Don't panic, Mizusawa.\It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over... response:	Memorize and forget...
context: It's no big deal.\We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget... response:	Memorize and forget...
context: We had to play five matches to reach the final.\The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget... response:	Forget...
context: The third-years on Fujisaki are also tired.\I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget...\Forget... response:	Forget everything...
context: I think they'll leave their seats to avoid memorization overload.\The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget...\Forget...\Forget everything... response:	If I don't forget everything,
context: The girl who hasn't played yet will probably remain.\Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget...\Forget...\Forget everything...\If I don't forget everything, response:	I won't be able to defeat a fresh player in her first match.
context: Master Komano, you're incredible.\Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget...\Forget...\Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match. response:	Where's Rion?
context: Karuta is about memorizing and forgetting over and over...\Memorize and forget...\Memorize and forget...\Forget...\Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion? response:	She's memorizing.
context: Memorize and forget...\Memorize and forget...\Forget...\Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing. response:	What? Is that okay?
context: Memorize and forget...\Forget...\Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing.\What? Is that okay? response:	She's not very strong to begin with, yet she's not going to stretch?
context: Forget...\Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch? response:	This is optional.
context: Forget everything...\If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional. response:	You guys are too soft on Rion.
context: If I don't forget everything,\I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion. response:	True, she has incredible talent,
context: I won't be able to defeat a fresh player in her first match.\Where's Rion?\She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion.\True, she has incredible talent, response:	but isn't it creepy how she never shows any emotion?
context: Where's Rion?\She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion? response:	Why is she so popular?
context: She's memorizing.\What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular? response:	Plus, she's still stuck in Class B.
context: What? Is that okay?\She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B. response:	Sure, she's kinda cute.
context: She's not very strong to begin with, yet she's not going to stretch?\This is optional.\You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute. response:	Hey, Makoto. I have a girlfriend, you know.
context: This is optional.\You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know. response:	Huh?
