context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: It's getting crowded, huh?\The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you!\You bastard!\Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell! response:	I'm going after the antigen! Get outta my way!
context: The obstacle is making it...\so very easy to escape!\- Where is he? - Hey you!\You bastard!\Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way! response:	Antigen? No way! Where is it?
context: so very easy to escape!\- Where is he? - Hey you!\You bastard!\Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it? response:	It's too dark to see!
context: - Where is he? - Hey you!\You bastard!\Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see! response:	It's hot, and it's dark! What's going on?
context: You bastard!\Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on? response:	It's hot! Help us!
context: Hey, let me through!\Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us! response:	I'm so hot! I'm so hot!
context: Hey! Stop pushing me!\Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot! response:	Somebody tell us what's going on!
context: Oh man! It's White Blood Cell!\I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on! response:	They're not coming after me?
context: I'm going after the antigen! Get outta my way!\Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me? response:	Whoa! It's an antigen! Over there!
context: Antigen? No way! Where is it?\It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there! response:	What's that White Blood Cell doing?
context: It's too dark to see!\It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing? response:	So hot!
context: It's hot, and it's dark! What's going on?\It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot! response:	And it's so dark I can't see a thing!
context: It's hot! Help us!\I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing! response:	This is great!
context: I'm so hot! I'm so hot!\Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing!\This is great! response:	To think that in this world, even a White Blood Cell has heat stroke...
context: Somebody tell us what's going on!\They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke... response:	Cells at Work!
context: They're not coming after me?\Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work! response:	Cells at Work!
context: Whoa! It's an antigen! Over there!\What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work! response:	Looks like you overdid it in this horrible heat, huh?
context: What's that White Blood Cell doing?\So hot!\And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh? response:	That won't do! You've got to take care of yourself!
context: So hot!\And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself! response:	But good for you. You managed to keep your hat on!
context: And it's so dark I can't see a thing!\This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on! response:	HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.
context: This is great!\To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head. response:	That's the last of our buckwheat tea!
context: To think that in this world, even a White Blood Cell has heat stroke...\Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea! response:	You should've kept yourself properly hydrated!
context: Cells at Work!\Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated! response:	Oh, that's right!
context: Cells at Work!\Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right! response:	This body lacks fluids!
context: Looks like you overdid it in this horrible heat, huh?\That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids! response:	HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.
context: That won't do! You've got to take care of yourself!\But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently. response:	Damn you!
context: But good for you. You managed to keep your hat on!\HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you! response:	WATER
context: HEAT STROKE PREVENTATIVE MEASURE 1: HAT Block direct sunlight, overheating to the head.\That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER response:	I just told you it can't be done!
context: That's the last of our buckwheat tea!\You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER\I just told you it can't be done! response:	Captain!
context: You should've kept yourself properly hydrated!\Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER\I just told you it can't be done!\Captain! response:	Dehydration has reached maximum level!
context: Oh, that's right!\This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER\I just told you it can't be done!\Captain!\Dehydration has reached maximum level! response:	There... There just isn't enough to trigger hidrosis!
context: This body lacks fluids!\HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER\I just told you it can't be done!\Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis! response:	Big Sister, I'm so hot!
context: HEAT STROKE PREVENTATIVE MEASURE 2: REHYDRATION To prevent dehydration, replenish fluids and sodium frequently.\Damn you!\WATER\I just told you it can't be done!\Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot! response:	Don't worry!
context: Damn you!\WATER\I just told you it can't be done!\Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry! response:	I'm sure White Blood Cell and his friends will take care of this!
context: WATER\I just told you it can't be done!\Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this! response:	Gather all the sodium we have!
context: I just told you it can't be done!\Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have! response:	We're going to use osmotic pressure to pump up water!
context: Captain!\Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water! response:	We can't! Most of the sodium's already been discharged in hidrosis!
context: Dehydration has reached maximum level!\There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis! response:	What did you say?
context: There... There just isn't enough to trigger hidrosis!\Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say? response:	Captain! What should we do?
context: Big Sister, I'm so hot!\Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do? response:	At this point, there's nothing the system can do.
context: Don't worry!\I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do?\At this point, there's nothing the system can do. response:	If this keeps up, the body will become dehydrated!
context: I'm sure White Blood Cell and his friends will take care of this!\Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated! response:	DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.
context: Gather all the sodium we have!\We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids. response:	Dehydration.
context: We're going to use osmotic pressure to pump up water!\We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration. response:	When you lose the fluids in your body,
context: We can't! Most of the sodium's already been discharged in hidrosis!\What did you say?\Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body, response:	compromising your daily life and life support activities.
context: What did you say?\Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities. response:	When you fall into this state,
context: Captain! What should we do?\At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state, response:	you may experience difficulties absorbing nutrients and oxygen,
context: At this point, there's nothing the system can do.\If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen, response:	in excreting body wastes, in thermoregulation,
context: If this keeps up, the body will become dehydrated!\DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation, response:	as well as the circulation of your bodily fluids.
context: DEHYDRATION: When you lose the fluids in your body, compromising your daily life and life support activities. When you fall into this state, you may experience difficulties absorbing nutrients and oxygen, in excreting body wastes, in thermoregulation, as well as the circulation of your bodily fluids.\Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids. response:	Captain?
context: Dehydration.\When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain? response:	Rain! Rain!
context: When you lose the fluids in your body,\compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain?\Rain! Rain! response:	Bring us the rain!
context: compromising your daily life and life support activities.\When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain?\Rain! Rain!\Bring us the rain! response:	He's praying for rain?
context: When you fall into this state,\you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain?\Rain! Rain!\Bring us the rain!\He's praying for rain? response:	Oh no! The captain's gone bonkers!
context: you may experience difficulties absorbing nutrients and oxygen,\in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain?\Rain! Rain!\Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers! response:	So you can still stand?
context: in excreting body wastes, in thermoregulation,\as well as the circulation of your bodily fluids.\Captain?\Rain! Rain!\Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand? response:	Oh come on! Let's see you bring it!
context: as well as the circulation of your bodily fluids.\Captain?\Rain! Rain!\Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it! response:	Fire! Help!
context: Captain?\Rain! Rain!\Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help! response:	Just look. The thermoregulation system is utterly useless now!
context: Rain! Rain!\Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now! response:	This world is coming to an end.
context: Bring us the rain!\He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end. response:	A little fever like this doesn't bother me at all!
context: He's praying for rain?\Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all! response:	BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.
context: Oh no! The captain's gone bonkers!\So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in. response:	Bacillus cereus.
context: So you can still stand?\Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus. response:	Creating strong shells known as spores during its development phase,
context: Oh come on! Let's see you bring it!\Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase, response:	it is able to withstand 100 degree heat for 30 minutes.
context: Fire! Help!\Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes. response:	It is not as though it spreads when dehydration sets in.
context: Just look. The thermoregulation system is utterly useless now!\This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in. response:	Hey, too bad for you, not being able to save everyone's lives!
context: This world is coming to an end.\A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives! response:	See ya.
context: A little fever like this doesn't bother me at all!\BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya. response:	All righty!
context: BACILLUS CEREUS: Creating strong shells known as spores during its development phase, it is able to withstand 100 degree heat for 30 minutes. It is not as though it spreads when dehydration sets in.\Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty! response:	First of all, let's see...
context: Bacillus cereus.\Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty!\First of all, let's see... response:	Maybe I'll head over to the brain so that I can flaunt my powers!
context: Creating strong shells known as spores during its development phase,\it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers! response:	Wh-What the...
context: it is able to withstand 100 degree heat for 30 minutes.\It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the... response:	You sure are pesky, damn you! Just give it up!
context: It is not as though it spreads when dehydration sets in.\Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up! response:	No way am I gonna let you harm this body!
context: Hey, too bad for you, not being able to save everyone's lives!\See ya.\All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body! response:	Just accept reality!
context: See ya.\All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality! response:	I know you tried all kinds of things, like hidrosis and increased vascular flow!
context: All righty!\First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow! response:	But this body's thermoregulation system's been defeated to the outside temperature!
context: First of all, let's see...\Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature! response:	This body will be history soon!
context: Maybe I'll head over to the brain so that I can flaunt my powers!\Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon! response:	Now get it through your head that it's futile,
context: Wh-What the...\You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile, response:	and head off somewhere cool where you can loosen your clothes and rest!
context: You sure are pesky, damn you! Just give it up!\No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest! response:	Say whatever you want!
context: No way am I gonna let you harm this body!\Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want! response:	Even if the thermoregulation system loses,
context: Just accept reality!\I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses, response:	even if these efforts are in vain,
context: I know you tried all kinds of things, like hidrosis and increased vascular flow!\But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain, response:	this body is still alive!
context: But this body's thermoregulation system's been defeated to the outside temperature!\This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive! response:	It doesn't mean I should shirk my duties!
context: This body will be history soon!\Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties! response:	What a fool you are.
context: Now get it through your head that it's futile,\and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are. response:	You should at least take it easy at the very end.
context: and head off somewhere cool where you can loosen your clothes and rest!\Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end. response:	I did it.
context: Say whatever you want!\Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end.\I did it. response:	And now...
context: Even if the thermoregulation system loses,\even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end.\I did it.\And now... response:	And now...
context: even if these efforts are in vain,\this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end.\I did it.\And now...\And now... response:	I'm going to conceal myself in the darkness and divide repeatedly!
context: this body is still alive!\It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end.\I did it.\And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly! response:	And while those cells panic over this soaring body temperature,
context: It doesn't mean I should shirk my duties!\What a fool you are.\You should at least take it easy at the very end.\I did it.\And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature, response:	I'm going to seize this body!
context: What a fool you are.\You should at least take it easy at the very end.\I did it.\And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body! response:	And then...
context: You should at least take it easy at the very end.\I did it.\And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then... response:	all of this will become my nation!
context: I did it.\And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then...\all of this will become my nation! response:	All right! All right!
context: And now...\And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then...\all of this will become my nation!\All right! All right! response:	I can't stop laughing!
context: And now...\I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then...\all of this will become my nation!\All right! All right!\I can't stop laughing! response:	Now there's no one left to thwart me!
