context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: If you don't answer me I'll keep following you around.\By all means, do so.\Is Your Lordship still going to Ruoshui?\Head back to my study first.\Yes.\From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie. response:	That's not right.
context: By all means, do so.\Is Your Lordship still going to Ruoshui?\Head back to my study first.\Yes.\From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie.\That's not right. response:	What about Little Princess?
context: Is Your Lordship still going to Ruoshui?\Head back to my study first.\Yes.\From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie.\That's not right.\What about Little Princess? response:	It's best not to disturb Auntie.
context: Head back to my study first.\Yes.\From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie.\That's not right.\What about Little Princess?\It's best not to disturb Auntie. response:	Anyway, with that temperament of hers Little Princess can get by anywhere.
context: Yes.\From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie.\That's not right.\What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere. response:	Crown Prince, our Auntie drank a lot of wine and fallen asleep.
context: From this day forth Qing Qiu is closed to all.\I will see no one.\Yes, Auntie.\That's not right.\What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep. response:	She's given orders that none is allowed into her Fox Den.
context: I will see no one.\Yes, Auntie.\That's not right.\What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den. response:	Pass a message to her.
context: Yes, Auntie.\That's not right.\What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her. response:	Tell her that I'll wait out here until she's willing to see me.
context: That's not right.\What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me. response:	Yes.
context: What about Little Princess?\It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes. response:	My Lord, I've already built the ritual platform
context: It's best not to disturb Auntie.\Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform response:	in front of the Grand Hall.
context: Anyway, with that temperament of hers Little Princess can get by anywhere.\Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall. response:	Good, very good.
context: Crown Prince, our Auntie drank a lot of wine and fallen asleep.\She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good. response:	Fortunately, you managed to finish it within seven days.
context: She's given orders that none is allowed into her Fox Den.\Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days. response:	It's also fortunate that
context: Pass a message to her.\Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that response:	my father still hasn't broken out of the Bell of East Emperor.
context: Tell her that I'll wait out here until she's willing to see me.\Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor. response:	It's been 70,000 years.
context: Yes.\My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years. response:	Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.
context: My Lord, I've already built the ritual platform\in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank. response:	Whose fault was that?
context: in front of the Grand Hall.\Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that? response:	The Celestial Tribe!
context: Good, very good.\Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe! response:	We offered our best food, the most beautiful ladies
context: Fortunately, you managed to finish it within seven days.\It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies response:	and our largest, most luminous pearls!
context: It's also fortunate that\my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls! response:	Think about it! Think long and hard!
context: my father still hasn't broken out of the Bell of East Emperor.\It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard! response:	When the Old Ghost Lord was in reign did we ever had to suffer so?
context: It's been 70,000 years.\Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so? response:	- Exactly! - That never happened!
context: Hundred thousands of our warriors died in the battle of Ruoshui Riverbank.\Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened! response:	- Am I right? - Yes...
context: Whose fault was that?\The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes... response:	Yes! Exactly!
context: The Celestial Tribe!\We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly! response:	Look up at the sky!
context: We offered our best food, the most beautiful ladies\and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly!\Look up at the sky! response:	Such strange sightings are the signs that our true Ghost Lord is about to return!
context: and our largest, most luminous pearls!\Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return! response:	Our Old Ghost Lord will eventually return with his crimson hellfire
context: Think about it! Think long and hard!\When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire response:	to defeat the Celestial Tribe and conquer all realms!
context: When the Old Ghost Lord was in reign did we ever had to suffer so?\- Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms! response:	Ghost Lord, abdicate the throne!
context: - Exactly! - That never happened!\- Am I right? - Yes...\Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne! response:	Ghost Lord, abdicate the throne!
context: - Am I right? - Yes...\Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne! response:	My Lord, there are many rebels gathered outside Grand Ziming Palace.
context: Yes! Exactly!\Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace. response:	What should we do?
context: Look up at the sky!\Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do? response:	What you need to do next is to safeguard Grand Ziming Palace
context: Such strange sightings are the signs that our true Ghost Lord is about to return!\Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace response:	for the next seven days.
context: Our Old Ghost Lord will eventually return with his crimson hellfire\to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days. response:	I need to use these seven days to disperse the crimson clouds
context: to defeat the Celestial Tribe and conquer all realms!\Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds response:	and restore peace to the Ghost Realm.
context: Ghost Lord, abdicate the throne!\Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm. response:	Father, since you used your children as your power vessels
context: Ghost Lord, abdicate the throne!\My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels response:	You should have known that such a day would come.
context: My Lord, there are many rebels gathered outside Grand Ziming Palace.\What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come. response:	Only our blood could summon your spirit.
context: What should we do?\What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit. response:	Please return to Grand Ziming Palace.
context: What you need to do next is to safeguard Grand Ziming Palace\for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace. response:	The place you once held as the Ghost Lord.
context: for the next seven days.\I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord. response:	Put an end to all this with your son, Li Jing.
context: I need to use these seven days to disperse the crimson clouds\and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing. response:	Be it my mother's life or that of Li Yuan
context: and restore peace to the Ghost Realm.\Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan response:	we should both put an end to this once and for all.
context: Father, since you used your children as your power vessels\You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all. response:	Li Jing!
context: You should have known that such a day would come.\Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing! response:	Treacherous son!
context: Only our blood could summon your spirit.\Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing!\Treacherous son! response:	How dare you use your blood to summon my spirit!
context: Please return to Grand Ziming Palace.\The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit! response:	What are you going to do?
context: The place you once held as the Ghost Lord.\Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do? response:	I never should have spared such a treacherous son 70,000 years ago!
context: Put an end to all this with your son, Li Jing.\Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago! response:	Why have all of you come to Ruoshui?
context: Be it my mother's life or that of Li Yuan\we should both put an end to this once and for all.\Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui? response:	How could I help you?
context: we should both put an end to this once and for all.\Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you? response:	This is the fairy, Su Jin.
context: Li Jing!\Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin. response:	She volunteered to the Heavenly Lord and gave up her celestial status
context: Treacherous son!\How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status response:	to train near Ruoshuo as well as guard the Bell of East Emperor.
context: How dare you use your blood to summon my spirit!\What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor. response:	Heavenly Lord consented to it in appreciation of her kindness
context: What are you going to do?\I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness response:	and ordered us to bring her here.
context: I never should have spared such a treacherous son 70,000 years ago!\Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here. response:	Fairy Su Jin is too kind.
context: Why have all of you come to Ruoshui?\How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind. response:	I'll take my leave now.
context: How could I help you?\This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now. response:	Let's go.
context: This is the fairy, Su Jin.\She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now.\Let's go. response:	Isn't that Lady Su Jin?
context: She volunteered to the Heavenly Lord and gave up her celestial status\to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now.\Let's go.\Isn't that Lady Su Jin? response:	Yes.
context: to train near Ruoshuo as well as guard the Bell of East Emperor.\Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now.\Let's go.\Isn't that Lady Su Jin?\Yes. response:	Su Jin is punished for some wrongdoing and her eyes are hurt.
context: Heavenly Lord consented to it in appreciation of her kindness\and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now.\Let's go.\Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt. response:	Heavenly Lord had her use the eyes of the North Sea's legendary fish
context: and ordered us to bring her here.\Fairy Su Jin is too kind.\I'll take my leave now.\Let's go.\Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish response:	so that she could at least get around.
context: Fairy Su Jin is too kind.\I'll take my leave now.\Let's go.\Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around. response:	Has the Crown Prince returned?
context: I'll take my leave now.\Let's go.\Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned? response:	He has returned but he's now in Qing Qiu.
context: Let's go.\Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu. response:	Qing Qiu?
context: Isn't that Lady Su Jin?\Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu? response:	His Highness just returned from the Mortal Realm
context: Yes.\Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm response:	so he must have gone to Qing Qiu
context: Su Jin is punished for some wrongdoing and her eyes are hurt.\Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu response:	to discuss the wedding with High God Bai Qian.
context: Heavenly Lord had her use the eyes of the North Sea's legendary fish\so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian. response:	All right, you may head back now.
context: so that she could at least get around.\Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now. response:	Yes.
context: Has the Crown Prince returned?\He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes. response:	Ye Hua...
context: He has returned but he's now in Qing Qiu.\Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes.\Ye Hua... response:	I love you.
context: Qing Qiu?\His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes.\Ye Hua...\I love you. response:	I want to be with you forever.
context: His Highness just returned from the Mortal Realm\so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes.\Ye Hua...\I love you.\I want to be with you forever. response:	Back then, I didn't know what I truly felt for you.
context: so he must have gone to Qing Qiu\to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes.\Ye Hua...\I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you. response:	Don't take what I said then to heart.
context: to discuss the wedding with High God Bai Qian.\All right, you may head back now.\Yes.\Ye Hua...\I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart. response:	Now that we share a mutual affection the engagement can't be canceled.
context: All right, you may head back now.\Yes.\Ye Hua...\I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled. response:	Auntie, His Highness has been waiting outside the Fox Den for seven days.
context: Yes.\Ye Hua...\I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days. response:	He insists on seeing you.
context: Ye Hua...\I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you. response:	I acted upon your orders so I don't dare to let anyone in.
context: I love you.\I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in. response:	Not even the Crown Prince.
context: I want to be with you forever.\Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince. response:	However, it's been seven days
context: Back then, I didn't know what I truly felt for you.\Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days response:	and His Highness doesn't seem to be leaving anytime soon.
context: Don't take what I said then to heart.\Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon. response:	I can't make any decision so I came in to ask you what I should do.
context: Now that we share a mutual affection the engagement can't be canceled.\Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do. response:	Ye Hua...
context: Auntie, His Highness has been waiting outside the Fox Den for seven days.\He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua... response:	300 years ago, did you only marry me because Su Ji betrayed you?
context: He insists on seeing you.\I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you? response:	Have you ever truly loved me?
context: I acted upon your orders so I don't dare to let anyone in.\Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me? response:	If you do love me how deeply do you love me?
context: Not even the Crown Prince.\However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me? response:	If I weren't tricked into jumping off the Zhuxian Terrace
context: However, it's been seven days\and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace response:	would you have willingly married Su Jin?
context: and His Highness doesn't seem to be leaving anytime soon.\I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin? response:	Are you now so deeply devoted to me because of that guilt from 300 years ago?
context: I can't make any decision so I came in to ask you what I should do.\Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago? response:	What if he admitted to all that?
context: Ye Hua...\300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that? response:	What if he said that were all true?
context: 300 years ago, did you only marry me because Su Ji betrayed you?\Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true? response:	Auntie, will you see him or not?
context: Have you ever truly loved me?\If you do love me how deeply do you love me?\If I weren't tricked into jumping off the Zhuxian Terrace\would you have willingly married Su Jin?\Are you now so deeply devoted to me because of that guilt from 300 years ago?\What if he admitted to all that?\What if he said that were all true?\Auntie, will you see him or not? response:	I won't see him.
