context: You have Shinigami-sama's pardon. response:	I'll have you attend lessons from this afternoon on.
context: Even if that's so, the sequence is weird, isn't it?\The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous. response:	Hey, wait a second...
context: The sequence?\Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second... response:	I'm going to Shibusen's library.
context: Since the Kishin was revived, there hasn't been a single incident related to the Wavelength of Madness, fortunately.\It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library. response:	Tell Shinigami-sama that I would like some time.
context: It's not unfathomable for a soulless golem going on a rampage is the first incident.\I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time. response:	But I went through the trouble of making coffee...
context: I see. The first ones to be influenced should be humans.\In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee... response:	Oi, how much further until we reach the golem?
context: In that sense, a golem being the first is certainly strange.\A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem? response:	It'll be very soon.
context: A rampaging golem would, so to speak, mean a world that's already engulfed in a state of madness.\And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon. response:	You've been saying that for a while...
context: And that would be odd if I'm still this frivolous.\Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while... response:	I'm getting a bad feeling.
context: Hey, wait a second...\I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling. response:	From this village, and from you.
context: I'm going to Shibusen's library.\Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you. response:	Hey, don't be rude!
context: Tell Shinigami-sama that I would like some time.\But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude! response:	This village, you see,
context: But I went through the trouble of making coffee...\Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude!\This village, you see, response:	The entrance is protected by a ward against evil.
context: Oi, how much further until we reach the golem?\It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil. response:	Everyone's scared of things they don't know.
context: It'll be very soon.\You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know. response:	Are you trying to say that we're evil?
context: You've been saying that for a while...\I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil? response:	Why do you immediately jump to that conclusion?
context: I'm getting a bad feeling.\From this village, and from you.\Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion? response:	He's not trying to say that.
context: From this village, and from you.\Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that. response:	That's exactly what he's saying.
context: Hey, don't be rude!\This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying. response:	Be quiet.
context: This village, you see,\The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying.\Be quiet. response:	We want to live quiet, peaceful lives in a village that people keep away from.
context: The entrance is protected by a ward against evil.\Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from. response:	So that we won't cause any conflict, we remained motionless like golems.
context: Everyone's scared of things they don't know.\Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems. response:	People are the same, right?
context: Are you trying to say that we're evil?\Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right? response:	If they take off their mask of kindness,
context: Why do you immediately jump to that conclusion?\He's not trying to say that.\That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness, response:	What?
context: He's not trying to say that.\That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness,\What? response:	Jeez, you're an impatient woman, aren't you?
context: That's exactly what he's saying.\Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you? response:	Seems like there's nothing more to hide.
context: Be quiet.\We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide. response:	Soul...
context: We want to live quiet, peaceful lives in a village that people keep away from.\So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul... response:	Maka, take stance.
context: So that we won't cause any conflict, we remained motionless like golems.\People are the same, right?\If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul...\Maka, take stance. response:	No way, what's the meaning of this?
context: People are the same, right?\If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul...\Maka, take stance.\No way, what's the meaning of this? response:	What's wrong, Maka?
context: If they take off their mask of kindness,\What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul...\Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka? response:	What's going on? A golem is an object, right?
context: What?\Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul...\Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right? response:	Even though it's not supposed to be alive...
context: Jeez, you're an impatient woman, aren't you?\Seems like there's nothing more to hide.\Soul...\Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive... response:	Though you're a young Meisterin, it seems like you've noticed.
context: Seems like there's nothing more to hide.\Soul...\Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed. response:	I've been waiting for this moment...
context: Soul...\Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment... response:	With Enchanter techniques, I embedded my own memories into my own child.
context: Maka, take stance.\No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child. response:	I repeated this crappy, boring life around thirty times...
context: No way, what's the meaning of this?\What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times... response:	800 years... what does he mean?
context: What's wrong, Maka?\What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean? response:	This was all because of that Shinigami and his organization...
context: What's going on? A golem is an object, right?\Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization... response:	For the sake of opposing Shibusen, I needed to gather power.
context: Even though it's not supposed to be alive...\Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power. response:	But that's all over...
context: Though you're a young Meisterin, it seems like you've noticed.\I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over... response:	Time to say goodbye to being a good boy...
context: I've been waiting for this moment...\With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy... response:	What is he?
context: With Enchanter techniques, I embedded my own memories into my own child.\I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy...\What is he? response:	I don't need a Meister.
context: I repeated this crappy, boring life around thirty times...\800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy...\What is he?\I don't need a Meister. response:	I'll use myself with the golem I crafted!
context: 800 years... what does he mean?\This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy...\What is he?\I don't need a Meister.\I'll use myself with the golem I crafted! response:	He's a Demonic Weapon?
context: This was all because of that Shinigami and his organization...\For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy...\What is he?\I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon? response:	On top of that, a golem with a soul.
context: For the sake of opposing Shibusen, I needed to gather power.\But that's all over...\Time to say goodbye to being a good boy...\What is he?\I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul. response:	What's going on in this village?
context: But that's all over...\Time to say goodbye to being a good boy...\What is he?\I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village? response:	You should stop making any more direct attacks.
context: Time to say goodbye to being a good boy...\What is he?\I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks. response:	As it is, if this goes on,
context: What is he?\I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on, response:	I haven't started the engine yet.
context: I don't need a Meister.\I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet. response:	Maka!
context: I'll use myself with the golem I crafted!\He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet.\Maka! response:	What's up with this wavelength?
context: He's a Demonic Weapon?\On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet.\Maka!\What's up with this wavelength? response:	Such an intense killing intent...
context: On top of that, a golem with a soul.\What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet.\Maka!\What's up with this wavelength?\Such an intense killing intent... response:	I can't stop...
context: What's going on in this village?\You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet.\Maka!\What's up with this wavelength?\Such an intense killing intent...\I can't stop... response:	The engine's on!
context: You should stop making any more direct attacks.\As it is, if this goes on,\I haven't started the engine yet.\Maka!\What's up with this wavelength?\Such an intense killing intent...\I can't stop...\The engine's on! response:	My soul's wavelength...
context: As it is, if this goes on,\I haven't started the engine yet.\Maka!\What's up with this wavelength?\Such an intense killing intent...\I can't stop...\The engine's on!\My soul's wavelength... response:	It's not just from that one-hour of forcing myself to smile at you!
context: I haven't started the engine yet.\Maka!\What's up with this wavelength?\Such an intense killing intent...\I can't stop...\The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you! response:	So I wouldn't be marked by Shibusen, I had no choice!
context: Maka!\What's up with this wavelength?\Such an intense killing intent...\I can't stop...\The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice! response:	My life up to now was nothing! It was just crap!
context: What's up with this wavelength?\Such an intense killing intent...\I can't stop...\The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap! response:	Shoe! Shot! Crack!
context: Such an intense killing intent...\I can't stop...\The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack! response:	Shoe! Shot! Crack!
context: I can't stop...\The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack! response:	Shoe! Shot! Crack!
context: The engine's on!\My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack! response:	That didn't have any meaning, idiot!
context: My soul's wavelength...\It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot! response:	Maka!
context: It's not just from that one-hour of forcing myself to smile at you!\So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka! response:	Damn...
context: So I wouldn't be marked by Shibusen, I had no choice!\My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka!\Damn... response:	How long has it been, I can't remember how to enjoy it...
context: My life up to now was nothing! It was just crap!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka!\Damn...\How long has it been, I can't remember how to enjoy it... response:	My true self...
context: Shoe! Shot! Crack!\Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka!\Damn...\How long has it been, I can't remember how to enjoy it...\My true self... response:	Uhm... the words won't come out!
context: Shoe! Shot! Crack!\Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka!\Damn...\How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out! response:	That's right! It's that... that...!
context: Shoe! Shot! Crack!\That didn't have any meaning, idiot!\Maka!\Damn...\How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out!\That's right! It's that... that...! response:	The thing I kept building up until now...
context: That didn't have any meaning, idiot!\Maka!\Damn...\How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now... response:	I kinda...
context: Maka!\Damn...\How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now...\I kinda... response:	I was overwhelmed because of our difference in mass.
context: Damn...\How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass. response:	If only I could attack from a range...!
context: How long has it been, I can't remember how to enjoy it...\My true self...\Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...! response:	But if I show an opening, I'll be sent flying...
context: My true self...\Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying... response:	There's Crona's Screech Alpha.
context: Uhm... the words won't come out!\That's right! It's that... that...!\The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha. response:	I just wanted to say it.
context: That's right! It's that... that...!\The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it. response:	We're only supposed to observe, you see?
context: The thing I kept building up until now...\I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see? response:	We won't lend a hand.
context: I kinda...\I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand. response:	Even if you give me three pieces of candy.
context: I was overwhelmed because of our difference in mass.\If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy. response:	Ragnarok...
context: If only I could attack from a range...!\But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok... response:	Four pieces, then!
context: But if I show an opening, I'll be sent flying...\There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then! response:	It's just a figure of speech! I don't really want any candy.
context: There's Crona's Screech Alpha.\I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy. response:	Idiot, I'm not a kid!
context: I just wanted to say it.\We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid! response:	How about six pieces?
context: We're only supposed to observe, you see?\We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces? response:	It's not a matter of how many!
context: We won't lend a hand.\Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many! response:	Fifteen pieces!
context: Even if you give me three pieces of candy.\Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many!\Fifteen pieces! response:	As many as you want! Just do it!
context: Ragnarok...\Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it! response:	What?!
context: Four pieces, then!\It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it!\What?! response:	Maka Albarn, you have a way with words.
context: It's just a figure of speech! I don't really want any candy.\Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words. response:	I was just negotiating.
context: Idiot, I'm not a kid!\How about six pieces?\It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words.\I was just negotiating. response:	Eh? The rotation speed of the chainsaw didn't cut you up?
context: How about six pieces?\It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up? response:	Don't underestimate the Black Blood, dammit!
context: It's not a matter of how many!\Fifteen pieces!\As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit! response:	I fought against that thing?
context: Fifteen pieces!\As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing? response:	I'm glad we became friends.
context: As many as you want! Just do it!\What?!\Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends. response:	Ragnarok.
context: What?!\Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends.\Ragnarok. response:	You've shrunk a little bit, are you alright?
context: Maka Albarn, you have a way with words.\I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends.\Ragnarok.\You've shrunk a little bit, are you alright? response:	No problem, dummy!
context: I was just negotiating.\Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends.\Ragnarok.\You've shrunk a little bit, are you alright?\No problem, dummy! response:	You won't be able to hurt Maka any more.
context: Eh? The rotation speed of the chainsaw didn't cut you up?\Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends.\Ragnarok.\You've shrunk a little bit, are you alright?\No problem, dummy!\You won't be able to hurt Maka any more. response:	If you're troubled and feel like writing poetry,
context: Don't underestimate the Black Blood, dammit!\I fought against that thing?\I'm glad we became friends.\Ragnarok.\You've shrunk a little bit, are you alright?\No problem, dummy!\You won't be able to hurt Maka any more.\If you're troubled and feel like writing poetry, response:	Let's go, Maka.
context: I fought against that thing?\I'm glad we became friends.\Ragnarok.\You've shrunk a little bit, are you alright?\No problem, dummy!\You won't be able to hurt Maka any more.\If you're troubled and feel like writing poetry,\Let's go, Maka. response:	Yeah.
