context: Jump! response:	We're here!
context: Aiza Takeshi\Igawa Emi\Of course Arima still wins again.\Perfect playing, as always.\I didn't even come close.\Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round response:	when there are more people watching.
context: Igawa Emi\Of course Arima still wins again.\Perfect playing, as always.\I didn't even come close.\Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching. response:	And what about you?
context: Of course Arima still wins again.\Perfect playing, as always.\I didn't even come close.\Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you? response:	I don't really care. I was off.
context: Perfect playing, as always.\I didn't even come close.\Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you?\I don't really care. I was off. response:	Huh?
context: I didn't even come close.\Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you?\I don't really care. I was off.\Huh? response:	I always choose a piece that Arima's likely to play,
context: Aren't you frustrated?\Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you?\I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play, response:	but my prediction was off again.
context: Of course I am!\But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you?\I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again. response:	So I don't really care,
context: But I decided that I'm gonna take him out in the second round\when there are more people watching.\And what about you?\I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care, response:	since we're not gonna be playing the same piece.
context: when there are more people watching.\And what about you?\I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece. response:	So you want to go up against Arima with the same piece? Wow!
context: And what about you?\I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow! response:	That's great sportsmanship! And really manly!
context: I don't really care. I was off.\Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly! response:	I'm a girl!
context: Huh?\I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl! response:	Don't hurt me!
context: I always choose a piece that Arima's likely to play,\but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me! response:	It's not about winning or losing.
context: but my prediction was off again.\So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me!\It's not about winning or losing. response:	I just...
context: So I don't really care,\since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me!\It's not about winning or losing.\I just... response:	Ow!
context: since we're not gonna be playing the same piece.\So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me!\It's not about winning or losing.\I just...\Ow! response:	Why don't you take a break?
context: So you want to go up against Arima with the same piece? Wow!\That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me!\It's not about winning or losing.\I just...\Ow!\Why don't you take a break? response:	You've been practicing a little too hard lately.
context: That's great sportsmanship! And really manly!\I'm a girl!\Don't hurt me!\It's not about winning or losing.\I just...\Ow!\Why don't you take a break?\You've been practicing a little too hard lately. response:	I'm fine.
context: I'm a girl!\Don't hurt me!\It's not about winning or losing.\I just...\Ow!\Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine. response:	You said, before,
context: Don't hurt me!\It's not about winning or losing.\I just...\Ow!\Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine.\You said, before, response:	that if I wish strongly enough,
context: It's not about winning or losing.\I just...\Ow!\Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine.\You said, before,\that if I wish strongly enough, response:	the music will speak to me.
context: I just...\Ow!\Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine.\You said, before,\that if I wish strongly enough,\the music will speak to me. response:	That the piano will begin to play on its own.
context: Ow!\Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine.\You said, before,\that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own. response:	Did I?
context: Why don't you take a break?\You've been practicing a little too hard lately.\I'm fine.\You said, before,\that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own.\Did I? response:	I got it!
context: You've been practicing a little too hard lately.\I'm fine.\You said, before,\that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own.\Did I?\I got it! response:	Beethoven: Piano sonata No. 23 in F minor
context: I'm fine.\You said, before,\that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own.\Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor response:	3rd movement
context: You said, before,\that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own.\Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement response:	Arima Kousei (Age 10)
context: that if I wish strongly enough,\the music will speak to me.\That the piano will begin to play on its own.\Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10) response:	Beethoven's 23rd sonata, Appassionata, 3rd movement.
context: the music will speak to me.\That the piano will begin to play on its own.\Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement. response:	That's why I...
context: That the piano will begin to play on its own.\Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I... response:	Just following the score like always.
context: Did I?\I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always. response:	The invincible Arima Kousei.
context: I got it!\Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always.\The invincible Arima Kousei. response:	But today, I'll show him.
context: Beethoven: Piano sonata No. 23 in F minor\3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him. response:	Who he really is.
context: 3rd movement\Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him.\Who he really is. response:	Arima Kousei
context: Arima Kousei (Age 10)\Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him.\Who he really is.\Arima Kousei response:	Good work.
context: Beethoven's 23rd sonata, Appassionata, 3rd movement.\That's why I...\Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him.\Who he really is.\Arima Kousei\Good work. response:	You did alright today.
context: That's why I...\Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him.\Who he really is.\Arima Kousei\Good work.\You did alright today. response:	Yeah.
context: Just following the score like always.\The invincible Arima Kousei.\But today, I'll show him.\Who he really is.\Arima Kousei\Good work.\You did alright today.\Yeah. response:	Isn't your baby gonna be born yet, Hiro-chan?
context: The invincible Arima Kousei.\But today, I'll show him.\Who he really is.\Arima Kousei\Good work.\You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan? response:	Well... soon.
context: But today, I'll show him.\Who he really is.\Arima Kousei\Good work.\You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon. response:	I felt a kick!
context: Who he really is.\Arima Kousei\Good work.\You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick! response:	The baby kicks you?
context: Arima Kousei\Good work.\You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick!\The baby kicks you? response:	That's right.
context: Good work.\You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick!\The baby kicks you?\That's right. response:	I wonder if the baby's a boy.
context: You did alright today.\Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick!\The baby kicks you?\That's right.\I wonder if the baby's a boy. response:	It might be.
context: Yeah.\Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick!\The baby kicks you?\That's right.\I wonder if the baby's a boy.\It might be. response:	Please take her to see a doctor tomorrow.
context: Isn't your baby gonna be born yet, Hiro-chan?\Well... soon.\I felt a kick!\The baby kicks you?\That's right.\I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow. response:	We will. I'm sorry about this, Sensei.
context: Well... soon.\I felt a kick!\The baby kicks you?\That's right.\I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei. response:	As am I.
context: I felt a kick!\The baby kicks you?\That's right.\I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I. response:	I apologise for not noticing sooner.
context: The baby kicks you?\That's right.\I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner. response:	Why didn't you say anything if your hands were hurting?
context: That's right.\I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting? response:	Are they building something?
context: I wonder if the baby's a boy.\It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something? response:	Kaori!
context: It might be.\Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori! response:	Coming!
context: Please take her to see a doctor tomorrow.\We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori!\Coming! response:	Moriwaki
context: We will. I'm sorry about this, Sensei.\As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori!\Coming!\Moriwaki response:	Piano Competition
context: As am I.\I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori!\Coming!\Moriwaki\Piano Competition response:	Qualifiers
context: I apologise for not noticing sooner.\Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori!\Coming!\Moriwaki\Piano Competition\Qualifiers response:	Hey.
context: Why didn't you say anything if your hands were hurting?\Are they building something?\Kaori!\Coming!\Moriwaki\Piano Competition\Qualifiers\Hey. response:	I heard you had tendonitis.
context: Are they building something?\Kaori!\Coming!\Moriwaki\Piano Competition\Qualifiers\Hey.\I heard you had tendonitis. response:	Are you all better?
context: Kaori!\Coming!\Moriwaki\Piano Competition\Qualifiers\Hey.\I heard you had tendonitis.\Are you all better? response:	I'll have you know I can still play just as well!
context: Coming!\Moriwaki\Piano Competition\Qualifiers\Hey.\I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well! response:	Huh? That's not what I was asking about.
context: Moriwaki\Piano Competition\Qualifiers\Hey.\I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about. response:	You're still eating that same ice block even though you're in grade 6 now?
context: Piano Competition\Qualifiers\Hey.\I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now? response:	You're not one to talk. You were eating that when I first saw you.
context: Qualifiers\Hey.\I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you. response:	Was I?
context: Hey.\I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I? response:	Hey, Emi.
context: I heard you had tendonitis.\Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi. response:	Are we gonna keep playing the piano
context: Are you all better?\I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi.\Are we gonna keep playing the piano response:	all through middle school
context: I'll have you know I can still play just as well!\Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi.\Are we gonna keep playing the piano\all through middle school response:	and even through high school?
context: Huh? That's not what I was asking about.\You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi.\Are we gonna keep playing the piano\all through middle school\and even through high school? response:	I wonder.
context: You're still eating that same ice block even though you're in grade 6 now?\You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi.\Are we gonna keep playing the piano\all through middle school\and even through high school?\I wonder. response:	But...
context: You're not one to talk. You were eating that when I first saw you.\Was I?\Hey, Emi.\Are we gonna keep playing the piano\all through middle school\and even through high school?\I wonder.\But... response:	After having to stop playing the piano for a while, I learned something.
context: Was I?\Hey, Emi.\Are we gonna keep playing the piano\all through middle school\and even through high school?\I wonder.\But...\After having to stop playing the piano for a while, I learned something. response:	I learned...
context: Hey, Emi.\Are we gonna keep playing the piano\all through middle school\and even through high school?\I wonder.\But...\After having to stop playing the piano for a while, I learned something.\I learned... response:	Is that the way Arima feels too?
context: Are we gonna keep playing the piano\all through middle school\and even through high school?\I wonder.\But...\After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too? response:	Huh?! How would I know that?
context: all through middle school\and even through high school?\I wonder.\But...\After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too?\Huh?! How would I know that? response:	Why are you getting mad at me?
context: and even through high school?\I wonder.\But...\After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me? response:	Just you watch, Arima!
context: I wonder.\But...\After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima! response:	I'll make you cry Uncle! with the power I've stored up while not being able to play!
context: But...\After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play! response:	Uncle!
context: After having to stop playing the piano for a while, I learned something.\I learned...\Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle! response:	Arima!
context: I learned...\Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima! response:	Arima!
context: Is that the way Arima feels too?\Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima!\Arima! response:	Today...
context: Huh?! How would I know that?\Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima!\Arima!\Today... response:	Your Lie in April
context: Why are you getting mad at me?\Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima!\Arima!\Today...\Your Lie in April response:	Mum's coming to watch me play!
context: Just you watch, Arima!\I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima!\Arima!\Today...\Your Lie in April\Mum's coming to watch me play! response:	Even when I'm down
context: I'll make you cry Uncle! with the power I've stored up while not being able to play!\Uncle!\Arima!\Arima!\Today...\Your Lie in April\Mum's coming to watch me play!\Even when I'm down response:	Even when I'm down
context: Uncle!\Arima!\Arima!\Today...\Your Lie in April\Mum's coming to watch me play!\Even when I'm down\Even when I'm down response:	You always put a smile on my face
context: Arima!\Arima!\Today...\Your Lie in April\Mum's coming to watch me play!\Even when I'm down\Even when I'm down\You always put a smile on my face response:	You always put a smile on my face
context: Arima!\Today...\Your Lie in April\Mum's coming to watch me play!\Even when I'm down\Even when I'm down\You always put a smile on my face\You always put a smile on my face response:	When we're together
context: Today...\Your Lie in April\Mum's coming to watch me play!\Even when I'm down\Even when I'm down\You always put a smile on my face\You always put a smile on my face\When we're together response:	When we're together
context: Your Lie in April\Mum's coming to watch me play!\Even when I'm down\Even when I'm down\You always put a smile on my face\You always put a smile on my face\When we're together\When we're together response:	It breathes life into this world
context: Mum's coming to watch me play!\Even when I'm down\Even when I'm down\You always put a smile on my face\You always put a smile on my face\When we're together\When we're together\It breathes life into this world response:	It breathes life into this world
context: Even when I'm down\Even when I'm down\You always put a smile on my face\You always put a smile on my face\When we're together\When we're together\It breathes life into this world\It breathes life into this world response:	It's a miracle that we spent days
context: Even when I'm down\You always put a smile on my face\You always put a smile on my face\When we're together\When we're together\It breathes life into this world\It breathes life into this world\It's a miracle that we spent days response:	It's a miracle that we spent days
context: You always put a smile on my face\You always put a smile on my face\When we're together\When we're together\It breathes life into this world\It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days response:	And shared moments together
context: You always put a smile on my face\When we're together\When we're together\It breathes life into this world\It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together response:	And shared moments together
context: When we're together\When we're together\It breathes life into this world\It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together\And shared moments together response:	I want it to last forever
context: When we're together\It breathes life into this world\It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together\And shared moments together\I want it to last forever response:	I want it to last forever
context: It breathes life into this world\It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together\And shared moments together\I want it to last forever\I want it to last forever response:	So I'll look you in the eye and tell you
context: It breathes life into this world\It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together\And shared moments together\I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you response:	So I'll look you in the eye and tell you
context: It's a miracle that we spent days\It's a miracle that we spent days\And shared moments together\And shared moments together\I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you response:	It was your voice that I wanted to hear
context: It's a miracle that we spent days\And shared moments together\And shared moments together\I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear response:	It was your voice that I wanted to hear
context: And shared moments together\And shared moments together\I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear response:	Your words gently fill my ears
context: And shared moments together\I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears response:	Your words gently fill my ears
context: I want it to last forever\I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears response:	And embrace my body
context: I want it to last forever\So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears\And embrace my body response:	And embrace my body
context: So I'll look you in the eye and tell you\So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears\And embrace my body\And embrace my body response:	It can't be anyone else
context: So I'll look you in the eye and tell you\It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears\And embrace my body\And embrace my body\It can't be anyone else response:	It can't be anyone else
context: It was your voice that I wanted to hear\It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears\And embrace my body\And embrace my body\It can't be anyone else\It can't be anyone else response:	It has to be you
context: It was your voice that I wanted to hear\Your words gently fill my ears\Your words gently fill my ears\And embrace my body\And embrace my body\It can't be anyone else\It can't be anyone else\It has to be you response:	It has to be you
context: Your words gently fill my ears\Your words gently fill my ears\And embrace my body\And embrace my body\It can't be anyone else\It can't be anyone else\It has to be you\It has to be you response:	You're the one I want to be with
context: Your words gently fill my ears\And embrace my body\And embrace my body\It can't be anyone else\It can't be anyone else\It has to be you\It has to be you\You're the one I want to be with response:	You're the one I want to be with
context: And embrace my body\And embrace my body\It can't be anyone else\It can't be anyone else\It has to be you\It has to be you\You're the one I want to be with\You're the one I want to be with response:	Forever
context: And embrace my body\It can't be anyone else\It can't be anyone else\It has to be you\It has to be you\You're the one I want to be with\You're the one I want to be with\Forever response:	Forever
