context: The Town Along the River (continued) response:	It still hasn't come.
context: They're kind and reliable.\Yes, of course!\Kiriyama, you can depend on me for anything!\Bullying younger classmen, sponging off of them...\All right, drink up, Kiriyama! It's my treat!\Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa! response:	Cheers, Kiriyama.
context: Yes, of course!\Kiriyama, you can depend on me for anything!\Bullying younger classmen, sponging off of them...\All right, drink up, Kiriyama! It's my treat!\Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama. response:	This Akari is different from the Akari at home.
context: Kiriyama, you can depend on me for anything!\Bullying younger classmen, sponging off of them...\All right, drink up, Kiriyama! It's my treat!\Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home. response:	But I think both of them are very beautiful.
context: Bullying younger classmen, sponging off of them...\All right, drink up, Kiriyama! It's my treat!\Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful. response:	Akari
context: All right, drink up, Kiriyama! It's my treat!\Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari response:	Beyond the Bridge
context: Hey, well said. That's the Issa I know!\Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari\Beyond the Bridge response:	The Usual Margarine
context: Wait, why am I the one treating?\A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari\Beyond the Bridge\The Usual Margarine response:	Nothing in here.
context: A toast to Issa!\Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari\Beyond the Bridge\The Usual Margarine\Nothing in here. response:	No bread, no instant noodles, no milk, no water.
context: Cheers, Kiriyama.\This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari\Beyond the Bridge\The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water. response:	I don't have toilet paper either.
context: This Akari is different from the Akari at home.\But I think both of them are very beautiful.\Akari\Beyond the Bridge\The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either. response:	Oh well. Guess I'll go shopping.
context: But I think both of them are very beautiful.\Akari\Beyond the Bridge\The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping. response:	There are only warehouses, companies, and factories in Rokugatsu block.
context: Akari\Beyond the Bridge\The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block. response:	The only way I can get food and daily essentials is by crossing
context: Beyond the Bridge\The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing response:	this bridge and going to the supermarket on the other side.
context: The Usual Margarine\Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side. response:	I wish there was a bento shop nearby.
context: Nothing in here.\No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby. response:	I don't like going by myself to diners and street stalls.
context: No bread, no instant noodles, no milk, no water.\I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls. response:	Sangatsu block is on the other side of the bridge.
context: I don't have toilet paper either.\Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge. response:	That's where Akari and her sisters live.
context: Oh well. Guess I'll go shopping.\There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live. response:	Hot... There's no shade.
context: There are only warehouses, companies, and factories in Rokugatsu block.\The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade. response:	I-I'm gonna melt.
context: The only way I can get food and daily essentials is by crossing\this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt. response:	For some time after moving to this town,
context: this bridge and going to the supermarket on the other side.\I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town, response:	no matter where I walked, it felt like I was in a dream.
context: I wish there was a bento shop nearby.\I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream. response:	I couldn't hear sounds very well,
context: I don't like going by myself to diners and street stalls.\Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well, response:	and the town seemed to flicker in black and white.
context: Sangatsu block is on the other side of the bridge.\That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white. response:	But, later on I realized that I'd been stressed out.
context: That's where Akari and her sisters live.\Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out. response:	About living alone, and in a town I wasn't used to.
context: Hot... There's no shade.\I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to. response:	However...
context: I-I'm gonna melt.\For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However... response:	it felt like the other side of the bridge lit up in full color.
context: For some time after moving to this town,\no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color. response:	They told me to come over anytime,
context: no matter where I walked, it felt like I was in a dream.\I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime, response:	but did they mean it?
context: I couldn't hear sounds very well,\and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it? response:	Still, just having a place where I was told to come over...
context: and the town seemed to flicker in black and white.\But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over... response:	The words alone made me happy, and my stomach felt full.
context: But, later on I realized that I'd been stressed out.\About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full. response:	That alone felt enough.
context: About living alone, and in a town I wasn't used to.\However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough. response:	What's that?
context: However...\it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that? response:	I smell smoke, like something's burning.
context: it felt like the other side of the bridge lit up in full color.\They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that?\I smell smoke, like something's burning. response:	Fireworks?
context: They told me to come over anytime,\but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that?\I smell smoke, like something's burning.\Fireworks? response:	Super Market - Maru S
context: but did they mean it?\Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that?\I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S response:	It's cool in here.
context: Still, just having a place where I was told to come over...\The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that?\I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S\It's cool in here. response:	Obon Festival Preparation Goods
context: The words alone made me happy, and my stomach felt full.\That alone felt enough.\What's that?\I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods response:	Obon
context: That alone felt enough.\What's that?\I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods\Obon response:	Obon Supplies
context: What's that?\I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods\Obon\Obon Supplies response:	That's right. It's Obon.
context: I smell smoke, like something's burning.\Fireworks?\Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods\Obon\Obon Supplies\That's right. It's Obon. response:	I found Rei!
context: Fireworks?\Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods\Obon\Obon Supplies\That's right. It's Obon.\I found Rei! response:	Momo?!
context: Super Market - Maru S\It's cool in here.\Obon Festival Preparation Goods\Obon\Obon Supplies\That's right. It's Obon.\I found Rei!\Momo?! response:	It's Rei!
context: It's cool in here.\Obon Festival Preparation Goods\Obon\Obon Supplies\That's right. It's Obon.\I found Rei!\Momo?!\It's Rei! response:	Oh, are you shopping?
context: Obon Festival Preparation Goods\Obon\Obon Supplies\That's right. It's Obon.\I found Rei!\Momo?!\It's Rei!\Oh, are you shopping? response:	Instant noodles and sweet buns, huh?
context: Obon\Obon Supplies\That's right. It's Obon.\I found Rei!\Momo?!\It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh? response:	I invite you over to eat, but you haven't been coming.
context: Obon Supplies\That's right. It's Obon.\I found Rei!\Momo?!\It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming. response:	I see. Kiriyama prefers cup noodles over the food Hina and I cook?
context: That's right. It's Obon.\I found Rei!\Momo?!\It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook? response:	I'm kind of shocked, Sis.
context: I found Rei!\Momo?!\It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis. response:	I did my best making the rice balls.
context: Momo?!\It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls. response:	N-No, I... U-Um...
context: It's Rei!\Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um... response:	Don't run away!
context: Oh, are you shopping?\Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um...\Don't run away! response:	Um...
context: Instant noodles and sweet buns, huh?\I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um...\Don't run away!\Um... response:	Uh... It's not like that...
context: I invite you over to eat, but you haven't been coming.\I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um...\Don't run away!\Um...\Uh... It's not like that... response:	Here, hold this.
context: I see. Kiriyama prefers cup noodles over the food Hina and I cook?\I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um...\Don't run away!\Um...\Uh... It's not like that...\Here, hold this. response:	There's a limit of three to a customer.
context: I'm kind of shocked, Sis.\I did my best making the rice balls.\N-No, I... U-Um...\Don't run away!\Um...\Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer. response:	Super Sale - Somen
context: I did my best making the rice balls.\N-No, I... U-Um...\Don't run away!\Um...\Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen response:	This is what we wanted to buy.
context: N-No, I... U-Um...\Don't run away!\Um...\Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy. response:	We consume a lot of cold noodles in the summer.
context: Don't run away!\Um...\Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer. response:	And, this is what we're having tonight.
context: Um...\Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight. response:	Rei, do you like fried chicken?
context: Uh... It's not like that...\Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken? response:	Y-Yes, I do.
context: Here, hold this.\There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do. response:	Then come over. Let's eat together.
context: There's a limit of three to a customer.\Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together. response:	Okay.
context: Super Sale - Somen\This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together.\Okay. response:	For some reason, I can't say no to Akari.
context: This is what we wanted to buy.\We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari. response:	Try to vomit. You'll feel better after.
context: We consume a lot of cold noodles in the summer.\And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after. response:	Oh, you don't know how to throw up?
context: And, this is what we're having tonight.\Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up? response:	Well, all right. Don't bite my finger now.
context: Rei, do you like fried chicken?\Y-Yes, I do.\Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now. response:	Pardon me.
context: Y-Yes, I do.\Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me. response:	There.
context: Then come over. Let's eat together.\Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me.\There. response:	There, there. You did good.
context: Okay.\For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me.\There.\There, there. You did good. response:	She saw exactly how pathetic I was from the start,
context: For some reason, I can't say no to Akari.\Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me.\There.\There, there. You did good.\She saw exactly how pathetic I was from the start, response:	so I couldn't keep up any appearance.
context: Try to vomit. You'll feel better after.\Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me.\There.\There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance. response:	Hello. Do you still have hemp twigs?
context: Oh, you don't know how to throw up?\Well, all right. Don't bite my finger now.\Pardon me.\There.\There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs? response:	I sure do. Are you just starting? The sun's about to set.
context: Well, all right. Don't bite my finger now.\Pardon me.\There.\There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set. response:	Yes. Shopping took a little longer.
context: Pardon me.\There.\There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer. response:	Let's hurry.
context: There.\There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry. response:	- It's later than I thought. - Yeah.
context: There, there. You did good.\She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah. response:	Hina, can you get the baking pan?
context: She saw exactly how pathetic I was from the start,\so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan? response:	- The matches, too. - Okay.
context: so I couldn't keep up any appearance.\Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay. response:	It's lit.
context: Hello. Do you still have hemp twigs?\I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit. response:	No, no. Don't touch it, Momo.
context: I sure do. Are you just starting? The sun's about to set.\Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo. response:	Oh, that's right. This was the smell.
context: Yes. Shopping took a little longer.\Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell. response:	It was all throughout the town.
context: Let's hurry.\- It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town. response:	Horsies?
context: - It's later than I thought. - Yeah.\Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town.\Horsies? response:	That's right. Mom and Grandma rode that to get back home.
context: Hina, can you get the baking pan?\- The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home. response:	Well, you might not understand yet.
context: - The matches, too. - Okay.\It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet. response:	It's okay. It's hard to understand.
context: It's lit.\No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand. response:	But this is what we do.
context: No, no. Don't touch it, Momo.\Oh, that's right. This was the smell.\It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do. response:	My grandma and my mom, all the way down the line, all did this.
context: Oh, that's right. This was the smell.\It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this. response:	This is how it should be.
context: It was all throughout the town.\Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be. response:	Is it you? Are you giving us food today?
context: Horsies?\That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today? response:	Hurry up! And a little more than usual, please!
context: That's right. Mom and Grandma rode that to get back home.\Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please! response:	Where are your parents buried, kid?
context: Well, you might not understand yet.\It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid? response:	In Nagano. That's my dad's hometown.
context: It's okay. It's hard to understand.\But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown. response:	I see. That's far away.
context: But this is what we do.\My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away. response:	All right, dinner's ready.
context: My grandma and my mom, all the way down the line, all did this.\This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready. response:	Let's eat.
context: This is how it should be.\Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready.\Let's eat. response:	You did a good job frying it.
context: Is it you? Are you giving us food today?\Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready.\Let's eat.\You did a good job frying it. response:	- Hina did the frying this time. - I see.
context: Hurry up! And a little more than usual, please!\Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready.\Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see. response:	The oil spattered me right here.
context: Where are your parents buried, kid?\In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready.\Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here. response:	Uh-oh. Well, we did fry it twice.
context: In Nagano. That's my dad's hometown.\I see. That's far away.\All right, dinner's ready.\Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice. response:	That's no good. Rub some ointment on it.
context: I see. That's far away.\All right, dinner's ready.\Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it. response:	There's some in one of my drawers.
context: All right, dinner's ready.\Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers. response:	There's no reminiscing or anything during dinner.
context: Let's eat.\You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner. response:	The wounds are probably still too fresh, not even dry, and they're here in this house.
context: You did a good job frying it.\- Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house. response:	What was it like for me that time?
context: - Hina did the frying this time. - I see.\The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time? response:	When did I stop crying?
context: The oil spattered me right here.\Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying? response:	How long did it take me to regain my composure?
context: Uh-oh. Well, we did fry it twice.\That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure? response:	It's strange. I can't remember.
context: That's no good. Rub some ointment on it.\There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure?\It's strange. I can't remember. response:	I've been in a daze for a while...
context: There's some in one of my drawers.\There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure?\It's strange. I can't remember.\I've been in a daze for a while... response:	I've been in a daze ever since that one day.
context: There's no reminiscing or anything during dinner.\The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure?\It's strange. I can't remember.\I've been in a daze for a while...\I've been in a daze ever since that one day. response:	I couldn't find anything else to do.
context: The wounds are probably still too fresh, not even dry, and they're here in this house.\What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure?\It's strange. I can't remember.\I've been in a daze for a while...\I've been in a daze ever since that one day.\I couldn't find anything else to do. response:	Nothing else...
context: What was it like for me that time?\When did I stop crying?\How long did it take me to regain my composure?\It's strange. I can't remember.\I've been in a daze for a while...\I've been in a daze ever since that one day.\I couldn't find anything else to do.\Nothing else... response:	When I left, Akari put the leftover rice and chicken into containers, and gave them to me.
