context: There was this overwhelming emotion response:	I had while I was barely conscious.
context: It'll... probably hurt.\Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good.\Did you find a place that looks good?\Guess so. response:	That's good.
context: Thanks for worrying about me.\But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good.\Did you find a place that looks good?\Guess so.\That's good. response:	Thanks, Tanigawa.
context: But you're thinking about it too much.\Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good.\Did you find a place that looks good?\Guess so.\That's good.\Thanks, Tanigawa. response:	For what?
context: Kanna's just a friend I've had since I was little.\Nothing more.\This view here is pretty good.\Did you find a place that looks good?\Guess so.\That's good.\Thanks, Tanigawa.\For what? response:	You didn't ask why I skipped school.
context: Nothing more.\This view here is pretty good.\Did you find a place that looks good?\Guess so.\That's good.\Thanks, Tanigawa.\For what?\You didn't ask why I skipped school. response:	I am curious.
context: This view here is pretty good.\Did you find a place that looks good?\Guess so.\That's good.\Thanks, Tanigawa.\For what?\You didn't ask why I skipped school.\I am curious. response:	I'm curious, but...
context: Did you find a place that looks good?\Guess so.\That's good.\Thanks, Tanigawa.\For what?\You didn't ask why I skipped school.\I am curious.\I'm curious, but... response:	If you don't want to tell me, that's fine.
context: Guess so.\That's good.\Thanks, Tanigawa.\For what?\You didn't ask why I skipped school.\I am curious.\I'm curious, but...\If you don't want to tell me, that's fine. response:	Yeah.
context: That's good.\Thanks, Tanigawa.\For what?\You didn't ask why I skipped school.\I am curious.\I'm curious, but...\If you don't want to tell me, that's fine.\Yeah. response:	It has to do with Senpai.
context: Thanks, Tanigawa.\For what?\You didn't ask why I skipped school.\I am curious.\I'm curious, but...\If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai. response:	It's not like anything really happened, though...
context: For what?\You didn't ask why I skipped school.\I am curious.\I'm curious, but...\If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai.\It's not like anything really happened, though... response:	Nothing really happened, after all.
context: You didn't ask why I skipped school.\I am curious.\I'm curious, but...\If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all. response:	You have to think about
context: I am curious.\I'm curious, but...\If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about response:	a lot of things when you end up living with
context: I'm curious, but...\If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about\a lot of things when you end up living with response:	someone else, especially when it's a girl.
context: If you don't want to tell me, that's fine.\Yeah.\It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl. response:	Takatsuki-senpai is really pretty.
context: Yeah.\It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty. response:	She's got a nice body, too.
context: It has to do with Senpai.\It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too. response:	But she's older than me,
context: It's not like anything really happened, though...\Nothing really happened, after all.\You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me, response:	and a foreigner.
context: Nothing really happened, after all.\You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me,\and a foreigner. response:	There are some things that just don't fit.
context: You have to think about\a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me,\and a foreigner.\There are some things that just don't fit. response:	I started thinking about that...
context: a lot of things when you end up living with\someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me,\and a foreigner.\There are some things that just don't fit.\I started thinking about that... response:	You're pretty nice.
context: someone else, especially when it's a girl.\Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me,\and a foreigner.\There are some things that just don't fit.\I started thinking about that...\You're pretty nice. response:	It's not that.
context: Takatsuki-senpai is really pretty.\She's got a nice body, too.\But she's older than me,\and a foreigner.\There are some things that just don't fit.\I started thinking about that...\You're pretty nice.\It's not that. response:	It's not...
context: She's got a nice body, too.\But she's older than me,\and a foreigner.\There are some things that just don't fit.\I started thinking about that...\You're pretty nice.\It's not that.\It's not... response:	What am I even talking about?
context: But she's older than me,\and a foreigner.\There are some things that just don't fit.\I started thinking about that...\You're pretty nice.\It's not that.\It's not...\What am I even talking about? response:	Ka
context: and a foreigner.\There are some things that just don't fit.\I started thinking about that...\You're pretty nice.\It's not that.\It's not...\What am I even talking about?\Ka response:	What is it?
context: There are some things that just don't fit.\I started thinking about that...\You're pretty nice.\It's not that.\It's not...\What am I even talking about?\Ka\What is it? response:	Huh? Where's Remon-senpai?
context: I started thinking about that...\You're pretty nice.\It's not that.\It's not...\What am I even talking about?\Ka\What is it?\Huh? Where's Remon-senpai? response:	What are you doing?
context: You're pretty nice.\It's not that.\It's not...\What am I even talking about?\Ka\What is it?\Huh? Where's Remon-senpai?\What are you doing? response:	What...
context: It's not that.\It's not...\What am I even talking about?\Ka\What is it?\Huh? Where's Remon-senpai?\What are you doing?\What... response:	Remon-senpai?
context: It's not...\What am I even talking about?\Ka\What is it?\Huh? Where's Remon-senpai?\What are you doing?\What...\Remon-senpai? response:	How careless of me.
context: What am I even talking about?\Ka\What is it?\Huh? Where's Remon-senpai?\What are you doing?\What...\Remon-senpai?\How careless of me. response:	I was so focused on trying to bring
context: Ka\What is it?\Huh? Where's Remon-senpai?\What are you doing?\What...\Remon-senpai?\How careless of me.\I was so focused on trying to bring response:	out the beauty of the scene, I forgot to hide.
context: What is it?\Huh? Where's Remon-senpai?\What are you doing?\What...\Remon-senpai?\How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide. response:	What... are you... filming?!
context: Huh? Where's Remon-senpai?\What are you doing?\What...\Remon-senpai?\How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?! response:	A girl in the height of her youth, going through puberty,
context: What are you doing?\What...\Remon-senpai?\How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty, response:	clumsily attempting to confess her lov
context: What...\Remon-senpai?\How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov response:	Don't talk nonsense!
context: Remon-senpai?\How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense! response:	You are filming without permission!
context: How careless of me.\I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission! response:	That's a crime, you know?!
context: I was so focused on trying to bring\out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission!\That's a crime, you know?! response:	What was up with that picture this morning, anyway?!
context: out the beauty of the scene, I forgot to hide.\What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?! response:	You snuck a picture of me in that pose...
context: What... are you... filming?!\A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose... response:	What pose?
context: A girl in the height of her youth, going through puberty,\clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose? response:	D-Don't worry about it!
context: clumsily attempting to confess her lov\Don't talk nonsense!\You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose?\D-Don't worry about it! response:	Ah! She ran away!
context: Don't talk nonsense!\You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose?\D-Don't worry about it!\Ah! She ran away! response:	Wait, Senpai!
context: You are filming without permission!\That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose?\D-Don't worry about it!\Ah! She ran away!\Wait, Senpai! response:	Senpai!
context: That's a crime, you know?!\What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose?\D-Don't worry about it!\Ah! She ran away!\Wait, Senpai!\Senpai! response:	What was that about?
context: What was up with that picture this morning, anyway?!\You snuck a picture of me in that pose...\What pose?\D-Don't worry about it!\Ah! She ran away!\Wait, Senpai!\Senpai!\What was that about? response:	Where did she go?
context: You snuck a picture of me in that pose...\What pose?\D-Don't worry about it!\Ah! She ran away!\Wait, Senpai!\Senpai!\What was that about?\Where did she go? response:	Isn't that...
context: What pose?\D-Don't worry about it!\Ah! She ran away!\Wait, Senpai!\Senpai!\What was that about?\Where did she go?\Isn't that... response:	Huh?
context: D-Don't worry about it!\Ah! She ran away!\Wait, Senpai!\Senpai!\What was that about?\Where did she go?\Isn't that...\Huh? response:	We were looking for you.
context: Ah! She ran away!\Wait, Senpai!\Senpai!\What was that about?\Where did she go?\Isn't that...\Huh?\We were looking for you. response:	Oh, thanks.
context: Wait, Senpai!\Senpai!\What was that about?\Where did she go?\Isn't that...\Huh?\We were looking for you.\Oh, thanks. response:	The ice melted...
context: Senpai!\What was that about?\Where did she go?\Isn't that...\Huh?\We were looking for you.\Oh, thanks.\The ice melted... response:	Totally your fault.
context: What was that about?\Where did she go?\Isn't that...\Huh?\We were looking for you.\Oh, thanks.\The ice melted...\Totally your fault. response:	Kanna.
context: Where did she go?\Isn't that...\Huh?\We were looking for you.\Oh, thanks.\The ice melted...\Totally your fault.\Kanna. response:	Why are you two here, too?!
context: Isn't that...\Huh?\We were looking for you.\Oh, thanks.\The ice melted...\Totally your fault.\Kanna.\Why are you two here, too?! response:	W-We...
context: Huh?\We were looking for you.\Oh, thanks.\The ice melted...\Totally your fault.\Kanna.\Why are you two here, too?!\W-We... response:	Remon-senpai told us to help her out, and...
context: We were looking for you.\Oh, thanks.\The ice melted...\Totally your fault.\Kanna.\Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and... response:	You wanted to come.
context: Oh, thanks.\The ice melted...\Totally your fault.\Kanna.\Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and...\You wanted to come. response:	No, Remon-senpai...
context: The ice melted...\Totally your fault.\Kanna.\Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai... response:	You've got it all wrong, Kanna. We...
context: Totally your fault.\Kanna.\Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We... response:	You were watching me this whole time...
context: Kanna.\Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time... response:	God! You guys suck!
context: Why are you two here, too?!\W-We...\Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck! response:	That voice was...
context: W-We...\Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck!\That voice was... response:	Where did Tanigawa go?
context: Remon-senpai told us to help her out, and...\You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck!\That voice was...\Where did Tanigawa go? response:	Oh, sor
context: You wanted to come.\No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck!\That voice was...\Where did Tanigawa go?\Oh, sor response:	S-Senpai?
context: No, Remon-senpai...\You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck!\That voice was...\Where did Tanigawa go?\Oh, sor\S-Senpai? response:	Kaito-kun?
context: You've got it all wrong, Kanna. We...\You were watching me this whole time...\God! You guys suck!\That voice was...\Where did Tanigawa go?\Oh, sor\S-Senpai?\Kaito-kun? response:	Why are you...
context: You were watching me this whole time...\God! You guys suck!\That voice was...\Where did Tanigawa go?\Oh, sor\S-Senpai?\Kaito-kun?\Why are you... response:	I wanted to talk to you.
context: God! You guys suck!\That voice was...\Where did Tanigawa go?\Oh, sor\S-Senpai?\Kaito-kun?\Why are you...\I wanted to talk to you. response:	And, uh...
context: That voice was...\Where did Tanigawa go?\Oh, sor\S-Senpai?\Kaito-kun?\Why are you...\I wanted to talk to you.\And, uh... response:	Kaito-kun?
context: Where did Tanigawa go?\Oh, sor\S-Senpai?\Kaito-kun?\Why are you...\I wanted to talk to you.\And, uh...\Kaito-kun? response:	Huh?
context: Oh, sor\S-Senpai?\Kaito-kun?\Why are you...\I wanted to talk to you.\And, uh...\Kaito-kun?\Huh? response:	W-Wait!
context: S-Senpai?\Kaito-kun?\Why are you...\I wanted to talk to you.\And, uh...\Kaito-kun?\Huh?\W-Wait! response:	I don't wanna!
context: Kaito-kun?\Why are you...\I wanted to talk to you.\And, uh...\Kaito-kun?\Huh?\W-Wait!\I don't wanna! response:	Why are you running away?!
context: Why are you...\I wanted to talk to you.\And, uh...\Kaito-kun?\Huh?\W-Wait!\I don't wanna!\Why are you running away?! response:	Why are you chasing after me?!
context: I wanted to talk to you.\And, uh...\Kaito-kun?\Huh?\W-Wait!\I don't wanna!\Why are you running away?!\Why are you chasing after me?! response:	I have a reason!
context: And, uh...\Kaito-kun?\Huh?\W-Wait!\I don't wanna!\Why are you running away?!\Why are you chasing after me?!\I have a reason! response:	I have a reason, too!
context: Kaito-kun?\Huh?\W-Wait!\I don't wanna!\Why are you running away?!\Why are you chasing after me?!\I have a reason!\I have a reason, too! response:	Where did Kai go?
context: Huh?\W-Wait!\I don't wanna!\Why are you running away?!\Why are you chasing after me?!\I have a reason!\I have a reason, too!\Where did Kai go? response:	Maybe he went home...
context: W-Wait!\I don't wanna!\Why are you running away?!\Why are you chasing after me?!\I have a reason!\I have a reason, too!\Where did Kai go?\Maybe he went home... response:	Unfortunately for you, Tanigawa-san.
context: I don't wanna!\Why are you running away?!\Why are you chasing after me?!\I have a reason!\I have a reason, too!\Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san. response:	What do you mean by that?
context: Why are you running away?!\Why are you chasing after me?!\I have a reason!\I have a reason, too!\Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that? response:	What are you laughing at?! God!
context: Why are you chasing after me?!\I have a reason!\I have a reason, too!\Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God! response:	Why did you chase me so far?
context: I have a reason!\I have a reason, too!\Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far? response:	What reason do you have?
context: I have a reason, too!\Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far?\What reason do you have? response:	What you tried to say to me yesterday...
context: Where did Kai go?\Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday... response:	It was about me, right?
context: Maybe he went home...\Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday...\It was about me, right? response:	Y-Yeah...
context: Unfortunately for you, Tanigawa-san.\What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday...\It was about me, right?\Y-Yeah... response:	Please don't say anything...
context: What do you mean by that?\What are you laughing at?! God!\Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday...\It was about me, right?\Y-Yeah...\Please don't say anything... response:	If people find out... there'll be trouble.
context: What are you laughing at?! God!\Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday...\It was about me, right?\Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble. response:	It'll be bad.
context: Why did you chase me so far?\What reason do you have?\What you tried to say to me yesterday...\It was about me, right?\Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble.\It'll be bad. response:	Bad?
context: What reason do you have?\What you tried to say to me yesterday...\It was about me, right?\Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble.\It'll be bad.\Bad? response:	It would, wouldn't it?
context: What you tried to say to me yesterday...\It was about me, right?\Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble.\It'll be bad.\Bad?\It would, wouldn't it? response:	Well, it depends, but I guess it could.
context: It was about me, right?\Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble.\It'll be bad.\Bad?\It would, wouldn't it?\Well, it depends, but I guess it could. response:	See? I told you!
context: Y-Yeah...\Please don't say anything...\If people find out... there'll be trouble.\It'll be bad.\Bad?\It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you! response:	Then I wouldn't be able to stay at your house anymore...
context: Please don't say anything...\If people find out... there'll be trouble.\It'll be bad.\Bad?\It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore... response:	And that place I...
context: If people find out... there'll be trouble.\It'll be bad.\Bad?\It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I... response:	You wouldn't really have to leave...
context: It'll be bad.\Bad?\It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave... response:	It might get a little awkward, though...
context: Bad?\It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave...\It might get a little awkward, though... response:	Sorry, I didn't think I'd end up making you so uncomfortable.
context: It would, wouldn't it?\Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable. response:	Just keep this locked up inside of you.
context: Well, it depends, but I guess it could.\See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you. response:	Don't tell anyone.
context: See? I told you!\Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone. response:	Huh?
context: Then I wouldn't be able to stay at your house anymore...\And that place I...\You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone.\Huh? response:	I wouldn't tell anyone!
context: And that place I...\You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone.\Huh?\I wouldn't tell anyone! response:	Really?
context: You wouldn't really have to leave...\It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone.\Huh?\I wouldn't tell anyone!\Really? response:	I mean, it's embarrassing, isn't it?
context: It might get a little awkward, though...\Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone.\Huh?\I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it? response:	Embarrassing?
context: Sorry, I didn't think I'd end up making you so uncomfortable.\Just keep this locked up inside of you.\Don't tell anyone.\Huh?\I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it?\Embarrassing? response:	Of course it is.
context: Just keep this locked up inside of you.\Don't tell anyone.\Huh?\I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is. response:	It's that embarrassing?
context: Don't tell anyone.\Huh?\I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is.\It's that embarrassing? response:	I was rejected!
context: Huh?\I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is.\It's that embarrassing?\I was rejected! response:	By who?
context: I wouldn't tell anyone!\Really?\I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is.\It's that embarrassing?\I was rejected!\By who? response:	Huh?
context: Really?\I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is.\It's that embarrassing?\I was rejected!\By who?\Huh? response:	Question.
context: I mean, it's embarrassing, isn't it?\Embarrassing?\Of course it is.\It's that embarrassing?\I was rejected!\By who?\Huh?\Question. response:	What did you think I was going to say?
context: Embarrassing?\Of course it is.\It's that embarrassing?\I was rejected!\By who?\Huh?\Question.\What did you think I was going to say? response:	The... secret I can't tell anyone.
context: Of course it is.\It's that embarrassing?\I was rejected!\By who?\Huh?\Question.\What did you think I was going to say?\The... secret I can't tell anyone. response:	You have something like that?
context: It's that embarrassing?\I was rejected!\By who?\Huh?\Question.\What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that? response:	Question.
context: I was rejected!\By who?\Huh?\Question.\What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that?\Question. response:	What were you going to say yesterday?
context: By who?\Huh?\Question.\What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that?\Question.\What were you going to say yesterday? response:	I can't say it.
context: Huh?\Question.\What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that?\Question.\What were you going to say yesterday?\I can't say it. response:	Why?
context: Question.\What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that?\Question.\What were you going to say yesterday?\I can't say it.\Why? response:	What's the secret you can't tell anyone?
context: What did you think I was going to say?\The... secret I can't tell anyone.\You have something like that?\Question.\What were you going to say yesterday?\I can't say it.\Why?\What's the secret you can't tell anyone? response:	That's not fair.
context: The... secret I can't tell anyone.\You have something like that?\Question.\What were you going to say yesterday?\I can't say it.\Why?\What's the secret you can't tell anyone?\That's not fair. response:	Answer my quest
context: You have something like that?\Question.\What were you going to say yesterday?\I can't say it.\Why?\What's the secret you can't tell anyone?\That's not fair.\Answer my quest response:	If you tell me, I'll tell you.
context: Question.\What were you going to say yesterday?\I can't say it.\Why?\What's the secret you can't tell anyone?\That's not fair.\Answer my quest\If you tell me, I'll tell you. response:	Do you honestly not know?
context: What were you going to say yesterday?\I can't say it.\Why?\What's the secret you can't tell anyone?\That's not fair.\Answer my quest\If you tell me, I'll tell you.\Do you honestly not know? response:	Really?
context: I can't say it.\Why?\What's the secret you can't tell anyone?\That's not fair.\Answer my quest\If you tell me, I'll tell you.\Do you honestly not know?\Really? response:	Oh yeah, I didn't eat anything today.
context: Why?\What's the secret you can't tell anyone?\That's not fair.\Answer my quest\If you tell me, I'll tell you.\Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today. response:	We didn't bring up what happened yesterday again,
context: What's the secret you can't tell anyone?\That's not fair.\Answer my quest\If you tell me, I'll tell you.\Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again, response:	and just made small talk instead.
context: That's not fair.\Answer my quest\If you tell me, I'll tell you.\Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead. response:	We talked about our hobbies, and our favorite foods.
context: Answer my quest\If you tell me, I'll tell you.\Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods. response:	I realized that we're not acquainted enough to talk about more than that.
context: If you tell me, I'll tell you.\Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that. response:	But somehow, it lightened the mood.
context: Do you honestly not know?\Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood. response:	Don't just start filming me.
context: Really?\Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me. response:	It's fine.
context: Oh yeah, I didn't eat anything today.\We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me.\It's fine. response:	I'm going to be filming you a lot, anyway.
context: We didn't bring up what happened yesterday again,\and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway. response:	That's true, but...
context: and just made small talk instead.\We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway.\That's true, but... response:	Okay, please look this way.
context: We talked about our hobbies, and our favorite foods.\I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way. response:	Sheesh...
context: I realized that we're not acquainted enough to talk about more than that.\But somehow, it lightened the mood.\Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way.\Sheesh... response:	I have a question,
context: But somehow, it lightened the mood.\Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way.\Sheesh...\I have a question, response:	not regarding what happened yesterday.
context: Don't just start filming me.\It's fine.\I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way.\Sheesh...\I have a question,\not regarding what happened yesterday. response:	What is it?
context: It's fine.\I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way.\Sheesh...\I have a question,\not regarding what happened yesterday.\What is it? response:	Who did you get rejected by?
context: I'm going to be filming you a lot, anyway.\That's true, but...\Okay, please look this way.\Sheesh...\I have a question,\not regarding what happened yesterday.\What is it?\Who did you get rejected by? response:	Uh...
context: That's true, but...\Okay, please look this way.\Sheesh...\I have a question,\not regarding what happened yesterday.\What is it?\Who did you get rejected by?\Uh... response:	Who was it?
context: Okay, please look this way.\Sheesh...\I have a question,\not regarding what happened yesterday.\What is it?\Who did you get rejected by?\Uh...\Who was it? response:	I was lying.
context: Sheesh...\I have a question,\not regarding what happened yesterday.\What is it?\Who did you get rejected by?\Uh...\Who was it?\I was lying. response:	I wasn't rejected by anyone.
context: I have a question,\not regarding what happened yesterday.\What is it?\Who did you get rejected by?\Uh...\Who was it?\I was lying.\I wasn't rejected by anyone. response:	Really?
context: not regarding what happened yesterday.\What is it?\Who did you get rejected by?\Uh...\Who was it?\I was lying.\I wasn't rejected by anyone.\Really? response:	Really.
context: What is it?\Who did you get rejected by?\Uh...\Who was it?\I was lying.\I wasn't rejected by anyone.\Really?\Really. response:	Then is there someone you like?
