context: Your Highness, Her Highness would like to see you! response:	Her Highness says she has a way to save Su Su!
context: What is it?\Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it? response:	Who gave you the courage to do such a thing?
context: Soul-gathering Lamp.\Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing? response:	Aunt, I heard that the Celestial Palace had a lamp
context: Soul-gathering Lamp?\That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp response:	that saved the crown prince when he was unconscious.
context: That's the Celestial Tribe's sacred item. How did you get it?\I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious. response:	So I brought it here so you could save Mo Yuan.
context: I borrowed it.\Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan. response:	Get on your knees.
context: Tell me the truth.\I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees. response:	Aunt.
context: I took on Consort Su Jin's appearance and stole it from Zichen Palace.\Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt. response:	How have I been teaching you?
context: Stole it?\Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt.\How have I been teaching you? response:	You're from the Qing Qiu royal family. How could you do such a thing?
context: Who gave you the courage to do such a thing?\Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing? response:	If your father finds out, how could I explain this to him?
context: Aunt, I heard that the Celestial Palace had a lamp\that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him? response:	Aunt, I was wrong.
context: that saved the crown prince when he was unconscious.\So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong. response:	What should you do since you're wrong?
context: So I brought it here so you could save Mo Yuan.\Get on your knees.\Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong? response:	I'll offer a humble apology.
context: Get on your knees.\Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology. response:	I'll take responsibility for my wrongdoing.
context: Aunt.\How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing. response:	Go.
context: How have I been teaching you?\You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go. response:	Huh?
context: You're from the Qing Qiu royal family. How could you do such a thing?\If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go.\Huh? response:	You're scared?
context: If your father finds out, how could I explain this to him?\Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go.\Huh?\You're scared? response:	I'm not scared.
context: Aunt, I was wrong.\What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go.\Huh?\You're scared?\I'm not scared. response:	It's just that it wasn't easy for me to get the lamp.
context: What should you do since you're wrong?\I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go.\Huh?\You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp. response:	Aunt, you really don't want to give it a try?
context: I'll offer a humble apology.\I'll take responsibility for my wrongdoing.\Go.\Huh?\You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try? response:	There's no point in trying.
context: I'll take responsibility for my wrongdoing.\Go.\Huh?\You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying. response:	I've heard about this lamp before.
context: Go.\Huh?\You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before. response:	But to use it, you must have a part of the soul
context: Huh?\You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul response:	for it to bring the remaining parts together.
context: You're scared?\I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together. response:	For the past 70,000 years, although Master's body is here
context: I'm not scared.\It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here response:	I don't know where his soul is.
context: It's just that it wasn't easy for me to get the lamp.\Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is. response:	So this lamp is useless.
context: Aunt, you really don't want to give it a try?\There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless. response:	You really don't want to give it a try?
context: There's no point in trying.\I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try? response:	Return it.
context: I've heard about this lamp before.\But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try?\Return it. response:	Okay.
context: But to use it, you must have a part of the soul\for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try?\Return it.\Okay. response:	Little Princess, why are you here?
context: for it to bring the remaining parts together.\For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try?\Return it.\Okay.\Little Princess, why are you here? response:	I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.
context: For the past 70,000 years, although Master's body is here\I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try?\Return it.\Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp. response:	You took on Consort Su Jin's appearance and stole the soul-gathering lamp?
context: I don't know where his soul is.\So this lamp is useless.\You really don't want to give it a try?\Return it.\Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp? response:	Yes.
context: So this lamp is useless.\You really don't want to give it a try?\Return it.\Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes. response:	You've stirred up trouble. Big trouble.
context: You really don't want to give it a try?\Return it.\Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble. response:	I just stole it for a few days. It's not that big a deal.
context: Return it.\Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal. response:	Do you know why this Soul-gathering Lamp
context: Okay.\Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp response:	has been burning for 300 years without going out?
context: Little Princess, why are you here?\I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out? response:	Crown Prince was using this lamp to create Consort Su Su's body.
context: I took on Consort Su Jin's appearance and stole the Soul-gathering Lamp.\You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body. response:	What? Su Su's body?
context: You took on Consort Su Jin's appearance and stole the soul-gathering lamp?\Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body? response:	Even now, he hasn't given up on his mortal wife?
context: Yes.\You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife? response:	Crown Prince has been guarding the this lamp's flame day and night for 300 years.
context: You've stirred up trouble. Big trouble.\I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years. response:	No one even dares to go near Zichen Palace.
context: I just stole it for a few days. It's not that big a deal.\Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace. response:	How could you dare to go inside and steal the lamp?
context: Do you know why this Soul-gathering Lamp\has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp? response:	Is the flame still burning?
context: has been burning for 300 years without going out?\Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning? response:	It's out.
context: Crown Prince was using this lamp to create Consort Su Su's body.\What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out. response:	You're done for.
context: What? Su Su's body?\Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out.\You're done for. response:	Dijun is in seclusion, so he can't help you.
context: Even now, he hasn't given up on his mortal wife?\Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out.\You're done for.\Dijun is in seclusion, so he can't help you. response:	I'll see if there's any other way for you to get through this.
context: Crown Prince has been guarding the this lamp's flame day and night for 300 years.\No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out.\You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this. response:	Little Princess, just wait here.
context: No one even dares to go near Zichen Palace.\How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out.\You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here. response:	Third Prince and I will go inside to persuade him.
context: How could you dare to go inside and steal the lamp?\Is the flame still burning?\It's out.\You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him. response:	Hopefully His Highness will be magnanimous and let bygones be bygones.
context: Is the flame still burning?\It's out.\You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones. response:	Thank you, Third Prince.
context: It's out.\You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince. response:	Don't be so quick to thank me.
context: You're done for.\Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me. response:	You don't know how important this Soul-gathering Lamp is to Ye Hua.
context: Dijun is in seclusion, so he can't help you.\I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua. response:	Let's see what happens after Si Ming and I go inside.
context: I'll see if there's any other way for you to get through this.\Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside. response:	It's out.
context: Little Princess, just wait here.\Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out. response:	It's out?
context: Third Prince and I will go inside to persuade him.\Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out.\It's out? response:	Who was it?
context: Hopefully His Highness will be magnanimous and let bygones be bygones.\Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out.\It's out?\Who was it? response:	Qing Qiu's Little Princess, Bai Feng Jiu.
context: Thank you, Third Prince.\Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out.\It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu. response:	Bai Feng Jiu.
context: Don't be so quick to thank me.\You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out.\It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu. response:	She didn't know you were using this Soul-gathering Lamp to make Su Su's body.
context: You don't know how important this Soul-gathering Lamp is to Ye Hua.\Let's see what happens after Si Ming and I go inside.\It's out.\It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body. response:	She just thought it was interesting so she took it to play with it.
context: Let's see what happens after Si Ming and I go inside.\It's out.\It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it. response:	Interesting?
context: It's out.\It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting? response:	Ye Hua, let's not make Qing Qiu look bad.
context: It's out?\Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad. response:	Let's not dwell on this.
context: Who was it?\Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this. response:	Besides, her aunt will be your princess consort.
context: Qing Qiu's Little Princess, Bai Feng Jiu.\Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort. response:	If you pick a fight with Qing Qiu because of a dead mortal woman
context: Bai Feng Jiu.\She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman response:	it will cause chaos.
context: She didn't know you were using this Soul-gathering Lamp to make Su Su's body.\She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos. response:	We won't be able to justify it no matter what our reasons.
context: She just thought it was interesting so she took it to play with it.\Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons. response:	What if I insist on making this a big deal?
context: Interesting?\Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal? response:	Then I can only ask Dong Hua Dijun to come ask you for a favor.
context: Ye Hua, let's not make Qing Qiu look bad.\Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor. response:	I'll be direct.
context: Let's not dwell on this.\Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct. response:	Dijun is going to the mortal realm today to go through a trial.
context: Besides, her aunt will be your princess consort.\If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial. response:	The trial is to return the little princess a favor.
context: If you pick a fight with Qing Qiu because of a dead mortal woman\it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor. response:	So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.
context: it will cause chaos.\We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu. response:	Don't make Qing Qiu look bad.
context: We won't be able to justify it no matter what our reasons.\What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad. response:	Don't make Dong Hua Dijun look bad.
context: What if I insist on making this a big deal?\Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad. response:	Don't make a big deal out of this.
context: Then I can only ask Dong Hua Dijun to come ask you for a favor.\I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this. response:	Even if this lamp could create a new Su Su
context: I'll be direct.\Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su response:	it would only be a substitute.
context: Dijun is going to the mortal realm today to go through a trial.\The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute. response:	- I ask that Your Highness- - Let her leave!
context: The trial is to return the little princess a favor.\So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave! response:	Thank you, Your Highness.
context: So on account of Dong Hua Dijun, I ask that you forgive Bai Feng Jiu.\Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness. response:	How did it go?
context: Don't make Qing Qiu look bad.\Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go? response:	His Highness doesn't plan on making this a big deal.
context: Don't make Dong Hua Dijun look bad.\Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal. response:	Little Princess, you can't be so unruly like this anymore.
context: Don't make a big deal out of this.\Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore. response:	I didn't know he was trying to recreate Su Su's body.
context: Even if this lamp could create a new Su Su\it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body. response:	I thought no one was using this lamp
context: it would only be a substitute.\- I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp response:	after it was used to save Crown Prince 300 years ago.
context: - I ask that Your Highness- - Let her leave!\Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago. response:	Little Princess, go back home.
context: Thank you, Your Highness.\How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home. response:	What about Su Jin?
context: How did it go?\His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin? response:	Consort Su Jin is easy to take care of.
context: His Highness doesn't plan on making this a big deal.\Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of. response:	If I go with Third Prince to plea on your behalf with Heavenly Lord
context: Little Princess, you can't be so unruly like this anymore.\I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord response:	based on Consort Su Jin's personality
context: I didn't know he was trying to recreate Su Su's body.\I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality response:	she wouldn't make a big deal out of it in Heavenly Lord's presence.
context: I thought no one was using this lamp\after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence. response:	Anyway, from now on, you must remember
context: after it was used to save Crown Prince 300 years ago.\Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember response:	not to offend anyone outside of Taichen Palace.
context: Little Princess, go back home.\What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace. response:	Don't create anything you need to take responsibility for.
