context: The serialization meeting starts at 2 PM. response:	It's starting soon.
context: But for a mystery story, the information is important.\Won't that quickly get really hard for young people?\Yeah, you don't want them to have such a hard time that they turn it into a battle manga midway through.\I think that having read ten chapters of names before the meeting, we can expect a lot from them.\But there are concerns.\They're too young.\It's certainly true that overconfidence is a bad thing.\But... response:	The names up to chapter 3 are interesting.
context: Won't that quickly get really hard for young people?\Yeah, you don't want them to have such a hard time that they turn it into a battle manga midway through.\I think that having read ten chapters of names before the meeting, we can expect a lot from them.\But there are concerns.\They're too young.\It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting. response:	It's a yes.
context: Yeah, you don't want them to have such a hard time that they turn it into a battle manga midway through.\I think that having read ten chapters of names before the meeting, we can expect a lot from them.\But there are concerns.\They're too young.\It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting.\It's a yes. response:	Yes. Yes.
context: I think that having read ten chapters of names before the meeting, we can expect a lot from them.\But there are concerns.\They're too young.\It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes. response:	Excuse me.
context: But there are concerns.\They're too young.\It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes.\Excuse me. response:	That sure was a long smoke break.
context: They're too young.\It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes.\Excuse me.\That sure was a long smoke break. response:	I just can't calm down.
context: It's certainly true that overconfidence is a bad thing.\But...\The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes.\Excuse me.\That sure was a long smoke break.\I just can't calm down. response:	You never can calm down on these meeting days.
context: But...\The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes.\Excuse me.\That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days. response:	Is that your data about assistants from yesterday?
context: The names up to chapter 3 are interesting.\It's a yes.\Yes. Yes.\Excuse me.\That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday? response:	Yeah.
context: It's a yes.\Yes. Yes.\Excuse me.\That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah. response:	You sure are working hard.
context: Yes. Yes.\Excuse me.\That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah.\You sure are working hard. response:	No. If I don't occupy myself with something, I can't keep my mind off things.
context: Excuse me.\That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things. response:	But everything's already all correct.
context: That sure was a long smoke break.\I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct. response:	They sure are taking a while this time.
context: I just can't calm down.\You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time. response:	Sure are.
context: You never can calm down on these meeting days.\Is that your data about assistants from yesterday?\Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time.\Sure are. response:	But they should be done pretty soon.
context: Is that your data about assistants from yesterday?\Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time.\Sure are.\But they should be done pretty soon. response:	And that makes all thirteen reviewed.
context: Yeah.\You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time.\Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed. response:	But there are seven yeses, and we can't serialize them all, so...
context: You sure are working hard.\No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time.\Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so... response:	I think we should try to narrow it down a little more.
context: No. If I don't occupy myself with something, I can't keep my mind off things.\But everything's already all correct.\They sure are taking a while this time.\Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more. response:	He really did all that, eh? That Hattori.
context: But everything's already all correct.\They sure are taking a while this time.\Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori. response:	Ten names and five manuscripts.
context: They sure are taking a while this time.\Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts. response:	I can tell how serious he is.
context: Sure are.\But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is. response:	You brought in a real secret as well, didn't you?
context: But they should be done pretty soon.\And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you? response:	A guy quitting his business job to be a mangaka?
context: And that makes all thirteen reviewed.\But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka? response:	Let's serialize him.
context: But there are seven yeses, and we can't serialize them all, so...\I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him. response:	Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.
context: I think we should try to narrow it down a little more.\He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it. response:	Anyone can read manga. But you can't draw it without talent.
context: He really did all that, eh? That Hattori.\Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent. response:	He has talent.
context: Ten names and five manuscripts.\I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent. response:	For someone not to draw manga even though they have talent... It is a sin.
context: I can tell how serious he is.\You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin. response:	I don't know if it's a sin or not,
context: You brought in a real secret as well, didn't you?\A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not, response:	but let's try not to look bad, since we're unsure about what these things are.
context: A guy quitting his business job to be a mangaka?\Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are. response:	Eh? Still?
context: Let's serialize him.\Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still? response:	How many hours has this thing been going?
context: Hiramaru-san has no attachment to manga, so if he's no good, let's put a fast stop to it.\Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going? response:	You said it'd be over in three hours, didn't you?
context: Anyone can read manga. But you can't draw it without talent.\He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you? response:	I said it's usually done in three.
context: He has talent.\For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three. response:	Just keep it together and wait for me to call you.
context: For someone not to draw manga even though they have talent... It is a sin.\I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you. response:	Well, doesn't that sound nice?
context: I don't know if it's a sin or not,\but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice? response:	Anyhow, you've got tons of free time since you can't leave.
context: but let's try not to look bad, since we're unsure about what these things are.\Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave. response:	Fukuda-kun, you're being way too rude!
context: Eh? Still?\How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude! response:	If by some faint chance you get serialized, first I'm going to make you show me some respect.
context: How many hours has this thing been going?\You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect. response:	What do you mean, by some faint chance?
context: You said it'd be over in three hours, didn't you?\I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance? response:	That sounded funny.
context: I said it's usually done in three.\Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny. response:	I totally have faith that I'll be serialized.
context: Just keep it together and wait for me to call you.\Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized. response:	So you want me to teach you some Japanese?
context: Well, doesn't that sound nice?\Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese? response:	Sounds great. You teach Japanese, I'll teach manners.
context: Anyhow, you've got tons of free time since you can't leave.\Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners. response:	Anyway, so there's really still nothing?
context: Fukuda-kun, you're being way too rude!\If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing? response:	Yeah. So just wait a little longer.
context: If by some faint chance you get serialized, first I'm going to make you show me some respect.\What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer. response:	Geez. I'm getting irritated about this too.
context: What do you mean, by some faint chance?\That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too. response:	Want to play cards?
context: That sounded funny.\I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards? response:	Eh?
context: I totally have faith that I'll be serialized.\So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards?\Eh? response:	It is today, right?
context: So you want me to teach you some Japanese?\Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards?\Eh?\It is today, right? response:	Definitely today.
context: Sounds great. You teach Japanese, I'll teach manners.\Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards?\Eh?\It is today, right?\Definitely today. response:	That call sure is taking a while.
context: Anyway, so there's really still nothing?\Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards?\Eh?\It is today, right?\Definitely today.\That call sure is taking a while. response:	I wonder if that means we didn't get it.
context: Yeah. So just wait a little longer.\Geez. I'm getting irritated about this too.\Want to play cards?\Eh?\It is today, right?\Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it. response:	It'd probably be hard for him to tell us the bad news.
context: Geez. I'm getting irritated about this too.\Want to play cards?\Eh?\It is today, right?\Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news. response:	They won't want to fuss over newcomers like us.
context: Want to play cards?\Eh?\It is today, right?\Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us. response:	If we don't get it, of course he'd tell us.
context: Eh?\It is today, right?\Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us. response:	Man, I'm tired.
context: It is today, right?\Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired. response:	HHow about some dinner? I could make some.
context: Definitely today.\That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some. response:	I couldn't swallow anything at a time like this!
context: That call sure is taking a while.\I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this! response:	You don't have to get mad.
context: I wonder if that means we didn't get it.\It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad. response:	Sorry.
context: It'd probably be hard for him to tell us the bad news.\They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry. response:	I want to... get serialized...
context: They won't want to fuss over newcomers like us.\If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry.\I want to... get serialized... response:	I was being tested with the one-shot and the Golden Future Cup...
context: If we don't get it, of course he'd tell us.\Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup... response:	This time, I'm definitely...
context: Man, I'm tired.\HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely... response:	Serialization...
context: HHow about some dinner? I could make some.\I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization... response:	With Aoki-san...
context: I couldn't swallow anything at a time like this!\You don't have to get mad.\Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization...\With Aoki-san... response:	This is boring.
context: You don't have to get mad.\Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization...\With Aoki-san...\This is boring. response:	Who's the idiot who suggested this?
context: Sorry.\I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization...\With Aoki-san...\This is boring.\Who's the idiot who suggested this? response:	Wasn't that you?
context: I want to... get serialized...\I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization...\With Aoki-san...\This is boring.\Who's the idiot who suggested this?\Wasn't that you? response:	Let's quit this.
context: I was being tested with the one-shot and the Golden Future Cup...\This time, I'm definitely...\Serialization...\With Aoki-san...\This is boring.\Who's the idiot who suggested this?\Wasn't that you?\Let's quit this. response:	But man, this is running late.
context: This time, I'm definitely...\Serialization...\With Aoki-san...\This is boring.\Who's the idiot who suggested this?\Wasn't that you?\Let's quit this.\But man, this is running late. response:	Sure is.
context: Serialization...\With Aoki-san...\This is boring.\Who's the idiot who suggested this?\Wasn't that you?\Let's quit this.\But man, this is running late.\Sure is. response:	Well, the longer it is, the more of a chance we have, I guess.
context: With Aoki-san...\This is boring.\Who's the idiot who suggested this?\Wasn't that you?\Let's quit this.\But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess. response:	Why's that?
context: This is boring.\Who's the idiot who suggested this?\Wasn't that you?\Let's quit this.\But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that? response:	If a lot of new works are starting, that means a lot of old ones are also ending.
context: Who's the idiot who suggested this?\Wasn't that you?\Let's quit this.\But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending. response:	I see.
context: Wasn't that you?\Let's quit this.\But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see. response:	Waiting it out sure isn't easy, though.
context: Let's quit this.\But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though. response:	Aida group, this table.
context: But man, this is running late.\Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though.\Aida group, this table. response:	Ah, he got it.
context: Sure is.\Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it. response:	Yoshida, over here!
context: Well, the longer it is, the more of a chance we have, I guess.\Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it.\Yoshida, over here! response:	Then we're...
context: Why's that?\If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it.\Yoshida, over here!\Then we're... response:	It's here!
context: If a lot of new works are starting, that means a lot of old ones are also ending.\I see.\Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it.\Yoshida, over here!\Then we're...\It's here! response:	ItIt's Takagi.
context: I see.\Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it.\Yoshida, over here!\Then we're...\It's here!\ItIt's Takagi. response:	Congratulations.
context: Waiting it out sure isn't easy, though.\Aida group, this table.\Ah, he got it.\Yoshida, over here!\Then we're...\It's here!\ItIt's Takagi.\Congratulations. response:	He said... congratulations.
context: Aida group, this table.\Ah, he got it.\Yoshida, over here!\Then we're...\It's here!\ItIt's Takagi.\Congratulations.\He said... congratulations. response:	WE DID IT!
context: Ah, he got it.\Yoshida, over here!\Then we're...\It's here!\ItIt's Takagi.\Congratulations.\He said... congratulations.\WE DID IT! response:	SERIALIZATION!
context: Yoshida, over here!\Then we're...\It's here!\ItIt's Takagi.\Congratulations.\He said... congratulations.\WE DID IT!\SERIALIZATION! response:	Takagi-kun?
context: Then we're...\It's here!\ItIt's Takagi.\Congratulations.\He said... congratulations.\WE DID IT!\SERIALIZATION!\Takagi-kun? response:	I'm okay!
context: It's here!\ItIt's Takagi.\Congratulations.\He said... congratulations.\WE DID IT!\SERIALIZATION!\Takagi-kun?\I'm okay! response:	Let go of me, Miyoshi!
context: ItIt's Takagi.\Congratulations.\He said... congratulations.\WE DID IT!\SERIALIZATION!\Takagi-kun?\I'm okay!\Let go of me, Miyoshi! response:	It's Yuujirou.
context: Congratulations.\He said... congratulations.\WE DID IT!\SERIALIZATION!\Takagi-kun?\I'm okay!\Let go of me, Miyoshi!\It's Yuujirou. response:	Unfortunately you didn't get serialized.
context: He said... congratulations.\WE DID IT!\SERIALIZATION!\Takagi-kun?\I'm okay!\Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized. response:	I lost again?
context: WE DID IT!\SERIALIZATION!\Takagi-kun?\I'm okay!\Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again? response:	But you were in the last seven series.
context: SERIALIZATION!\Takagi-kun?\I'm okay!\Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series. response:	Yes!
context: Takagi-kun?\I'm okay!\Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series.\Yes! response:	There are four new series.
context: I'm okay!\Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series.\Yes!\There are four new series. response:	It was really a close fight.
context: Let go of me, Miyoshi!\It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series.\Yes!\There are four new series.\It was really a close fight. response:	I see.
context: It's Yuujirou.\Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series.\Yes!\There are four new series.\It was really a close fight.\I see. response:	Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.
context: Unfortunately you didn't get serialized.\I lost again?\But you were in the last seven series.\Yes!\There are four new series.\It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story. response:	That's why I told you I should've drawn it as more of a continuing story!
context: I lost again?\But you were in the last seven series.\Yes!\There are four new series.\It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story! response:	Is that so? Sorry.
context: But you were in the last seven series.\Yes!\There are four new series.\It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry. response:	We did it. Cheese Okaki is serialized!
context: Yes!\There are four new series.\It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized! response:	Congratulations. Just as I thought, you're a genius!
context: There are four new series.\It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius! response:	In the next serialization meeting?
context: It was really a close fight.\I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting? response:	At our next meeting, I'll give you the details and information for
context: I see.\Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for response:	Sorry, but could you give me some time?
context: Every one of them was interesting, but they said they'd like to see a manga mainly upheld by story.\That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time? response:	Ah, yes, sure.
context: That's why I told you I should've drawn it as more of a continuing story!\Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure. response:	Got it.
context: Is that so? Sorry.\We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure.\Got it. response:	I'll call you again another day.
context: We did it. Cheese Okaki is serialized!\Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure.\Got it.\I'll call you again another day. response:	Excuse me.
context: Congratulations. Just as I thought, you're a genius!\In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure.\Got it.\I'll call you again another day.\Excuse me. response:	Yes. Then we'll see you tomorrow.
context: In the next serialization meeting?\At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure.\Got it.\I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow. response:	Thank you very much!
context: At our next meeting, I'll give you the details and information for\Sorry, but could you give me some time?\Ah, yes, sure.\Got it.\I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much! response:	All right!
context: Sorry, but could you give me some time?\Ah, yes, sure.\Got it.\I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much!\All right! response:	This isn't a dream, right?
context: Ah, yes, sure.\Got it.\I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much!\All right!\This isn't a dream, right? response:	Yeah. Stop that, it hurts.
context: Got it.\I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much!\All right!\This isn't a dream, right?\Yeah. Stop that, it hurts. response:	My face won't stop grinning.
