context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: Give it up.\Diana.\The only thing you should be concerning yourselves with is the laundry.\Do refrain from taking any futile actions.\What'd you come here for?\I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though. response:	This affects you too, Diana!
context: Diana.\The only thing you should be concerning yourselves with is the laundry.\Do refrain from taking any futile actions.\What'd you come here for?\I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana! response:	Without the Sorcerer's Stone, there won't be any more classes!
context: The only thing you should be concerning yourselves with is the laundry.\Do refrain from taking any futile actions.\What'd you come here for?\I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes! response:	We can't even use any magic.
context: Do refrain from taking any futile actions.\What'd you come here for?\I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic. response:	That doesn't make your plan to confront the dragon yourselves any more likely to succeed.
context: What'd you come here for?\I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed. response:	There's no telling what'll happen unless we try!
context: I have a message from Professor Finneran to relay.\After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try! response:	I can tell already.
context: After you've finished the laundry, you are to draw water.\We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already. response:	People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.
context: We're not even close to being done with the laundry though.\This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere. response:	Moreover, it is far too often that you act without proper thought.
context: This affects you too, Diana!\Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought. response:	Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?
context: Without the Sorcerer's Stone, there won't be any more classes!\We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you? response:	If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.
context: We can't even use any magic.\That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you. response:	Hey, what do you care? Leave her alone!
context: That doesn't make your plan to confront the dragon yourselves any more likely to succeed.\There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone! response:	I haven't forgotten you.
context: There's no telling what'll happen unless we try!\I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you. response:	All you do is fool around.
context: I can tell already.\People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around. response:	You lack goals, but please don't use that as an excuse to inconvenience those around you.
context: People like you, who cannot even keep up in class, would only compound the problem if they were to interfere.\Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you. response:	What did you say?
context: Moreover, it is far too often that you act without proper thought.\Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say? response:	I've relayed the message.
context: Would it not benefit us all for you to recognize your habit of troubling everyone involved with you?\If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message. response:	Th-Thanks for telling us. G-Good night.
context: If this goes on unchanged, then one day even your friends will grow unwilling to put up with you.\Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night. response:	Akko.
context: Hey, what do you care? Leave her alone!\I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko. response:	You're not just gonna let her lay into us and keep quiet about it, right?
context: I haven't forgotten you.\All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right? response:	Of course not!
context: All you do is fool around.\You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not! response:	Huh? Hold on you two, don't tell me you were serious!
context: You lack goals, but please don't use that as an excuse to inconvenience those around you.\What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious! response:	There's no stopping Akko once she's like this.
context: What did you say?\I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this. response:	B-But there's still laundry...
context: I've relayed the message.\Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry... response:	Wh-What about the water?
context: Th-Thanks for telling us. G-Good night.\Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water? response:	Huh?!
context: Akko.\You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water?\Huh?! response:	All right! The dragon hunting squad is ready to rock!
context: You're not just gonna let her lay into us and keep quiet about it, right?\Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock! response:	Pardon the intrusion.
context: Of course not!\Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion. response:	C-Can I help you?
context: Huh? Hold on you two, don't tell me you were serious!\There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you? response:	Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,
context: There's no stopping Akko once she's like this.\B-But there's still laundry...\Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties, response:	I have assigned students to each.
context: B-But there's still laundry...\Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each. response:	I have come to report to the headmistress.
context: Wh-What about the water?\Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress. response:	She's currently away from campus.
context: Huh?!\All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus. response:	At a time like this?
context: All right! The dragon hunting squad is ready to rock!\Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus.\At a time like this? response:	Y-Yes.
context: Pardon the intrusion.\C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus.\At a time like this?\Y-Yes. response:	Goodness, how rare.
context: C-Can I help you?\Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus.\At a time like this?\Y-Yes.\Goodness, how rare. response:	What?
context: Yes. Due to the sprites' current inability to perform their cleaning, laundry, and cooking duties,\I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus.\At a time like this?\Y-Yes.\Goodness, how rare.\What? response:	These characters...
context: I have assigned students to each.\I have come to report to the headmistress.\She's currently away from campus.\At a time like this?\Y-Yes.\Goodness, how rare.\What?\These characters... response:	Our magic's starting to fill up!
context: I have come to report to the headmistress.\She's currently away from campus.\At a time like this?\Y-Yes.\Goodness, how rare.\What?\These characters...\Our magic's starting to fill up! response:	We must be getting close to the Sorcerer's Stone.
context: She's currently away from campus.\At a time like this?\Y-Yes.\Goodness, how rare.\What?\These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone. response:	Look, I think that's it!
context: At a time like this?\Y-Yes.\Goodness, how rare.\What?\These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it! response:	The Rastaban Ruins.
context: Y-Yes.\Goodness, how rare.\What?\These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins. response:	Little Witch Academia
context: Goodness, how rare.\What?\These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia response:	Little Witch Academia
context: What?\These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia\Little Witch Academia response:	There's no question, those are the Rastaban Ruins.
context: These characters...\Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins. response:	What the heck?!
context: Our magic's starting to fill up!\We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?! response:	Over there!
context: We must be getting close to the Sorcerer's Stone.\Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?!\Over there! response:	They were the ones who stole the Sorcerer's Stone!
context: Look, I think that's it!\The Rastaban Ruins.\Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone! response:	We've got incoming!
context: The Rastaban Ruins.\Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming! response:	Listen up! Let's split into groups!
context: Little Witch Academia\Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups! response:	Over here! Catch me if you can!
context: Little Witch Academia\There's no question, those are the Rastaban Ruins.\What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can! response:	Slonhon Deance!
context: There's no question, those are the Rastaban Ruins.\What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance! response:	Got them!
context: What the heck?!\Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance!\Got them! response:	What is this?
context: Over there!\They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance!\Got them!\What is this? response:	What's up?
context: They were the ones who stole the Sorcerer's Stone!\We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance!\Got them!\What is this?\What's up? response:	Akko!
context: We've got incoming!\Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance!\Got them!\What is this?\What's up?\Akko! response:	Lotte! Sucy!
context: Listen up! Let's split into groups!\Over here! Catch me if you can!\Slonhon Deance!\Got them!\What is this?\What's up?\Akko!\Lotte! Sucy! response:	Constanze! Jasna!
context: Over here! Catch me if you can!\Slonhon Deance!\Got them!\What is this?\What's up?\Akko!\Lotte! Sucy!\Constanze! Jasna! response:	Akko, after them!
context: Slonhon Deance!\Got them!\What is this?\What's up?\Akko!\Lotte! Sucy!\Constanze! Jasna!\Akko, after them! response:	Got it!
context: Got them!\What is this?\What's up?\Akko!\Lotte! Sucy!\Constanze! Jasna!\Akko, after them!\Got it! response:	Akko?
context: What is this?\What's up?\Akko!\Lotte! Sucy!\Constanze! Jasna!\Akko, after them!\Got it!\Akko? response:	Are you okay?
context: What's up?\Akko!\Lotte! Sucy!\Constanze! Jasna!\Akko, after them!\Got it!\Akko?\Are you okay? response:	Ouch...
context: Akko!\Lotte! Sucy!\Constanze! Jasna!\Akko, after them!\Got it!\Akko?\Are you okay?\Ouch... response:	Is this underneath the ruins?
context: Lotte! Sucy!\Constanze! Jasna!\Akko, after them!\Got it!\Akko?\Are you okay?\Ouch...\Is this underneath the ruins? response:	Looks like we made it in somehow.
context: Constanze! Jasna!\Akko, after them!\Got it!\Akko?\Are you okay?\Ouch...\Is this underneath the ruins?\Looks like we made it in somehow. response:	Let's look for the others.
context: Akko, after them!\Got it!\Akko?\Are you okay?\Ouch...\Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others. response:	Right.
context: Got it!\Akko?\Are you okay?\Ouch...\Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others.\Right. response:	What kind of room is this?
context: Akko?\Are you okay?\Ouch...\Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others.\Right.\What kind of room is this? response:	Looks like a kitchen storage room.
context: Are you okay?\Ouch...\Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others.\Right.\What kind of room is this?\Looks like a kitchen storage room. response:	You're not gonna tell me it actually eats witches, right?
context: Ouch...\Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others.\Right.\What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right? response:	Hide!
context: Is this underneath the ruins?\Looks like we made it in somehow.\Let's look for the others.\Right.\What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide! response:	Girls!
context: Looks like we made it in somehow.\Let's look for the others.\Right.\What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide!\Girls! response:	This is bad.
context: Let's look for the others.\Right.\What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide!\Girls!\This is bad. response:	Get your claws off them!
context: Right.\What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide!\Girls!\This is bad.\Get your claws off them! response:	Wait, you idiot!
context: What kind of room is this?\Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide!\Girls!\This is bad.\Get your claws off them!\Wait, you idiot! response:	A-Are you planning to eat me?
context: Looks like a kitchen storage room.\You're not gonna tell me it actually eats witches, right?\Hide!\Girls!\This is bad.\Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me? response:	I don't taste good at all!
context: You're not gonna tell me it actually eats witches, right?\Hide!\Girls!\This is bad.\Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all! response:	You'll get a stomachache!
context: Hide!\Girls!\This is bad.\Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache! response:	Probably, definitely, for sure!
context: Girls!\This is bad.\Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure! response:	So don't eat me!
context: This is bad.\Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me! response:	Pipe down!
context: Get your claws off them!\Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me!\Pipe down! response:	Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.
context: Wait, you idiot!\A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you. response:	H-How rude! I'm deliciou
context: A-Are you planning to eat me?\I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou response:	Got'cha.
context: I don't taste good at all!\You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha. response:	I assume you're the ones who got caught by my security system.
context: You'll get a stomachache!\Probably, definitely, for sure!\So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system. response:	Are you saying...
context: Probably, definitely, for sure!\So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying... response:	That's just a food processor?
context: So don't eat me!\Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor? response:	Looks like you're Luna Nova students.
context: Pipe down!\Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor?\Looks like you're Luna Nova students. response:	Did you bring the money you owe me?
context: Who in their right mind would eat a witch? Not to mention one who looks as rancid as you.\H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me? response:	The money we owe?
context: H-How rude! I'm deliciou\Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe? response:	Didn't Headmistress Holbrooke send it with you?
context: Got'cha.\I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you? response:	What are you talking about? We just came to take back the Sorcerer's Stone.
context: I assume you're the ones who got caught by my security system.\Are you saying...\That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone. response:	I apologize for bothering you this late.
context: Are you saying...\That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late. response:	H-Headmistress?
context: That's just a food processor?\Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress? response:	There you are. Come in.
context: Looks like you're Luna Nova students.\Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress?\There you are. Come in. response:	You girls... what in the world are you doing here?
context: Did you bring the money you owe me?\The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here? response:	Were these students a ploy to buy you some time, Headmistress?
context: The money we owe?\Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress? response:	A-Absolutely not, Lord Fafnir!
context: Didn't Headmistress Holbrooke send it with you?\What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir! response:	So, have you brought my money?
context: What are you talking about? We just came to take back the Sorcerer's Stone.\I apologize for bothering you this late.\H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money? response:	A-About that...
context: I apologize for bothering you this late.\H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that... response:	Please accept these instead...
context: H-Headmistress?\There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that...\Please accept these instead... response:	What a heap of junk!
context: There you are. Come in.\You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that...\Please accept these instead...\What a heap of junk! response:	Do not think you can wriggle your way out of this!
context: You girls... what in the world are you doing here?\Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that...\Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this! response:	What I demand is cold, hard cash!
context: Were these students a ploy to buy you some time, Headmistress?\A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that...\Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash! response:	Would you explain what this whole money thing's about already?
context: A-Absolutely not, Lord Fafnir!\So, have you brought my money?\A-About that...\Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already? response:	Is it ransom for the Sorcerer's Stone?
context: So, have you brought my money?\A-About that...\Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone? response:	Don't make me laugh.
context: A-About that...\Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh. response:	Luna Nova has an enormous amount of debt, and it's owed to yours truly.
context: Please accept these instead...\What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly. response:	But I haven't received a single interest payment on it over the last year.
context: What a heap of junk!\Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year. response:	Not one penny!
context: Do not think you can wriggle your way out of this!\What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny! response:	No matter how many times I call, all I get are excuses.
context: What I demand is cold, hard cash!\Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses. response:	I warned you that I'd take your Sorcerer's Stone the next time you ignore me!
context: Would you explain what this whole money thing's about already?\Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me! response:	W-We never thought you would make good on your threat...
context: Is it ransom for the Sorcerer's Stone?\Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat... response:	So basically, the Sorcerer's Stone...
context: Don't make me laugh.\Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone... response:	Was repossessed because the school defaulted.
