context: Takeo sometimes puts other people's feelings before his own, response:	because he just wants the other person to be happy...
context: I texted you, but I didn't get a response.\Sorry, I left my cell somewhere.\What's wrong?\Ichinose-san has his competition today,\but he said he had something to tell me afterward.\I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense, response:	but Yamato's something else, too.
context: Sorry, I left my cell somewhere.\What's wrong?\Ichinose-san has his competition today,\but he said he had something to tell me afterward.\I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too. response:	He said I'm a source of strength for him or something like that...
context: What's wrong?\Ichinose-san has his competition today,\but he said he had something to tell me afterward.\I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that... response:	His muse, right?
context: Ichinose-san has his competition today,\but he said he had something to tell me afterward.\I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right? response:	Right.
context: but he said he had something to tell me afterward.\I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right?\Right. response:	How did you know that, Takeo-kun?
context: I wonder if he's going to ask me if I want to be a full-time employee.\It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right?\Right.\How did you know that, Takeo-kun? response:	Um, just a hunch.
context: It'd be so tempting, but I don't know what to do!\I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right?\Right.\How did you know that, Takeo-kun?\Um, just a hunch. response:	But I'm not a muse.
context: I know I'm dense,\but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right?\Right.\How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse. response:	I don't have that kind of power... I'm normal
context: but Yamato's something else, too.\He said I'm a source of strength for him or something like that...\His muse, right?\Right.\How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal response:	Is it pressure?
context: He said I'm a source of strength for him or something like that...\His muse, right?\Right.\How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure? response:	Oh, yes! It is!
context: His muse, right?\Right.\How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is! response:	I don't know what to do.
context: Right.\How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is!\I don't know what to do. response:	Maybe he means you help him to get into his work when you're around.
context: How did you know that, Takeo-kun?\Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around. response:	Oh!
context: Um, just a hunch.\But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh! response:	Okay.
context: But I'm not a muse.\I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh!\Okay. response:	Now I'm not so stressed about it.
context: I don't have that kind of power... I'm normal\Is it pressure?\Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh!\Okay.\Now I'm not so stressed about it. response:	I'm glad to hear that.
context: Is it pressure?\Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh!\Okay.\Now I'm not so stressed about it.\I'm glad to hear that. response:	Talking to you always calms me down, Takeo-kun.
context: Oh, yes! It is!\I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh!\Okay.\Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun. response:	Okay, I'll get going.
context: I don't know what to do.\Maybe he means you help him to get into his work when you're around.\Oh!\Okay.\Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going. response:	I love her.
context: Maybe he means you help him to get into his work when you're around.\Oh!\Okay.\Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her. response:	I don't want her with anyone else.
context: Oh!\Okay.\Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her.\I don't want her with anyone else. response:	I don't want her to leave.
context: Okay.\Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her.\I don't want her with anyone else.\I don't want her to leave. response:	I want her smiling at my side forever.
context: Now I'm not so stressed about it.\I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her.\I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever. response:	T-Takeo-kun?
context: I'm glad to hear that.\Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her.\I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun? response:	Good luck!
context: Talking to you always calms me down, Takeo-kun.\Okay, I'll get going.\I love her.\I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun?\Good luck! response:	He'll win first place!
context: Okay, I'll get going.\I love her.\I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun?\Good luck!\He'll win first place! response:	You mean the gold medal, Takeo-kun?
context: I love her.\I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun?\Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun? response:	That didn't really calm me down. My heart is pounding.
context: I don't want her with anyone else.\I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun?\Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding. response:	Want to go to the beach?
context: I don't want her to leave.\I want her smiling at my side forever.\T-Takeo-kun?\Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach? response:	You're gonna eat that?
context: I want her smiling at my side forever.\T-Takeo-kun?\Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that? response:	Yeah.
context: T-Takeo-kun?\Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that?\Yeah. response:	Doesn't that hurt?
context: Good luck!\He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that?\Yeah.\Doesn't that hurt? response:	Yeah.
context: He'll win first place!\You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that?\Yeah.\Doesn't that hurt?\Yeah. response:	What?
context: You mean the gold medal, Takeo-kun?\That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that?\Yeah.\Doesn't that hurt?\Yeah.\What? response:	What's wrong?
context: That didn't really calm me down. My heart is pounding.\Want to go to the beach?\You're gonna eat that?\Yeah.\Doesn't that hurt?\Yeah.\What?\What's wrong? response:	Oh, it's just that you're a normal guy, after all.
context: Want to go to the beach?\You're gonna eat that?\Yeah.\Doesn't that hurt?\Yeah.\What?\What's wrong?\Oh, it's just that you're a normal guy, after all. response:	I always have been.
context: You're gonna eat that?\Yeah.\Doesn't that hurt?\Yeah.\What?\What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been. response:	Sure.
context: Yeah.\Doesn't that hurt?\Yeah.\What?\What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been.\Sure. response:	But seeing you unsure about yourself...
context: Doesn't that hurt?\Yeah.\What?\What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been.\Sure.\But seeing you unsure about yourself... response:	Being worked up for days on end...
context: Yeah.\What?\What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been.\Sure.\But seeing you unsure about yourself...\Being worked up for days on end... response:	Saying stuff about not wanting to let other men have her...
context: What?\What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been.\Sure.\But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her... response:	I'm glad I got to see that side of you.
context: What's wrong?\Oh, it's just that you're a normal guy, after all.\I always have been.\Sure.\But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you. response:	It'll be fine, I swear.
context: Oh, it's just that you're a normal guy, after all.\I always have been.\Sure.\But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear. response:	Yamato-san likes you.
context: I always have been.\Sure.\But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you. response:	Thanks.
context: Sure.\But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you.\Thanks. response:	I'm glad I have Suna.
context: But seeing you unsure about yourself...\Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you.\Thanks.\I'm glad I have Suna. response:	Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!
context: Being worked up for days on end...\Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you.\Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too! response:	You wouldn't laugh, not ever.
context: Saying stuff about not wanting to let other men have her...\I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you.\Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever. response:	Wow, TV stations are here!
context: I'm glad I got to see that side of you.\It'll be fine, I swear.\Yamato-san likes you.\Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here! response:	Makes you nervous...
context: It'll be fine, I swear.\Yamato-san likes you.\Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous... response:	It'll be fine.
context: Yamato-san likes you.\Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous...\It'll be fine. response:	I have my muse.
context: Thanks.\I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous...\It'll be fine.\I have my muse. response:	Let's win first place!
context: I'm glad I have Suna.\Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous...\It'll be fine.\I have my muse.\Let's win first place! response:	First place?
context: Once you get a girlfriend and worry about that stuff, I'll laugh at you, too!\You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous...\It'll be fine.\I have my muse.\Let's win first place!\First place? response:	Oh, sorry, I meant let's get the gold medal!
context: You wouldn't laugh, not ever.\Wow, TV stations are here!\Makes you nervous...\It'll be fine.\I have my muse.\Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal! response:	Yeah, I'll win the gold medal for you, Rinko.
context: Wow, TV stations are here!\Makes you nervous...\It'll be fine.\I have my muse.\Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko. response:	Huh?
context: Makes you nervous...\It'll be fine.\I have my muse.\Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh? response:	Not for me. I want you to win it for yourself.
context: It'll be fine.\I have my muse.\Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself. response:	You mean, you want me to win it for the two of us.
context: I have my muse.\Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us. response:	Okay, got it.
context: Let's win first place!\First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it. response:	Oh, so once it starts, I can't help you, right?
context: First place?\Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right? response:	Yeah.
context: Oh, sorry, I meant let's get the gold medal!\Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah. response:	Is there anything I can help with beforehand?
context: Yeah, I'll win the gold medal for you, Rinko.\Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand? response:	Let me think.
context: Huh?\Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand?\Let me think. response:	I feel calm, and there's nothing to worry
context: Not for me. I want you to win it for yourself.\You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry response:	Ichinose
context: You mean, you want me to win it for the two of us.\Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry\Ichinose response:	Bare
context: Okay, got it.\Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry\Ichinose\Bare response:	I left my tools at the store.
context: Oh, so once it starts, I can't help you, right?\Yeah.\Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry\Ichinose\Bare\I left my tools at the store. response:	Huh?
context: Yeah.\Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry\Ichinose\Bare\I left my tools at the store.\Huh? response:	I was so focused on bringing the ingredients...
context: Is there anything I can help with beforehand?\Let me think.\I feel calm, and there's nothing to worry\Ichinose\Bare\I left my tools at the store.\Huh?\I was so focused on bringing the ingredients... response:	There's still time,
context: Let me think.\I feel calm, and there's nothing to worry\Ichinose\Bare\I left my tools at the store.\Huh?\I was so focused on bringing the ingredients...\There's still time, response:	How can this be? My muse is with me.
context: I feel calm, and there's nothing to worry\Ichinose\Bare\I left my tools at the store.\Huh?\I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me. response:	but if I go now, I won't return in time.
context: Ichinose\Bare\I left my tools at the store.\Huh?\I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time. response:	I can't ask the owner to leave the store to bring them.
context: Bare\I left my tools at the store.\Huh?\I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them. response:	It's impossible. I'm finished.
context: I left my tools at the store.\Huh?\I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished. response:	Don't give up!
context: Huh?\I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up! response:	You've been working so hard!
context: I was so focused on bringing the ingredients...\There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up!\You've been working so hard! response:	I know someone who can help when something like this happens!
context: There's still time,\How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up!\You've been working so hard!\I know someone who can help when something like this happens! response:	My muse is pretty tough...
context: How can this be? My muse is with me.\but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up!\You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough... response:	Huh? You don't mean...
context: but if I go now, I won't return in time.\I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up!\You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean... response:	Oh, hello?
context: I can't ask the owner to leave the store to bring them.\It's impossible. I'm finished.\Don't give up!\You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean...\Oh, hello? response:	Takeo-kun!
context: It's impossible. I'm finished.\Don't give up!\You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean...\Oh, hello?\Takeo-kun! response:	Yamato? What's wrong?
context: Don't give up!\You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean...\Oh, hello?\Takeo-kun!\Yamato? What's wrong? response:	Impossible...!
context: You've been working so hard!\I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean...\Oh, hello?\Takeo-kun!\Yamato? What's wrong?\Impossible...! response:	Um, we're at the competition site right now,
context: I know someone who can help when something like this happens!\My muse is pretty tough...\Huh? You don't mean...\Oh, hello?\Takeo-kun!\Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now, response:	There's no way he'd help me! Forget it, Rinko!!
context: My muse is pretty tough...\Huh? You don't mean...\Oh, hello?\Takeo-kun!\Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!! response:	but we forgot the equipment.
context: Huh? You don't mean...\Oh, hello?\Takeo-kun!\Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment. response:	When does it start?
context: Oh, hello?\Takeo-kun!\Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start? response:	Huh?
context: Takeo-kun!\Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start?\Huh? response:	At ten o'clock.
context: Yamato? What's wrong?\Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start?\Huh?\At ten o'clock. response:	Okay, so in an hour!
context: Impossible...!\Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start?\Huh?\At ten o'clock.\Okay, so in an hour! response:	Where are you?
context: Um, we're at the competition site right now,\There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start?\Huh?\At ten o'clock.\Okay, so in an hour!\Where are you? response:	The Shuuei Hotel!
context: There's no way he'd help me! Forget it, Rinko!!\but we forgot the equipment.\When does it start?\Huh?\At ten o'clock.\Okay, so in an hour!\Where are you?\The Shuuei Hotel! response:	What do they look like?
context: but we forgot the equipment.\When does it start?\Huh?\At ten o'clock.\Okay, so in an hour!\Where are you?\The Shuuei Hotel!\What do they look like? response:	Um, they're in a black case.
context: When does it start?\Huh?\At ten o'clock.\Okay, so in an hour!\Where are you?\The Shuuei Hotel!\What do they look like?\Um, they're in a black case. response:	My name's on it in white.
context: Huh?\At ten o'clock.\Okay, so in an hour!\Where are you?\The Shuuei Hotel!\What do they look like?\Um, they're in a black case.\My name's on it in white. response:	Okay, got it!
context: At ten o'clock.\Okay, so in an hour!\Where are you?\The Shuuei Hotel!\What do they look like?\Um, they're in a black case.\My name's on it in white.\Okay, got it! response:	I'll get them there! Don't worry!
context: Okay, so in an hour!\Where are you?\The Shuuei Hotel!\What do they look like?\Um, they're in a black case.\My name's on it in white.\Okay, got it!\I'll get them there! Don't worry! response:	Why?
context: Where are you?\The Shuuei Hotel!\What do they look like?\Um, they're in a black case.\My name's on it in white.\Okay, got it!\I'll get them there! Don't worry!\Why? response:	Okay!
context: The Shuuei Hotel!\What do they look like?\Um, they're in a black case.\My name's on it in white.\Okay, got it!\I'll get them there! Don't worry!\Why?\Okay! response:	Suna, I'm off!
context: What do they look like?\Um, they're in a black case.\My name's on it in white.\Okay, got it!\I'll get them there! Don't worry!\Why?\Okay!\Suna, I'm off! response:	I'll text you where it's happening.
context: Um, they're in a black case.\My name's on it in white.\Okay, got it!\I'll get them there! Don't worry!\Why?\Okay!\Suna, I'm off!\I'll text you where it's happening. response:	Thanks!
context: My name's on it in white.\Okay, got it!\I'll get them there! Don't worry!\Why?\Okay!\Suna, I'm off!\I'll text you where it's happening.\Thanks! response:	I don't think he'll come.
context: Okay, got it!\I'll get them there! Don't worry!\Why?\Okay!\Suna, I'm off!\I'll text you where it's happening.\Thanks!\I don't think he'll come. response:	Huh?
context: I'll get them there! Don't worry!\Why?\Okay!\Suna, I'm off!\I'll text you where it's happening.\Thanks!\I don't think he'll come.\Huh? response:	It'll be fine!
context: Why?\Okay!\Suna, I'm off!\I'll text you where it's happening.\Thanks!\I don't think he'll come.\Huh?\It'll be fine! response:	Takeo-kun will make it work somehow!
context: Okay!\Suna, I'm off!\I'll text you where it's happening.\Thanks!\I don't think he'll come.\Huh?\It'll be fine!\Takeo-kun will make it work somehow! response:	Could it be
context: Suna, I'm off!\I'll text you where it's happening.\Thanks!\I don't think he'll come.\Huh?\It'll be fine!\Takeo-kun will make it work somehow!\Could it be response:	that he's stupid?
context: I'll text you where it's happening.\Thanks!\I don't think he'll come.\Huh?\It'll be fine!\Takeo-kun will make it work somehow!\Could it be\that he's stupid? response:	He forgot...
context: Thanks!\I don't think he'll come.\Huh?\It'll be fine!\Takeo-kun will make it work somehow!\Could it be\that he's stupid?\He forgot... response:	Ichinose... his cake-making tools...
context: I don't think he'll come.\Huh?\It'll be fine!\Takeo-kun will make it work somehow!\Could it be\that he's stupid?\He forgot...\Ichinose... his cake-making tools... response:	Huh?
context: Huh?\It'll be fine!\Takeo-kun will make it work somehow!\Could it be\that he's stupid?\He forgot...\Ichinose... his cake-making tools...\Huh? response:	Oh, wait a minute...
context: It'll be fine!\Takeo-kun will make it work somehow!\Could it be\that he's stupid?\He forgot...\Ichinose... his cake-making tools...\Huh?\Oh, wait a minute... response:	This, right?
context: Takeo-kun will make it work somehow!\Could it be\that he's stupid?\He forgot...\Ichinose... his cake-making tools...\Huh?\Oh, wait a minute...\This, right? response:	He could've just called me, and I would've come over.
context: Could it be\that he's stupid?\He forgot...\Ichinose... his cake-making tools...\Huh?\Oh, wait a minute...\This, right?\He could've just called me, and I would've come over. response:	Ichinose-kun must've been worried about the store.
context: that he's stupid?\He forgot...\Ichinose... his cake-making tools...\Huh?\Oh, wait a minute...\This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store. response:	Oh, I'll give you money for a taxi...
context: He forgot...\Ichinose... his cake-making tools...\Huh?\Oh, wait a minute...\This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi... response:	Huh?
context: Ichinose... his cake-making tools...\Huh?\Oh, wait a minute...\This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh? response:	He looked faster than a taxi
context: Huh?\Oh, wait a minute...\This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi response:	He said he'd come, but I'm sure he'll run away.
context: Oh, wait a minute...\This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away. response:	If he helps me, he'll lose Rinko.
context: This, right?\He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko. response:	Sunakawa-kun? Where's Takeo-kun?
context: He could've just called me, and I would've come over.\Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun? response:	Takeo's headed for the competition site with the equipment.
context: Ichinose-kun must've been worried about the store.\Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment. response:	There's no way he'd come.
context: Oh, I'll give you money for a taxi...\Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come. response:	So he'll be there soon...
context: Huh?\He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon... response:	Takeo-kun will be here soon!
context: He looked faster than a taxi\He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon! response:	There's no way...
context: He said he'd come, but I'm sure he'll run away.\If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon!\There's no way... response:	Sir?
context: If he helps me, he'll lose Rinko.\Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon!\There's no way...\Sir? response:	He came?!
context: Sunakawa-kun? Where's Takeo-kun?\Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon!\There's no way...\Sir?\He came?! response:	Takeo-kun!
context: Takeo's headed for the competition site with the equipment.\There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon!\There's no way...\Sir?\He came?!\Takeo-kun! response:	Express Messenger?!
context: There's no way he'd come.\So he'll be there soon...\Takeo-kun will be here soon!\There's no way...\Sir?\He came?!\Takeo-kun!\Express Messenger?! response:	Over here!
context: So he'll be there soon...\Takeo-kun will be here soon!\There's no way...\Sir?\He came?!\Takeo-kun!\Express Messenger?!\Over here! response:	Did I get here in time?
context: Takeo-kun will be here soon!\There's no way...\Sir?\He came?!\Takeo-kun!\Express Messenger?!\Over here!\Did I get here in time? response:	And did he swim here or something? What's with all that sweat?
context: There's no way...\Sir?\He came?!\Takeo-kun!\Express Messenger?!\Over here!\Did I get here in time?\And did he swim here or something? What's with all that sweat? response:	Yeah! Thanks!
