context: Misawa Batting Center response:	The Year Draws To A Close
context: Don't bother. I was hungry anyway.\Okay.\Then you shouldn't cut in line.\Mitty!\Haru-kun's fighting over there!\Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn... response:	You'll never get through to Mitty like that.
context: Okay.\Then you shouldn't cut in line.\Mitty!\Haru-kun's fighting over there!\Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that. response:	Shut your mouth!
context: Then you shouldn't cut in line.\Mitty!\Haru-kun's fighting over there!\Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that.\Shut your mouth! response:	Ow! Ow! Ow!
context: Mitty!\Haru-kun's fighting over there!\Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow! response:	Stupid, stupid, stupid!
context: Haru-kun's fighting over there!\Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid! response:	So I have to spell it out for her the way Haru does?
context: Natsume-san, were the restrooms crowded?\There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does? response:	I love you, so I'll pay for that.
context: There's no time for that! You have to stop him!\Damn...\You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that. response:	Let's walk around together.
context: Damn...\You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together. response:	I can't do that!
context: You'll never get through to Mitty like that.\Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together.\I can't do that! response:	Gorillas can communicate with their eyes!
context: Shut your mouth!\Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes! response:	Haru, stop it...
context: Ow! Ow! Ow!\Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it... response:	Oh, it's Oshima.
context: Stupid, stupid, stupid!\So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima. response:	Happy New Year!
context: So I have to spell it out for her the way Haru does?\I love you, so I'll pay for that.\Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima.\Happy New Year! response:	Y-You guys also came...
context: I love you, so I'll pay for that.\Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima.\Happy New Year!\Y-You guys also came... response:	Oh... So you have...
context: Let's walk around together.\I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima.\Happy New Year!\Y-You guys also came...\Oh... So you have... response:	Nice to meet you.
context: I can't do that!\Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima.\Happy New Year!\Y-You guys also came...\Oh... So you have...\Nice to meet you. response:	Yuu-chan!
context: Gorillas can communicate with their eyes!\Haru, stop it...\Oh, it's Oshima.\Happy New Year!\Y-You guys also came...\Oh... So you have...\Nice to meet you.\Yuu-chan! response:	Happy New Year.
context: Haru, stop it...\Oh, it's Oshima.\Happy New Year!\Y-You guys also came...\Oh... So you have...\Nice to meet you.\Yuu-chan!\Happy New Year. response:	I feel betrayed...
context: Oh, it's Oshima.\Happy New Year!\Y-You guys also came...\Oh... So you have...\Nice to meet you.\Yuu-chan!\Happy New Year.\I feel betrayed... response:	What?
context: Happy New Year!\Y-You guys also came...\Oh... So you have...\Nice to meet you.\Yuu-chan!\Happy New Year.\I feel betrayed...\What? response:	Oh, right.
context: Y-You guys also came...\Oh... So you have...\Nice to meet you.\Yuu-chan!\Happy New Year.\I feel betrayed...\What?\Oh, right. response:	Are you going to draw a fortune?
context: Oh... So you have...\Nice to meet you.\Yuu-chan!\Happy New Year.\I feel betrayed...\What?\Oh, right.\Are you going to draw a fortune? response:	Love Fortune
context: Nice to meet you.\Yuu-chan!\Happy New Year.\I feel betrayed...\What?\Oh, right.\Are you going to draw a fortune?\Love Fortune response:	This place is famous for its accuracy.
context: Yuu-chan!\Happy New Year.\I feel betrayed...\What?\Oh, right.\Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy. response:	Love fortunes...
context: Happy New Year.\I feel betrayed...\What?\Oh, right.\Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy.\Love fortunes... response:	I know, right?
context: I feel betrayed...\What?\Oh, right.\Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy.\Love fortunes...\I know, right? response:	A fortune won't do any good.
context: What?\Oh, right.\Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy.\Love fortunes...\I know, right?\A fortune won't do any good. response:	Terrible Right next to you
context: Oh, right.\Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy.\Love fortunes...\I know, right?\A fortune won't do any good.\Terrible Right next to you response:	Super Watch what you say
context: Are you going to draw a fortune?\Love Fortune\This place is famous for its accuracy.\Love fortunes...\I know, right?\A fortune won't do any good.\Terrible Right next to you\Super Watch what you say response:	Terrible Trouble coming
context: Love Fortune\This place is famous for its accuracy.\Love fortunes...\I know, right?\A fortune won't do any good.\Terrible Right next to you\Super Watch what you say\Terrible Trouble coming response:	Terrible Learn to suck it up
context: This place is famous for its accuracy.\Love fortunes...\I know, right?\A fortune won't do any good.\Terrible Right next to you\Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up response:	How's it look?
context: Love fortunes...\I know, right?\A fortune won't do any good.\Terrible Right next to you\Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up\How's it look? response:	Fortunes
context: I know, right?\A fortune won't do any good.\Terrible Right next to you\Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up\How's it look?\Fortunes response:	Oh, Natsume-san, there's an open spot up here.
context: A fortune won't do any good.\Terrible Right next to you\Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up\How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here. response:	I can do yours for you.
context: Terrible Right next to you\Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up\How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you. response:	Oh, thank you very much.
context: Super Watch what you say\Terrible Trouble coming\Terrible Learn to suck it up\How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much. response:	Up here?
context: Terrible Trouble coming\Terrible Learn to suck it up\How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much.\Up here? response:	Higher.
context: Terrible Learn to suck it up\How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much.\Up here?\Higher. response:	Um...
context: How's it look?\Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much.\Up here?\Higher.\Um... response:	Does this spot work?
context: Fortunes\Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much.\Up here?\Higher.\Um...\Does this spot work? response:	I really...
context: Oh, Natsume-san, there's an open spot up here.\I can do yours for you.\Oh, thank you very much.\Up here?\Higher.\Um...\Does this spot work?\I really... response:	I really want to root for her...
context: I can do yours for you.\Oh, thank you very much.\Up here?\Higher.\Um...\Does this spot work?\I really...\I really want to root for her... response:	But I can't.
context: Oh, thank you very much.\Up here?\Higher.\Um...\Does this spot work?\I really...\I really want to root for her...\But I can't. response:	D-Does it have to be Haru-kun?
context: Up here?\Higher.\Um...\Does this spot work?\I really...\I really want to root for her...\But I can't.\D-Does it have to be Haru-kun? response:	S-Sorry,
context: Higher.\Um...\Does this spot work?\I really...\I really want to root for her...\But I can't.\D-Does it have to be Haru-kun?\S-Sorry, response:	but you'd have a lot more fun if it wasn't Haru-kun,
context: Um...\Does this spot work?\I really...\I really want to root for her...\But I can't.\D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun, response:	a-and you wouldn't have to feel so bad...
context: Does this spot work?\I really...\I really want to root for her...\But I can't.\D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad... response:	Oh...
context: I really...\I really want to root for her...\But I can't.\D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh... response:	Uh-huh, I know what you mean.
context: I really want to root for her...\But I can't.\D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean. response:	In these situations,
context: But I can't.\D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean.\In these situations, response:	I can't help but think of Yoshida-kun.
context: D-Does it have to be Haru-kun?\S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun. response:	Sorry, Natsume-san.
context: S-Sorry,\but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san. response:	I don't know what to do myself.
context: but you'd have a lot more fun if it wasn't Haru-kun,\a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself. response:	You haven't done anything to apologize for.
context: a-and you wouldn't have to feel so bad...\Oh...\Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for. response:	Is there... someone you like?
context: Oh...\Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like? response:	Why not?
context: Uh-huh, I know what you mean.\In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like?\Why not? response:	I don't see a problem.
context: In these situations,\I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like?\Why not?\I don't see a problem. response:	It's perfectly natural.
context: I can't help but think of Yoshida-kun.\Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like?\Why not?\I don't see a problem.\It's perfectly natural. response:	I don't have anyone.
context: Sorry, Natsume-san.\I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like?\Why not?\I don't see a problem.\It's perfectly natural.\I don't have anyone. response:	Hey, finally found you!
context: I don't know what to do myself.\You haven't done anything to apologize for.\Is there... someone you like?\Why not?\I don't see a problem.\It's perfectly natural.\I don't have anyone.\Hey, finally found you! response:	Happy New Year.
context: You haven't done anything to apologize for.\Is there... someone you like?\Why not?\I don't see a problem.\It's perfectly natural.\I don't have anyone.\Hey, finally found you!\Happy New Year. response:	H-Happy New Year.
context: Is there... someone you like?\Why not?\I don't see a problem.\It's perfectly natural.\I don't have anyone.\Hey, finally found you!\Happy New Year.\H-Happy New Year. response:	Thanks. Happy New Year.
context: Why not?\I don't see a problem.\It's perfectly natural.\I don't have anyone.\Hey, finally found you!\Happy New Year.\H-Happy New Year.\Thanks. Happy New Year. response:	Are you going to use our roof?
context: I don't see a problem.\It's perfectly natural.\I don't have anyone.\Hey, finally found you!\Happy New Year.\H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof? response:	It's a great spot.
context: It's perfectly natural.\I don't have anyone.\Hey, finally found you!\Happy New Year.\H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot. response:	Sorry about imposing all the time.
context: I don't have anyone.\Hey, finally found you!\Happy New Year.\H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time. response:	Natsume-san, what's with that look on your face?
context: Hey, finally found you!\Happy New Year.\H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face? response:	Mi-chan, is this round one the key?
context: Happy New Year.\H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key? response:	Yep, that's it.
context: H-Happy New Year.\Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it. response:	Oh, Haru.
context: Thanks. Happy New Year.\Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru. response:	No diving off the roof.
context: Are you going to use our roof?\It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru.\No diving off the roof. response:	Sure, no problem!
context: It's a great spot.\Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru.\No diving off the roof.\Sure, no problem! response:	I stopped doing that!
context: Sorry about imposing all the time.\Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru.\No diving off the roof.\Sure, no problem!\I stopped doing that! response:	What does that mean?
context: Natsume-san, what's with that look on your face?\Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru.\No diving off the roof.\Sure, no problem!\I stopped doing that!\What does that mean? response:	Wow! Awesome!
context: Mi-chan, is this round one the key?\Yep, that's it.\Oh, Haru.\No diving off the roof.\Sure, no problem!\I stopped doing that!\What does that mean?\Wow! Awesome! response:	I've never been on the batting center roof before!
context: Yep, that's it.\Oh, Haru.\No diving off the roof.\Sure, no problem!\I stopped doing that!\What does that mean?\Wow! Awesome!\I've never been on the batting center roof before! response:	It's Nagoya!
context: Oh, Haru.\No diving off the roof.\Sure, no problem!\I stopped doing that!\What does that mean?\Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya! response:	Stupid, stop pushing!
context: No diving off the roof.\Sure, no problem!\I stopped doing that!\What does that mean?\Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing! response:	I'll fall!
context: Sure, no problem!\I stopped doing that!\What does that mean?\Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing!\I'll fall! response:	Young people have so much energy.
context: I stopped doing that!\What does that mean?\Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing!\I'll fall!\Young people have so much energy. response:	Does she hate my guts now?
context: What does that mean?\Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing!\I'll fall!\Young people have so much energy.\Does she hate my guts now? response:	Yeah...
context: Wow! Awesome!\I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing!\I'll fall!\Young people have so much energy.\Does she hate my guts now?\Yeah... response:	Well, cheer up, Yana.
context: I've never been on the batting center roof before!\It's Nagoya!\Stupid, stop pushing!\I'll fall!\Young people have so much energy.\Does she hate my guts now?\Yeah...\Well, cheer up, Yana. response:	But I kinda dig that...
context: It's Nagoya!\Stupid, stop pushing!\I'll fall!\Young people have so much energy.\Does she hate my guts now?\Yeah...\Well, cheer up, Yana.\But I kinda dig that... response:	You look unhappy, Natsume-chan.
context: Stupid, stop pushing!\I'll fall!\Young people have so much energy.\Does she hate my guts now?\Yeah...\Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan. response:	You hurt his feelings.
context: I'll fall!\Young people have so much energy.\Does she hate my guts now?\Yeah...\Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings. response:	Boys that age are sensitive.
context: Young people have so much energy.\Does she hate my guts now?\Yeah...\Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive. response:	You were watching, Mi-chan-san?
context: Does she hate my guts now?\Yeah...\Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san? response:	It's New Year's,
context: Yeah...\Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's, response:	I'm happy that Haru brought friends,
context: Well, cheer up, Yana.\But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends, response:	and I'm happy that I got to see you and Shizuku-chan.
context: But I kinda dig that...\You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan. response:	You could be a little nicer to him, right?
context: You look unhappy, Natsume-chan.\You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right? response:	I just didn't know how to act after being so mean last time.
context: You hurt his feelings.\Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time. response:	Hey, I don't have any trouble talking to him...
context: Boys that age are sensitive.\You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him... response:	I hate boys!
context: You were watching, Mi-chan-san?\It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys! response:	And I really hate boys who try to hit on me!
context: It's New Year's,\I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me! response:	Ooh, that's harsh.
context: I'm happy that Haru brought friends,\and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh. response:	Most girls your age don't get to say stuff like that.
context: and I'm happy that I got to see you and Shizuku-chan.\You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that. response:	Personally, I love girls.
context: You could be a little nicer to him, right?\I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls. response:	Do you want to fall in love?
context: I just didn't know how to act after being so mean last time.\Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love? response:	Fall in love?
context: Hey, I don't have any trouble talking to him...\I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love?\Fall in love? response:	Well, I've got all this debt right now,
context: I hate boys!\And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now, response:	but love is good.
context: And I really hate boys who try to hit on me!\Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now,\but love is good. response:	It changes people, for better or worse.
context: Ooh, that's harsh.\Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse. response:	You could look at it as a chance for you to change.
context: Most girls your age don't get to say stuff like that.\Personally, I love girls.\Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change. response:	The best kind of love
context: Personally, I love girls.\Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love response:	helps you grow up.
context: Do you want to fall in love?\Fall in love?\Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love\helps you grow up. response:	As long as I have Mitty, Haru-kun, and my other friends,
context: Fall in love?\Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends, response:	I don't need anything else.
context: Well, I've got all this debt right now,\but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else. response:	Then we'll build the Kingdom of Mitty...
context: but love is good.\It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty... response:	Uh, hold on.
context: It changes people, for better or worse.\You could look at it as a chance for you to change.\The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on. response:	An eternal kingdom where
context: You could look at it as a chance for you to change.\The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where response:	you always have fun and never get hurt.
context: The best kind of love\helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt. response:	There's no such place.
context: helps you grow up.\As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt.\There's no such place. response:	You know that.
context: As long as I have Mitty, Haru-kun, and my other friends,\I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt.\There's no such place.\You know that. response:	Then can you and I...
context: I don't need anything else.\Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt.\There's no such place.\You know that.\Then can you and I... response:	grow up together?
context: Then we'll build the Kingdom of Mitty...\Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt.\There's no such place.\You know that.\Then can you and I...\grow up together? response:	Ah!
context: Uh, hold on.\An eternal kingdom where\you always have fun and never get hurt.\There's no such place.\You know that.\Then can you and I...\grow up together?\Ah! response:	The first sunrise of the year,
context: An eternal kingdom where\you always have fun and never get hurt.\There's no such place.\You know that.\Then can you and I...\grow up together?\Ah!\The first sunrise of the year, response:	but we can't see a thing!
context: you always have fun and never get hurt.\There's no such place.\You know that.\Then can you and I...\grow up together?\Ah!\The first sunrise of the year,\but we can't see a thing! response:	We stayed up all night!
context: There's no such place.\You know that.\Then can you and I...\grow up together?\Ah!\The first sunrise of the year,\but we can't see a thing!\We stayed up all night! response:	Sorry, Yana.
context: You know that.\Then can you and I...\grow up together?\Ah!\The first sunrise of the year,\but we can't see a thing!\We stayed up all night!\Sorry, Yana. response:	My plan backfired.
context: Then can you and I...\grow up together?\Ah!\The first sunrise of the year,\but we can't see a thing!\We stayed up all night!\Sorry, Yana.\My plan backfired. response:	How many rings are they up to?
context: grow up together?\Ah!\The first sunrise of the year,\but we can't see a thing!\We stayed up all night!\Sorry, Yana.\My plan backfired.\How many rings are they up to? response:	Eighty or so?
context: Ah!\The first sunrise of the year,\but we can't see a thing!\We stayed up all night!\Sorry, Yana.\My plan backfired.\How many rings are they up to?\Eighty or so? response:	Must have been a bad year.
context: The first sunrise of the year,\but we can't see a thing!\We stayed up all night!\Sorry, Yana.\My plan backfired.\How many rings are they up to?\Eighty or so?\Must have been a bad year. response:	Oh, Sasayan.
context: but we can't see a thing!\We stayed up all night!\Sorry, Yana.\My plan backfired.\How many rings are they up to?\Eighty or so?\Must have been a bad year.\Oh, Sasayan. response:	Did you apologize to Natsume-san about the other day?
context: We stayed up all night!\Sorry, Yana.\My plan backfired.\How many rings are they up to?\Eighty or so?\Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day? response:	Was she mad?
context: Sorry, Yana.\My plan backfired.\How many rings are they up to?\Eighty or so?\Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad? response:	Huh? Oh...
context: My plan backfired.\How many rings are they up to?\Eighty or so?\Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh... response:	She must be mad...
context: How many rings are they up to?\Eighty or so?\Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh...\She must be mad... response:	Well, she wasn't really mad at you.
context: Eighty or so?\Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh...\She must be mad...\Well, she wasn't really mad at you. response:	Huh? Oh!
context: Must have been a bad year.\Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh...\She must be mad...\Well, she wasn't really mad at you.\Huh? Oh! response:	It's Sasayan!
context: Oh, Sasayan.\Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh...\She must be mad...\Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan! response:	Oh, you guys are also here?
context: Did you apologize to Natsume-san about the other day?\Was she mad?\Huh? Oh...\She must be mad...\Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan!\Oh, you guys are also here? response:	What's this? You're actually waiting in line?
context: Was she mad?\Huh? Oh...\She must be mad...\Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan!\Oh, you guys are also here?\What's this? You're actually waiting in line? response:	No one else is with you?
context: Huh? Oh...\She must be mad...\Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan!\Oh, you guys are also here?\What's this? You're actually waiting in line?\No one else is with you? response:	Who are you looking for?
context: She must be mad...\Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan!\Oh, you guys are also here?\What's this? You're actually waiting in line?\No one else is with you?\Who are you looking for? response:	Let's go.
context: Well, she wasn't really mad at you.\Huh? Oh!\It's Sasayan!\Oh, you guys are also here?\What's this? You're actually waiting in line?\No one else is with you?\Who are you looking for?\Let's go. response:	Bye!
