context: FUCK YOUR SHIT I AM A SHARK response:	So hot...
context: She believed it...\Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan... response:	I may have created a terrible monster!
context: Kureha-chan, Punyuru is a 10th grader just like you.\You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster! response:	Oh my, those glasses are...
context: You don't need to be so formal.\Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are... response:	Oh, she said she lost hers at sea so I let her borrow yours.
context: Huh?\By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours. response:	Excellent!
context: By the way, she would call me Kana-oneechan out of friendliness.\What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent! response:	Huh?
context: What's wrong, Punyuru?\Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh? response:	That one is very stylish, and I was trying to find someone suited to become its owner.
context: Call me Kana-oneechan like you always would. Now, can you say it?\K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner. response:	This must be how you caught Narunaru's eyes.
context: K-K-Kana-oneechan...\I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes. response:	Oh Kureha-chan.
context: I may have created a terrible monster!\Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan. response:	So funny.
context: Oh my, those glasses are...\Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny. response:	Bakachiki, why would you make such a stupid lie?
context: Oh, she said she lost hers at sea so I let her borrow yours.\Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie? response:	Oh well that's...
context: Excellent!\Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's... response:	I'm a little shocked.
context: Huh?\That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked. response:	What about?
context: That one is very stylish, and I was trying to find someone suited to become its owner.\This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked.\What about? response:	I'm not one to judge other people's hobbies but...
context: This must be how you caught Narunaru's eyes.\Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but... response:	I never imagined Subaru-sama's cross-dressing hobby went that far...
context: Oh Kureha-chan.\So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far... response:	Lucky!
context: So funny.\Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky! response:	She misunderstood things in a convenient way.
context: Bakachiki, why would you make such a stupid lie?\Oh well that's...\I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way. response:	But he's amazing.
context: Oh well that's...\I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way.\But he's amazing. response:	Honestly, he undoubtedly looks like a girl.
context: I'm a little shocked.\What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl. response:	And he's very cute.
context: What about?\I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute. response:	Do you still think of Konoe as...
context: I'm not one to judge other people's hobbies but...\I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as... response:	No.
context: I never imagined Subaru-sama's cross-dressing hobby went that far...\Lucky!\She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as...\No. response:	I've finished thinking about that.
context: Lucky!\She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as...\No.\I've finished thinking about that. response:	But it makes me nervous to be with him.
context: She misunderstood things in a convenient way.\But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as...\No.\I've finished thinking about that.\But it makes me nervous to be with him. response:	By the way, eavesdropping is a nice hobby of yours isn't it!
context: But he's amazing.\Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as...\No.\I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it! response:	Good evening, Usami-san.
context: Honestly, he undoubtedly looks like a girl.\And he's very cute.\Do you still think of Konoe as...\No.\I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san. response:	It must be great coincidence for us to meet at such a place.
context: And he's very cute.\Do you still think of Konoe as...\No.\I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place. response:	Why are you travelling with Bakachiki?
context: Do you still think of Konoe as...\No.\I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki? response:	Suzutsuki Kanade!
context: No.\I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade! response:	We are friends, Jirou-kun and I.
context: I've finished thinking about that.\But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I. response:	It's natural to travel.
context: But it makes me nervous to be with him.\By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel. response:	It's not natural at all!
context: By the way, eavesdropping is a nice hobby of yours isn't it!\Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all! response:	H-Hey!
context: Good evening, Usami-san.\It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all!\H-Hey! response:	That's too bad.
context: It must be great coincidence for us to meet at such a place.\Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all!\H-Hey!\That's too bad. response:	I'll tell you the truth.
context: Why are you travelling with Bakachiki?\Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all!\H-Hey!\That's too bad.\I'll tell you the truth. response:	What?
context: Suzutsuki Kanade!\We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all!\H-Hey!\That's too bad.\I'll tell you the truth.\What? response:	He is my fiance!
context: We are friends, Jirou-kun and I.\It's natural to travel.\It's not natural at all!\H-Hey!\That's too bad.\I'll tell you the truth.\What?\He is my fiance! response:	N-No way!
context: It's natural to travel.\It's not natural at all!\H-Hey!\That's too bad.\I'll tell you the truth.\What?\He is my fiance!\N-No way! response:	What are you saying, all of a sudden?
context: It's not natural at all!\H-Hey!\That's too bad.\I'll tell you the truth.\What?\He is my fiance!\N-No way!\What are you saying, all of a sudden? response:	It's not a lie.
context: H-Hey!\That's too bad.\I'll tell you the truth.\What?\He is my fiance!\N-No way!\What are you saying, all of a sudden?\It's not a lie. response:	We are right in the middle of an elopement now.
context: That's too bad.\I'll tell you the truth.\What?\He is my fiance!\N-No way!\What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now. response:	Elopement?!
context: I'll tell you the truth.\What?\He is my fiance!\N-No way!\What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now.\Elopement?! response:	By the way, we sleep in the same room at the inn.
context: What?\He is my fiance!\N-No way!\What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn. response:	In the same room?!
context: He is my fiance!\N-No way!\What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?! response:	D-Don't tell me...
context: N-No way!\What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me... response:	Of course we slept together last night.
context: What are you saying, all of a sudden?\It's not a lie.\We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me...\Of course we slept together last night. response:	N-No, that was...
context: It's not a lie.\We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me...\Of course we slept together last night.\N-No, that was... response:	A lie.
context: We are right in the middle of an elopement now.\Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me...\Of course we slept together last night.\N-No, that was...\A lie. response:	A lie?
context: Elopement?!\By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me...\Of course we slept together last night.\N-No, that was...\A lie.\A lie? response:	Are you saying I'm lying?
context: By the way, we sleep in the same room at the inn.\In the same room?!\D-Don't tell me...\Of course we slept together last night.\N-No, that was...\A lie.\A lie?\Are you saying I'm lying? response:	Suzutsuki Kanade, I trust nothing about you!
context: In the same room?!\D-Don't tell me...\Of course we slept together last night.\N-No, that was...\A lie.\A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you! response:	And I've always been feeling...
context: D-Don't tell me...\Of course we slept together last night.\N-No, that was...\A lie.\A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling... response:	That your words seem filled with lies!
context: Of course we slept together last night.\N-No, that was...\A lie.\A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies! response:	Your nonsense will not work against me!
context: N-No, that was...\A lie.\A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me! response:	It seems like you might be a little trouble to deal with.
context: A lie.\A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with. response:	So you were fibbing the entire time as I thought!
context: A lie?\Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought! response:	So you had no confidence?
context: Are you saying I'm lying?\Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence? response:	Of course I did!
context: Suzutsuki Kanade, I trust nothing about you!\And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did! response:	It's normal to trust Bakachiki, my friend!
context: And I've always been feeling...\That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend! response:	Masamune...?
context: That your words seem filled with lies!\Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...? response:	That's right.
context: Your nonsense will not work against me!\It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...?\That's right. response:	We are quite close friends!
context: It seems like you might be a little trouble to deal with.\So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...?\That's right.\We are quite close friends! response:	I treated Bakachiki to meat and potatoes too!
context: So you were fibbing the entire time as I thought!\So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...?\That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too! response:	And that was at my house!
context: So you had no confidence?\Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...?\That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house! response:	Oh?
context: Of course I did!\It's normal to trust Bakachiki, my friend!\Masamune...?\That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh? response:	That's something new.
context: It's normal to trust Bakachiki, my friend!\Masamune...?\That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh?\That's something new. response:	That's...
context: Masamune...?\That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh?\That's something new.\That's... response:	That's not it!
context: That's right.\We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh?\That's something new.\That's...\That's not it! response:	It was Bakachiki who I first showed this swimsuit to!
context: We are quite close friends!\I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh?\That's something new.\That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to! response:	After that, we put ourselves together and...
context: I treated Bakachiki to meat and potatoes too!\And that was at my house!\Oh?\That's something new.\That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and... response:	Hey don't say things that would cause misunderstanding-
context: And that was at my house!\Oh?\That's something new.\That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding- response:	I'm sorry.
context: Oh?\That's something new.\That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry. response:	I'll reword it.
context: That's something new.\That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it. response:	Err... We rubbed our bodies together...
context: That's...\That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it.\Err... We rubbed our bodies together... response:	It got even worst!
context: That's not it!\It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it.\Err... We rubbed our bodies together...\It got even worst! response:	The scent of Nikujaga and girls...
context: It was Bakachiki who I first showed this swimsuit to!\After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it.\Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls... response:	H-Hey!
context: After that, we put ourselves together and...\Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it.\Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls...\H-Hey! response:	Bakachiki?
context: Hey don't say things that would cause misunderstanding-\I'm sorry.\I'll reword it.\Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls...\H-Hey!\Bakachiki? response:	Usami-san?
context: I'm sorry.\I'll reword it.\Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls...\H-Hey!\Bakachiki?\Usami-san? response:	W-What?!
context: I'll reword it.\Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls...\H-Hey!\Bakachiki?\Usami-san?\W-What?! response:	Where are you going to stay tonight?
context: Err... We rubbed our bodies together...\It got even worst!\The scent of Nikujaga and girls...\H-Hey!\Bakachiki?\Usami-san?\W-What?!\Where are you going to stay tonight? response:	I'm telling you to wait!
context: It got even worst!\The scent of Nikujaga and girls...\H-Hey!\Bakachiki?\Usami-san?\W-What?!\Where are you going to stay tonight?\I'm telling you to wait! response:	So you were dating Usami all along.
context: The scent of Nikujaga and girls...\H-Hey!\Bakachiki?\Usami-san?\W-What?!\Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along. response:	Huh?
context: H-Hey!\Bakachiki?\Usami-san?\W-What?!\Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along.\Huh? response:	I'm not mad or anything.
context: Bakachiki?\Usami-san?\W-What?!\Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along.\Huh?\I'm not mad or anything. response:	Hey-
context: Usami-san?\W-What?!\Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along.\Huh?\I'm not mad or anything.\Hey- response:	I should be congratulating you as a friend instead.
context: W-What?!\Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along.\Huh?\I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead. response:	You don't have to mind me, so just go to her side.
context: Where are you going to stay tonight?\I'm telling you to wait!\So you were dating Usami all along.\Huh?\I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side. response:	What misunderstanding do you have?
context: I'm telling you to wait!\So you were dating Usami all along.\Huh?\I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have? response:	But you were at Usami's house...
context: So you were dating Usami all along.\Huh?\I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house... response:	I didn't really want to tell you about this...
context: Huh?\I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this... response:	Sure, I went to her place.
context: I'm not mad or anything.\Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place. response:	Since it was a promise that she was going to treat me to her cooking.
context: Hey-\I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking. response:	It's delicious!
context: I should be congratulating you as a friend instead.\You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious! response:	Oh really?
context: You don't have to mind me, so just go to her side.\What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really? response:	Then praise me more!
context: What misunderstanding do you have?\But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really?\Then praise me more! response:	Yes, it's really delicious!
context: But you were at Usami's house...\I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really?\Then praise me more!\Yes, it's really delicious! response:	The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.
context: I didn't really want to tell you about this...\Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really?\Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue. response:	And even more, the firmness of the Shirataki is a good contrast.
context: Sure, I went to her place.\Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really?\Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast. response:	That must have been delicious.
context: Since it was a promise that she was going to treat me to her cooking.\It's delicious!\Oh really?\Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious. response:	That was definitely unexpected.
context: It's delicious!\Oh really?\Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected. response:	But you see, it only was well up to that point.
context: Oh really?\Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point. response:	Huh?
context: Then praise me more!\Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point.\Huh? response:	It was delicious.
context: Yes, it's really delicious!\The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point.\Huh?\It was delicious. response:	So then should we now...
context: The flavoring is marvelous, and the meat and onion are so soft they seem to melt on my tongue.\And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point.\Huh?\It was delicious.\So then should we now... response:	Begin...
context: And even more, the firmness of the Shirataki is a good contrast.\That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point.\Huh?\It was delicious.\So then should we now...\Begin... response:	Begin what?
context: That must have been delicious.\That was definitely unexpected.\But you see, it only was well up to that point.\Huh?\It was delicious.\So then should we now...\Begin...\Begin what? response:	W-What are you doing?!
context: That was definitely unexpected.\But you see, it only was well up to that point.\Huh?\It was delicious.\So then should we now...\Begin...\Begin what?\W-What are you doing?! response:	Don't put your eyes off me!
context: But you see, it only was well up to that point.\Huh?\It was delicious.\So then should we now...\Begin...\Begin what?\W-What are you doing?!\Don't put your eyes off me! response:	You fell for it, Bakachiki!
context: Huh?\It was delicious.\So then should we now...\Begin...\Begin what?\W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki! response:	Unfortunately, I'm wearing swimsuits underneath.
context: It was delicious.\So then should we now...\Begin...\Begin what?\W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath. response:	Well then, let's begin treatment.
context: So then should we now...\Begin...\Begin what?\W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment. response:	Huh?
context: Begin...\Begin what?\W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh? response:	Try hard to bear with it.
context: Begin what?\W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh?\Try hard to bear with it. response:	Hey, stop it!
context: W-What are you doing?!\Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh?\Try hard to bear with it.\Hey, stop it! response:	It's so tough.
context: Don't put your eyes off me!\You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh?\Try hard to bear with it.\Hey, stop it!\It's so tough. response:	Keep still, will you?
context: You fell for it, Bakachiki!\Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh?\Try hard to bear with it.\Hey, stop it!\It's so tough.\Keep still, will you? response:	I can't take it anymore!
context: Unfortunately, I'm wearing swimsuits underneath.\Well then, let's begin treatment.\Huh?\Try hard to bear with it.\Hey, stop it!\It's so tough.\Keep still, will you?\I can't take it anymore! response:	Hey Bakachiki!
context: Well then, let's begin treatment.\Huh?\Try hard to bear with it.\Hey, stop it!\It's so tough.\Keep still, will you?\I can't take it anymore!\Hey Bakachiki! response:	It's coming out!
context: Huh?\Try hard to bear with it.\Hey, stop it!\It's so tough.\Keep still, will you?\I can't take it anymore!\Hey Bakachiki!\It's coming out! response:	I'm having a nosebleed!
context: Try hard to bear with it.\Hey, stop it!\It's so tough.\Keep still, will you?\I can't take it anymore!\Hey Bakachiki!\It's coming out!\I'm having a nosebleed! response:	And as I was coming home from that, you spiked my drink-
context: Hey, stop it!\It's so tough.\Keep still, will you?\I can't take it anymore!\Hey Bakachiki!\It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink- response:	Jirou, that's too sexual!
context: It's so tough.\Keep still, will you?\I can't take it anymore!\Hey Bakachiki!\It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual! response:	That's why I didn't want to tell you.
context: Keep still, will you?\I can't take it anymore!\Hey Bakachiki!\It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you. response:	So Usami's not...
context: I can't take it anymore!\Hey Bakachiki!\It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not... response:	Nothing at all.
context: Hey Bakachiki!\It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not...\Nothing at all. response:	I see.
context: It's coming out!\I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not...\Nothing at all.\I see. response:	Huh?
