context: As I watched the ice guy, response:	I thought, I can't beat him!
context: Tensei! Big Brother Tensei!\Even though... such an accomplished younger brother... like you... looks up to me...\I'm sorry... Tenya...\Your big brother... lost...\Tensei...!\Shoto, where are you going?\The hospital.\What? All of a sudden? Why? response:	Wait, Shoto, is it okay not to tell Dad?
context: Even though... such an accomplished younger brother... like you... looks up to me...\I'm sorry... Tenya...\Your big brother... lost...\Tensei...!\Shoto, where are you going?\The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad? response:	Yeah.
context: I'm sorry... Tenya...\Your big brother... lost...\Tensei...!\Shoto, where are you going?\The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah. response:	Why do you want to see Mom now, after all this time?
context: Your big brother... lost...\Tensei...!\Shoto, where are you going?\The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time? response:	I'll be back.
context: Tensei...!\Shoto, where are you going?\The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time?\I'll be back. response:	It went bam! and blew him away!
context: Shoto, where are you going?\The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away! response:	-It was amazing! So cool! -That's amazing.
context: The hospital.\What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing. response:	Bam! and Crash!
context: What? All of a sudden? Why?\Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash! response:	Oh, that's so cool.
context: Wait, Shoto, is it okay not to tell Dad?\Yeah.\Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool. response:	Yeah!
context: Yeah.\Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool.\Yeah! response:	Mom, I'm going crazy...
context: Why do you want to see Mom now, after all this time?\I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool.\Yeah!\Mom, I'm going crazy... response:	I can't take it anymore.
context: I'll be back.\It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool.\Yeah!\Mom, I'm going crazy...\I can't take it anymore. response:	Every day, the children seem to become more and more like him...
context: It went bam! and blew him away!\-It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool.\Yeah!\Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him... response:	Shoto's... That child's left side sometimes looks very unsightly to me...
context: -It was amazing! So cool! -That's amazing.\Bam! and Crash!\Oh, that's so cool.\Yeah!\Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me... response:	I can't raise him anymore... I feel like I shouldn't...
context: Bam! and Crash!\Oh, that's so cool.\Yeah!\Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't... response:	Ever since that day, I thought my presence would put pressure on Mom,
context: Oh, that's so cool.\Yeah!\Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom, response:	so I never went to see her.
context: Yeah!\Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her. response:	I'm sure she continues to be bound by me... by Dad...
context: Mom, I'm going crazy...\I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad... response:	Mrs. Todoroki
context: I can't take it anymore.\Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki response:	That's why, in order to aim to become a hero
context: Every day, the children seem to become more and more like him...\Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero response:	again with this body, with everything I have...
context: Shoto's... That child's left side sometimes looks very unsightly to me...\I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have... response:	It's okay for you to become who you want to be.
context: I can't raise him anymore... I feel like I shouldn't...\Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be. response:	In order to become my ideal hero,
context: Ever since that day, I thought my presence would put pressure on Mom,\so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero, response:	I need to see her and talk to her...
context: so I never went to see her.\I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her... response:	There's so much we need to talk about...
context: I'm sure she continues to be bound by me... by Dad...\Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about... response:	Mom...
context: Mrs. Todoroki\That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about...\Mom... response:	Even if she doesn't want it, I will rescue her from here.
context: That's why, in order to aim to become a hero\again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here. response:	That is my starting line.
context: again with this body, with everything I have...\It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line. response:	That is how I feel.
context: It's okay for you to become who you want to be.\In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel. response:	For lunch today, I'll have...
context: In order to become my ideal hero,\I need to see her and talk to her...\There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel.\For lunch today, I'll have... response:	Mochi!
context: I need to see her and talk to her...\There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel.\For lunch today, I'll have...\Mochi! response:	Huh?
context: There's so much we need to talk about...\Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel.\For lunch today, I'll have...\Mochi!\Huh? response:	The door's unlocked...?
context: Mom...\Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel.\For lunch today, I'll have...\Mochi!\Huh?\The door's unlocked...? response:	Ochaco!
context: Even if she doesn't want it, I will rescue her from here.\That is my starting line.\That is how I feel.\For lunch today, I'll have...\Mochi!\Huh?\The door's unlocked...?\Ochaco! response:	We're here!
context: That is my starting line.\That is how I feel.\For lunch today, I'll have...\Mochi!\Huh?\The door's unlocked...?\Ochaco!\We're here! response:	Dad, Mom?!
context: That is how I feel.\For lunch today, I'll have...\Mochi!\Huh?\The door's unlocked...?\Ochaco!\We're here!\Dad, Mom?! response:	Why are you guys here?!
context: For lunch today, I'll have...\Mochi!\Huh?\The door's unlocked...?\Ochaco!\We're here!\Dad, Mom?!\Why are you guys here?! response:	We came to throw you an after-party.
context: Mochi!\Huh?\The door's unlocked...?\Ochaco!\We're here!\Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party. response:	Seeing our daughter trying so hard, we couldn't not come running.
context: Huh?\The door's unlocked...?\Ochaco!\We're here!\Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running. response:	What? What about work?
context: The door's unlocked...?\Ochaco!\We're here!\Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work? response:	Did you come on the bullet train?
context: Ochaco!\We're here!\Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train? response:	What? What?
context: We're here!\Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train?\What? What? response:	At least say something first!
context: Dad, Mom?!\Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train?\What? What?\At least say something first! response:	Seven times! Isn't that crazy?
context: Why are you guys here?!\We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train?\What? What?\At least say something first!\Seven times! Isn't that crazy? response:	Y-Yeah...
context: We came to throw you an after-party.\Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train?\What? What?\At least say something first!\Seven times! Isn't that crazy?\Y-Yeah... response:	Ever since the cavalry battle, I lost consciousness seven times!
context: Seeing our daughter trying so hard, we couldn't not come running.\What? What about work?\Did you come on the bullet train?\What? What?\At least say something first!\Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times! response:	The last two times were pretty much from dehydration.
context: What? What about work?\Did you come on the bullet train?\What? What?\At least say something first!\Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration. response:	You were way more heroic than me, huh?
context: Did you come on the bullet train?\What? What?\At least say something first!\Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh? response:	Of course!
context: What? What?\At least say something first!\Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course! response:	Suddenly hearing that you had a Quirk,
context: At least say something first!\Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk, response:	and having that Quirk be a super risky power-
context: Seven times! Isn't that crazy?\Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power- response:	I-I-It was a sudden variation or something that isn't impossible medically speaking,
context: Y-Yeah...\Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking, response:	and anyway, now I have a Quirk...
context: Ever since the cavalry battle, I lost consciousness seven times!\The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk... response:	Anyway, I'm so glad...!
context: The last two times were pretty much from dehydration.\You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...! response:	I'll support you, but that doesn't mean that I don't worry.
context: You were way more heroic than me, huh?\Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry. response:	Yeah.
context: Of course!\Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah. response:	I just keep going after what I yearned for,
context: Suddenly hearing that you had a Quirk,\and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for, response:	but that made those watching me worry.
context: and having that Quirk be a super risky power-\I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for,\but that made those watching me worry. response:	In order to become a cool hero who can smile and live up to everyone's expectations,
context: I-I-It was a sudden variation or something that isn't impossible medically speaking,\and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations, response:	I need to be able to do things in a way that won't make others worry.
context: and anyway, now I have a Quirk...\Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry. response:	That's the starting line where I can finally say, I am here!
context: Anyway, I'm so glad...!\I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here! response:	Izuku! Do you want to watch the recording? It's in HD! HD!
context: I'll support you, but that doesn't mean that I don't worry.\Yeah.\I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD! response:	I-I'll watch later by myself...
context: Yeah.\I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself... response:	Die...!
context: I just keep going after what I yearned for,\but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...! response:	Damn germs!
context: but that made those watching me worry.\In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...!\Damn germs! response:	irritated irritated irritated
context: In order to become a cool hero who can smile and live up to everyone's expectations,\I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...!\Damn germs!\irritated irritated irritated response:	Katsuki, don't wake up at noon and start yelling!
context: I need to be able to do things in a way that won't make others worry.\That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...!\Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling! response:	Preview
context: That's the starting line where I can finally say, I am here!\Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...!\Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview response:	Here's the preview!
context: Izuku! Do you want to watch the recording? It's in HD! HD!\I-I'll watch later by myself...\Die...!\Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview! response:	At the next hero informatics class, we'll be coming up with code names-
context: I-I'll watch later by myself...\Die...!\Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names- response:	hero names for the upcoming hero internships.
context: Die...!\Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships. response:	We're gonna do something exciting!
context: Damn germs!\irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting! response:	Show what kind of hero you want to be in the future in your name.
context: irritated irritated irritated\Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name. response:	It's obvious what mine should be,
context: Katsuki, don't wake up at noon and start yelling!\Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be, response:	but with my current abilities, I don't have the right to call myself that.
context: Preview\Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that. response:	Hurry it up.
context: Here's the preview!\At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up. response:	Y-Yes, sir!
context: At the next hero informatics class, we'll be coming up with code names-\hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir! response:	Next time, Time to Pick Some Names.
context: hero names for the upcoming hero internships.\We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir!\Next time, Time to Pick Some Names. response:	With this, most of the hero names for Class A have been decided.
context: We're gonna do something exciting!\Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir!\Next time, Time to Pick Some Names.\With this, most of the hero names for Class A have been decided. response:	Most?
context: Show what kind of hero you want to be in the future in your name.\It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir!\Next time, Time to Pick Some Names.\With this, most of the hero names for Class A have been decided.\Most? response:	Next time: Time to Pick Some Names
context: It's obvious what mine should be,\but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir!\Next time, Time to Pick Some Names.\With this, most of the hero names for Class A have been decided.\Most?\Next time: Time to Pick Some Names response:	Go beyond!
context: but with my current abilities, I don't have the right to call myself that.\Hurry it up.\Y-Yes, sir!\Next time, Time to Pick Some Names.\With this, most of the hero names for Class A have been decided.\Most?\Next time: Time to Pick Some Names\Go beyond! response:	Plus Ultra!
