context: Allow me to introduce a new student. response:	This is Ange Lucare from Incognia.
context: No!\I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom.\What do you want?\Ange! response:	No! You mean it's true?
context: I know I'm not familiar with your city ways, but please stop teasing me!\Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom.\What do you want?\Ange!\No! You mean it's true? response:	Not so loud, Beatrice.
context: Me, a spy...\My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom.\What do you want?\Ange!\No! You mean it's true?\Not so loud, Beatrice. response:	People will hear us.
context: My uncle, the Duke of Normandy, will be here soon.\You know him, don't you?\He directs all the spies in our kingdom.\What do you want?\Ange!\No! You mean it's true?\Not so loud, Beatrice.\People will hear us. response:	But...
context: You know him, don't you?\He directs all the spies in our kingdom.\What do you want?\Ange!\No! You mean it's true?\Not so loud, Beatrice.\People will hear us.\But... response:	What are you after?
context: He directs all the spies in our kingdom.\What do you want?\Ange!\No! You mean it's true?\Not so loud, Beatrice.\People will hear us.\But...\What are you after? response:	I want to be Queen.
context: What do you want?\Ange!\No! You mean it's true?\Not so loud, Beatrice.\People will hear us.\But...\What are you after?\I want to be Queen. response:	Your Highness?
context: Ange!\No! You mean it's true?\Not so loud, Beatrice.\People will hear us.\But...\What are you after?\I want to be Queen.\Your Highness? response:	You're fourth in line to the throne.
context: No! You mean it's true?\Not so loud, Beatrice.\People will hear us.\But...\What are you after?\I want to be Queen.\Your Highness?\You're fourth in line to the throne. response:	With your help, couldn't I be first?
context: Not so loud, Beatrice.\People will hear us.\But...\What are you after?\I want to be Queen.\Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first? response:	You would sell out your kingdom?
context: People will hear us.\But...\What are you after?\I want to be Queen.\Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom? response:	I'm sorry, Beatrice.
context: But...\What are you after?\I want to be Queen.\Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice. response:	I'm actually one of the bad ones.
context: What are you after?\I want to be Queen.\Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones. response:	You're asking too much!
context: I want to be Queen.\Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much! response:	We're not in a position to make that call.
context: Your Highness?\You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call. response:	Then please give a message to the people who are.
context: You're fourth in line to the throne.\With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are. response:	Tell them I want them to join me.
context: With your help, couldn't I be first?\You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me. response:	Should the answer be anything other than yes,
context: You would sell out your kingdom?\I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes, response:	I won't hesitate to expose you both.
context: I'm sorry, Beatrice.\I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both. response:	Please, wait until the Duke of Normandy arrives!
context: I'm actually one of the bad ones.\You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives! response:	I'm not feeling well.
context: You're asking too much!\We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well. response:	I'll talk to the Duke another day.
context: We're not in a position to make that call.\Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day. response:	You can't do this!
context: Then please give a message to the people who are.\Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day.\You can't do this! response:	Touch me and you'll be in breach of diplomacy!
context: Tell them I want them to join me.\Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy! response:	I-I still belong to the West!
context: Should the answer be anything other than yes,\I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West! response:	Is there a problem?
context: I won't hesitate to expose you both.\Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem? response:	The Duke of Normandy...
context: Please, wait until the Duke of Normandy arrives!\I'm not feeling well.\I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem?\The Duke of Normandy... response:	The chairman says he's not feeling well, and would like to go home.
context: I'm not feeling well.\I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home. response:	Oh, I'm sorry to hear that.
context: I'll talk to the Duke another day.\You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that. response:	You've done enough today. Go back to the embassy and get some rest.
context: You can't do this!\Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest. response:	Thank you for your understanding.
context: Touch me and you'll be in breach of diplomacy!\I-I still belong to the West!\Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding. response:	He's been shot!
context: I-I still belong to the West!\Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot! response:	The MP has been shot!
context: Is there a problem?\The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot!\The MP has been shot! response:	By the authority of the Home Secretary, I order you to seal all roads leading out of here!
context: The Duke of Normandy...\The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here! response:	Search the persons of every Kingdom citizen inside the building!
context: The chairman says he's not feeling well, and would like to go home.\Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building! response:	Y-yes, Sir!
context: Oh, I'm sorry to hear that.\You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir! response:	Your Grace?
context: You've done enough today. Go back to the embassy and get some rest.\Thank you for your understanding.\He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace? response:	I missed his vital organs.
context: Thank you for your understanding.\He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace?\I missed his vital organs. response:	As long as he has his brain and his mouth, we can question him if we have to.
context: He's been shot!\The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to. response:	I thought so.
context: The MP has been shot!\By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so. response:	Search every corner of the manor.
context: By the authority of the Home Secretary, I order you to seal all roads leading out of here!\Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor. response:	Someone in there has that key.
context: Search the persons of every Kingdom citizen inside the building!\Y-yes, Sir!\Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor.\Someone in there has that key. response:	Yes, Sir!
context: Y-yes, Sir!\Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor.\Someone in there has that key.\Yes, Sir! response:	There has been an emergency!
context: Your Grace?\I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor.\Someone in there has that key.\Yes, Sir!\There has been an emergency! response:	Please follow the Home Secretary's instructions!
context: I missed his vital organs.\As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor.\Someone in there has that key.\Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions! response:	We are going to search each one of you!
context: As long as he has his brain and his mouth, we can question him if we have to.\I thought so.\Search every corner of the manor.\Someone in there has that key.\Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you! response:	How dreadful!
context: I thought so.\Search every corner of the manor.\Someone in there has that key.\Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful! response:	We ask for your full cooperation! How dreadful!
context: Search every corner of the manor.\Someone in there has that key.\Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful! response:	We ask for your full cooperation!
context: Someone in there has that key.\Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation! response:	Get rid of the key.
context: Yes, Sir!\There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key. response:	If there's no proof, you can talk your way out of this.
context: There has been an emergency!\Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this. response:	Our orders are to get the key.
context: Please follow the Home Secretary's instructions!\We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key. response:	That will be the least of your concerns if you get caught.
context: We are going to search each one of you!\How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught. response:	True, but there's still a way.
context: How dreadful!\We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way. response:	Beatrice.
context: We ask for your full cooperation! How dreadful!\We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice. response:	But...
context: We ask for your full cooperation!\Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice.\But... response:	Surely they wouldn't search the princess.
context: Get rid of the key.\If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice.\But...\Surely they wouldn't search the princess. response:	You want to give it to me?
context: If there's no proof, you can talk your way out of this.\Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice.\But...\Surely they wouldn't search the princess.\You want to give it to me? response:	In exchange, I'll drag that'yes' out of our superiors.
context: Our orders are to get the key.\That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice.\But...\Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors. response:	Princess has offered us a deal.
context: That will be the least of your concerns if you get caught.\True, but there's still a way.\Beatrice.\But...\Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal. response:	If we don't comply, she has threatened to expose A and D.
context: True, but there's still a way.\Beatrice.\But...\Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D. response:	If Princess knows who they are, then Operation: Changeling is doomed.
context: Beatrice.\But...\Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed. response:	If A and D are arrested, the key to that vault will fall into Normandy's hands.
context: But...\Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands. response:	Then answer her demands!
context: Surely they wouldn't search the princess.\You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands! response:	How did you know?
context: You want to give it to me?\In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know? response:	Do I really need to tell you?
context: In exchange, I'll drag that'yes' out of our superiors.\Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know?\Do I really need to tell you? response:	You're a crafty woman.
context: Princess has offered us a deal.\If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know?\Do I really need to tell you?\You're a crafty woman. response:	You are speaking to royalty!
context: If we don't comply, she has threatened to expose A and D.\If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know?\Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty! response:	You mustn't blame her.
context: If Princess knows who they are, then Operation: Changeling is doomed.\If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know?\Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty!\You mustn't blame her. response:	We are enemies at the moment.
context: If A and D are arrested, the key to that vault will fall into Normandy's hands.\Then answer her demands!\How did you know?\Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment. response:	And you don't expect that to last?
context: Then answer her demands!\How did you know?\Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last? response:	My hunches are always right.
context: How did you know?\Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last?\My hunches are always right. response:	I doubt Princess could have discovered our spies without help.
context: Do I really need to tell you?\You're a crafty woman.\You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help. response:	There may be some greater power working behind her.
context: You're a crafty woman.\You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her. response:	Keep your analyses to yourself.
context: You are speaking to royalty!\You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself. response:	This is a serious international issue.
context: You mustn't blame her.\We are enemies at the moment.\And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue. response:	If it gets out that we're breaking the treaty,
context: We are enemies at the moment.\And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty, response:	our little dispute may not stay so little.
context: And you don't expect that to last?\My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little. response:	If we're not careful, we could start a world war!
context: My hunches are always right.\I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war! response:	How will I know the answer?
context: I doubt Princess could have discovered our spies without help.\There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer? response:	There's a chapel on top of the hill. If the answer is yes, its bell will chime.
context: There may be some greater power working behind her.\Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime. response:	And if it's no?
context: Keep your analyses to yourself.\This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no? response:	The bell will chime. You can count on it.
context: This is a serious international issue.\If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it. response:	Well, then. I'll wait.
context: If it gets out that we're breaking the treaty,\our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait. response:	Forgive my interruption.
context: our little dispute may not stay so little.\If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption. response:	Are these schoolmates of yours, Charlotte?
context: If we're not careful, we could start a world war!\How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte? response:	Oh, how do you do, Uncle?
context: How will I know the answer?\There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle? response:	Yes, they are my friends.
context: There's a chapel on top of the hill. If the answer is yes, its bell will chime.\And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends. response:	I don't believe I've seen those two before.
context: And if it's no?\The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before. response:	When you're the Home Secretary, you tend to remember people's faces.
context: The bell will chime. You can count on it.\Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces. response:	On behalf of the army, I order you to accept the princess' demands!
context: Well, then. I'll wait.\Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands! response:	She could be a double agent.
context: Forgive my interruption.\Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent. response:	We cannot overlook the risks of having a mole on the inside.
context: Are these schoolmates of yours, Charlotte?\Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside. response:	Unfortunately, I cannot make exceptions for Her Highness' friends.
context: Oh, how do you do, Uncle?\Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends. response:	Speak!
context: Yes, they are my friends.\I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak! response:	It's from A!
context: I don't believe I've seen those two before.\When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A! response:	If we determine that there is a possibility of an intelligence leak,
context: When you're the Home Secretary, you tend to remember people's faces.\On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak, response:	I will kill Princess!
context: On behalf of the army, I order you to accept the princess' demands!\She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess! response:	Now you. Excuse me.
context: She could be a double agent.\We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me. response:	Church bells?
context: We cannot overlook the risks of having a mole on the inside.\Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me.\Church bells? response:	At this time of night? Why?
context: Unfortunately, I cannot make exceptions for Her Highness' friends.\Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me.\Church bells?\At this time of night? Why? response:	Uncle. At this time of night? Why?
context: Speak!\It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me.\Church bells?\At this time of night? Why?\Uncle. At this time of night? Why? response:	I'm afraid I'll be excusing myself.
context: It's from A!\If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me.\Church bells?\At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself. response:	Are you sure you don't want to be here for this?
context: If we determine that there is a possibility of an intelligence leak,\I will kill Princess!\Now you. Excuse me.\Church bells?\At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this? response:	None of my friends would ever do anything wrong.
context: I will kill Princess!\Now you. Excuse me.\Church bells?\At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong. response:	Isn't that right?
context: Now you. Excuse me.\Church bells?\At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right? response:	Of course, Your Highness.
context: Church bells?\At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right?\Of course, Your Highness. response:	Control is desperately searching within the organization for the traitor.
context: At this time of night? Why?\Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right?\Of course, Your Highness.\Control is desperately searching within the organization for the traitor. response:	They can't figure out how you knew we were spies.
context: Uncle. At this time of night? Why?\I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right?\Of course, Your Highness.\Control is desperately searching within the organization for the traitor.\They can't figure out how you knew we were spies. response:	That's simple.
context: I'm afraid I'll be excusing myself.\Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right?\Of course, Your Highness.\Control is desperately searching within the organization for the traitor.\They can't figure out how you knew we were spies.\That's simple. response:	I knew, because you told me.
context: Are you sure you don't want to be here for this?\None of my friends would ever do anything wrong.\Isn't that right?\Of course, Your Highness.\Control is desperately searching within the organization for the traitor.\They can't figure out how you knew we were spies.\That's simple.\I knew, because you told me. response:	It's been ten years.
