context: Oh, no! Nirvana's started to move! response:	Plus, Natsu and I are rockin' matching outfits for some reason.
context: That's pretty impressive...\Which means it's...\Yup!\Did he turn to ash?\No, something's strange... What is this sound?\He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up! response:	Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!
context: Which means it's...\Yup!\Did he turn to ash?\No, something's strange... What is this sound?\He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you! response:	Keep on blabbing!
context: Yup!\Did he turn to ash?\No, something's strange... What is this sound?\He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing! response:	Here!
context: Did he turn to ash?\No, something's strange... What is this sound?\He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here! response:	Follow me if you dare, slanty-eyes!
context: No, something's strange... What is this sound?\He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes! response:	Hey, you look just like me!
context: He's eating the flames?\Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me! response:	Scales of the Poison Dragon!
context: Well, don't see that every day, Cubellios.\Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon! response:	Max Speed!
context: Now that I've eaten, I'm all revved up!\Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed! response:	Stupid... Don't you realize a feint isn't going to work by now?
context: Sure, you might have eaten flames to recover, but that doesn't mean I can't hear you!\Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now? response:	Is this all you got after eating those flames?
context: Keep on blabbing!\Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames? response:	I had to get close!
context: Here!\Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close! response:	Roar of the...
context: Follow me if you dare, slanty-eyes!\Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close!\Roar of the... response:	Natsu!
context: Hey, you look just like me!\Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close!\Roar of the...\Natsu! response:	You're overdoing it!
context: Scales of the Poison Dragon!\Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close!\Roar of the...\Natsu!\You're overdoing it! response:	Well, I didn't know'til I tried...
context: Max Speed!\Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close!\Roar of the...\Natsu!\You're overdoing it!\Well, I didn't know'til I tried... response:	You're overdoing it!
context: Stupid... Don't you realize a feint isn't going to work by now?\Is this all you got after eating those flames?\I had to get close!\Roar of the...\Natsu!\You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it! response:	I said you don't have to say things twice!
context: Is this all you got after eating those flames?\I had to get close!\Roar of the...\Natsu!\You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice! response:	Now it's my turn to eat!
context: I had to get close!\Roar of the...\Natsu!\You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat! response:	Poison gas...
context: Roar of the...\Natsu!\You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas... response:	He's eating the poison.
context: Natsu!\You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas...\He's eating the poison. response:	That doesn't look so healthy.
context: You're overdoing it!\Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas...\He's eating the poison.\That doesn't look so healthy. response:	Now that I've eaten, I'm all revved up... yeah?
context: Well, I didn't know'til I tried...\You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas...\He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah? response:	Don't copy me!
context: You're overdoing it!\I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas...\He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me! response:	Rot and die!
context: I said you don't have to say things twice!\Now it's my turn to eat!\Poison gas...\He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die! response:	Roar of the...
context: Now it's my turn to eat!\Poison gas...\He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die!\Roar of the... response:	His breath attack?
context: Poison gas...\He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die!\Roar of the...\His breath attack? response:	This is bad!
context: He's eating the poison.\That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die!\Roar of the...\His breath attack?\This is bad! response:	W-What? That didn't cause much damage at all...
context: That doesn't look so healthy.\Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die!\Roar of the...\His breath attack?\This is bad!\W-What? That didn't cause much damage at all... response:	What's wrong, Happy?
context: Now that I've eaten, I'm all revved up... yeah?\Don't copy me!\Rot and die!\Roar of the...\His breath attack?\This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy? response:	Hang in there, Happy!
context: Don't copy me!\Rot and die!\Roar of the...\His breath attack?\This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy! response:	Hey!
context: Rot and die!\Roar of the...\His breath attack?\This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy!\Hey! response:	For some reason... my body... isn't moving right...
context: Roar of the...\His breath attack?\This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right... response:	Don't worry about it! Same for me.
context: His breath attack?\This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me. response:	That's exactly what I'm worried about!
context: This is bad!\W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about! response:	The breath of the Poison Dragon infects your entire body with a virus!
context: W-What? That didn't cause much damage at all...\What's wrong, Happy?\Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus! response:	It slowly steals your mobility and then your life!
context: What's wrong, Happy?\Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life! response:	The moment you got hit with that breath, your defeat was guaranteed!
context: Hang in there, Happy!\Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed! response:	Oh, shut the hell up!
context: Hey!\For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up! response:	Don't worry'bout no poison, Happy!
context: For some reason... my body... isn't moving right...\Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy! response:	Aye, sir!
context: Don't worry about it! Same for me.\That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir! response:	Does he ever listen to people when they're talking?
context: That's exactly what I'm worried about!\The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking? response:	Wing Slash of the Fire Dragon!
context: The breath of the Poison Dragon infects your entire body with a virus!\It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon! response:	I can hear your movements!
context: It slowly steals your mobility and then your life!\The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements! response:	Damn it!
context: The moment you got hit with that breath, your defeat was guaranteed!\Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it! response:	Natsu, don't think!
context: Oh, shut the hell up!\Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it!\Natsu, don't think! response:	Whatever! You concentrate on flying!
context: Don't worry'bout no poison, Happy!\Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it!\Natsu, don't think!\Whatever! You concentrate on flying! response:	I am! All I'm thinking about is flying!
context: Aye, sir!\Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it!\Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying! response:	You big liar!
context: Does he ever listen to people when they're talking?\Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it!\Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar! response:	These guys are so annoying, don't you think, Cubellios?
context: Wing Slash of the Fire Dragon!\I can hear your movements!\Damn it!\Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios? response:	But for someone to be able to still move after being hit with my poison...
context: I can hear your movements!\Damn it!\Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison... response:	You Old Generation Dragon Slayers ain't half bad.
context: Damn it!\Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad. response:	Old Generation?
context: Natsu, don't think!\Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation? response:	I'm a New Generation Dragon Slayer.
context: Whatever! You concentrate on flying!\I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer. response:	I received the power to slay dragons by having dragon lacrima infused into my body.
context: I am! All I'm thinking about is flying!\You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body. response:	It's what Gramps said.
context: You big liar!\These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said. response:	He's the same as Laxus!
context: These guys are so annoying, don't you think, Cubellios?\But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus! response:	He's not a real Dragon Slayer!
context: But for someone to be able to still move after being hit with my poison...\You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer! response:	Real?
context: You Old Generation Dragon Slayers ain't half bad.\Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer!\Real? response:	Dragon slaying magic was originally only able to be learned by dragons!
context: Old Generation?\I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons! response:	It was not a technique for humans.
context: I'm a New Generation Dragon Slayer.\I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans. response:	If you ask me, you're the one that's the freak!
context: I received the power to slay dragons by having dragon lacrima infused into my body.\It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak! response:	Because there ain't any dragons in this world!
context: It's what Gramps said.\He's the same as Laxus!\He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world! response:	What did you say?!
context: He's the same as Laxus!\He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?! response:	Try sayin' that again!
context: He's not a real Dragon Slayer!\Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again! response:	There's Igneel, damn it!
context: Real?\Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again!\There's Igneel, damn it! response:	No, there isn't!
context: Dragon slaying magic was originally only able to be learned by dragons!\It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again!\There's Igneel, damn it!\No, there isn't! response:	Dragons are extinct!
context: It was not a technique for humans.\If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again!\There's Igneel, damn it!\No, there isn't!\Dragons are extinct! response:	Don't go killing them off so easy!
context: If you ask me, you're the one that's the freak!\Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again!\There's Igneel, damn it!\No, there isn't!\Dragons are extinct!\Don't go killing them off so easy! response:	Fangs of the Poison Dragon!
context: Because there ain't any dragons in this world!\What did you say?!\Try sayin' that again!\There's Igneel, damn it!\No, there isn't!\Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon! response:	Natsu, hang in there!
context: What did you say?!\Try sayin' that again!\There's Igneel, damn it!\No, there isn't!\Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there! response:	M-My body... I can't move...
context: Try sayin' that again!\There's Igneel, damn it!\No, there isn't!\Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move... response:	Damn it...
context: There's Igneel, damn it!\No, there isn't!\Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move...\Damn it... response:	I can hear the poison spreading through your entire body.
context: No, there isn't!\Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body. response:	Rot and die right here before me, Old Generation.
context: Dragons are extinct!\Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation. response:	Natsu... I'm at my limit, too...
context: Don't go killing them off so easy!\Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too... response:	Happy, drop me right on top of him.
context: Fangs of the Poison Dragon!\Natsu, hang in there!\M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him. response:	What are you saying, Natsu? Didn't you just say you couldn't move?
context: Natsu, hang in there!\M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move? response:	That's why I have to finish it with this move.
context: M-My body... I can't move...\Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move. response:	What are you going to do?
context: Damn it...\I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do? response:	A full power Roar of the Fire Dragon?
context: I can hear the poison spreading through your entire body.\Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon? response:	Idiot... I can hear what you're thinking.
context: Rot and die right here before me, Old Generation.\Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking. response:	Happy, now!
context: Natsu... I'm at my limit, too...\Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now! response:	Aye!
context: Happy, drop me right on top of him.\What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now!\Aye! response:	It was more of a nuisance when he was attacking without thinking.
context: What are you saying, Natsu? Didn't you just say you couldn't move?\That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking. response:	This is over!
context: That's why I have to finish it with this move.\What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking.\This is over! response:	Roar of the...
context: What are you going to do?\A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the... response:	It's no use. I can hear you!
context: A full power Roar of the Fire Dragon?\Idiot... I can hear what you're thinking.\Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the...\It's no use. I can hear you! response:	You plan on aiming all around!
context: Idiot... I can hear what you're thinking.\Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the...\It's no use. I can hear you!\You plan on aiming all around! response:	Think you can hit me no matter where I dodge?
context: Happy, now!\Aye!\It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the...\It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge? response:	But! It won't reach straight behind your head!
context: Aye!\It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the...\It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head! response:	I'll smash in that head of yours!
context: It was more of a nuisance when he was attacking without thinking.\This is over!\Roar of the...\It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours! response:	Natsu!
context: This is over!\Roar of the...\It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu! response:	Go meet your dragons in the afterlife!
context: Roar of the...\It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife! response:	Damn you!
context: It's no use. I can hear you!\You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife!\Damn you! response:	What is that noise? A roar?
context: You plan on aiming all around!\Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar? response:	Some kind of giant monster?
context: Think you can hit me no matter where I dodge?\But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar?\Some kind of giant monster? response:	No... That's...
context: But! It won't reach straight behind your head!\I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar?\Some kind of giant monster?\No... That's... response:	My ears!
context: I'll smash in that head of yours!\Natsu!\Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar?\Some kind of giant monster?\No... That's...\My ears! response:	That was some roar, all right...
context: Natsu!\Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar?\Some kind of giant monster?\No... That's...\My ears!\That was some roar, all right... response:	Well, I figured he had such good hearing that...
context: Go meet your dragons in the afterlife!\Damn you!\What is that noise? A roar?\Some kind of giant monster?\No... That's...\My ears!\That was some roar, all right...\Well, I figured he had such good hearing that... response:	Just like I planned, yup!
context: Damn you!\What is that noise? A roar?\Some kind of giant monster?\No... That's...\My ears!\That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup! response:	It was a total coincidence, though.
context: What is that noise? A roar?\Some kind of giant monster?\No... That's...\My ears!\That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though. response:	Impossible... Defeating Cobra with nothing but a scream?
context: Some kind of giant monster?\No... That's...\My ears!\That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream? response:	What in the world is that man?
context: No... That's...\My ears!\That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man? response:	That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?
context: My ears!\That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right? response:	Yeah. I bet he's super strong!
context: That was some roar, all right...\Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong! response:	Don't look like it to me.
context: Well, I figured he had such good hearing that...\Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me. response:	In his face, anyway.
context: Just like I planned, yup!\It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway. response:	What does the face have to do with it?
context: It was a total coincidence, though.\Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway.\What does the face have to do with it? response:	Well, maybe I'll fight him later!
context: Impossible... Defeating Cobra with nothing but a scream?\What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway.\What does the face have to do with it?\Well, maybe I'll fight him later! response:	I bet that you'll lose, Natsu!
context: What in the world is that man?\That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway.\What does the face have to do with it?\Well, maybe I'll fight him later!\I bet that you'll lose, Natsu! response:	Next time: Jura, the Tenth Saint!
context: That big dude from Lamia Scale said he was one of the 10 Wizard Saints, right?\Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway.\What does the face have to do with it?\Well, maybe I'll fight him later!\I bet that you'll lose, Natsu!\Next time: Jura, the Tenth Saint! response:	Why won't you bet that I win?
context: Yeah. I bet he's super strong!\Don't look like it to me.\In his face, anyway.\What does the face have to do with it?\Well, maybe I'll fight him later!\I bet that you'll lose, Natsu!\Next time: Jura, the Tenth Saint!\Why won't you bet that I win? response:	You're cold, Happy!
context: Don't look like it to me.\In his face, anyway.\What does the face have to do with it?\Well, maybe I'll fight him later!\I bet that you'll lose, Natsu!\Next time: Jura, the Tenth Saint!\Why won't you bet that I win?\You're cold, Happy! response:	I make it a rule not to fight a losing battle.
