context: This arrow is very precious. It's the only one there is. response:	It's my precious objective.
context: Be thankful that you get to live a bit longer.\That's just great.\Hey, what're you doing?\Make your Stand appear, brat!\S-Stand? I have no idea what's going on...\Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh? response:	Your Shining Diamond's range is less than one meter.
context: That's just great.\Hey, what're you doing?\Make your Stand appear, brat!\S-Stand? I have no idea what's going on...\Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter. response:	If that shrimp's Stand's ability is able to compensate for yours,
context: Hey, what're you doing?\Make your Stand appear, brat!\S-Stand? I have no idea what's going on...\Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours, response:	you might be able to escape my Company.
context: Make your Stand appear, brat!\S-Stand? I have no idea what's going on...\Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company. response:	True... It'd be great if it's a Stand that can kick your ass.
context: S-Stand? I have no idea what's going on...\Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass. response:	Okay, getting your Stand to come out is easy, Koichi.
context: Oh? It's your first time? I see!\Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi. response:	You just need to feel like
context: Fine! Josuke, show him how to make a Stand appear!\Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like response:	you want to protect yourself, or you want to kick his ass.
context: Huh?\Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass. response:	Huh?
context: Your Shining Diamond's range is less than one meter.\If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh? response:	The rest is just instinct.
context: If that shrimp's Stand's ability is able to compensate for yours,\you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct. response:	A Stand that's unique to your mentality should come out.
context: you might be able to escape my Company.\True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out. response:	W-Wait! I can't understand all this out of nowhere!
context: True... It'd be great if it's a Stand that can kick your ass.\Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere! response:	You don't understand?
context: Okay, getting your Stand to come out is easy, Koichi.\You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand? response:	Then I guess we'll just have to put you in a situation that makes you!
context: You just need to feel like\you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you! response:	Do it, Green Beret!
context: you want to protect yourself, or you want to kick his ass.\Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret! response:	Boom
context: Huh?\The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom response:	What?!
context: The rest is just instinct.\A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom\What?! response:	That's...
context: A Stand that's unique to your mentality should come out.\W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom\What?!\That's... response:	Hey, Koichi, try moving it.
context: W-Wait! I can't understand all this out of nowhere!\You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom\What?!\That's...\Hey, Koichi, try moving it. response:	M-Move what?
context: You don't understand?\Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom\What?!\That's...\Hey, Koichi, try moving it.\M-Move what? response:	That Stand!
context: Then I guess we'll just have to put you in a situation that makes you!\Do it, Green Beret!\Boom\What?!\That's...\Hey, Koichi, try moving it.\M-Move what?\That Stand! response:	Stand?
context: Do it, Green Beret!\Boom\What?!\That's...\Hey, Koichi, try moving it.\M-Move what?\That Stand!\Stand? response:	I-I made this appear?!
context: Boom\What?!\That's...\Hey, Koichi, try moving it.\M-Move what?\That Stand!\Stand?\I-I made this appear?! response:	What happens after this?
context: What?!\That's...\Hey, Koichi, try moving it.\M-Move what?\That Stand!\Stand?\I-I made this appear?!\What happens after this? response:	What kind of abilities does this egg-shaped thing have?
context: That's...\Hey, Koichi, try moving it.\M-Move what?\That Stand!\Stand?\I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have? response:	Abilities? I'm sorry to disappoint you, but this is all I can do!
context: Hey, Koichi, try moving it.\M-Move what?\That Stand!\Stand?\I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do! response:	This is it!
context: M-Move what?\That Stand!\Stand?\I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it! response:	What? That's it?!
context: That Stand!\Stand?\I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?! response:	This Stand...
context: Stand?\I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?!\This Stand... response:	That's enough! That's all I need to know!
context: I-I made this appear?!\What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?!\This Stand...\That's enough! That's all I need to know! response:	All units, battle positions!
context: What happens after this?\What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?!\This Stand...\That's enough! That's all I need to know!\All units, battle positions! response:	Koichi, withdraw your Stand.
context: What kind of abilities does this egg-shaped thing have?\Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?!\This Stand...\That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand. response:	If they attack that thing, you'll die, too!
context: Abilities? I'm sorry to disappoint you, but this is all I can do!\This is it!\What? That's it?!\This Stand...\That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too! response:	Withdraw? How do I make it withdraw?!
context: This is it!\What? That's it?!\This Stand...\That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?! response:	Commence attack!
context: What? That's it?!\This Stand...\That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack! response:	Kablow
context: This Stand...\That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack!\Kablow response:	J-Josuke!
context: That's enough! That's all I need to know!\All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack!\Kablow\J-Josuke! response:	Good. Now Koichi and Josuke have been separated.
context: All units, battle positions!\Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack!\Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated. response:	The crack in that egg...
context: Koichi, withdraw your Stand.\If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack!\Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg... response:	The brat hasn't realized it yet, but it might be something worthwhile.
context: If they attack that thing, you'll die, too!\Withdraw? How do I make it withdraw?!\Commence attack!\Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile. response:	The only one who's going to die right now is Josuke.
context: Withdraw? How do I make it withdraw?!\Commence attack!\Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke. response:	Ow...
context: Commence attack!\Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow... response:	Hey, Okuyasu's big bro,
context: Kablow\J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro, response:	if you're going to use an attack flashy enough to destroy this house,
context: J-Josuke!\Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house, response:	I'm gonna do the same.
context: Good. Now Koichi and Josuke have been separated.\The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same. response:	Let's make this just great.
context: The crack in that egg...\The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great. response:	Josuke Higashikata...
context: The brat hasn't realized it yet, but it might be something worthwhile.\The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great.\Josuke Higashikata... response:	Is it true that you hate it when anyone says anything insulting about your hair?
context: The only one who's going to die right now is Josuke.\Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair? response:	Why don't you try insulting it? Just to test that out.
context: Ow...\Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out. response:	No, there's no need.
context: Hey, Okuyasu's big bro,\if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need. response:	Because I'm going to declare that I'll
context: if you're going to use an attack flashy enough to destroy this house,\I'm gonna do the same.\Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll response:	blow off the head that your hair sits on.
context: I'm gonna do the same.\Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on. response:	First, my Worse Company is going to shoot your legs.
context: Let's make this just great.\Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs. response:	You won't be able to run away then.
context: Josuke Higashikata...\Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then. response:	Next, we'll damage your arm.
context: Is it true that you hate it when anyone says anything insulting about your hair?\Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm. response:	Then you won't be able to guard yourself.
context: Why don't you try insulting it? Just to test that out.\No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself. response:	And then, I declare that I'm gonna blow your brains out, along with your hair.
context: No, there's no need.\Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair. response:	I see. That's a flawless plan...
context: Because I'm going to declare that I'll\blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan... response:	If you ignore the fact that it's impossible!
context: blow off the head that your hair sits on.\First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible! response:	I'm very methodical, you see.
context: First, my Worse Company is going to shoot your legs.\You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see. response:	If I say I'll do something in a certain order, I will.
context: You won't be able to run away then.\Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will. response:	That's what a declaration is.
context: Next, we'll damage your arm.\Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is. response:	He's wide open...
context: Then you won't be able to guard yourself.\And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open... response:	I just need to make that Stand thing appear again.
context: And then, I declare that I'm gonna blow your brains out, along with your hair.\I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again. response:	It's only an egg-looking thing, but if I can make it ram into him,
context: I see. That's a flawless plan...\If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him, response:	I might be able to beat him!
context: If you ignore the fact that it's impossible!\I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him! response:	I-I'm going to do it! Be confident!
context: I'm very methodical, you see.\If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident! response:	I'm going to beat him!
context: If I say I'll do something in a certain order, I will.\That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him! response:	I'm very interested in your Stand,
context: That's what a declaration is.\He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand, response:	so I won't kill you just yet.
context: He's wide open...\I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet. response:	You bastard!
context: I just need to make that Stand thing appear again.\It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet.\You bastard! response:	All units, charge!
context: It's only an egg-looking thing, but if I can make it ram into him,\I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet.\You bastard!\All units, charge! response:	Just like Moses, who parted the Red Sea and walked across its floor,
context: I might be able to beat him!\I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet.\You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor, response:	I'm gonna make my way through this army and beat you down!
context: I-I'm going to do it! Be confident!\I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet.\You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down! response:	You fool! My plan is going exactly as I have declared,
context: I'm going to beat him!\I'm very interested in your Stand,\so I won't kill you just yet.\You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared, response:	Josuke Higashikata!
context: I'm very interested in your Stand,\so I won't kill you just yet.\You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata! response:	A l-landmine?!
context: so I won't kill you just yet.\You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?! response:	First, damage to your legs!
context: You bastard!\All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?!\First, damage to your legs! response:	And now, Apaches, fire your missiles!
context: All units, charge!\Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles! response:	My arm...
context: Just like Moses, who parted the Red Sea and walked across its floor,\I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles!\My arm... response:	First your legs, then your arm.
context: I'm gonna make my way through this army and beat you down!\You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm. response:	It feels so good when things go as I've declared.
context: You fool! My plan is going exactly as I have declared,\Josuke Higashikata!\A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm.\It feels so good when things go as I've declared. response:	Let's see if you can stay in one piece as my Worse Company
context: Josuke Higashikata!\A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company response:	fires all its missiles, shells, and rounds into that damaged arm of yours!
context: A l-landmine?!\First, damage to your legs!\And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours! response:	You've lost, Josuke Higashikata!
context: First, damage to your legs!\And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata! response:	All units!
context: And now, Apaches, fire your missiles!\My arm...\First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units! response:	Get ready to fire at once!
context: My arm...\First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units!\Get ready to fire at once! response:	What do you think you're doing, Josuke Higashikata?
context: First your legs, then your arm.\It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata? response:	Are you surrendering?
context: It feels so good when things go as I've declared.\Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering? response:	Are you asking me to let you go?
context: Let's see if you can stay in one piece as my Worse Company\fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go? response:	That's not happening.
context: fires all its missiles, shells, and rounds into that damaged arm of yours!\You've lost, Josuke Higashikata!\All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go?\That's not happening. response:	All units, fire!
context: You've lost, Josuke Higashikata!\All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go?\That's not happening.\All units, fire! response:	My plan is already finished.
context: All units!\Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go?\That's not happening.\All units, fire!\My plan is already finished. response:	What?!
context: Get ready to fire at once!\What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go?\That's not happening.\All units, fire!\My plan is already finished.\What?! response:	My missiles that just attacked Josuke's arm...
context: What do you think you're doing, Josuke Higashikata?\Are you surrendering?\Are you asking me to let you go?\That's not happening.\All units, fire!\My plan is already finished.\What?!\My missiles that just attacked Josuke's arm... response:	Did you forget?
context: Are you surrendering?\Are you asking me to let you go?\That's not happening.\All units, fire!\My plan is already finished.\What?!\My missiles that just attacked Josuke's arm...\Did you forget? response:	My Shining Diamond can repair what's been destroyed.
context: Are you asking me to let you go?\That's not happening.\All units, fire!\My plan is already finished.\What?!\My missiles that just attacked Josuke's arm...\Did you forget?\My Shining Diamond can repair what's been destroyed. response:	If you forgot, then write it down. You know, methodically.
context: That's not happening.\All units, fire!\My plan is already finished.\What?!\My missiles that just attacked Josuke's arm...\Did you forget?\My Shining Diamond can repair what's been destroyed.\If you forgot, then write it down. You know, methodically. response:	Episode 5 The Nijimura Brothers, Part 3
context: All units, fire!\My plan is already finished.\What?!\My missiles that just attacked Josuke's arm...\Did you forget?\My Shining Diamond can repair what's been destroyed.\If you forgot, then write it down. You know, methodically.\Episode 5 The Nijimura Brothers, Part 3 response:	Episode 5 The Niji mura Brothers, Part 3
