context: I'm sorry. I mustn't go with you. response:	We would run and run, but to where?
context: Isn't it beautiful, Haruto? This is you.\What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie. response:	The VVV Project was the highest of state secrets, you see.
context: What... is this?\This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see. response:	It was camouflage.
context: This is your gene map! My masterpiece!\Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage. response:	Then... Then you were making weapons, Dad?
context: Isn't the alignment of this N sequence a thing of beauty?\Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad? response:	Tools for killing?
context: Dad?\Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing? response:	Weapons?
context: Dr. Tokishima is the scientist in charge of the VVV Project.\Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing?\Weapons? response:	The Valvraves are nothing so crude as that.
context: Huh? But Dad, You said you worked for a pharmaceutical company.\Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing?\Weapons?\The Valvraves are nothing so crude as that. response:	Our sponsor was the military,
context: Oh, that was a lie.\The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing?\Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military, response:	so we slapped armor and weapons onto them, that's all.
context: The VVV Project was the highest of state secrets, you see.\It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing?\Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all. response:	The real goal of the Valvraves is to create a new form of life!
context: It was camouflage.\Then... Then you were making weapons, Dad?\Tools for killing?\Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life! response:	Yes! You have surpassed humanity!
context: Then... Then you were making weapons, Dad?\Tools for killing?\Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity! response:	It's the birth of Homo sapiens novus,
context: Tools for killing?\Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus, response:	which will rule all humanity on Earth! No, the entire universe!
context: Weapons?\The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe! response:	Haruto, you and the others are the chosen few,
context: The Valvraves are nothing so crude as that.\Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few, response:	modified for the VVV Project!
context: Our sponsor was the military,\so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project! response:	Modified?
context: so we slapped armor and weapons onto them, that's all.\The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified? response:	What do you mean, project?
context: The real goal of the Valvraves is to create a new form of life!\Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified?\What do you mean, project? response:	The project to develop the Valvraves and their pilots.
context: Yes! You have surpassed humanity!\It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots. response:	You were created through genetic and Rune manipulation
context: It's the birth of Homo sapiens novus,\which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation response:	to make you compatible with the Valvraves.
context: which will rule all humanity on Earth! No, the entire universe!\Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves. response:	What gave you the right to do that to us?!
context: Haruto, you and the others are the chosen few,\modified for the VVV Project!\Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?! response:	Oh, we had permission.
context: modified for the VVV Project!\Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission. response:	I sure don't remember giving anybody my permission!
context: Modified?\What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission! response:	Silly boy!
context: What do you mean, project?\The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy! response:	This was before you were born!
context: The project to develop the Valvraves and their pilots.\You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born! response:	It was your parents who gave me permission, of course!
context: You were created through genetic and Rune manipulation\to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born!\It was your parents who gave me permission, of course! response:	I did not! I was tricked!
context: to make you compatible with the Valvraves.\What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked! response:	I did it out of idealism!
context: What gave you the right to do that to us?!\Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism! response:	But it doesn't changed the fact that you were willing participants!
context: Oh, we had permission.\I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants! response:	That's why you can't go public!
context: I sure don't remember giving anybody my permission!\Silly boy!\This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public! response:	In other words, the children of the
context: Silly boy!\This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the response:	VVV Project personnel are both test subjects and leverage!
context: This was before you were born!\It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage! response:	Two birds with one stone, am I right?
context: It was your parents who gave me permission, of course!\I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right? response:	I have to meet up with the others and tell them what the enemy's up to!
context: I did not! I was tricked!\I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to! response:	It's deserted? What's going on?
context: I did it out of idealism!\But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on? response:	L-elf...
context: But it doesn't changed the fact that you were willing participants!\That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf... response:	I've located the transport that was stolen by L-elf
context: That's why you can't go public!\In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf response:	and his people in the forest 30km east of Dorssiana.
context: In other words, the children of the\VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana. response:	However, no one is on board.
context: VVV Project personnel are both test subjects and leverage!\Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board. response:	If they've deserted the transport, that means
context: Two birds with one stone, am I right?\I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means response:	they've set their sights on another means of transportation.
context: I have to meet up with the others and tell them what the enemy's up to!\It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation. response:	To carry the Valvraves, they'd need something big.
context: It's deserted? What's going on?\L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big. response:	The only civilian craft big enough would be...
context: L-elf...\I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be... response:	I see.
context: I've located the transport that was stolen by L-elf\and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see. response:	Your line of reasoning is not bad at all.
context: and his people in the forest 30km east of Dorssiana.\However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all. response:	Q-vier, now departing for battle! Blitzendegen!
context: However, no one is on board.\If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen! response:	I haven't given you any such order yet.
context: If they've deserted the transport, that means\they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet. response:	Now, then. Isn't there another possibility?
context: they've set their sights on another means of transportation.\To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility? response:	The possibility that they are receiving Royalist assistance...
context: To carry the Valvraves, they'd need something big.\The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance... response:	This should bring something capable of breaching the tower wall.
context: The only civilian craft big enough would be...\I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall. response:	L-elf's been spotted?
context: I see.\Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted? response:	Don't worry, Haruto.
context: Your line of reasoning is not bad at all.\Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto. response:	You're a special being who has received
context: Q-vier, now departing for battle! Blitzendegen!\I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received response:	the blessings of the power of science!
context: I haven't given you any such order yet.\Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science! response:	Not even the Dorssian military will turn you away!
context: Now, then. Isn't there another possibility?\The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away! response:	Blessing? What you gave us is a curse!
context: The possibility that they are receiving Royalist assistance...\This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse! response:	We lose our memories! Our minds!
context: This should bring something capable of breaching the tower wall.\L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds! response:	We live by devouring other people!
context: L-elf's been spotted?\Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people! response:	Homo sapiens novus stands at the top of the food chain.
context: Don't worry, Haruto.\You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain. response:	What you describe is as natural as a human eating a fish or pig!
context: You're a special being who has received\the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig! response:	Dad!
context: the blessings of the power of science!\Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad! response:	Hold your head high, Haruto!
context: Not even the Dorssian military will turn you away!\Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto! response:	You've become the ultimate lifeform!
context: Blessing? What you gave us is a curse!\We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform! response:	As the person who created you, from a scientific standpoint,
context: We lose our memories! Our minds!\We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint, response:	does that make me God?
context: We live by devouring other people!\Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God? response:	Dr. Tokishima! Please stop antagonizing him!
context: Homo sapiens novus stands at the top of the food chain.\What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him! response:	Haruto?!
context: What you describe is as natural as a human eating a fish or pig!\Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?! response:	Ultimate lifeform, my ass!
context: Dad!\Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass! response:	Tons of people have died because of us!
context: Hold your head high, Haruto!\You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us! response:	Aina and Marie and lots of JIORans!
context: You've become the ultimate lifeform!\As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans! response:	Don't worry about a thing, Haruto.
context: As the person who created you, from a scientific standpoint,\does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto. response:	A Homo sapien novus like you won't die so easily.
context: does that make me God?\Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily. response:	Haruto...
context: Dr. Tokishima! Please stop antagonizing him!\Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto... response:	Dad.
context: Haruto?!\Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto...\Dad. response:	I've decided.
context: Ultimate lifeform, my ass!\Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto...\Dad.\I've decided. response:	I made up my mind a long time ago.
context: Tons of people have died because of us!\Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto...\Dad.\I've decided.\I made up my mind a long time ago. response:	About what?
context: Aina and Marie and lots of JIORans!\Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto...\Dad.\I've decided.\I made up my mind a long time ago.\About what? response:	I'm going to destroy the Valvraves.
context: Don't worry about a thing, Haruto.\A Homo sapien novus like you won't die so easily.\Haruto...\Dad.\I've decided.\I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves. response:	To make sure this curse doesn't spread any further,
context: A Homo sapien novus like you won't die so easily.\Haruto...\Dad.\I've decided.\I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further, response:	I'll make sure nothing's left!
context: Haruto...\Dad.\I've decided.\I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left! response:	Don't do that, Haruto!
context: Dad.\I've decided.\I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto! response:	You're the living embodiment of my dreams!
context: I've decided.\I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams! response:	Do you want to end humanity's future?
context: I made up my mind a long time ago.\About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future? response:	To hold back the clock of human evolution?
context: About what?\I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution? response:	Stop this.
context: I'm going to destroy the Valvraves.\To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this. response:	Wait!
context: To make sure this curse doesn't spread any further,\I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this.\Wait! response:	What are you thinking?!
context: I'll make sure nothing's left!\Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this.\Wait!\What are you thinking?! response:	Everything has worked out so well!
context: Don't do that, Haruto!\You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this.\Wait!\What are you thinking?!\Everything has worked out so well! response:	You're perfect!
context: You're the living embodiment of my dreams!\Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this.\Wait!\What are you thinking?!\Everything has worked out so well!\You're perfect! response:	Goodbye, Dad.
context: Do you want to end humanity's future?\To hold back the clock of human evolution?\Stop this.\Wait!\What are you thinking?!\Everything has worked out so well!\You're perfect!\Goodbye, Dad. response:	Why? Why did you...
context: To hold back the clock of human evolution?\Stop this.\Wait!\What are you thinking?!\Everything has worked out so well!\You're perfect!\Goodbye, Dad.\Why? Why did you... response:	This isn't like three years ago. I've created a path.
context: Stop this.\Wait!\What are you thinking?!\Everything has worked out so well!\You're perfect!\Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path. response:	I now have a country to protect you.
context: Wait!\What are you thinking?!\Everything has worked out so well!\You're perfect!\Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you. response:	Lieselotte...
context: What are you thinking?!\Everything has worked out so well!\You're perfect!\Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you.\Lieselotte... response:	Michael...
context: Everything has worked out so well!\You're perfect!\Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you.\Lieselotte...\Michael... response:	Allow me to abduct you.
context: You're perfect!\Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you.\Lieselotte...\Michael...\Allow me to abduct you. response:	Next time, episode 19. Sadness is Like the Falling Snow.
context: Goodbye, Dad.\Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you.\Lieselotte...\Michael...\Allow me to abduct you.\Next time, episode 19. Sadness is Like the Falling Snow. response:	Valvrave the Liberator...
context: Why? Why did you...\This isn't like three years ago. I've created a path.\I now have a country to protect you.\Lieselotte...\Michael...\Allow me to abduct you.\Next time, episode 19. Sadness is Like the Falling Snow.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
