context: Where did he go? response:	Behind you, Butta!
context: His battle power reads about 5000.\That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating. response:	It's not unheard of. He was probably born an extremely gifted warrior,
context: That's right, only 5000. Strange, isn't it?\You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior, response:	some kind of mutant, just like we were.
context: You idiot!\You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were. response:	This is shaping up to be a fight more interesting than any
context: You were made to look like fools because you only relied on the Scouter's rating.\No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any response:	I've experienced before.
context: No doubt he just raised his battle power dramatically for just a moment.\That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before. response:	I didn't think the time would ever come when Ginyu- sama
context: That's the type he is.\In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama response:	would have to display his true power.
context: In my estimation, I'd say he has an actual battle power of around 60,000.\60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power. response:	I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.
context: 60,000? But he's a Saiyan! I've never heard of a Saiyan with a 60,000 rating.\It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls. response:	They're probably still near their spaceship.
context: It's not unheard of. He was probably born an extremely gifted warrior,\some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship. response:	If I'm able to defeat these guys, I'll join you shortly.
context: some kind of mutant, just like we were.\This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly. response:	Don't sound so discouraging! Make sure you beat them!
context: This is shaping up to be a fight more interesting than any\I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them! response:	Right.
context: I've experienced before.\I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right. response:	Okay, let's go! We have to hurry, before Grand Elder- san gets killed.
context: I didn't think the time would ever come when Ginyu- sama\would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed. response:	He may already have been...
context: would have to display his true power.\I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been... response:	At any rate, hurry!
context: I'll keep them busy. You guys use the Dragon Radar to find the Dragon Balls.\They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry! response:	Vegeta, you take care of the other one.
context: They're probably still near their spaceship.\If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one. response:	Now that you've recovered from being near death,
context: If I'm able to defeat these guys, I'll join you shortly.\Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death, response:	your power should be much greater.
context: Don't sound so discouraging! Make sure you beat them!\Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater. response:	He's no longer an unbeatable opponent, right?
context: Right.\Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right? response:	You knew about that, huh?
context: Okay, let's go! We have to hurry, before Grand Elder- san gets killed.\He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh? response:	Really?
context: He may already have been...\At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really? response:	All right, get going! And be careful!
context: At any rate, hurry!\Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really?\All right, get going! And be careful! response:	We're off!
context: Vegeta, you take care of the other one.\Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really?\All right, get going! And be careful!\We're off! response:	Good luck, Goku!
context: Now that you've recovered from being near death,\your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really?\All right, get going! And be careful!\We're off!\Good luck, Goku! response:	They're getting away!
context: your power should be much greater.\He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really?\All right, get going! And be careful!\We're off!\Good luck, Goku!\They're getting away! response:	Let them go. They're small fry.
context: He's no longer an unbeatable opponent, right?\You knew about that, huh?\Really?\All right, get going! And be careful!\We're off!\Good luck, Goku!\They're getting away!\Let them go. They're small fry. response:	Damn it, let there still be time!
context: You knew about that, huh?\Really?\All right, get going! And be careful!\We're off!\Good luck, Goku!\They're getting away!\Let them go. They're small fry.\Damn it, let there still be time! response:	Hang in there, Grand Elder- san.
context: Really?\All right, get going! And be careful!\We're off!\Good luck, Goku!\They're getting away!\Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san. response:	All right, we're up, too.
context: All right, get going! And be careful!\We're off!\Good luck, Goku!\They're getting away!\Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too. response:	Guess we've got no choice.
context: We're off!\Good luck, Goku!\They're getting away!\Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too.\Guess we've got no choice. response:	See you later, Kakarrot!
context: Good luck, Goku!\They're getting away!\Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too.\Guess we've got no choice.\See you later, Kakarrot! response:	Vegeta!
context: They're getting away!\Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too.\Guess we've got no choice.\See you later, Kakarrot!\Vegeta! response:	Your guard is down!
context: Let them go. They're small fry.\Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too.\Guess we've got no choice.\See you later, Kakarrot!\Vegeta!\Your guard is down! response:	Vegeta's ambitions are frightful.
context: Damn it, let there still be time!\Hang in there, Grand Elder- san.\All right, we're up, too.\Guess we've got no choice.\See you later, Kakarrot!\Vegeta!\Your guard is down!\Vegeta's ambitions are frightful. response:	And now, a direct battle between Goku and Ginyu begins.
